time,open,high,low,close,SRI Bias Histogram,STH MVRV,MVRV SMA,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Stage 4 to 1,Stage 1 to 2,Stage 2 to 3,Stage 3 to 4,%K,%D,MTF RSI,Volume,STH-MVRV,NRPL,Deviation Dot,Max Risk,Median Risk,Min Risk,Displayed STH SOPR (Mirrored),Short-Term Risk Score,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,MVRV,Z-score,Plot,Plot
1651757400,325.17,325.25,309.62,313,-35,0.8824620244841158,,317.84055070718483,333.4564235294119,333.4564235294119,322.8492936690171,348.0730449884775,0,0,0,0,,,,154607447,0.8566735603151872,-1881572629.9900024,328.65000000000003,503.9481028167995,380.3406978469696,143.84685254097,-0.12731841478432038,0.3177713135222568,0.005000000000000001,0.004000000000000001,0.0030000000000000005,0.0020000000000000005,0.0010000000000000002,0,0.005000000000000001,1.6211662162233484,1.1048761227695858,,
1651843800,310.95,315.09,305.105,309.25,-40,0.8824620244841158,,314.7324413415621,330.9693176470589,330.9693176470589,319.8046460717545,348.0730449884775,0,0,0,0,,,,139572805,0.8473687132034223,-237273768.49999842,324.71250000000003,504.1245799463963,380.4655165629125,143.89722613994985,-0.12945355128132496,0.2998794971082543,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,1.49599696827065,0.8801473318634594,,
1652103000,303.48,309.3487,295.72,297.15,-35,0.8383604715674704,,310.5213138982296,327.8273882352941,327.8273882352941,308.36910809248224,348.0730449884775,0,0,0,0,3.7570155342344465,14.857622444602919,31.624840379604493,113387342,0.8152687621604633,-717741874.8600047,312.0075,504.66530554906535,380.85810806805193,144.05157075519398,-0.1406623070487284,0.34789871074373485,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,1.3941413636055668,0.6973740784188807,,
1652189400,304.51,305.76,296.57,300.76,-35,0.8383604715674704,,307.0259126805811,325.1213647058823,325.1213647058823,308.36910809248224,348.0730449884775,0,0,0,0,,,,124124550,0.8260375349182123,-465467062.5,315.798,504.81645637937305,380.9566767568395,144.09471522002517,-0.14471741898644652,0.33051409464246984,-0.007885,-0.006307999999999999,-0.004730999999999999,-0.0031539999999999997,-0.0015769999999999998,-0.007885,0,1.2544458955349556,0.44719120699324494,,
1652275800,298.44,304.09,290.95,291.84,-45,0.8239885532857851,,302.3881692561803,321.61865882352936,321.61865882352936,304.1219274841052,348.0730449884775,0,0,0,0,,,,140326148,0.8024977287649505,-926152576.8000032,306.43199999999996,504.94114904441597,381.05039374936547,144.13030747109448,-0.15427647912466913,0.37314973524707734,-0.0033294999999999974,-0.0026635999999999977,-0.001997699999999998,-0.0013317999999999989,-0.0006658999999999994,-0.0033294999999999974,0,1.2829144175884815,0.496033464003145,,
1652362200,287.45,295.75,284.94,291.15,-40,0.8239885532857851,,298.1689999140287,318.4083999999998,318.4083999999998,299.16008033068255,348.0730449884775,0,0,0,0,,,,120910850,0.8015504110036735,447370144.9999986,305.7075,505.0636130675588,381.1424287260969,144.16526357903524,-0.16420719347755652,0.36232670249643795,0.005,0.004,0.003,0.002,0.001,0,0.005,1.2032229420792688,0.3540214101590766,,
1652448600,295.72,302.999,294.0825,301.94,-40,0.8528236148429187,,295.1845557531208,315.969482352941,315.969482352941,299.16008033068255,328.4322275665954,0,0,0,0,,,,83684931,0.8321165884583605,520520270.81999755,317.03700000000003,505.21762902302396,381.2549621768958,144.20922586465736,-0.17406952873938997,0.3734222816212011,-0.0016924999999999991,-0.0013539999999999993,-0.0010154999999999995,-0.0006769999999999997,-0.0003384999999999998,-0.0016924999999999991,0,1.2144942705573805,0.37268055730693683,,
1652707800,300.15,302.26,297.13,298.44,-40,0.8528236148429187,,291.7326893245322,313.1552705882353,313.1552705882353,299.16008033068255,328.4322275665954,0,0,0,0,0.8803518049430318,5.87818043426124,28.506334367043976,59190432,0.823264003952391,-101215638.71999879,313.362,505.76116580573876,381.6614366570628,144.36437290260977,-0.1788423225055037,0.3628030629752841,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,1.3063036692324956,0.5321046906676835,,
1652794200,304.45,306.56,300.55,306.17,-35,0.8650542778547128,,288.7819052635941,310.53510588235287,310.53510588235287,299.16008033068255,328.4322275665954,0,0,0,0,,,,62715293,0.8453581086605642,107870303.9600017,321.47850000000005,505.9262576105906,381.7751487234441,144.41149667661648,-0.17912955172591194,0.3868847122511204,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,1.2514263155563596,0.4361862758581097,,
1652880600,301.54,302.25,289.85,291.14,-35,0.8650542778547128,,284.19702322919085,306.7314823529415,306.7314823529415,299.16008033068255,328.4322275665954,0,0,0,0,,,,79477109,0.8048416737650586,-826561933.6000028,305.697,506.04715626033953,381.8555065204703,144.44600596466742,-0.1806191357823984,0.3994046615268159,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,1.2727614609858482,0.4727524356844567,,
1652967000,289.29,294.39,287.58,289.58,-55,0.818547262752525,,279.9811130046153,303.3481176470587,303.3481176470587,299.16008033068255,328.4322275665954,0,0,0,0,,,,79920709,0.8015783368886694,23177005.609997094,304.05899999999997,506.163204063145,381.94302549022945,144.47913062787094,-0.1841133069294758,0.36252059152283167,-0.0038885000000000005,-0.0031108000000000004,-0.0023331000000000003,-0.0015554000000000002,-0.0007777000000000001,-0.0038885000000000005,0,1.2056778714086644,0.35583735580176973,,
1653053400,293.13,293.8,280.21,288.68,-40,0.818547262752525,,275.6807244490883,299.8529176470586,299.8529176470586,296.48573649725046,326.16256131183854,0,0,0,0,,,,91764174,0.8001227398232258,-408350574.29999894,303.11400000000003,506.27638268514045,382.0283793977999,144.51143631263884,-0.1844525910640079,0.41126992307634647,0.005,0.004,0.003,0.002,0.001,0,0.005,1.2699477727055932,0.4665083358914407,,
1653312600,289.75,293.87,287.29,293.48,-25,0.8299484527524319,,271.8079995131861,296.5558352941176,296.5558352941176,296.48573649725046,326.16256131183854,0,0,0,0,15.280168997179937,6.639178778785805,38.554866641530786,63648400,0.814371947855161,237408532.00000116,308.15400000000005,506.8042659417747,382.41144728279914,144.66211521102437,-0.18262094294236686,0.3757206595035525,0.003484000000000001,0.002787200000000001,0.002090400000000001,0.0013936000000000005,0.0006968000000000002,0,0.003484000000000001,1.2737075745003543,0.4722026457087562,,
1653399000,288.125,288.86,282.25,287.24,-40,0.8299484527524319,,267.150319422071,292.59778823529433,292.59778823529433,295.7060834052991,326.16256131183854,0,0,0,0,,,,73491124,0.7980553649542669,-65039644.73999933,301.60200000000003,506.91195017413065,382.47743356309724,144.6928525782376,-0.1874868320143802,0.3938400330884572,0.0008859999999999993,0.0007087999999999994,0.0005315999999999996,0.0003543999999999997,0.00017719999999999986,0,0.0008859999999999993,1.2240091181171664,0.3858174067274338,,
1653485400,285.71,293.39,285.5,291.26,-20,0.823863392695997,,263.3829474385573,289.42385882352926,289.42385882352926,295.7060834052991,326.16256131183854,0,0,0,0,,,,67144548,0.8102226827821156,372652241.40000075,305.823,507.0316530104295,382.5505118710933,144.72702053352026,-0.18934987789584823,0.40114813192889454,0.005000000000000003,0.004000000000000002,0.0030000000000000014,0.002000000000000001,0.0010000000000000005,0,0.005000000000000003,1.2465879453477202,0.4245654255330297,,
