time,open,high,low,close,Risk Oscillator,SRI Bias Histogram,STH MVRV,MVRV SMA,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Stage 4 to 1,Stage 1 to 2,Stage 2 to 3,Stage 3 to 4,%K,%D,MTF RSI,Volume,STH-MVRV,NRPL,Deviation Dot,Max Risk,Median Risk,Min Risk,Displayed STH SOPR (Mirrored),Short-Term Risk Score,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,MVRV,Z-score,Plot,Plot
1753882200,93.5,95,93.3,94.74,,0,,,,,,,,0,0,0,0,,,,500830,,621029.1999999974,,,,,,,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,2.3027657075859667,,7,
1753896600,94.74,95,94.36,94.38,,0,,,,,,,,0,0,0,0,,,,107761,,-38793.95999999994,,94.37999999999998,94.37999999999998,94.37999999999998,,,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,2.3027657075859667,,7,
1753968600,95,95.94,94.5,95.75,,0,,,,,,,,0,0,0,0,,,,138927,,104195.25,100.53750000000001,95.75000000000004,95.72418900555151,95.69838496888289,,,-0.003347000000000002,-0.0026776000000000013,-0.0020082000000000008,-0.0013388000000000007,-0.0006694000000000003,-0.003347000000000002,0,2.2975142698504802,1339.9740772871316,7,
1753983000,95.84,95.9,94,94.46,,0,,,,,,,,0,0,0,0,,,,153055,,-211215.90000000148,99.18299999999999,95.11272466373568,95.06145316250168,94.46000000000004,,,-0.003347000000000002,-0.0026776000000000013,-0.0020082000000000008,-0.0013388000000000007,-0.0006694000000000003,-0.003347000000000002,0,2.2975142698504802,1263.3396752432275,7,
1754055000,94.99,95.25,93.6,93.73,,0,,,,,,,,0,0,0,0,,,,268170,,-337894.19999999757,98.41650000000001,94.29634199146112,93.98740184570121,93.6492198704675,,,0.0003039999999999998,0.00024319999999999984,0.00018239999999999988,0.00012159999999999992,0.00006079999999999996,0,0.0003039999999999998,2.2560652098892118,76.02341119979177,7,
1754069400,93.88,94.38,93.73,94.38,,0,,,,,,,,0,0,0,0,,,,82141,,41070.5,99.099,94.37999999999998,94.27792935065806,93.6814335379428,,,0.0003039999999999998,0.00024319999999999984,0.00018239999999999988,0.00012159999999999992,0.00006079999999999996,0,0.0003039999999999998,2.2560652098892118,64.54788062527192,7,
1754314200,95.9,95.9,95.15,95.31,,0,,,,,,,,0,0,0,0,,,,83988,,-49552.92000000029,100.0755,95.31000000000003,94.97162676847749,94.34530274430497,,,0.0003550000000000005,0.0002840000000000004,0.0002130000000000003,0.0001420000000000002,0.0000710000000000001,0,0.0003550000000000005,2.2243253082408296,45.88355394771114,7,
1754328600,95.32,96.39,95.32,96.39,,0,,,,,,,,0,0,0,0,,,,33057,,35370.990000000245,101.2095,96.39000000000001,95.67210205418688,95.01553858317939,,,0.0003550000000000005,0.0002840000000000004,0.0002130000000000003,0.0001420000000000002,0.0000710000000000001,0,0.0003550000000000005,2.2243253082408296,41.32386062121611,7,
1754400600,96.815,97.15,96.02,96.45,,0,,,,,,,,0,0,0,0,,,,80107,,-29239.05499999959,101.27250000000001,96.84539839380821,96.15020348365667,95.46444327928481,,,0.0020255000000000004,0.0016204000000000001,0.0012153,0.0008102000000000001,0.00040510000000000003,0,0.0020255000000000004,2.238070877126388,42.47682232505729,7,
1754415000,96.45,96.65,96.2,96.43,,0,,,,,,,,0,0,0,0,,,,25374,,-507.47999999989906,101.25150000000001,96.98811888907566,96.31803979745337,95.60512866910425,,,0.0020255000000000004,0.0016204000000000001,0.0012153,0.0008102000000000001,0.00040510000000000003,0,0.0020255000000000004,2.238070877126388,43.35831703939614,7,
1754487000,96.95,97.3,96.94,97.07,,0,,,,,,,,0,0,0,0,,,,70272,,8432.639999999321,101.9235,97.42623924417111,96.80934987842144,96.03700170057688,,,-0.004123000000000001,-0.003298400000000001,-0.002473800000000001,-0.0016492000000000004,-0.0008246000000000002,-0.004123000000000001,0,2.2184474012655206,41.35185972373372,7,
1754501400,97.05,97.27,96.85,96.99,,0,,,,,,,,0,0,0,0,,,,27592,,-1655.5200000000627,101.8395,97.55228019420645,96.98999999999997,96.16124538509958,,,-0.004123000000000001,-0.003298400000000001,-0.002473800000000001,-0.0016492000000000004,-0.0008246000000000002,-0.004123000000000001,0,2.2184474012655206,40.75845190417918,7,
1754573400,97.49,97.75,97.45,97.53,,0,,,,,,,,0,0,0,0,,,,71590,,2863.600000000448,102.40650000000001,97.96452176884536,97.40032481045368,96.56760865142071,,,0.0018870000000000015,0.0015096000000000011,0.0011322000000000007,0.0007548000000000006,0.0003774000000000003,0,0.0018870000000000015,2.2349278034224502,42.582022139289165,7,
1754587800,97.53,97.66,97.3,97.54,,0,,,,,,,,0,0,0,0,,,,39249,,392.4900000002008,102.41700000000002,98.08831096702943,97.52386101403218,96.68963269267229,,,0.0018870000000000015,0.0015096000000000011,0.0011322000000000007,0.0007548000000000006,0.0003774000000000003,0,0.0018870000000000015,2.2349278034224502,43.815505051049264,7,
1754659800,97.8,97.82,97.4,97.5,,0,,,,,,,,0,0,0,0,,,,59962,,-17988.59999999983,102.375,98.38748103601372,97.82084817197222,96.98453678264542,,,0.0024769999999999996,0.0019815999999999996,0.0014861999999999996,0.0009907999999999998,0.0004953999999999999,0,0.0024769999999999996,2.2790138431499343,44.84757213171814,7,
1754674200,97.49,97.59,97.47,97.48,,0,,,,,,,,0,0,0,0,,,,18780,,-187.7999999998292,102.35400000000001,98.41823833612544,97.8509668581556,97.0148555027977,,,0.0024769999999999996,0.0019815999999999996,0.0014861999999999996,0.0009907999999999998,0.0004953999999999999,0,0.0024769999999999996,2.2790138431499343,44.570358393287826,7,
1754919000,98.27,98.3,97.89,98.1,,0,,,,,,,,0,0,0,0,,,,62823,,-10679.910000000107,103.005,99.33648216374282,98.70703189222564,97.92000574485337,,,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,2.309183317641044,41.28410679701552,7,
1754933400,98.14,98.26,98.01,98.15,,0,,,,,,,,0,0,0,0,,,,16343,,163.43000000008362,103.0575,99.29455292919977,98.60853896592312,97.87867439510246,,,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,2.309183317641044,38.67373312150202,7,
1755005400,98.43,98.44,97.28,97.8,,0,,,,,,,,0,0,0,0,,,,70854,,-44638.02000000069,102.69,99.37573771741174,98.66237902201175,97.80000000000001,,,0.0036125,0.0028899999999999998,0.0021674999999999997,0.0014449999999999999,0.0007224999999999999,0,0.0036125,2.295211629160305,37.552110561158095,7,
1755019800,97.78,97.86,97.5,97.81,,0,,,,,,,,0,0,0,0,,,,19373,,581.190000000022,102.7005,99.2796518555226,98.5402322256012,97.70543771036469,,,0.0036125,0.0028899999999999998,0.0021674999999999997,0.0014449999999999999,0.0007224999999999999,0,0.0036125,2.295211629160305,37.066172572993246,7,
1755091800,98.16,98.165,97.7,97.7,,0,,,,,,,,0,0,0,0,,,,62199,,-28611.53999999961,102.58500000000001,99.35475645185743,98.58819421187188,97.70000000000003,,,0.0006349999999999992,0.0005079999999999993,0.0003809999999999995,0.00025399999999999967,0.00012699999999999983,0,0.0006349999999999992,2.3196884978471877,35.577825162815394,7,
1755106200,97.7,98,97.66,97.9,,0,,,,,,0,,0,0,0,0,,,,27514,,5502.800000000078,102.79500000000002,99.29298810932534,98.50034288277348,97.63926041106741,,,0.0006349999999999992,0.0005079999999999993,0.0003809999999999995,0.00025399999999999967,0.00012699999999999983,0,0.0006349999999999992,2.3196884978471877,34.064284016148754,7,
1755178200,97.95,98.2,97.61,97.86,,0,,,,,,0,,0,0,0,0,,,,62311,,-5607.990000000213,102.753,99.3943479398044,98.5493256487438,97.73893209052649,,,0.005,0.004,0.003,0.002,0.001,0,0.005,2.377275275701291,30.23021784940167,7,
1755192600,97.85,98.05,97.82,98.01,,15,,,,,,95.81413928571428,,0,0,0,0,,,,31263,,5002.080000000337,102.91050000000001,99.35161267998006,98.4554349221758,97.69690858773767,,,0.005,0.004,0.003,0.002,0.001,0,0.005,2.377275275701291,27.241075809497513,7,
1755264600,97.68,97.78,96.38,96.8,,0,,,,,,95.81413928571428,,0,0,0,0,,,,54936,,-48343.68000000053,101.64,99.29484967014388,98.37371589113958,96.80000000000003,,,0.0021300000000000004,0.0017040000000000002,0.001278,0.0008520000000000001,0.00042600000000000005,0,0.0021300000000000004,2.2799292209339335,25.789829524065144,7,
1755279000,96.99,97.1,96.7,96.95,,0,,,,,,95.81413928571428,,0,0,0,0,,,,23875,,-954.99999999981,101.79750000000001,99.13375836770491,98.18869885356166,96.64295622453842,,,0.0021300000000000004,0.0017040000000000002,0.001278,0.0008520000000000001,0.00042600000000000005,0,0.0021300000000000004,2.2799292209339335,26.231631831060586,7,
1755523800,97.12,97.21,95.44,96,,0,,,,,,95.81413928571428,,0,0,0,0,,,,44887,,-50273.440000000206,100.80000000000001,99.2600101047768,98.21475133685111,95.99999999999999,,,0.001241,0.0009927999999999998,0.0007445999999999999,0.0004963999999999999,0.00024819999999999996,0,0.001241,2.252965807411094,26.281552275395075,7,
1755538200,96,96.25,95.99,96.18,,0,,,,,,95.81413928571428,,0,0,0,0,,,,21307,,3835.2600000001453,100.98900000000002,98.94756935889221,97.80701605555375,95.6978207883189,,,0.001241,0.0009927999999999998,0.0007445999999999999,0.0004963999999999999,0.00024819999999999996,0,0.001241,2.252965807411094,26.763783308600885,7,
1755610200,96.14,96.14,92.21,92.91,,0,,,,,,95.81413928571428,,0,0,0,0,,,,101217,,-326930.9100000004,97.5555,98.29446386314731,97.11618492960677,92.90999999999997,,,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,2.229339821693586,26.63240185780554,7,
1755624600,92.95,94.125,92.9,93.7,,0,,,,,,95.81413928571428,,0,0,0,0,,,,47472,,35604,98.385,97.81517307080348,96.59762726878787,92.4569642361683,,,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,2.229339821693586,26.990724143668213,7,
