time,open,high,low,close,LT Fast TL,LT Slow TL,BP Entry,MIXED Watch,LT Exit,Time Stop,IBIT Disabled,CT1 Cross,CT2 Cross,CT3 Cross,CT4 Distribution,IWM CT3 Warning,LT Fast TL,LT Slow TL,VST SRI Bias Histogram,VLT SRI Bias Histogram,ST SRI Bias Histogram,LT SRI Bias Histogram,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,VST Reversal Support,VST Reversal Robust Fit,VST Reversal Resistance,VST Fast Trackline,VST Slow Trackline,VST Stage 4 to 1,VST Stage 1 to 2,VST Stage 2 to 3,VST Stage 3 to 4,STH MVRV,MVRV SMA,%K,%D,MTF RSI,Volume,STH-MVRV,NRPL,Displayed STH SOPR (Mirrored),Short-Term Risk Score,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,MVRV,Z-score,Plot,Plot
1520519400,13.5,13.5,13.155,13.421,13.19441297165473,13.712541561669513,0,0,0,0,0,0,0,0,0,0,13.19441297165473,13.712541561669513,10,10,25,-10,13.140138472720746,13.43978352941176,13.43978352941176,12.982182915233077,14.538081817386628,0,0,0,0,12.8486524913572,13.230665882352962,13.612679273348725,13.322911175714083,13.058512208794511,0,0,0,0,13.03524067631249,13.401828235294106,13.768415794275722,13.19441297165473,13.712541561669513,0,0,0,0,12.486526648811362,12.95480705882353,13.423087468835698,13.322911175714083,13.058512208794511,0,0,0,0,0.8317955665132946,,,,,823210,1.006488636781486,-65033.59000000051,-0.030938550848091384,0.4208011143586522,0,0,0,0,0,0,0,1.841008781985161,1.9864011262016865,,
1520605800,13.534,13.693,13.366,13.627,13.407942101344979,13.712541561669513,0,0,0,0,0,0,0,0,0,0,13.407942101344979,13.712541561669513,20,5,20,-10,13.140138472720746,13.43978352941176,13.43978352941176,13.223169849859286,14.538081817386628,0,0,0,0,12.918084447386157,13.293209411764703,13.66833437614325,13.503869436475576,13.058512208794511,0,0,0,0,13.031580448834886,13.393609411764704,13.755638374694522,13.407942101344979,13.712541561669513,0,0,0,0,12.646486928757788,13.10373176470588,13.560976600653973,13.503869436475576,13.058512208794511,0,0,0,0,0.8317955665132946,,,,,1082220,1.0245601253035912,100646.45999999996,-0.019338542382652757,0.4152874499432075,0,0,0,0,0,0,0,1.7403271712354251,1.7405623837189128,,
1520861400,13.658,13.658,13.3605,13.607,13.420526607792354,13.712541561669513,0,0,0,0,0,0,0,0,0,0,13.420526607792354,13.712541561669513,5,5,20,-5,13.152797487796912,13.45256941176469,13.752341335732469,13.279514860583623,14.538081817386628,0,0,0,0,12.990609560278184,13.355614117647065,13.720618675015945,13.503869436475576,13.058512208794511,0,0,0,0,13.026169553242976,13.384007058823514,13.741844564404051,13.420526607792354,13.712541561669513,0,0,0,0,12.723116539060609,13.17433882352942,13.62556110799823,13.503869436475576,13.058512208794511,0,0,0,0,0.8455371349834186,,52.425093218635425,57.57254031694853,44.35445367789389,800650,1.023250973601768,-40833.150000000125,-0.004007953767176775,0.41793791753188914,0,0,0,0,0,0,0,1.7831377106066844,1.8250556907904418,,
1520947800,13.67,13.67,13.414,13.504,13.420526607792354,13.712541561669513,0,0,0,0,0,0,0,0,0,0,13.420526607792354,13.712541561669513,5,5,5,-10,13.152797487796912,13.45256941176469,13.752341335732469,13.279514860583623,14.538081817386628,0,0,0,0,13.03151322269991,13.392762352941174,13.754011483182438,13.503869436475576,13.058512208794511,0,0,0,0,13.012374837183794,13.366145882352939,13.719916927522084,13.420526607792354,13.712541561669513,0,0,0,0,12.868041692083917,13.302491764705866,13.736941837327816,13.503869436475576,13.058512208794511,0,0,0,0,0.8455371349834186,,,,,1120270,1.0154792272903221,-185964.8200000004,0.008159434906987562,0.420799948953209,0,0,0,0,0,0,0,1.71841586716424,1.6682489886064826,,
1521034200,13.529,13.529,13.325,13.343,13.420526607792354,13.712541561669513,0,0,0,0,0,0,0,0,0,0,13.420526607792354,13.712541561669513,-10,5,5,-10,13.143141108673783,13.443494117647056,13.443494117647056,13.279514860583623,14.538081817386628,0,0,0,0,13.028547911172602,13.38887529411764,13.38887529411764,13.431607385304243,13.058512208794511,0,0,0,0,12.983772574793274,13.333774117647067,13.333774117647067,13.420526607792354,13.712541561669513,0,0,0,0,12.951727873929414,13.376781176470574,13.376781176470574,13.431607385304243,13.058512208794511,0,0,0,0,0.831457209501654,,,,,475380,1.0035110379833534,-88420.67999999998,0.009017747679508137,0.4175308634732568,0,0,0,0,0,0,0,1.7201479704843698,1.6667099280302167,,
1521120600,13.36,13.636,13.1845,13.337,13.420526607792354,13.712541561669513,0,0,0,0,0,0,0,0,0,0,13.420526607792354,13.712541561669513,5,5,5,-15,13.143141108673783,13.443494117647056,13.443494117647056,13.279514860583623,14.538081817386628,0,0,0,0,13.007472741394734,13.365112941176468,13.365112941176468,13.431607385304243,13.058512208794511,0,0,0,0,12.955072946704924,13.30243529411764,13.30243529411764,13.420526607792354,13.712541561669513,0,0,0,0,13.080777231616924,13.48130117647058,13.48130117647058,13.431607385304243,13.058512208794511,0,0,0,0,0.831457209501654,,,,,972890,1.0031843965539387,-22376.469999999696,0.010428362119031531,0.43706462134187796,0,0,0,0,0,0,0,1.548586994932595,1.2632798481415253,,
1521207000,13.28,13.307,13.103,13.176,13.35087465317256,13.712541561669513,0,0,0,0,0,0,0,0,0,0,13.35087465317256,13.712541561669513,-40,-25,-25,-10,13.1251400806198,13.427232941176468,13.427232941176468,13.279514860583623,14.538081817386628,0,0,0,0,12.961629856845578,13.321957647058818,13.321957647058818,13.292741521538398,13.058512208794511,0,0,0,0,12.911952293771536,13.260545882352938,13.260545882352938,13.35087465317256,13.712541561669513,0,0,0,0,13.167036141001214,13.544070588235295,13.544070588235295,13.292741521538398,13.058512208794511,0,0,0,0,0.823319732816563,,,,,1230440,0.9911608532521072,-127965.75999999902,0.009662178680936995,0.4166320704603642,0,0,0,0,0,0,0,1.5535402442572963,1.270679481921821,,
1521466200,13.154,13.154,12.8221,13.085,13.20456538972532,13.712541561669513,0,0,0,0,0,0,0,0,0,0,13.20456538972532,13.712541561669513,-30,-15,-15,-10,13.1251400806198,13.427232941176468,13.427232941176468,13.279514860583623,14.538081817386628,0,0,0,0,12.8778284870279,13.242054117647054,13.242054117647054,13.10387406704076,13.058512208794511,0,0,0,0,12.867823745645875,13.222456470588222,13.222456470588222,13.20456538972532,13.712541561669513,0,0,0,0,13.16434919606334,13.537089411764702,13.537089411764702,13.10387406704076,13.058512208794511,0,0,0,0,0.823319732816563,,68.7081513787467,60.75005306431319,42.892411250594506,564940,0.9845485811927615,-38980.85999999947,0.0065278850254049114,0.4381023307133436,0,0,0,0,0,0,0,1.5437278805227734,1.2423717566342762,,
1521552600,13.094,13.199,12.975,13.071,13.20456538972532,13.712541561669513,0,0,0,0,0,0,0,0,0,0,13.20456538972532,13.712541561669513,-15,-15,-15,-20,13.10378859784913,13.407903529411776,13.407903529411776,13.279514860583623,14.538081817386628,0,0,0,0,12.809132850145971,13.176498823529412,13.176498823529412,13.10387406704076,13.058512208794511,0,0,0,0,12.823350384198834,13.184070588235285,13.184070588235285,13.20456538972532,13.712541561669513,0,0,0,0,13.11729580895423,13.483789411764697,13.483789411764697,13.10387406704076,13.058512208794511,0,0,0,0,0.8190869426705222,,,,,565510,0.9835629845285799,-13006.729999999823,0.0006711506289747149,0.4328305974625895,0,0,0,0,0,0,0,1.6113407062475387,1.3939024536001354,,
1521639000,13.083,13.273,12.825,13.073,13.20456538972532,13.712541561669513,0,0,0,0,0,0,0,0,0,0,13.20456538972532,13.712541561669513,-15,-15,-15,-15,13.10378859784913,13.407903529411776,13.407903529411776,13.279514860583623,14.538081817386628,0,0,0,0,12.779509231468136,13.148720000000004,13.148720000000004,13.10387406704076,13.058512208794511,0,0,0,0,12.787288234282396,13.15325176470588,13.15325176470588,13.20456538972532,13.712541561669513,0,0,0,0,13.09511250345551,13.453023529411757,13.453023529411757,13.10387406704076,13.058512208794511,0,0,0,0,0.8190869426705222,,,,,375150,0.9837497760690763,-3751.49999999992,-0.0049718775899812995,0.4559377840801435,0,0,0,0,0,0,0,1.6732210777398355,1.5315739540833375,,
1521725400,12.973,13.272,12.836,13.086,13.20456538972532,13.712541561669513,0,0,0,0,0,0,0,0,0,0,13.20456538972532,13.712541561669513,-15,-15,-15,-15,13.108167286909472,13.40345882352941,13.40345882352941,13.279514860583623,14.538081817386628,0,0,0,0,12.735399438062053,13.108383529411771,13.108383529411771,13.10387406704076,13.058512208794511,0,0,0,0,12.752674425286841,13.123385882352933,13.123385882352933,13.20456538972532,13.712541561669513,0,0,0,0,13.014720031360632,13.280960000000004,13.280960000000004,13.10387406704076,13.058512208794511,0,0,0,0,0.8222455000733719,,,,,1439650,0.9847156028241372,162680.44999999934,-0.009366681085150597,0.4526811488587883,0,0,0,0,0,0,0,1.6781628996237399,1.5393270590934707,,
