time,open,high,low,close,SRI Bias Histogram,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,SRI Bias Histogram
1691429400,36.52,37.255,36.369,37.093,-65,39.65312751236333,42.6243682352941,42.6243682352941,37.88042893320537,39.480509228986705,36.181225876938576,38.61868352941175,38.61868352941175,37.88042893320537,39.506005876876486,-65
1691501400,38.045,39.19,37.5,38.946,-25,39.29894119343151,42.0989117647059,42.0989117647059,37.88042893320537,39.480509228986705,35.7613255461646,38.25516588235294,38.25516588235294,37.88042893320537,39.506005876876486,-25
1691515800,38.942,39.589,38.627,38.982,-30,38.93701255817992,41.706665882352965,41.706665882352965,37.88042893320537,39.480509228986705,35.47815900599536,37.99300117647058,37.99300117647058,37.88042893320537,39.506005876876486,-30
1691587800,39.603,39.653,37.984,38.246,-15,38.50215471596064,41.26984352941176,41.26984352941176,37.88042893320537,39.480509228986705,35.11023195012942,37.66610470588236,37.66610470588236,37.88042893320537,39.506005876876486,-15
1691602200,38.264,38.3355,37.6,37.74,-20,38.009257962232404,40.77907999999999,40.77907999999999,37.88042893320537,39.480509228986705,34.59514888003511,37.228580000000015,37.228580000000015,37.88042893320537,39.506005876876486,-20
1691674200,38.186,39.029,37.476,37.575,-15,37.493350174300005,40.24815176470587,40.24815176470587,37.88042893320537,39.480509228986705,34.17116217798313,36.85866235294114,36.85866235294114,37.88042893320537,39.506005876876486,-15
1691688600,37.485,37.872,37.184,37.786,-20,37.00291976135236,39.75326352941171,39.75326352941171,37.88042893320537,39.480509228986705,33.89206110071791,36.59034235294114,36.59034235294114,37.88042893320537,39.506005876876486,-20
1691760600,37.7,38.8,37.196,38.19,-15,36.571198602114876,39.33808352941177,39.33808352941177,37.88042893320537,39.480509228986705,33.77723829842045,36.44846941176472,36.44846941176472,37.88042893320537,39.506005876876486,-15
1691775000,38.1,38.449,37.879,38.449,-20,36.15645256088089,38.91366588235289,38.91366588235289,37.88042893320537,39.480509228986705,33.84778601212997,36.4330105882353,36.4330105882353,37.88042893320537,39.506005876876486,-20
1692019800,38.157,39.296,37.537,38.935,0,35.815877693380955,38.58532823529413,38.58532823529413,37.938767481283755,39.480509228986705,34.09298727711588,36.55381294117652,39.01463860523715,37.938767481283755,39.506005876876486,0
1692034200,38.94,38.999,38.55,38.853,-15,35.502973559738614,38.301545882352926,38.301545882352926,38.040559716004864,39.480509228986705,34.28588212084384,36.652925882352946,39.019969643862055,38.040559716004864,39.506005876876486,-15
1692106200,38.917,39.269,38.09,38.268,-10,35.13324412834277,37.972883529411746,37.972883529411746,38.040559716004864,39.480509228986705,34.34456035210195,36.6576035294118,36.6576035294118,38.040559716004864,39.506005876876486,-10
1692120600,38.3,38.452,37.59,37.614,-15,34.72215720388321,37.62196235294117,37.62196235294117,38.040559716004864,39.480509228986705,34.45368184636115,36.65954941176469,36.65954941176469,38.040559716004864,39.506005876876486,-15
1692192600,37.4,37.616,36.672,37.426,-15,34.30206386362029,37.264245882352945,37.264245882352945,38.040559716004864,39.480509228986705,34.54978904190743,36.64562000000003,36.64562000000003,38.040559716004864,39.506005876876486,-15
1692207000,37.462,37.713,36.922,36.974,-20,33.84976779683985,36.88447058823527,36.88447058823527,38.020263672010046,39.480509228986705,34.77655574429121,36.693332941176486,36.693332941176486,38.020263672010046,39.506005876876486,-20
1692279000,36.116,36.514,35.028,35.458,-15,33.35286068441698,36.491241176470616,36.491241176470616,36.808421227396416,39.480509228986705,34.8380379006869,36.59483882352941,36.59483882352941,36.808421227396416,39.506005876876486,-15
1692293400,35.45,35.567,34.569,34.711,-35,32.958279300946046,36.15948235294115,36.15948235294115,36.29478156852038,38.55726606804014,34.70999278199916,36.39011411764703,36.39011411764703,36.29478156852038,38.499758621591035,-35
1692365400,33.081,33.858,32.25,32.498,-15,32.30939180756447,35.66684823529408,35.66684823529408,34.054046352448694,38.55726606804014,34.30309529091265,35.971384705882336,35.971384705882336,34.054046352448694,38.499758621591035,-15
1692379800,32.5,33.448,32.35,32.872,-45,31.76871693523515,35.23655294117644,35.23655294117644,33.990075681448104,35.888542063180125,33.69919127824465,35.490714117647016,35.490714117647016,33.990075681448104,35.877704434334525,-45
1692624600,32.868,33.68,32.5,33.191,-25,31.299340629297653,34.850323529411774,34.850323529411774,33.990075681448104,35.888542063180125,33.10934664118353,35.017956470588246,35.017956470588246,33.990075681448104,35.877704434334525,-25
1692639000,33.2,33.698,33.055,33.5285,-45,30.879431164909775,34.49746470588232,34.49746470588232,33.990075681448104,35.669349058667265,32.62014837621626,34.614896470588235,34.614896470588235,33.990075681448104,35.6590112604535,-45
1692711000,33.975,34.55,32.95,33.194,-25,30.386102616887236,34.09687176470586,34.09687176470586,33.990075681448104,35.669349058667265,32.113795711845185,34.198272941176455,34.198272941176455,33.990075681448104,35.6590112604535,-25
1692725400,33.223,33.223,32.8,32.98,-30,29.958333706601483,33.73657764705884,33.73657764705884,33.914323750751024,35.669349058667265,31.600329614780744,33.77375529411768,33.77375529411768,33.914323750751024,35.6590112604535,-30
1692797400,33.029,34.846,32.85,34.818,-15,29.82175795975649,33.57617764705878,33.57617764705878,33.914323750751024,35.669349058667265,31.303526623515975,33.51273647058824,35.7219463176605,33.914323750751024,35.6590112604535,-15
1692811800,34.863,35.034,34.464,34.648,-20,29.703730357814223,33.42686705882355,33.42686705882355,33.914323750751024,35.669349058667265,30.99622287445531,33.233085882352974,33.233085882352974,33.914323750751024,35.6590112604535,-20
1692883800,34.869,34.95,33.274,33.584,-15,29.430109656964987,33.17340117647061,33.17340117647061,33.914323750751024,35.669349058667265,30.56016021357706,32.858723529411776,32.858723529411776,33.914323750751024,35.6590112604535,-15
1692898200,33.633,33.946,33.5,33.6395,-35,29.190165119666936,32.94374352941177,32.94374352941177,33.914323750751024,35.669349058667265,30.359251750625884,32.657468235294075,32.657468235294075,33.914323750751024,35.6590112604535,-35
1692970200,33.66,34.42,32.97,33.459,-15,28.940131091285263,32.708401176470566,32.708401176470566,33.914323750751024,35.669349058667265,30.233552268805862,32.50506117647059,32.50506117647059,33.914323750751024,35.6590112604535,-15
1692984600,33.389,33.807,33.334,33.628,-20,28.743885219284792,32.51086823529411,32.51086823529411,33.914323750751024,35.669349058667265,30.138727844418156,32.385988235294164,32.385988235294164,33.914323750751024,35.6590112604535,-20
1693229400,33.885,35.042,33.806,34.9,0,28.653828496073068,32.402756470588216,32.402756470588216,33.914323750751024,35.669349058667265,30.225456235738534,32.434223529411796,34.64299082308506,33.914323750751024,35.6590112604535,0
1693243800,34.933,34.933,34.33,34.469,-15,28.565778969981913,32.29086352941172,32.29086352941172,33.914323750751024,35.669349058667265,30.309573453169026,32.47281176470585,34.636050076242675,33.914323750751024,35.6590112604535,-15
1693315800,34.322,38.525,34.232,38.335,-10,28.88874017135445,32.52694235294119,36.16514453452793,36.24841968294941,35.669349058667265,30.883072766202478,33.05530588235295,35.22753899850342,36.24841968294941,35.6590112604535,-10
1693330200,38.332,38.79,37.994,38.137,-10,29.20941871088382,32.757435294117656,36.30545187735149,37.20931827702446,35.669349058667265,31.55966269650688,33.73762588235296,35.91558906819903,37.20931827702446,35.6590112604535,-10
1693402200,37.605,37.706,36.8,37.275,-10,29.543207590699204,32.96631176470589,36.38941593871258,37.20931827702446,35.669349058667265,32.14067080321437,34.267049411764695,36.39342802031502,37.20931827702446,35.6590112604535,-10
1693416600,37.269,37.45,36.8,37.134,-15,29.88234806481707,33.17563764705882,36.468927229300576,37.20931827702446,35.669349058667265,32.7824056689691,34.812785882352955,36.84316609573681,37.20931827702446,35.6590112604535,-15
1693488600,37.5,37.6,35.423,35.992,-10,30.06183868371038,33.26644823529413,33.26644823529413,37.20931827702446,35.669349058667265,33.38120891629748,35.296663529411745,37.21211814252601,37.20931827702446,35.6590112604535,-10
1693503000,35.905,35.9175,35.524,35.751,-15,30.202108248012433,33.33199294117647,33.33199294117647,36.727764303486396,35.669349058667265,33.84644527988337,35.64898823529412,35.64898823529412,36.727764303486396,35.6590112604535,-15
1693575000,35.634,36.094,34.866,34.866,-10,30.35560234046142,33.3802105882353,33.3802105882353,36.25005952698572,35.669349058667265,34.137103761114766,35.86205411764706,35.86205411764706,36.25005952698572,35.6590112604535,-10
1693589400,34.913,35.25,34.675,35.105,-15,30.55891139570751,33.46421176470588,33.46421176470588,35.93644813220103,35.669349058667265,34.41870065087016,36.077823529411745,36.077823529411745,35.93644813220103,35.6590112604535,-15
1693920600,35.118,35.33,34.412,35.099,-10,30.816933793466845,33.57666941176467,33.57666941176467,35.93644813220103,35.669349058667265,34.67582942702547,36.272759999999984,36.272759999999984,35.93644813220103,35.6590112604535,-10
1693935000,35.099,35.282,34.869,34.869,-15,31.108618823712156,33.697795294117654,33.697795294117654,35.90430785135902,35.669349058667265,34.79953603211233,36.38333882352938,36.38333882352938,35.90430785135902,35.6590112604535,-15
1694007000,34.973,35.899,34.514,34.966,-10,31.389319413375446,33.82033764705885,33.82033764705885,35.791785851426916,35.669349058667265,34.864164923400814,36.44478823529407,36.44478823529407,35.791785851426916,35.6590112604535,-10
1694021400,34.976,35.775,34.892,35.023,-15,31.75823033648074,33.982564705882396,33.982564705882396,35.791785851426916,35.669349058667265,34.81109951653628,36.34070823529414,36.34070823529414,35.791785851426916,35.6590112604535,-15
1694093400,34.6125,35.407,33.773,35.2,-10,31.94822893508974,34.07716352941177,34.07716352941177,35.791785851426916,35.669349058667265,34.74246033448397,36.22543529411761,36.22543529411761,35.791785851426916,35.6590112604535,-10
1694107800,35.278,35.688,35.172,35.273,-15,32.145764714052405,34.18019764705883,34.18019764705883,35.791785851426916,35.669349058667265,34.69307274051359,36.11362117647055,36.11362117647055,35.791785851426916,35.6590112604535,-15
1694179800,35.327,35.57,34.7,35.22,-10,32.259587387931916,34.2414717647059,34.2414717647059,35.791785851426916,35.669349058667265,34.62059659641934,36.00863176470585,36.00863176470585,35.791785851426916,35.6590112604535,-10
1694194200,35.255,35.6155,35.193,35.612,5,32.38463700777982,34.32321411764703,36.26179122751423,35.791785851426916,35.669349058667265,34.59183811013863,35.9327588235294,37.27367953692016,35.791785851426916,35.6590112604535,5
1694439000,35.572,35.681,33.562,34.645,-20,32.42327832468993,34.32956588235292,34.32956588235292,35.39621898112923,35.669349058667265,34.32271268965077,35.60343882352944,35.60343882352944,35.39621898112923,35.6590112604535,-20
1694453400,34.649,34.8,34.25,34.305,-15,32.37209673850057,34.274764705882355,34.274764705882355,35.26357657046347,35.669349058667265,34.12644548706384,35.40002,35.40002,35.26357657046347,35.6590112604535,-15
1694525400,35.37,36.74,34.73,34.994,10,32.3368483695576,34.23987529411766,34.23987529411766,35.26357657046347,35.669349058667265,34.054575772631786,35.3231211764706,35.3231211764706,35.26357657046347,35.6590112604535,10
1694539800,34.91,35.023,34.567,34.742,5,32.30860637392705,34.20837176470592,34.20837176470592,35.26357657046347,35.669349058667265,33.879933144568994,35.10520117647062,35.10520117647062,35.26357657046347,35.6590112604535,5
1694611800,35.0175,35.24,34.185,34.74,10,32.406991366180236,34.25636470588235,34.25636470588235,35.26357657046347,35.669349058667265,33.720954820949466,34.90296941176474,34.90296941176474,35.26357657046347,35.6590112604535,10
1694626200,34.7,34.857,34.06,34.166,10,32.471598403101375,34.2711247058824,34.2711247058824,35.101816612549044,35.669349058667265,33.43561257103494,34.5786211764706,34.5786211764706,35.101816612549044,35.6590112604535,10
1694698200,35.013,36.2,34.74,35.239,15,32.59181570348046,34.35109176470588,36.1103678259313,35.101816612549044,35.669349058667265,33.34317222630061,34.431929411764685,35.52068659722876,35.101816612549044,35.6590112604535,15
1694712600,35.243,35.42,34.58,34.632,10,32.63623641182622,34.370762352941185,34.370762352941185,35.101816612549044,35.669349058667265,33.18092120792592,34.270374117647044,34.270374117647044,35.101816612549044,35.6590112604535,10
1694784600,34.421,34.5455,33.675,33.722,15,32.59610550591805,34.320487058823545,34.320487058823545,34.92765950595113,35.669349058667265,32.82540948392289,33.94558588235295,33.94558588235295,34.92765950595113,35.6590112604535,15
1694799000,33.72,34.164,33.63,34.06,10,32.614741183816655,34.313962352941175,34.313962352941175,34.867183826954616,35.669349058667265,32.92117357971075,33.94497176470585,33.94497176470585,34.867183826954616,35.6590112604535,10
1695043800,35.115,35.641,34.216,34.216,15,32.68956636847006,34.34447764705886,34.34447764705886,34.867183826954616,35.669349058667265,33.249292611820664,34.07289411764705,34.07289411764705,34.867183826954616,35.6590112604535,15
1695058200,34.221,34.3,33.9,34.062,10,32.78562973867375,34.382745882352935,34.382745882352935,34.839921958970706,35.669349058667265,33.3583365924892,34.08409176470589,34.08409176470589,34.839921958970706,35.6590112604535,10
1695130200,34.528,35.005,33.338,34.542,15,32.983962426895836,34.48804705882354,34.48804705882354,34.839921958970706,35.669349058667265,33.59277046757183,34.193000000000005,34.193000000000005,34.839921958970706,35.6590112604535,15
1695144600,34.583,34.689,33.888,33.905,10,33.14027836630556,34.55094352941179,34.55094352941179,34.839921958970706,35.669349058667265,33.7113462033982,34.22084235294119,34.22084235294119,34.839921958970706,35.6590112604535,10
1695216600,34.119,34.4,33.7,34.236,15,33.29583382315344,34.62778352941179,34.62778352941179,34.839921958970706,35.669349058667265,33.69489208139293,34.187296470588265,34.187296470588265,34.839921958970706,35.6590112604535,15
1695231000,34.2375,34.46,33.314,33.314,10,33.325988262863206,34.616360000000014,34.616360000000014,34.48155909747911,35.669349058667265,33.487630646555495,34.02906823529411,34.02906823529411,34.48155909747911,35.6590112604535,10
1695303000,32.623,32.808,32.149,32.7,15,33.29337982504523,34.559858823529424,34.559858823529424,33.4365688136427,35.669349058667265,33.06070752789428,33.73875764705882,33.73875764705882,33.4365688136427,35.6590112604535,15
1695317400,32.731,32.827,32.508,32.565,-5,33.22788996448358,34.48591529411765,34.48591529411765,33.39602106890621,34.55706076172678,32.68996130045402,33.46605411764704,33.46605411764704,33.39602106890621,34.508446691413525,-5
1695389400,32.492,32.752,32.248,32.44,15,33.06432601625979,34.351999999999975,34.351999999999975,33.37113041145484,34.55706076172678,32.35657337913479,33.212162352941164,33.212162352941164,33.37113041145484,34.508446691413525,15
1695403800,32.385,32.529,32.073,32.27,-5,32.85598803630719,34.18210588235295,34.18210588235295,33.06980122212178,34.43820856446058,32.02742449527755,32.9575011764706,32.9575011764706,33.06980122212178,34.36184335631256,-5
1695648600,31.936,32.75,31.551,32.599,15,32.631833523182536,33.95498117647057,33.95498117647057,32.84210113482737,34.43820856446058,31.760970803096754,32.74310352941175,32.74310352941175,32.84210113482737,34.36184335631256,15
1695663000,32.635,32.759,32.409,32.737,-15,32.426699523054836,33.75329411764706,33.75329411764706,32.84210113482737,34.35469366699912,31.58798645489741,32.592322352941146,32.592322352941146,32.84210113482737,34.34014025943309,-15
1695735000,32.45,32.9,31.888,31.9,15,32.13593645163716,33.49969411764706,33.49969411764706,32.79011061546799,34.35469366699912,31.327825462384254,32.377216470588216,32.377216470588216,32.79011061546799,34.34014025943309,15
1695749400,31.929,32.007,31.717,31.722,10,31.837520845871428,33.24881058823528,33.24881058823528,32.37138619394944,34.35469366699912,31.03799464601139,32.140959999999964,32.140959999999964,32.37138619394944,34.34014025943309,10
1695821400,32.332,32.69,31.06,31.083,-20,31.461456855732518,32.93918117647058,32.93918117647058,32.37138619394944,34.35469366699912,30.789661260181084,31.92577411764703,31.92577411764703,32.37138619394944,34.34014025943309,-20
1695835800,31.051,31.9,31.009,31.558,-10,31.145104750044407,32.662841176470614,32.662841176470614,32.37138619394944,34.26261851899413,30.488013142035477,31.675905882352932,31.675905882352932,32.37138619394944,34.25186583593975,-10
1695907800,31.836,33.75,31.58,33.113,10,31.057871826312237,32.58410823529411,32.58410823529411,32.37138619394944,34.26261851899413,30.492644145858538,31.670416470588215,32.84818879531789,32.37138619394944,34.25186583593975,10
1695922200,33.164,33.294,32.683,32.905,15,30.94805385104837,32.4864364705882,32.4864364705882,32.37138619394944,34.26261851899413,30.586157661349993,31.72211058823529,32.858063515120584,32.37138619394944,34.25186583593975,15
1695994200,33.289,33.408,32.491,32.716,15,30.78450079582518,32.335630588235276,32.335630588235276,32.37138619394944,34.26261851899413,30.605187255221125,31.715882352941204,32.82657745066128,32.37138619394944,34.25186583593975,15
1696008600,32.658,32.921,32.501,32.791,15,30.632315224616868,32.19491058823534,32.19491058823534,32.37138619394944,34.26261851899413,30.695396443611205,31.762583529411806,32.829770615212404,32.37138619394944,34.25186583593975,15
1696253400,34.687,35.266,32.967,33.5675,15,30.547701621679813,32.10926,33.670818378320185,32.486336367605645,34.26261851899413,30.884993759998995,31.940975294117656,32.996956828236314,32.486336367605645,34.25186583593975,15
1696267800,33.572,33.651,32.794,32.949,20,30.41215689980685,31.982089411764697,31.982089411764697,32.486336367605645,34.26261851899413,31.112055281360828,32.07380823529411,33.035561189227394,32.486336367605645,34.25186583593975,20
1696339800,32.402,32.625,31.488,31.87,15,30.221891844797547,31.82361529411765,31.82361529411765,32.486336367605645,34.26261851899413,31.079252442421147,32.01157294117652,32.01157294117652,32.486336367605645,34.25186583593975,15
1696354200,31.88,31.91,31.1,31.134,10,29.940823072136244,31.597882352941156,31.597882352941156,32.02055462176439,34.253574689998736,30.83005090138269,31.808198823529445,31.808198823529445,32.02055462176439,34.25186583593975,10
1696426200,31.45,32.042,30.708,31.931,15,30.024919139534457,31.596521176470603,31.596521176470603,32.02055462176439,34.253574689998736,30.77014522298757,31.739495294117646,31.739495294117646,32.02055462176439,34.25186583593975,15
1696440600,31.85,32.386,31.62,31.99,0,30.126578155000843,31.60688941176467,31.60688941176467,32.02055462176439,34.04860435499883,30.863372328840143,31.777067058823526,31.777067058823526,32.02055462176439,34.02802810923942,0
1696512600,32.442,32.8,31.458,32.005,15,30.17796000696739,31.598405882352928,31.598405882352928,32.02055462176439,34.04860435499883,30.877235643421223,31.762029411764694,31.762029411764694,32.02055462176439,34.02802810923942,15
1696527000,32.039,32.6,31.978,32.34,20,30.27295448790355,31.622694117647033,31.622694117647033,32.02055462176439,34.04860435499883,31.10865079878292,31.89325529411764,32.677859789452356,32.02055462176439,34.02802810923942,20
1696599000,31.977,34.053,31.925,34.047,15,30.435504420975626,31.745125882352948,33.05474734373027,32.44615481485878,34.04860435499883,31.457599770200122,32.20269764705884,32.94779552391756,32.44615481485878,34.02802810923942,15
1696613400,34.022,34.18,33.916,34.072,15,30.588570911630132,31.864435294117655,33.14029967660518,33.24624063117925,34.04860435499883,31.83172250815552,32.57956823529414,33.32741396243276,33.24624063117925,34.02802810923942,15
1696858200,33.197,34.133,33.197,33.872,10,30.673173213768195,31.936765882352923,33.20035855093765,33.24624063117925,34.04860435499883,32.107601837151535,32.88030705882349,33.653012280495446,33.24624063117925,34.02802810923942,10
1696872600,33.984,34.42,33.9,34.093,10,30.79123260842282,32.038155294117665,33.28507797981251,33.335281983213,34.04860435499883,32.28892742211948,33.11919882352941,33.94947022493934,33.335281983213,34.02802810923942,10
1696944600,34.2,34.663,33.634,34.026,10,30.907209337011693,32.136483529411734,33.365757721811775,33.335281983213,34.04860435499883,32.47627921548727,33.365267058823505,34.254254902159744,33.335281983213,34.02802810923942,10
1696959000,33.979,34.27,33.822,34.099,10,31.016592877110977,32.23380470588232,33.45101653465367,33.39258357774226,34.04860435499883,32.64456258268358,33.576403529411785,34.50824447613999,33.39258357774226,34.02802810923942,10
1697031000,33.8745,34.04,33.065,33.201,10,31.066904665929645,32.2670905882353,32.2670905882353,33.39258357774226,34.04860435499883,32.71252135500848,33.65089529411767,33.65089529411767,33.39258357774226,34.02802810923942,10
1697045400,33.196,33.602,33.047,33.45,10,31.1462968796725,32.32614352941176,33.50599017915101,33.39258357774226,34.04860435499883,32.793884698103525,33.74070941176469,34.687534125425856,33.39258357774226,34.02802810923942,10
1697117400,33.4255,33.4255,32.3,32.355,10,31.148331451043244,32.310954117647086,32.310954117647086,33.39258357774226,34.04860435499883,32.73808491023637,33.68674235294114,33.68674235294114,33.39258357774226,34.02802810923942,10
1697131800,32.3,32.515,32.056,32.329,15,31.163028316628363,32.30335999999996,32.30335999999996,33.081534500905356,34.04860435499883,32.62415461542942,33.56217999999998,33.56217999999998,33.081534500905356,34.02802810923942,15
1697203800,32.7525,32.768,31.488,31.488,-20,31.09859109499205,32.23527176470591,32.23527176470591,32.537175156392884,34.04860435499883,32.35014111041947,33.2941682352941,33.2941682352941,32.537175156392884,34.02802810923942,-20
1697218200,31.501,32.03,31.5,31.843,-10,31.116472021040547,32.21920941176466,32.21920941176466,32.537175156392884,34.04860435499883,32.12806612828983,33.047299999999986,33.047299999999986,32.537175156392884,34.02802810923942,-10
1697463000,33.793,35.333,32.125,32.343,10,31.123345928629085,32.21215882352943,32.21215882352943,32.537175156392884,34.04860435499883,32.01881012718877,32.91155411764702,32.91155411764702,32.537175156392884,34.02802810923942,10
1697477400,32.286,33.042,32.233,32.537,10,31.132932879484688,32.2119882352941,32.2119882352941,32.537175156392884,34.04860435499883,32.00846837207146,32.90125999999997,32.90125999999997,32.537175156392884,34.02802810923942,10
1697549400,32.278,34.071,32.128,33.876,10,31.29662763543526,32.34750705882352,33.39838648221178,32.61158771969599,34.04860435499883,32.15089999296905,33.06479882352938,33.97869765408971,32.61158771969599,34.02802810923942,10
1697563800,33.876,33.876,33.122,33.527,15,31.42251552178269,32.44847764705881,33.47443977233493,32.61158771969599,34.04860435499883,32.20828854718857,33.12671882352938,34.04514909987019,32.61158771969599,34.02802810923942,15
1697635800,33.578,33.827,32.639,33.01,10,31.51467008329159,32.51208352941176,33.50949697553193,32.61158771969599,34.04860435499883,32.198205804629886,33.116441176470595,34.0346765483113,32.61158771969599,34.02802810923942,10
1697650200,33.055,33.067,32.633,32.956,10,31.568632301778702,32.552607058823504,32.552607058823504,32.61158771969599,34.04860435499883,32.29136087835317,33.18816941176468,34.0849779451762,32.61158771969599,34.02802810923942,10
1697722200,33.211,34.85,32.836,34.612,10,31.80845762050283,32.7674811764706,33.72650473243838,32.90154209240549,34.04860435499883,32.45630993029386,33.393263529411726,34.33021712852959,32.90154209240549,34.02802810923942,10
1697736600,34.621,34.685,33.95,34.253,15,31.98426230703053,32.93167529411763,33.87908828120473,33.33384496743126,34.04860435499883,32.56020296500203,33.50260941176468,34.445015858527334,33.33384496743126,34.02802810923942,15
1697808600,35.295,36.154,34.4665,34.873,15,32.12983886506531,33.108502352941116,34.08716584081692,33.96449889832903,34.04860435499883,32.71003796150447,33.65148470588233,34.592931450260195,33.96449889832903,34.02802810923942,15
1697823000,34.9,34.95,34.455,34.843,20,32.29233970373687,33.29381176470588,34.295283825674886,33.96449889832903,34.04860435499883,32.824929637032,33.76664470588237,34.70835977473274,33.96449889832903,34.02802810923942,20
1698067800,35.7565,38.225,34.651,37.693,15,32.518804989052484,33.70481294117647,34.89082089330046,35.67863676213274,34.04860435499883,33.087531997695976,34.2910776470588,35.49462329642162,35.67863676213274,34.02802810923942,15
1698082200,37.693,38.384,37.215,37.739,20,32.7578111059076,34.105044705882364,35.45227830585713,36.47039598367568,34.04860435499883,33.39182617985588,34.81641411764703,36.24100205543817,36.47039598367568,34.02802810923942,20
1698154200,40.8545,43.888,40.107,42.5635,15,33.01440170007169,34.89043294117647,36.766464182281254,39.223122047148934,34.04860435499883,33.83546632514876,35.95337058823528,38.0712748513218,39.223122047148934,34.02802810923942,15
1698168600,42.558,42.799,41.838,42.496,65,33.353160916189104,35.62622588235291,37.89929084851672,41.04991135698045,37.96909642884834,34.52089721876738,37.19617764705886,39.87145807535034,41.04991135698045,37.96258632464968,65
1698240600,43.412,44.949,42.527,43.6,25,33.764225748923565,36.44076705882352,39.11730836872347,41.88569907821274,37.96909642884834,35.3600771065059,38.608874117647034,41.85767112878817,41.88569907821274,37.96258632464968,25
1698255000,43.661,43.816,42.678,43.35,45,34.17846458493246,37.17698352941174,40.17550247389102,41.88569907821274,40.33137525535918,36.17785770621576,39.803518823529416,43.42917994084307,41.88569907821274,40.360544444317554,45
