time,open,high,low,close,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,SRI Bias Histogram
1761220800,109290,110146,108741,109936,108714.12524562363,112735.15294117648,112735.15294117648,109410.9438200343,100777.20083834199,109148.15589388795,113755.78352941177,113755.78352941177,109706.90450821265,108519.82570793774,107028.34526057944,108849.33411764706,110670.32297471467,109233.32859751818,111338.18317251677,107255.47112906614,108653.74352941176,110052.01592975738,109233.32859751818,109410.9438200343,-15
1761235200,109939,111336,109682,110254,108714.12524562363,112735.15294117648,112735.15294117648,109410.9438200343,100777.20083834199,109148.15589388795,113755.78352941177,113755.78352941177,109706.90450821265,108519.82570793774,107304.51894505664,109081.37411764706,110858.22929023749,109233.32859751818,111338.18317251677,107379.2492698679,108793.40235294118,110207.55543601446,109233.32859751818,109410.9438200343,-15
1761249600,110234,110234,109387,110111,108400.4537682591,112460.59529411765,112460.59529411765,109410.9438200343,100777.20083834199,108713.10389648259,113343.72470588236,113343.72470588236,109706.90450821265,108519.82570793774,107497.83014357691,109260.70588235294,111023.58162112896,109233.32859751818,111338.18317251677,107417.76910107487,108833.57647058823,110249.3838401016,109233.32859751818,109410.9438200343,-15
1761264000,110110,110863,110033,110483,108400.4537682591,112460.59529411765,112460.59529411765,109410.9438200343,100777.20083834199,108713.10389648259,113343.72470588236,113343.72470588236,109706.90450821265,108519.82570793774,107747.96814017462,109490.16470588234,111232.36127159007,109282.33813559097,111338.18317251677,107522.01080196898,108946.66117647059,110371.3115509722,109282.33813559097,109410.9438200343,-15
1761278400,110478,111557,110382,111103,108400.4537682591,112460.59529411765,112460.59529411765,109410.9438200343,100777.20083834199,108713.10389648259,113343.72470588236,113343.72470588236,109706.90450821265,108519.82570793774,107998.54617367408,109748.07764705882,111497.60912044355,109803.30175976976,111338.18317251677,107726.28519074348,109171.68470588236,110617.08422102124,109803.30175976976,109410.9438200343,-15
1761292800,111102,111516,110650,111100,108400.4537682591,112460.59529411765,112460.59529411765,109410.9438200343,100777.20083834199,108713.10389648259,113343.72470588236,113343.72470588236,109706.90450821265,108519.82570793774,108285.7256703763,110027.73411764707,111769.74256491783,109803.30175976976,111338.18317251677,108100.57168089449,109550.64941176471,111000.72714263493,109803.30175976976,109410.9438200343,-15
1761307200,111096,112066,109731,110064,108400.4537682591,112460.59529411765,112460.59529411765,109410.9438200343,100777.20083834199,108713.10389648259,113343.72470588236,113343.72470588236,109706.90450821265,108519.82570793774,108465.50455589681,110197.62588235294,111929.74720880906,109803.30175976976,111338.18317251677,108370.24715623824,109806.02588235294,111241.80460846765,109803.30175976976,109410.9438200343,-15
1761321600,110063,110956,109814,110628,108400.4537682591,112460.59529411765,112460.59529411765,109410.9438200343,100777.20083834199,108713.10389648259,113343.72470588236,113343.72470588236,109706.90450821265,108519.82570793774,108734.67177428181,110445.50352941178,112156.33528454175,109803.30175976976,111338.18317251677,108660.87967897455,110071.12705882353,111481.37443867252,109803.30175976976,109410.9438200343,-15
1761336000,110623,111158,110484,111039,108400.4537682591,112460.59529411765,112460.59529411765,109410.9438200343,100777.20083834199,108340.60079329184,112967.12,112967.12,109706.90450821265,108519.82570793774,108873.94309507722,110613.41411764707,112352.88514021692,109980.58376136281,111338.18317251677,108963.72500901307,110391.03529411764,111818.34557922221,109980.58376136281,109410.9438200343,-20
1761350400,111038,111236,110704,111059,108400.4537682591,112460.59529411765,112460.59529411765,109410.9438200343,100777.20083834199,108340.60079329184,112967.12,112967.12,109706.90450821265,108519.82570793774,108997.54834061026,110762.37647058822,112527.20460056618,110134.89620239957,111338.18317251677,109262.56246988663,110707.14588235294,112151.72929481925,110134.89620239957,109410.9438200343,-15
1761364800,111059,111808,111059,111504,108400.4537682591,112460.59529411765,112460.59529411765,109410.9438200343,100777.20083834199,108340.60079329184,112967.12,112967.12,109735.09588752942,108519.82570793774,109138.86013080426,110938.27529411764,112737.69045743103,110484.42580717105,111338.18317251677,109499.97471979013,110988.10823529413,112476.24175079813,110484.42580717105,109410.9438200343,0
1761379200,111508,111838,111423,111591,108400.4537682591,112460.59529411765,112460.59529411765,109410.9438200343,100777.20083834199,108340.60079329184,112967.12,112967.12,110164.01760984876,108519.82570793774,109315.62546663747,111152.36941176471,112989.11335689195,110744.46682094455,111338.18317251677,109644.64383574296,111128.06588235294,112611.48792896292,110744.46682094455,109410.9438200343,-10
1761393600,111591,111945,111356,111418,108400.4537682591,112460.59529411765,112460.59529411765,109410.9438200343,100777.20083834199,108340.60079329184,112967.12,112967.12,110164.01760984876,108519.82570793774,109402.4338249802,111204.53176470588,113006.62970443157,110851.2443507124,111338.18317251677,109779.76820916423,111261.17176470587,112742.5753202475,110851.2443507124,109410.9438200343,-10
1761408000,111418,111731,111222,111646,108400.4537682591,112460.59529411765,112460.59529411765,109410.9438200343,100777.20083834199,108340.60079329184,112967.12,112967.12,110164.01760984876,108519.82570793774,109495.62545427415,111264.38352941177,113033.1416045494,110851.2443507124,111338.18317251677,110161.47044928245,111578.64470588235,112995.81896248226,110851.2443507124,109410.9438200343,-10
1761422400,111646,111691,111372,111668,108349.56703006855,112385.19294117647,112385.19294117647,109410.9438200343,100777.20083834199,108021.95181843663,112635.54823529412,112635.54823529412,110271.16643179217,108519.82570793774,109590.0262129999,111356.56705882352,113123.10790464714,110851.2443507124,111338.18317251677,110591.59011391208,111989.76,113387.9298860879,110851.2443507124,109410.9438200343,-10
1761436800,111658,111905,111288,111289,108349.56703006855,112385.19294117647,112385.19294117647,109410.9438200343,100777.20083834199,108021.95181843663,112635.54823529412,112635.54823529412,110271.16643179217,108519.82570793774,109654.95782176715,111393.95764705884,113132.95747235052,110987.0243005967,111338.18317251677,110792.13784642176,112198.0494117647,113603.96097710765,110987.0243005967,109410.9438200343,-10
1761451200,111289,111731,111281,111731,108349.56703006855,112385.19294117647,112385.19294117647,109410.9438200343,100777.20083834199,108021.95181843663,112635.54823529412,112635.54823529412,110271.16643179217,108519.82570793774,109738.53994157899,111454.49411764706,113170.44829371513,111039.95640977076,111338.18317251677,110913.82007694704,112311.18823529412,113708.55639364119,111039.95640977076,109410.9438200343,0
1761465600,111731,113406,111731,113279,108349.56703006855,112385.19294117647,112385.19294117647,109410.9438200343,100777.20083834199,108021.95181843663,112635.54823529412,112635.54823529412,110662.12086393856,108519.82570793774,109889.92177464302,111648.66352941177,113407.40528418052,111612.74302679213,111338.18317251677,111134.73685730704,112580.0611764706,114025.38549563415,111612.74302679213,109410.9438200343,-10
1761480000,113281,113992,113281,113701,108349.56703006855,112385.19294117647,112385.19294117647,109815.17261119575,100777.20083834199,108021.95181843663,112635.54823529412,112635.54823529412,112237.54080222866,108519.82570793774,110048.51777038355,111845.75058823529,113642.98340608702,112847.63046697894,111338.18317251677,111393.6472010223,112885.59294117647,114377.53868133064,112847.63046697894,109815.17261119575,-10
1761494400,113723,113779,113297,113597,108349.56703006855,112385.19294117647,112385.19294117647,109815.17261119575,100777.20083834199,108021.95181843663,112635.54823529412,112635.54823529412,112293.6450306409,108519.82570793774,110202.45559028174,112039.29647058825,113876.13735089476,112891.10484142571,111338.18317251677,111633.58756341304,113177.26588235293,114720.94420129283,112891.10484142571,109815.17261119575,-10
1761508800,113596,115447,112933,114551,108349.56703006855,112385.19294117647,112385.19294117647,110974.44599611034,100777.20083834199,107928.37592015495,112507.64235294118,117086.90878572741,112293.6450306409,108519.82570793774,110381.9484359545,112281.12705882352,114180.30568169254,112891.10484142571,111338.18317251677,111880.56033204934,113432.21411764708,114983.86790324481,112891.10484142571,110974.44599611034,-10
1761523200,114551,115461,114385,114982,108349.56703006855,112385.19294117647,112385.19294117647,110974.44599611034,100777.20083834199,107928.37592015495,112507.64235294118,117086.90878572741,113276.2602560118,108519.82570793774,110571.8789589055,112544.02823529411,114516.17751168273,114140.55378946167,111338.18317251677,112192.58815101022,113762.26352941176,115331.93890781331,114140.55378946167,110974.44599611034,-10
1761537600,115006,116381,114956,115548,108349.56703006855,112385.19294117647,112385.19294117647,112423.77128210246,100777.20083834199,107928.37592015495,112507.64235294118,117086.90878572741,113824.67023772524,108519.82570793774,110775.86991566104,112836.26588235295,114896.66184904486,114631.31423683175,111338.18317251677,112507.30601088365,114156.86588235294,115806.42575382223,114631.31423683175,112423.77128210246,-10
1761552000,115548,115605,114830,115359,108349.56703006855,112385.19294117647,112385.19294117647,112423.77128210246,100777.20083834199,107928.37592015495,112507.64235294118,117086.90878572741,113824.67023772524,108519.82570793774,110971.56350336368,113097.31294117647,115223.06237898926,114631.31423683175,111338.18317251677,112796.1580655082,114514.51058823531,116232.86311096241,114631.31423683175,112423.77128210246,-10
1761566400,115358,115440,114492,114946,108349.56703006855,112385.19294117647,112385.19294117647,112591.35904766657,100777.20083834199,107928.37592015495,112507.64235294118,117086.90878572741,113824.67023772524,108519.82570793774,111144.00720727487,113287.04235294118,115430.07749860748,114631.31423683175,111338.18317251677,113050.26987348602,114801.32,116552.370126514,114631.31423683175,112591.35904766657,-10
1761580800,114966,115798,114801,114933,108349.56703006855,112385.19294117647,112385.19294117647,112591.35904766657,100777.20083834199,107928.37592015495,112507.64235294118,117086.90878572741,113824.67023772524,108519.82570793774,111316.28861738728,113497.25176470588,115678.21491202449,114631.31423683175,111338.18317251677,113304.94610127999,115095.96705882353,116886.98801636708,114631.31423683175,112591.35904766657,-10
1761595200,114936,114936,113856,114101,108451.339082409,112462.24470588236,116473.15032935572,112591.35904766657,100777.20083834199,107813.67822978315,112371.45176470588,116929.22529962861,113824.67023772524,108519.82570793774,111453.99998288705,113654.97176470589,115855.94354652472,114631.31423683175,111338.18317251677,113461.00630553174,115256.33647058823,117051.66663564471,114631.31423683175,112591.35904766657,-10
1761609600,114101,114513,113573,113905,108451.339082409,112462.24470588236,116473.15032935572,112591.35904766657,100777.20083834199,107813.67822978315,112371.45176470588,116929.22529962861,113824.67023772524,108519.82570793774,111582.62171706214,113801.88235294119,116021.14298882024,114631.31423683175,111338.18317251677,113556.92911425009,115298.59058823528,115298.59058823528,114631.31423683175,112591.35904766657,-10
1761624000,113888,114335,113487,114189,108451.339082409,112462.24470588236,116473.15032935572,112591.35904766657,100777.20083834199,107813.67822978315,112371.45176470588,116929.22529962861,113824.67023772524,108519.82570793774,111713.54784480303,113947.90588235295,116182.26391990286,114631.31423683175,111338.18317251677,113614.68068435552,115319.96,117025.23931564449,114631.31423683175,112591.35904766657,-10
1761638400,114185,114651,114109,114351,108451.339082409,112462.24470588236,116473.15032935572,112591.35904766657,100777.20083834199,107813.67822978315,112371.45176470588,116929.22529962861,113824.67023772524,108519.82570793774,111880.20396238824,114152.83529411764,116425.46662584704,114631.31423683175,111338.18317251677,113742.33615644102,115446.57647058825,117150.81678473548,114631.31423683175,112591.35904766657,-10
1761652800,114341,116077,114157,114641,108451.339082409,112462.24470588236,116473.15032935572,112591.35904766657,100777.20083834199,107813.67822978315,112371.45176470588,116929.22529962861,113824.67023772524,108519.82570793774,112091.28242874681,114412.35529411765,116733.42815948848,114631.31423683175,111338.18317251677,113920.14474594488,115642.96470588235,117365.78466581981,114631.31423683175,112591.35904766657,-10
1761667200,114639,115576,113571,113678,108451.339082409,112462.24470588236,116473.15032935572,112591.35904766657,100777.20083834199,107813.67822978315,112371.45176470588,116929.22529962861,113824.67023772524,108519.82570793774,112238.92272055002,114582.51764705882,116926.11257356762,114631.31423683175,111338.18317251677,113982.67661001766,115650.81411764704,115650.81411764704,114631.31423683175,112591.35904766657,-10
1761681600,113671,113692,112218,112925,108451.339082409,112462.24470588236,116473.15032935572,112591.35904766657,100777.20083834199,107623.94713050689,112175.1505882353,116726.3540459637,113824.67023772524,108519.82570793774,112340.09977965409,114693.27058823529,114693.27058823529,114211.38976967329,111338.18317251677,113814.38187683067,115384.74117647059,115384.74117647059,114211.38976967329,112591.35904766657,-10
1761696000,112920,112930,112106,112534,108451.339082409,112462.24470588236,116473.15032935572,112591.35904766657,100777.20083834199,107623.94713050689,112175.1505882353,116726.3540459637,113824.67023772524,108519.82570793774,112399.19798681211,114755.88235294117,114755.88235294117,113666.65240344279,111338.18317251677,113566.91402799483,115079.74588235295,115079.74588235295,113666.65240344279,112591.35904766657,-10
1761710400,112524,113569,112516,113564,108451.339082409,112462.24470588236,116473.15032935572,112591.35904766657,100777.20083834199,107623.94713050689,112175.1505882353,116726.3540459637,113824.67023772524,108519.82570793774,112512.69666510203,114884.08470588234,117255.47274666265,113666.65240344279,111338.18317251677,113443.64948543091,114883.55999999998,114883.55999999998,113666.65240344279,112591.35904766657,-10
1761724800,113565,113641,112754,113142,108451.339082409,112462.24470588236,116473.15032935572,112591.35904766657,100777.20083834199,107623.94713050689,112175.1505882353,116726.3540459637,113824.67023772524,108519.82570793774,112557.27592297239,114914.05882352941,117270.84172408644,113666.65240344279,111338.18317251677,113275.32565322454,114658.95764705884,114658.95764705884,113666.65240344279,112591.35904766657,-10
1761739200,113142,113654,111411,111506,108451.339082409,112462.24470588236,116473.15032935572,112591.35904766657,100777.20083834199,107623.94713050689,112175.1505882353,116726.3540459637,113824.67023772524,108519.82570793774,112463.56721785867,114766.97647058824,114766.97647058824,113666.65240344279,111338.18317251677,112932.86705637275,114292.90823529412,114292.90823529412,113666.65240344279,112591.35904766657,-10
1761753600,111508,112006,109265,110644,108451.339082409,112462.24470588236,116473.15032935572,112591.35904766657,100777.20083834199,107623.94713050689,112175.1505882353,116726.3540459637,113320.87713148534,108519.82570793774,112298.4457863509,114565.15999999999,114565.15999999999,112802.32946624675,111338.18317251677,112391.39719837577,113775.78352941177,113775.78352941177,112802.32946624675,112591.35904766657,-10
1761768000,110671,111808,109758,110038,108171.29213100162,112213.63294117647,112213.63294117647,112591.35904766657,100777.20083834199,107155.75498769051,111730.05647058824,111730.05647058824,113175.38590780781,108519.82570793774,112238.8090427397,114503.90352941176,114503.90352941176,112734.10854130617,111338.18317251677,111753.84190920753,113193.04470588236,113193.04470588236,112734.10854130617,112591.35904766657,-10
1761782400,110037,111006,109751,110763,108171.29213100162,112213.63294117647,112213.63294117647,112591.35904766657,100777.20083834199,107155.75498769051,111730.05647058824,111730.05647058824,112365.3583429644,108519.82570793774,112175.22967065315,114443.45882352942,114443.45882352942,111809.24364549859,111338.18317251677,111087.17680894556,112590.44470588236,112590.44470588236,111809.24364549859,112591.35904766657,-15
1761796800,110763,111603,107948,111363,108171.29213100162,112213.63294117647,112213.63294117647,112591.35904766657,100777.20083834199,107155.75498769051,111730.05647058824,111730.05647058824,112365.3583429644,108519.82570793774,112072.90468776018,114293.64235294118,114293.64235294118,111809.24364549859,111338.18317251677,110475.77686485078,112022.37411764704,112022.37411764704,111809.24364549859,112591.35904766657,0
1761811200,111363,111434,109685,109721,108171.29213100162,112213.63294117647,112213.63294117647,112591.35904766657,100777.20083834199,107155.75498769051,111730.05647058824,111730.05647058824,112365.3583429644,108519.82570793774,111819.94324269547,114004.85176470588,114004.85176470588,111419.66484550356,111338.18317251677,109681.00391552802,111340.7505882353,111340.7505882353,111419.66484550356,112591.35904766657,-10
1761825600,109711,109778,107341,107707,108171.29213100162,112213.63294117647,112213.63294117647,112591.35904766657,100777.20083834199,107155.75498769051,111730.05647058824,111730.05647058824,111381.56241964024,108519.82570793774,111353.47721741599,113560.20470588235,113560.20470588235,109591.15489229644,111338.18317251677,108428.54025409652,110428.8682352941,110428.8682352941,109591.15489229644,112591.35904766657,-10
1761840000,107707,108207,106313,106514,108171.29213100162,112213.63294117647,112213.63294117647,112591.35904766657,100777.20083834199,107155.75498769051,111730.05647058824,111730.05647058824,109831.3079610945,108519.82570793774,110742.26189079213,112994.22117647059,112994.22117647059,108812.56722856172,111338.18317251677,107193.6099231481,109528.3105882353,109528.3105882353,108812.56722856172,112591.35904766657,-15
1761854400,106495,108324,106303,108306,108171.29213100162,112213.63294117647,112213.63294117647,110567.9382294828,100777.20083834199,106601.70930989068,111252.27058823527,111252.27058823527,109831.3079610945,108519.82570793774,110347.34552722795,112602.82588235295,112602.82588235295,108812.56722856172,111338.18317251677,106337.03881540067,108848.32705882353,108848.32705882353,108812.56722856172,110567.9382294828,-20
1761868800,108307,109991,108272,109213,108171.29213100162,112213.63294117647,112213.63294117647,110567.9382294828,100777.20083834199,106601.70930989068,111252.27058823527,111252.27058823527,109831.3079610945,108519.82570793774,110042.22112571148,112260.29882352942,112260.29882352942,108812.56722856172,111338.18317251677,105882.64663746313,108455.68705882352,108455.68705882352,108812.56722856172,110567.9382294828,-15
1761883200,109213,110173,109090,109383,108171.29213100162,112213.63294117647,112213.63294117647,110567.9382294828,100777.20083834199,106601.70930989068,111252.27058823527,111252.27058823527,109831.3079610945,108519.82570793774,109751.00509723822,111916.43529411763,111916.43529411763,108812.56722856172,111338.18317251677,105660.18154633311,108233.8494117647,108233.8494117647,108812.56722856172,110567.9382294828,-15
1761897600,109385,110463,109186,110381,108171.29213100162,112213.63294117647,112213.63294117647,110567.9382294828,100777.20083834199,106601.70930989068,111252.27058823527,111252.27058823527,109831.3079610945,108519.82570793774,109556.2686626169,111677.89647058824,111677.89647058824,108812.56722856172,111338.18317251677,105654.62370488682,108172.13411764705,110689.64453040727,108812.56722856172,110567.9382294828,-15
1761912000,110381,111049,109330,110147,108171.29213100162,112213.63294117647,112213.63294117647,110567.9382294828,100777.20083834199,106601.70930989068,111252.27058823527,111252.27058823527,109831.3079610945,108519.82570793774,109347.19167387557,111451.79764705882,111451.79764705882,108812.56722856172,111338.18317251677,105691.68615632656,108145.23529411764,108145.23529411764,108812.56722856172,110567.9382294828,-15
1761926400,110098,110240,108572,109739,108171.29213100162,112213.63294117647,112213.63294117647,110567.9382294828,100777.20083834199,106601.70930989068,111252.27058823527,111252.27058823527,109831.3079610945,108519.82570793774,109097.79551365007,111192.93411764706,111192.93411764706,108812.56722856172,111338.18317251677,105650.0789812938,108052.58823529411,108052.58823529411,108812.56722856172,110567.9382294828,-15
1761940800,109729,109755,109261,109554,107946.44162870297,111999.88941176469,111999.88941176469,110567.9382294828,100777.20083834199,106255.49141277495,110946.55764705883,110946.55764705883,109831.3079610945,108519.82570793774,108841.43446044505,110944.03764705882,110944.03764705882,108812.56722856172,111338.18317251677,105725.33490132244,108036.8117647059,108036.8117647059,108812.56722856172,110567.9382294828,-15
1761955200,109554,110226,109370,110171,107946.44162870297,111999.88941176469,111999.88941176469,110567.9382294828,100777.20083834199,106255.49141277495,110946.55764705883,110946.55764705883,109831.3079610945,108519.82570793774,108652.81917227582,110756.66823529411,110756.66823529411,108812.56722856172,111338.18317251677,105789.66625254834,108044.67529411764,110299.68433568694,108812.56722856172,110567.9382294828,-15
1761969600,110171,110478,109896,110006,107946.44162870297,111999.88941176469,111999.88941176469,110567.9382294828,100777.20083834199,106255.49141277495,110946.55764705883,110946.55764705883,109831.3079610945,108519.82570793774,108445.3865148474,110550.96235294119,110550.96235294119,108939.48469966081,111338.18317251677,105923.25115114519,108106.40470588236,110289.55826061954,108939.48469966081,110567.9382294828,-15
1761984000,110017,110209,109804,110068,107946.44162870297,111999.88941176469,111999.88941176469,110567.9382294828,100777.20083834199,106255.49141277495,110946.55764705883,110946.55764705883,109831.3079610945,108519.82570793774,108253.6840004155,110365.19764705883,110365.19764705883,108939.48469966081,111338.18317251677,106065.13102794683,108177.37647058823,110289.62191322964,108939.48469966081,110567.9382294828,-15
1761998400,110068,110279,109662,110239,107946.44162870297,111999.88941176469,111999.88941176469,110567.9382294828,100777.20083834199,106255.49141277495,110946.55764705883,110946.55764705883,109831.3079610945,108519.82570793774,108097.98914334209,110218.48705882354,110218.48705882354,108939.48469966081,111338.18317251677,106352.97822456624,108342.32705882353,110331.67589308083,108939.48469966081,110567.9382294828,-15
1762012800,110239,110478,110152,110262,107946.44162870297,111999.88941176469,111999.88941176469,110567.9382294828,100777.20083834199,106255.49141277495,110946.55764705883,110946.55764705883,109831.3079610945,108519.82570793774,107946.51238641804,110075.47529411764,110075.47529411764,109382.64817490467,111338.18317251677,106846.28468200605,108624.80941176471,110403.33414152337,109382.64817490467,110567.9382294828,-15
1762027200,110260,110468,109818,110047,107946.44162870297,111999.88941176469,111999.88941176469,110567.9382294828,100777.20083834199,106001.21454508168,110716.19294117646,110716.19294117646,109831.3079610945,108519.82570793774,107747.06837483506,109876.30117647059,109876.30117647059,109382.64817490467,111338.18317251677,107281.75370828887,108861.08470588234,110440.41570347581,109382.64817490467,110567.9382294828,-15
1762041600,110039,110212,109851,110010,107946.44162870297,111999.88941176469,111999.88941176469,110567.9382294828,100777.20083834199,106001.21454508168,110716.19294117646,110716.19294117646,109831.3079610945,108519.82570793774,107559.39285335182,109696.85411764705,109696.85411764705,109382.64817490467,111338.18317251677,107532.76963238599,109019.71294117648,109019.71294117648,109382.64817490467,110567.9382294828,-15
1762056000,110002,110969,109992,110888,107946.44162870297,111999.88941176469,111999.88941176469,110567.9382294828,100777.20083834199,106001.21454508168,110716.19294117646,110716.19294117646,109831.3079610945,108519.82570793774,107464.92913413797,109603.47529411764,111742.02145409731,109579.89452317692,111338.18317251677,107860.96816039344,109277.11529411764,110693.26242784184,109579.89452317692,110567.9382294828,0
1762070400,110863,111102,110332,111102,107946.44162870297,111999.88941176469,111999.88941176469,110567.9382294828,100777.20083834199,106001.21454508168,110716.19294117646,110716.19294117646,109831.3079610945,108519.82570793774,107389.58347175973,109527.86823529411,111666.15299882849,109845.90205723571,111338.18317251677,108377.75530655927,109649.35529411765,110920.95528167603,109845.90205723571,110567.9382294828,-10
1762084800,111102,111129,110094,110103,107946.44162870297,111999.88941176469,111999.88941176469,110567.9382294828,100777.20083834199,106001.21454508168,110716.19294117646,110716.19294117646,109831.3079610945,108519.82570793774,107242.17010987448,109392.3905882353,109392.3905882353,109845.90205723571,111338.18317251677,108821.16343395668,109937.56470588237,109937.56470588237,109845.90205723571,110567.9382294828,-10
1762099200,110100,110315,109747,110146,107946.44162870297,111999.88941176469,111999.88941176469,110567.9382294828,100777.20083834199,106001.21454508168,110716.19294117646,110716.19294117646,109831.3079610945,108519.82570793774,107105.81559893442,109267.02823529411,109267.02823529411,109845.90205723571,111338.18317251677,109147.26550388966,110157.26352941176,110157.26352941176,109845.90205723571,110567.9382294828,-10
1762113600,110146,110716,109475,110530,107777.86315098187,111837.31529411765,111837.31529411765,110567.9382294828,100777.20083834199,105802.88381829175,110532.5129411765,110532.5129411765,109831.3079610945,108519.82570793774,107001.07796941578,109167.96235294118,111334.84673646657,109845.90205723571,111338.18317251677,109365.29684792407,110333.11294117647,111300.92903442887,109845.90205723571,110567.9382294828,-5
1762128000,110524,110730,107890,107936,107777.86315098187,111837.31529411765,111837.31529411765,110567.9382294828,100777.20083834199,105802.88381829175,110532.5129411765,110532.5129411765,109831.3079610945,108519.82570793774,106650.08425616498,108878.6894117647,108878.6894117647,109845.90205723571,111338.18317251677,109290.14000453202,110258.26117647058,110258.26117647058,109845.90205723571,110567.9382294828,-10
1762142400,107936,108019,107008,107442,107777.86315098187,111837.31529411765,111837.31529411765,110567.9382294828,100777.20083834199,105802.88381829175,110532.5129411765,110532.5129411765,109194.2550001864,108519.82570793774,106258.02089582458,108560.66823529411,108560.66823529411,108574.96349174037,111338.18317251677,108942.93549085522,109987.30352941176,109987.30352941176,108574.96349174037,110567.9382294828,-10
1762156800,107412,107893,106746,107770,107777.86315098187,111837.31529411765,111837.31529411765,110567.9382294828,100777.20083834199,105802.88381829175,110532.5129411765,110532.5129411765,109066.23678588736,108519.82570793774,105901.91447255117,108262.89882352941,108262.89882352941,108574.96349174037,111338.18317251677,108663.83217167403,109755.94117647057,109755.94117647057,108574.96349174037,110567.9382294828,-15
1762171200,107790,108306,105440,105721,107777.86315098187,111837.31529411765,111837.31529411765,110252.4239855811,100777.20083834199,105802.88381829175,110532.5129411765,110532.5129411765,109066.23678588736,108519.82570793774,105340.174320217,107831.99058823528,107831.99058823528,108574.96349174037,111338.18317251677,108156.00181604532,109381.32470588236,109381.32470588236,108574.96349174037,110252.4239855811,-15
1762185600,105732,107707,105300,107050,107777.86315098187,111837.31529411765,111837.31529411765,110252.4239855811,100777.20083834199,105802.88381829175,110532.5129411765,110532.5129411765,109066.23678588736,108519.82570793774,105035.09119667843,107580.33647058824,107580.33647058824,108574.96349174037,111338.18317251677,107667.38769176291,108918.42823529411,108918.42823529411,108574.96349174037,110252.4239855811,-15
1762200000,107053,107136,105805,106548,107777.86315098187,111837.31529411765,111837.31529411765,109686.32227232531,100777.20083834199,105194.18071125081,110026.90823529412,110026.90823529412,108506.59228082892,108519.82570793774,104721.14836285394,107321.24,107321.24,107929.60456793227,111338.18317251677,107051.50185900665,108321.70823529412,108321.70823529412,107929.60456793227,109686.32227232531,-15
1762214400,106550,107226,105837,107139,107777.86315098187,111837.31529411765,111837.31529411765,109686.32227232531,100777.20083834199,105194.18071125081,110026.90823529412,110026.90823529412,108506.59228082892,108519.82570793774,104490.64663543395,107120.70352941175,107120.70352941175,107929.60456793227,111338.18317251677,106550.54819134992,107874.88235294117,107874.88235294117,107929.60456793227,109686.32227232531,-15
1762228800,107128,107260,104138,104450,107777.86315098187,111837.31529411765,111837.31529411765,109320.94211001636,100777.20083834199,105194.18071125081,110026.90823529412,110026.90823529412,108506.59228082892,108519.82570793774,104036.00625798728,106764.72941176471,106764.72941176471,106375.1625381277,111338.18317251677,105478.60760323956,107122.77647058821,107122.77647058821,106375.1625381277,109320.94211001636,-15
1762243200,104449,104648,103553,104560,107777.86315098187,111837.31529411765,111837.31529411765,109320.94211001636,100777.20083834199,105194.18071125081,110026.90823529412,110026.90823529412,106116.20562717972,108519.82570793774,103666.68373718331,106458.30352941176,106458.30352941176,105748.79378540428,111338.18317251677,104515.14173462466,106416.30352941176,106416.30352941176,105748.79378540428,109320.94211001636,-15
1762257600,104552,104782,102876,103140,107777.86315098187,111837.31529411765,111837.31529411765,106831.87481644376,100777.20083834199,105194.18071125081,110026.90823529412,110026.90823529412,106116.20562717972,108519.82570793774,103206.91808986012,106088.78117647058,106088.78117647058,105748.79378540428,111338.18317251677,103541.41281386587,105695.13411764706,105695.13411764706,105748.79378540428,106831.87481644376,-15
1762272000,103144,103452,99939,100465,107777.86315098187,111837.31529411765,111837.31529411765,106831.87481644376,100777.20083834199,105194.18071125081,110026.90823529412,110026.90823529412,105095.29974996619,108519.82570793774,102433.15873937531,105533.1882352941,105533.1882352941,103012.1558985172,111338.18317251677,101997.31342193643,104619.0494117647,104619.0494117647,103012.1558985172,106831.87481644376,-15
1762286400,100463,101833,98898,101466,106697.8892787413,111060.3482352941,111060.3482352941,105680.7409009835,100777.20083834199,104031.40007217089,109149.19294117646,109149.19294117646,103568.56405354003,108519.82570793774,101836.59040330323,105073.84470588237,105073.84470588237,102462.78762005169,111141.07608539944,100616.33536428078,103595.73411764705,103595.73411764705,102462.78762005169,105680.7409009835,-40
1762300800,101473,102250,98943,102128,106697.8892787413,111060.3482352941,111060.3482352941,105680.7409009835,100777.20083834199,104031.40007217089,109149.19294117646,109149.19294117646,103568.56405354003,108519.82570793774,101379.71347625098,104697.10117647058,104697.10117647058,102462.78762005169,111141.07608539944,99524.25280475571,102742.70823529412,102742.70823529412,102462.78762005169,105680.7409009835,-25
1762315200,102128,102329,101500,101990,106697.8892787413,111060.3482352941,111060.3482352941,104640.40226519897,100777.20083834199,104031.40007217089,109149.19294117646,109149.19294117646,103568.56405354003,108519.82570793774,100898.25319178068,104306.49176470589,104306.49176470589,102462.78762005169,111141.07608539944,98705.62042453181,102069.56705882352,102069.56705882352,102462.78762005169,104640.40226519897,-25
