time,open,high,low,close,DOI Score (0-10),LOI,VLT SRI Bias,T1 Trim 25%,T2 Trim 50%,T3 Trim 75%,VLT Peak,EXIT — LOI Rollover,CT4 Distribution,CRS,ATR,Histogram,MACD,Signal line,CMF,Up Trend,Down Trend,Volume,OnBalanceVolume,MTF RSI,LOI,Acc,Deep Acc,Trim 25%,Trim 50%,Trim 75%,Acc Enter,Deep Enter,Acc Bounce,Deep Bounce,Trim 25%,Trim 50%,Trim 75%,Exit 100%,CT4 Dist,IWM Trim,LT Fast TL,LT Slow TL,BP Entry,MIXED Watch,LT Exit,Time Stop,IBIT Disabled,CT1 Cross,CT2 Cross,CT3 Cross,CT4 Distribution,IWM CT3 Warning,LT Fast TL,LT Slow TL,VLT SRI Bias Histogram,ST SRI Bias Histogram,LT SRI Bias Histogram,F_net,Primary (STRF/LQD),Credit (STRC x0.5),Friction (STABLE x0.4),Self (MSTR x0.3),Into Bear,Into Bull,Into Strong Bear,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,STH MVRV,MVRV SMA,%K,%D,MTF RSI,Short-Term Risk Score
1754659800,397.61,409.65,389.05,393.75,2,7.298102243652752,22.027134236686283,0,0,0,0,0,0,,12.362936557196662,2.0726861734113458,-5.656048513843984,-7.72873468725533,-0.18784387018898252,,408.30565821615903,1249892,96476809,48.22098473302431,7.298102243652752,-45,-65,40,60,80,,,,,,,,,,,388.38020965762513,377.2409122614349,0,0,0,0,0,0,0,0,0,0,388.38020965762513,377.2409122614349,-20,-20,-20,-1.0137521802803473,,,,,0,0,0,384.61666860210966,431.6822352941179,431.6822352941179,401.8557490077581,329.31671428775064,0,0,0,0,367.03175614720493,389.79764705882366,389.79764705882366,391.2733034128216,401.8772606087517,0,0,0,0,391.91130580432826,415.8231764705886,439.7350471368489,388.38020965762513,377.2409122614349,0,0,0,0,1.381097801307443,,,,48.24947760955338,0.3141656453019795
1754674200,393.69,395.73,391.12,395.3,2,9.667382632524598,22.027134236686283,0,0,0,0,0,0,,11.809155374539758,2.2527695388294466,-4.912772763718522,-7.165542302547968,-0.1325537734345472,,408.30565821615903,501777,96978586,49.027616934026085,9.667382632524598,-45,-65,40,60,80,,,,,,,,,,,388.38020965762513,377.2409122614349,0,0,0,0,0,0,0,0,0,0,388.38020965762513,377.2409122614349,-25,-25,-15,-0.7030919985223607,,,,,0,0,0,384.6638282374935,430.57825882352915,476.49268940956483,401.8557490077581,329.31671428775064,0,0,0,0,365.3725730722585,388.2282117647063,388.2282117647063,391.2733034128216,401.8772606087517,0,0,0,0,391.02958149020935,414.5148235294118,414.5148235294118,388.38020965762513,377.2409122614349,0,0,0,0,1.4144222914901383,,,,,0.26440831185756286
1754919000,403.77,414.15,402.83,405.5,2,9.773633576472443,22.027134236686283,0,0,0,0,0,0,,12.312072847786917,2.9638154540592883,-3.4607729849738575,-6.424588439033146,-0.12886612245781084,,408.30565821615903,766372,97744958,54.09553784426756,9.773633576472443,-45,-65,40,60,80,,,,,,,,,,,390.5179271522131,377.2409122614349,0,0,0,0,0,0,0,0,0,0,390.5179271522131,377.2409122614349,-10,-10,10,-0.492914982527365,,,,,0,1,0,384.6638282374935,430.57825882352915,476.49268940956483,401.8557490077581,329.31671428775064,0,0,0,0,364.56661244112223,387.3998588235298,410.2331052059374,396.2326361030398,401.8772606087517,0,0,0,0,391.02958149020935,414.5148235294118,414.5148235294118,390.5179271522131,377.2409122614349,0,0,0,0,1.4144222914901383,,9.98102792876462,20.47303498189288,49.989618510769006,0.30370543985403414
1754933400,405.3,406.62,398.94,400.25,2,10.258366796156826,22.027134236686283,0,0,0,0,0,0,,11.981210501516424,2.977646166312219,-2.702530731142872,-5.680176897455091,-0.1286002300908606,,408.30565821615903,358542,97386416,51.269994484717756,10.258366796156826,-45,-65,40,60,80,,,,,,,,,,,390.5179271522131,377.2409122614349,0,0,0,0,0,0,0,0,0,0,390.5179271522131,377.2409122614349,-15,-15,-10,-0.5405973943116182,,,,,0,0,0,384.6638282374935,430.57825882352915,476.49268940956483,401.8557490077581,329.31671428775064,0,0,0,0,363.1204232582365,385.9003529411765,408.6802826241165,396.2326361030398,401.8772606087517,0,0,0,0,390.58620904567874,413.7865647058822,413.7865647058822,390.5179271522131,377.2409122614349,0,0,0,0,1.4144222914901383,,,,,0.28667995976030103
1755005400,400.61,401.6,390.12,394.2,2,10.258366796156826,22.027134236686283,0,0,0,0,0,0,,11.945409751408109,2.495910078868775,-2.5602892988691224,-5.056199377737897,-0.1230406679498038,,408.30565821615903,598236,96788180,48.14889499749526,10.258366796156826,-45,-65,40,60,80,,,,,,,,,,,390.5179271522131,377.2409122614349,0,0,0,0,0,0,0,0,0,0,390.5179271522131,377.2409122614349,-10,-10,-10,-0.5543493231258958,,,,,0,0,0,384.6638282374935,430.57825882352915,476.49268940956483,401.8557490077581,329.31671428775064,0,0,0,0,361.16742322729596,383.9936941176472,383.9936941176472,396.2326361030398,401.8772606087517,0,0,0,0,390.58620904567874,413.7865647058822,413.7865647058822,390.5179271522131,377.2409122614349,0,0,0,0,1.4144222914901383,,,,48.00020480440357,0.29185279322543867
1755019800,394.225,395.68,391.3,394.56,2,10.681634923572055,22.027134236686283,0,0,0,0,0,0,,11.405023340593244,2.1321982649656777,-2.3909515465308004,-4.523149811496478,-0.0962267343348431,,408.30565821615903,306112,97094292,48.35038025725997,10.681634923572055,-45,-65,40,60,80,,,,,,,,,,,390.5179271522131,377.2409122614349,0,0,0,0,0,0,0,0,0,0,390.5179271522131,377.2409122614349,-15,-15,-10,-0.5640989943262242,,,,,0,0,0,384.6090977731764,429.5779058823524,429.5779058823524,401.8557490077581,329.31671428775064,0,0,0,0,359.23450926970406,382.0917411764707,382.0917411764707,396.2326361030398,401.8772606087517,0,0,0,0,389.61118641096607,412.47080000000017,412.47080000000017,390.5179271522131,377.2409122614349,0,0,0,0,1.403861147786863,,,,,0.27403989767099274
1755091800,397.5,399.48,383.5,388.64,2,10.681634923572055,22.027134236686283,0,0,0,0,0,0,,11.73180738769373,1.455893513577494,-2.703282919524611,-4.159176433102105,-0.13794340053777543,,408.30565821615903,813840,96280452,45.23733010165639,10.681634923572055,-45,-65,40,60,80,,,,,,,,,,,390.5179271522131,377.2409122614349,0,0,0,0,0,0,0,0,0,0,390.5179271522131,377.2409122614349,-10,-10,-10,-0.628940969084877,,,,,0,0,0,384.6090977731764,429.5779058823524,429.5779058823524,401.8557490077581,329.31671428775064,0,0,0,0,356.89903372555494,379.9421882352942,379.9421882352942,396.2326361030398,401.8772606087517,0,0,0,0,389.61118641096607,412.47080000000017,412.47080000000017,390.5179271522131,377.2409122614349,0,0,0,0,1.403861147786863,,,,46.474081899272626,0.30394617041169286
1755106200,388.56,390.57,384.1,389.99,2,11.673474411297539,22.027134236686283,0,0,0,0,0,0,,11.35596400285846,1.079750717653531,-2.809488036035191,-3.889238753688722,-0.09791775515549693,,408.30565821615903,410181,96690633,46.089751421598685,11.673474411297539,-45,-65,40,60,80,,,,,,,,,,,390.5179271522131,377.2409122614349,0,0,0,0,0,0,0,0,0,0,390.5179271522131,377.2409122614349,-15,-15,-5,-0.6427168652572054,,,,,0,0,0,384.6090977731764,429.5779058823524,429.5779058823524,401.8557490077581,329.31671428775064,0,0,0,0,355.2483010203548,378.47162352941206,378.47162352941206,396.2326361030398,401.8772606087517,0,0,0,0,388.2724560736546,410.8752000000002,410.8752000000002,390.5179271522131,377.2409122614349,0,0,0,0,1.403861147786863,,,,,0.26792345263078315
1755178200,380,380.98,365,371.49,2,11.673474411297539,22.027134236686283,0,0,0,0,0,0,,12.32982371694,-0.35777994985721273,-4.336463691010238,-3.978683741153025,-0.13115467184361085,,408.30565821615903,1212510,95478123,37.47997900252688,11.673474411297539,-45,-65,40,60,80,,,,,,,,,,,390.5179271522131,377.2409122614349,0,0,0,0,0,0,0,0,0,0,390.5179271522131,377.2409122614349,-10,-10,-10,-0.7610563972049234,,,,,0,0,0,384.6090977731764,429.5779058823524,429.5779058823524,401.8557490077581,329.31671428775064,0,0,0,0,351.95867219001565,375.78190588235327,375.78190588235327,380.7430538141491,401.8772606087517,0,0,0,0,388.2724560736546,410.8752000000002,410.8752000000002,390.5179271522131,377.2409122614349,0,0,0,0,1.403861147786863,,,,41.151782929453276,0.30896393907176456
1755192600,371.4,375.54,367.57,373.01,2,10.445774472772774,21.162651848885012,0,0,0,0,0,0,,12.018407737158572,-1.1067651572740447,-5.362140187745581,-4.255375030471536,-0.07950644718892011,,407.846519562848,663866,96141989,38.49656292220398,10.445774472772774,-45,-65,40,60,80,,,,,,,,,,,387.5584077371586,377.2409122614349,0,0,0,0,0,0,0,0,0,0,387.5584077371586,377.2409122614349,-15,-40,-35,-0.24015334298043067,,,,,0,1,0,382.8477830687937,426.69068235294077,426.69068235294077,399.00886401265467,329.31671428775064,0,0,0,0,349.1109720380664,373.4139058823531,373.4139058823531,380.7430538141491,399.05415723514284,0,0,0,0,385.7017199424803,408.5276235294119,408.5276235294119,387.5584077371586,377.2409122614349,0,0,0,0,1.3210013034346322,,,,,0.2809817238962066
