time,open,high,low,close,Risk Oscillator,SRI Bias Histogram,STH MVRV,MVRV SMA,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Stage 4 to 1,Stage 1 to 2,Stage 2 to 3,Stage 3 to 4,%K,%D,MTF RSI,Volume,STH-MVRV,NRPL,Deviation Dot,Max Risk,Median Risk,Min Risk,Displayed STH SOPR (Mirrored),Short-Term Risk Score,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,MVRV,Z-score,Plot,Plot
1726507800,91.64,91.64,91.63,91.64,0.00024340274859584716,25,1.000368336576526,,91.51038598484494,91.62355294117643,91.73671989750791,91.58860950354864,91.61139483637587,0,0,0,0,,,,58944,1.0002397753083536,0,96.22200000000001,92.2373614706606,91.54535443128795,91.14655932741664,-0.00015586902678932368,0.464312337677678,-0.0012750000000000012,-0.001020000000000001,-0.0007650000000000007,-0.0005100000000000005,-0.00025500000000000024,-0.0012750000000000012,0,1.8756540782919546,1.5418936845924769,,
1726579800,91.655,91.66,91.65,91.65,0.0003372659194430554,10,1.000368336576526,,91.51038598484494,91.62355294117643,91.73671989750791,91.58860950354864,91.61139483637587,0,0,0,0,,,,537492,1.000356672935143,-2687.4599999975558,96.23250000000002,92.23747542692848,91.5454989644583,91.14667193603385,-0.000023937818586894366,0.463064558096289,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,1.844374769784391,1.4865603743883018,,
1726594200,91.65,91.66,91.65,91.66,0.00043003429359788915,25,1.000368336576526,,91.51038598484494,91.62355294117643,91.73671989750791,91.61013739615233,91.61139483637587,0,0,0,0,,,,389607,1.0004732201079105,3896.0699999964563,96.243,92.23759942447661,91.54565346367,91.1467944671828,0.00011569072931449931,0.4618684557953895,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,1.844374769784391,1.4859613089417918,,
1726666200,91.66,91.67,91.66,91.66,0.0004142016032171043,10,1.000368336576526,,91.51038598484494,91.62355294117643,91.73671989750791,91.61013739615233,91.61139483637587,0,0,0,0,,,,137416,1.000480265455815,0,96.243,92.237723000733,91.54577863531405,91.14691658202221,0.0002475241803072681,0.45540622390854335,-0.0013060000000000014,-0.0010448000000000011,-0.0007836000000000008,-0.0005224000000000006,-0.0002612000000000003,-0.0013060000000000014,0,1.9062164163975894,1.59524169698466,,
1726680600,91.66,91.68,91.66,91.68,0.0006139237915938645,50,1.0007000537365187,,91.51221929365991,91.62520000000005,91.73818070634019,91.62084186785572,91.61139483637587,0,0,0,0,,,,276837,1.0007049102172538,5536.740000002833,96.26400000000001,92.23786638695069,91.54592346831738,91.14705827254966,0.000356021816669827,0.5082090196248279,-0.0013060000000000014,-0.0010448000000000011,-0.0007836000000000008,-0.0005224000000000006,-0.0002612000000000003,-0.0013060000000000014,0,1.9062164163975894,1.5945342993849416,,
1726752600,91.68,91.69,91.68,91.685,0.0006515667615826084,10,1.0007000537365187,,91.51221929365991,91.62520000000005,91.73818070634019,91.62084186785572,91.61139483637587,0,0,0,0,,,,408475,1.0007658288909382,2042.3749999981424,96.26925,92.23801432532116,91.54610106836091,91.14720446139599,0.000464621172780344,0.42150311390027173,-0.012892999999999998,-0.010314399999999998,-0.007735799999999998,-0.005157199999999999,-0.0025785999999999995,-0.012892999999999998,0,1.9370239090935737,1.6496020826123665,,
1726767000,91.685,91.69,91.685,91.69,0.0006897545259687938,25,1.0007000537365187,,91.51221929365991,91.62520000000005,91.73818070634019,91.64221030586603,91.61139483637587,0,0,0,0,,,,307171,1.0008267483368196,1535.854999998603,96.2745,92.23816718829266,91.54628355617484,91.14735551660485,0.000549631607462242,0.4357375846307645,-0.012892999999999998,-0.010314399999999998,-0.007735799999999998,-0.005157199999999999,-0.0025785999999999995,-0.012892999999999998,0,1.9370239090935737,1.6488361861935785,,
1726839000,91.73,91.73,91.72,91.73,0.0011060950914372845,10,1.0007000537365187,,91.51221929365991,91.62520000000005,91.73818070634019,91.64221030586603,91.61139483637587,0,0,0,0,,,,162808,1.0012675922437433,0,96.3165,92.23835910466516,91.54649347382679,91.14754516336787,0.0006964625982321948,0.4896888445162843,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,1.990883341550591,1.7449267324032127,,
1726853400,91.73,91.73,91.72,91.72,0.0009783876193861557,25,1.001357149296282,,91.51221929365991,91.62520000000005,91.73818070634019,91.6820524268756,91.61139483637587,0,0,0,0,,,,138200,1.001163726247924,-1382.0000000007071,96.306,92.23854104723159,91.54669349256756,91.14772495427536,0.0008117559286293652,0.4669470474734414,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,1.990883341550591,1.7440505915505022,,
1727098200,91.74,91.74,91.73,91.74,0.0011791738580268125,10,1.001357149296282,,91.51221929365991,91.62520000000005,91.73818070634019,91.6820524268756,91.61139483637587,0,0,0,0,,,54.34789859325266,87383,1.0013876765449556,0,96.327,92.23874265341186,91.5469026631966,91.14792417625415,0.0009423925624931773,0.4674608606460532,-0.0021799999999999988,-0.001743999999999999,-0.0013079999999999993,-0.0008719999999999995,-0.00043599999999999976,-0.0021799999999999988,0,2.0044877609431424,1.771212505345181,,
1727112600,91.74,91.74,91.735,91.74,0.0011616924150597164,30,1.001357149296282,,91.52125044553132,91.63557647058828,91.74990249564523,91.69404868209878,91.61139483637587,0,0,0,0,,,,424185,1.001393670804955,0,96.327,92.23894427977424,91.54711185389696,91.14812341817638,0.0010728790409415545,0.4485779764168464,-0.0021799999999999988,-0.001743999999999999,-0.0013079999999999993,-0.0008719999999999995,-0.00043599999999999976,-0.0021799999999999988,0,2.0044877609431424,1.770302983699209,,
