time,open,high,low,close,F_net,Primary (STRF/LQD),Credit (STRC x0.5),Friction (STABLE x0.4),Self (MSTR x0.3),Into Bear,Into Bull,Into Strong Bear,DOI Score (0-10),LOI,VLT SRI Bias,T1 Trim 25%,T2 Trim 50%,T3 Trim 75%,VLT Peak,EXIT — LOI Rollover,CT4 Distribution,CRS,ATR,Histogram,MACD,Signal line,CMF,Up Trend,Down Trend,Volume,OnBalanceVolume,MTF RSI,LOI,Acc,Deep Acc,Trim 25%,Trim 50%,Trim 75%,Acc Enter,Deep Enter,Acc Bounce,Deep Bounce,Trim 25%,Trim 50%,Trim 75%,Exit 100%,CT4 Dist,IWM Trim,LT Fast TL,LT Slow TL,BP Entry,MIXED Watch,LT Exit,Time Stop,IBIT Disabled,CT1 Cross,CT2 Cross,CT3 Cross,CT4 Distribution,IWM CT3 Warning,LT Fast TL,LT Slow TL,VLT SRI Bias Histogram,ST SRI Bias Histogram,LT SRI Bias Histogram,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,STH MVRV,MVRV SMA,%K,%D,MTF RSI,Short-Term Risk Score
1754573400,131.77,131.88,130.67,130.69,-0.9293119259561322,,,,,0,0,0,1,10.584497778514246,5.685404732872372,0,0,0,0,0,0,6.5,0.7595993937896691,-0.0030049922356120834,0.05888861935699197,0.06189361159260405,-0.002868519362372223,128.9008471589707,,177351,4825459,54.01110380409053,10.584497778514246,-40,-60,10,30,50,,,,,,,,,,,129.94504680668803,126.27116210678106,0,0,0,0,0,0,0,0,0,0,129.94504680668803,126.27116210678106,-10,-10,10,125.37783326868534,132.50710588235304,139.63637849602074,130.17569017708917,123.17281700923395,0,0,0,0,129.91479679754192,130.93416705882353,131.95353732010514,130.372433077938,130.18049583660155,0,0,0,0,129.21982858862847,131.8575529411764,134.49527729372434,129.94504680668803,126.27116210678106,0,0,0,0,1.101172161211952,,,,58.56357089107053,0.563234439739246
1754587800,130.68,131.085,130.5,131.075,-0.6181917122493135,,,,,0,0,0,1,10.584497778514246,5.685404732872372,0,0,0,0,0,0,5.5,0.7471280085189791,0.04117012262163765,0.11335626486965111,0.07218614224801347,0.027913843510478036,128.9008471589707,,74582,4900041,57.115369799241904,10.584497778514246,-40,-60,10,30,50,,,,,,,,,,,129.94504680668803,126.27116210678106,0,0,0,0,0,0,0,0,0,0,129.94504680668803,126.27116210678106,-5,-5,10,125.37783326868534,132.50710588235304,139.63637849602074,130.17569017708917,123.17281700923395,0,0,0,0,129.9493090702327,130.96284000000009,131.97637092976748,130.372433077938,130.18049583660155,0,0,0,0,129.3400841220077,131.95823529411769,134.57638646622766,129.94504680668803,126.27116210678106,0,0,0,0,1.101172161211952,,,,,0.5284703169798526
1754659800,131.45,131.87,131.37,131.76,-1.0137521802803473,,,,,0,0,0,1,18.184640263382406,5.685404732872372,0,0,0,0,0,0,5.5,0.7505474364819102,0.10975701537710253,0.20938241146939163,0.0996253960922891,0.02080399058844822,129.30048619876627,,58825,4958866,62.02669673055314,18.184640263382406,-40,-60,10,30,50,,,,,,,,,,,130.61945256351808,126.27116210678106,0,0,0,0,0,0,0,1,0,0,130.61945256351808,126.27116210678106,-10,-10,10,125.37783326868534,132.50710588235304,139.63637849602074,130.17569017708917,123.17281700923395,0,0,0,0,130.0206461192329,131.04847764705892,132.07630917488493,130.95549156379565,130.18049583660155,0,0,0,0,129.3400841220077,131.95823529411769,134.57638646622766,130.61945256351808,126.27116210678106,0,0,0,0,1.101172161211952,,,,61.936262731276074,0.5336138459998866
1754674200,131.78,131.94,131.65,131.8,-0.7030919985223607,,,,,0,0,0,1,18.611604029254917,5.746814515958141,0,0,0,0,0,0,4.5,0.7176511910189161,0.14863674772970242,0.2854213307544171,0.1367845830247147,0.01930679326845705,129.62043757888966,,42362,5001228,62.298223773417135,18.611604029254917,-40,-60,10,30,50,,,,,,,,,,,130.9323488089811,126.27116210678106,0,0,0,0,0,0,0,0,0,0,130.9323488089811,126.27116210678106,-5,10,30,125.8888407336209,133.13018823529416,140.37153573696742,130.25133033683517,123.17281700923395,0,0,0,0,130.10858292872032,131.15971529411766,132.210847659515,131.28009930923884,130.2382691124619,0,0,0,0,129.4874456767131,132.06788235294118,134.64831902916927,130.9323488089811,126.27116210678106,0,0,0,0,1.1083958043763908,,,,,0.5277859508070398
1754919000,131.8,131.98,131.525,131.625,-0.492914982527365,,,,,0,1,0,1,18.611604029254917,5.746814515958141,0,0,0,0,0,0,4.5,0.6988903916604209,0.1527988967145053,0.3277832039178463,0.17498430720334102,0.02185630295902688,129.65889382100067,,184273,4816955,60.267817632432994,18.611604029254917,-40,-60,10,30,50,,,,,,,,,,,130.9323488089811,126.27116210678106,0,0,0,0,0,0,0,0,0,0,130.9323488089811,126.27116210678106,-10,-10,10,125.8888407336209,133.13018823529416,140.37153573696742,130.25133033683517,123.17281700923395,0,0,0,0,130.16108703154725,131.20425882352944,132.24743061551163,131.28009930923884,130.2382691124619,0,0,0,0,129.4874456767131,132.06788235294118,134.64831902916927,130.9323488089811,126.27116210678106,0,0,0,0,1.1083958043763908,,67.9087237840357,74.08824909232341,59.56306786049453,0.5358393144730814
1754933400,131.65,131.66,131.26,131.44,-0.5405973943116182,,,,,0,0,0,1,18.611604029254917,5.746814515958141,0,0,0,0,0,0,5.5,0.6775410779703913,0.13399611407649364,0.34247944979895806,0.2084833357224644,0.012952829817889271,129.65889382100067,,34350,4782605,58.111619833591995,18.611604029254917,-40,-60,10,30,50,,,,,,,,,,,130.9323488089811,126.27116210678106,0,0,0,0,0,0,0,0,0,0,130.9323488089811,126.27116210678106,-5,-5,10,125.8888407336209,133.13018823529416,140.37153573696742,130.25133033683517,123.17281700923395,0,0,0,0,130.20045907784063,131.2298964705883,132.25933386333597,131.28009930923884,130.2382691124619,0,0,0,0,129.6095444246135,132.14971764705896,134.68989086950444,130.9323488089811,126.27116210678106,0,0,0,0,1.1083958043763908,,,,,0.5255863147151083
1755005400,131.99,132.85,131.805,132.77,-0.5543493231258958,,,,,0,0,0,1,18.632807151206233,5.746814515958141,0,0,0,0,0,0,6,0.7298595724010774,0.19816338657314947,0.4561875689389012,0.25802418236575175,0.04791422760187175,130.10067899501055,,145298,4927903,67.19762563273667,18.632807151206233,-40,-60,10,30,50,,,,,,,,,,,131.07514042759894,126.27116210678106,0,0,0,0,0,0,0,0,0,0,131.07514042759894,126.27116210678106,10,10,10,125.8888407336209,133.13018823529416,140.37153573696742,130.25133033683517,123.17281700923395,0,0,0,0,130.29931150212448,131.36561176470587,132.43191202728727,132.11703291465827,130.2382691124619,0,0,0,0,129.6095444246135,132.14971764705896,134.68989086950444,131.07514042759894,126.27116210678106,0,0,0,0,1.1083958043763908,,,,65.87886491443685,0.544679992655734
1755019800,132.77,133.015,132.76,132.98,-0.5640989943262242,,,,,0,0,0,1,19.2148606307375,6.094981718731667,0,0,0,0,0,0,6,0.6959410315152857,0.23904348985731183,0.5568285446873915,0.3177850548300797,0.06032354339122452,130.8068610955095,,35948,4963851,68.36445435206099,19.2148606307375,-40,-60,10,30,50,,,,,,,,,,,132.06405896848472,126.27116210678106,0,0,0,0,0,0,0,0,0,0,132.06405896848472,126.27116210678106,15,30,25,126.44563192958839,133.82181176470596,141.19799159982352,130.68017768839357,123.17281700923395,0,0,0,0,130.40204385942383,131.5059764705883,132.6099090817528,132.4385640947819,130.66427285717378,0,0,0,0,129.79749754455875,132.3280235294118,134.85854951426487,132.06405896848472,126.27116210678106,0,0,0,0,1.1174120903655982,,,,,0.5130217090151244
1755091800,133.529,133.745,133.26,133.45,-0.628940969084877,,,,,0,0,0,1,19.28837314266176,6.094981718731667,0,0,0,0,0,0,6,0.7008738149784807,0.27923240818689915,0.6668255650637036,0.38759315687680446,0.03481526476180101,131.40042498595855,,210270,5174121,70.86259002137729,19.28837314266176,-40,-60,10,30,50,,,,,,,,,,,132.5591261850215,126.27116210678106,0,0,0,0,0,0,0,0,0,0,132.5591261850215,126.27116210678106,10,10,10,126.44563192958839,133.82181176470596,141.19799159982352,130.68017768839357,123.17281700923395,0,0,0,0,130.52296578930455,131.68908235294117,132.8551989165778,132.82473808801174,130.66427285717378,0,0,0,0,129.79749754455875,132.3280235294118,134.85854951426487,132.5591261850215,126.27116210678106,0,0,0,0,1.1174120903655982,,,,68.16408060461963,0.5393423887721169
1755106200,133.44,133.71,133.3,133.685,-0.6427168652572054,,,,,0,0,0,1,20.800064643668147,7.297115135535126,0,0,0,0,0,0,5,0.680097113908589,0.3012477575312568,0.7641528537908755,0.4629050962596187,0.07992221661302876,131.4901324873627,,96187,5270308,72.05098782760822,20.800064643668147,-40,-60,10,30,50,,,,,,,,,,,132.6199028860914,126.27116210678106,0,0,0,0,0,0,0,0,0,0,132.6199028860914,126.27116210678106,15,45,30,126.44563192958839,133.82181176470596,141.19799159982352,132.16087928207975,123.17281700923395,0,0,0,0,130.65701765187393,131.89410588235285,133.13119411283176,133.07922360763914,132.16396765308994,0,0,0,0,130.00602651879277,132.5684235294118,135.13082054003084,132.6199028860914,126.27116210678106,0,0,0,0,1.1174120903655982,,,,,0.5305106338117717
