time,open,high,low,close,cycle_day,dcl_event,dcl_price,translation,timing_code,cycle_fail,degree,Cycle low,BTC 50 SMA,200-Week SMA,AB4 Entry,MTF SMA,LT Fast TL,LT Slow TL,BP Entry,MIXED Watch,LT Exit,Time Stop,IBIT Disabled,CT1 Cross,CT2 Cross,CT3 Cross,CT4 Distribution,IWM CT3 Warning,QQQ LT+ST Entry,QQQ LOI Caution,LT Fast TL,LT Slow TL,Fast Trackline,Slow Trackline,Green T,Yellow T,Red T,B Exhaust,Fast Trackline,B Exhaust,Fast Trackline,Yellow T,DOI Score (0-10),LOI,VLT SRI Bias,T1 Trim 25%,T2 Trim 50%,T3 Trim 75%,VLT Peak,EXIT — LOI Rollover,CT4 Distribution,ATR,LOI,Acc,Deep Acc,Trim 25%,Trim 50%,Trim 75%,Acc Enter,Deep Enter,Acc Bounce,Deep Bounce,Trim 25%,Trim 50%,Trim 75%,Exit 100%,CT4 Dist,IWM Trim,VLT SRI Bias Histogram,ST SRI Bias Histogram,LT SRI Bias Histogram,F_net,Primary (STRF/LQD),Credit (STRC x0.5),Friction (STABLE x0.4),Self (MSTR x0.3),Multiplier,dF_net (ROC),dF_net_5bar (momentum),Into Bear,Into Bull,Into Strong Bear,Bounce Exhaustion,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,STH MVRV,MVRV SMA,%K,%D,MTF RSI,Short-Term Risk Score
1609338600,18.83,19.2875,18.785,19.11,61,0,,,1,0,1,0,19830.11019999999,29.812900000000017,0,29.812900000000017,19.24017251778643,17.944851141785357,0,0,0,0,0,0,0,0,0,0,0,0,19.24017251778643,17.944851141785357,19.24017251778643,,1,0,0,0,19.24017251778643,0,19.24017251778643,0,1,7.181476732818669,11.656073858988925,0,0,0,0,0,0,0.6284092734894335,7.181476732818669,-40,-60,10,30,50,,,,,,,,,,,-10,-10,20,-0.3,0,0,0,-0.3,1,0,-5.551115123125783e-17,0,0,0,0,16.286813512983613,18.231623529411763,20.176433545839913,19.5430809796094,17.502926893426743,0,0,0,0,18.792556987044097,19.428488235294136,19.428488235294136,19.040367830869712,19.53299799539009,0,0,0,0,18.759590282957646,20.93108235294118,23.10257442292471,19.24017251778643,17.944851141785357,0,0,0,0,0.9000059249896324,,,,,0.5558100281143903
1609425000,19.025,19.105,18.865,18.95,62,0,,,1,0,1,0,20101.463199999987,29.727675000000023,0,29.727675000000023,19.24017251778643,17.944851141785357,0,0,0,0,0,0,0,0,0,0,0,0,19.24017251778643,17.944851141785357,19.24017251778643,,0,0,0,0,19.24017251778643,0,19.24017251778643,0,1,7.181476732818669,11.656073858988925,0,0,0,0,0,0,0.601022896811617,7.181476732818669,-40,-60,10,30,50,,,,,,,,,,,-10,-10,5,-0.3,0,0,0,-0.3,1,0,-2.7755575615628914e-17,0,0,0,0,16.501396216773138,18.44338823529413,20.38538025381512,19.5430809796094,17.502926893426743,0,0,0,0,18.644009374577557,19.28070000000001,19.28070000000001,19.040367830869712,19.53299799539009,0,0,0,0,18.77223393114476,20.91269411764703,20.91269411764703,19.24017251778643,17.944851141785357,0,0,0,0,0.8950841603091246,,,,,0.5309578178741823
1609770600,19.17,19.33,18.755,18.98,63,0,,,1,0,1,0,21287.06279999999,29.727675000000023,0,29.727675000000023,19.24017251778643,17.944851141785357,0,0,0,0,0,0,0,0,0,0,0,0,19.24017251778643,17.944851141785357,19.24017251778643,,1,0,0,0,19.24017251778643,0,19.24017251778643,0,1,7.181476732818669,11.656073858988925,0,0,0,0,0,0,0.59916411846793,7.181476732818669,-40,-60,10,30,50,,,,,,,,,,,-10,-10,10,-0.3,0,0,0,-0.3,1,0,0,0,0,0,0,16.501396216773138,18.44338823529413,20.38538025381512,19.5430809796094,17.502926893426743,0,0,0,0,18.614935994163265,19.24798823529412,19.24798823529412,19.040367830869712,19.53299799539009,0,0,0,0,18.77799936137448,20.875823529411754,20.875823529411754,19.24017251778643,17.944851141785357,0,0,0,0,0.8950841603091246,,80.6384089333989,81.23600615984324,59.92209629739167,0.5458201068894624
1609857000,19.185,20.35,19.1675,19.83,64,0,,,1,0,1,0,21607.670599999987,29.727675000000023,0,29.727675000000023,19.39777691730402,17.944851141785357,0,0,0,0,0,1,1,0,0,0,0,0,19.39777691730402,17.944851141785357,19.39777691730402,,0,0,0,0,19.39777691730402,0,19.39777691730402,0,1,14.846152520185543,11.656073858988925,0,0,0,0,0,0,0.6542238242916494,14.846152520185543,-40,-60,10,30,50,,,,,,,,,,,-5,-5,10,0.05545134720003035,0,0,0,0.05545134720003035,1,0.35545134720003035,0.35545134720003035,0,1,0,0,16.754144589354638,18.716435294117634,20.67872599888063,19.5430809796094,17.502926893426743,0,0,0,0,18.711458877180632,19.353494117647063,19.995529358113494,19.623258916531746,19.53299799539009,0,0,0,0,18.838997461539684,20.919,22.999002538460317,19.39777691730402,17.944851141785357,0,0,0,0,0.939254713997376,,,,,0.563722066351895
1609943400,20.22,20.625,19.96,20.435,65,0,,,1,0,1,0,21953.95919999999,29.727675000000023,0,29.727675000000023,19.747305097063162,17.944851141785357,0,0,0,0,0,0,0,1,0,0,0,0,19.747305097063162,17.944851141785357,19.747305097063162,,0,0,0,0,19.747305097063162,0,19.747305097063162,0,1,22.711363316235193,11.656073858988925,0,0,0,0,0,0,0.6642792654136745,22.711363316235193,-40,-60,10,30,50,,,,,,,,,,,-5,-5,15,0.3,0,0,0,0.3,1,0.24454865279996962,0.6,0,0,0,0,16.754144589354638,18.716435294117634,20.67872599888063,19.5430809796094,17.502926893426743,0,0,0,0,18.806527060565106,19.465017647058843,20.12350823355258,20.12561127537181,19.53299799539009,0,0,0,0,18.927609456531556,20.995423529411777,23.063237602292,19.747305097063162,17.944851141785357,0,0,0,0,0.939254713997376,,,,,0.5247410619860713
1610029800,20.615,20.945,20.4,20.735,66,0,,,1,0,1,0,22337.345399999987,29.727675000000023,0,29.727675000000023,20.143339598998335,17.944851141785357,0,0,0,0,0,0,0,0,0,0,0,0,20.143339598998335,17.944851141785357,20.143339598998335,,0,0,0,0,20.143339598998335,0,20.143339598998335,0,1,24.649743107060523,12.875734682036539,0,0,0,0,0,0,0.6557593178841266,24.649743107060523,-40,-60,10,30,50,,,,,,,,,,,-5,10,25,0.3,0,0,0,0.3,1,0,0.6,0,0,0,0,17.051813728514688,19.06039999999999,21.068986271485294,19.75655732181519,17.502926893426743,0,0,0,0,18.888093364688043,19.536952941176448,20.185812517664854,20.41568408922756,19.744240682115873,0,0,0,0,19.021461468684393,21.06101176470588,23.10056206072737,20.143339598998335,17.944851141785357,0,0,0,0,0.984500042119452,,,,,0.54181835997791
1610116200,21,21,20.545,20.71,67,0,,,1,0,1,0,22771.836199999987,29.656200000000023,0,29.656200000000023,20.151315341927027,17.944851141785357,0,0,0,0,0,0,0,0,0,0,0,0,20.151315341927027,17.944851141785357,20.151315341927027,,0,0,0,0,20.151315341927027,0,20.151315341927027,0,1,25.805049504620214,13.79331292149137,0,0,0,0,0,0,0.6414193666066889,25.805049504620214,-40,-60,10,30,50,,,,,,,,,,,-10,5,30,0.18,0,0,0,0.18,1,-0.12,0.48,0,0,0,0,17.051813728514688,19.06039999999999,21.068986271485294,19.917160370256962,17.502926893426743,0,0,0,0,18.97040676737693,19.62010588235294,20.269804997328954,20.41568408922756,19.903580633393315,0,0,0,0,19.107041948129442,21.10274117647057,23.098440404811697,20.151315341927027,17.944851141785357,0,0,0,0,0.984500042119452,,,,,0.5458638898474558
1610375400,20.26,21.1175,20.145,21.035,68,0,,,1,0,1,0,24048.67099999999,29.656200000000023,0,29.656200000000023,20.49906698477175,17.944851141785357,0,0,0,0,0,0,0,0,0,0,0,0,20.49906698477175,17.944851141785357,20.49906698477175,,0,0,0,0,20.49906698477175,0,20.49906698477175,0,1,26.168404054168732,13.79331292149137,0,0,0,0,0,0,0.6650679832776396,26.168404054168732,-40,-60,10,30,50,,,,,,,,,,,5,5,20,0.3,0,0,0,0.3,1,0.12,0.6,0,0,0,0,17.335187790849314,19.4053411764706,21.475494562091885,19.917160370256962,17.502926893426743,0,0,0,0,19.08690230550806,19.773011764705892,20.459121223903722,20.696113736702166,19.903580633393315,0,0,0,0,19.20706501565278,21.130799999999994,23.054534984347207,20.49906698477175,17.944851141785357,0,0,0,0,1.0010377504762764,,89.34046698289977,82.28328019003935,62.12107730961429,0.566082946545698
1610461800,21.29,21.885,21.13,21.77,69,0,,,1,0,1,0,24389.07859999999,29.656200000000023,0,29.656200000000023,21.20429755319605,17.944851141785357,0,0,0,0,0,0,0,0,0,0,0,0,21.20429755319605,17.944851141785357,21.20429755319605,,0,0,0,0,21.20429755319605,0,21.20429755319605,0,1,30.781875963143076,16.894592188541395,0,0,0,0,0,0,0.6782774130435226,30.781875963143076,-40,-60,10,30,50,,,,,,,,,,,15,30,30,0.3,0,0,0,0.3,1,0,0.24454865279996962,0,0,0,0,17.335187790849314,19.4053411764706,21.475494562091885,20.45997501312973,17.502926893426743,0,0,0,0,19.278026367131655,20.0536,20.829173632868343,21.452043274519745,20.451722586956475,0,0,0,0,19.33552052150843,21.21603529411763,23.096550066726834,21.20429755319605,17.944851141785357,0,0,0,0,1.0010377504762764,,,,,0.5385975644485297
1610548200,21.845,21.855,21.435,21.6,70,0,,,1,0,1,0,24702.111999999994,29.656200000000023,0,29.656200000000023,21.20429755319605,17.944851141785357,0,0,0,0,0,0,0,0,0,0,0,0,21.20429755319605,17.944851141785357,21.20429755319605,,0,0,0,0,21.20429755319605,0,21.20429755319605,0,1,33.133536210220306,18.77592038620318,0,0,0,0,0,0,0.6598290263975569,33.133536210220306,-40,-60,10,30,50,,,,,,,,,,,25,25,30,0.18,0,0,0,0.18,1,-0.12,-0.12,0,0,0,0,17.613646546405803,19.767658823529413,21.921671100653022,20.789262512191893,17.502926893426743,0,0,0,0,19.48850662663621,20.331494117647058,21.174481608657906,21.452043274519745,20.775170973602442,0,0,0,0,19.45109026958445,21.273647058823524,23.096203848062597,21.20429755319605,17.944851141785357,0,0,0,0,1.0303932144236598,,,,,0.5247173211898268
1610634600,21.735,22.5,21.715,22.24,71,0,,,1,0,1,0,25066.76479999999,29.656200000000023,0,29.656200000000023,21.804949367889222,17.944851141785357,0,0,0,0,0,0,0,0,0,0,0,0,21.804949367889222,17.944851141785357,21.804949367889222,,0,0,0,0,21.804949367889222,0,21.804949367889222,0,2,35.601767692874134,20.248424103429688,0,0,0,1,0,0,0.6769840959405885,35.601767692874134,-40,-60,10,30,50,,,,,,,,,,,15,45,35,0.3,0,0,0,0.3,1,0.12,0,0,0,0,0,17.613646546405803,19.767658823529413,21.921671100653022,21.04699376132104,17.502926893426743,0,0,0,0,19.726386996833888,20.681670588235303,21.636954179636717,21.9834528709997,21.03801590405941,0,0,0,0,19.58729611005359,21.383517647058817,23.179739184064044,21.804949367889222,17.944851141785357,0,0,0,0,1.0303932144236598,,,,,0.5519976218089913
1610721000,21.845,21.85,21.165,21.375,72,0,,,1,0,1,0,25474.803199999988,29.58857500000002,0,29.58857500000002,21.804949367889222,18.51331676345219,0,0,0,0,0,0,0,0,0,0,0,0,21.804949367889222,18.51331676345219,21.804949367889222,,1,0,0,0,21.804949367889222,0,21.804949367889222,0,2,34.9021891699993,20.248424103429688,0,0,0,0,0,0,0.7054138033734035,34.9021891699993,-40,-60,10,30,50,,,,,,,,,,,5,-10,30,0.3,0,0,0,0.3,1,0,0.12,0,0,0,0,17.890682330213572,20.113470588235284,22.336258846256996,21.04699376132104,17.502926893426743,0,0,0,0,19.912207609267796,20.90754117647059,21.902874743673387,21.9834528709997,21.03801590405941,0,0,0,0,19.67958383758921,21.405435294117652,23.131286750646094,21.804949367889222,18.51331676345219,0,0,0,0,1.022222393631793,,,,,0.5349064669334677
1611066600,21.635,21.955,21.565,21.805,73,0,,,1,0,1,0,26973.692599999988,29.58857500000002,0,29.58857500000002,21.804949367889222,18.51331676345219,0,0,0,0,0,0,0,0,0,0,0,0,21.804949367889222,18.51331676345219,21.804949367889222,,0,0,0,0,21.804949367889222,0,21.804949367889222,0,2,34.9021891699993,20.248424103429688,0,0,0,0,0,0,0.6964556745610174,34.9021891699993,-40,-60,10,30,50,,,,,,,,,,,10,10,15,0.3,0,0,0,0.3,1,0,0,0,0,0,0,17.890682330213572,20.113470588235284,22.336258846256996,21.04699376132104,17.502926893426743,0,0,0,0,20.144879495351145,21.191023529411765,22.237167563472386,21.9834528709997,21.03801590405941,0,0,0,0,19.790618702530697,21.44598823529413,23.101357768057564,21.804949367889222,18.51331676345219,0,0,0,0,1.022222393631793,,96.49863715509315,88.82583769046396,60.29940008593845,0.5288587170657243
1611153000,21.99,22.045,21.67,21.885,74,0,,,1,0,1,0,27298.041199999992,29.58857500000002,0,29.58857500000002,21.804949367889222,18.51331676345219,0,0,0,0,0,0,0,0,0,0,0,0,21.804949367889222,18.51331676345219,21.804949367889222,,0,0,0,0,21.804949367889222,0,21.804949367889222,0,2,34.9021891699993,20.248424103429688,0,0,0,0,0,0,0.6734945549495162,34.9021891699993,-40,-60,10,30,50,,,,,,,,,,,25,25,20,0.3,0,0,0,0.3,1,0,0,0,0,0,0,18.169702423015508,20.477529411764685,22.785356400513862,21.04699376132104,17.502926893426743,0,0,0,0,20.396835000646497,21.493717647058833,22.59060029347117,21.9834528709997,21.03801590405941,0,0,0,0,19.904460281591493,21.476235294117647,23.0480103066438,21.804949367889222,18.51331676345219,0,0,0,0,1.049106279931776,,,,,0.5418299087151454
1611239400,21.765,21.875,20.9475,21.145,75,0,,,1,0,1,0,27632.55079999999,29.58857500000002,0,29.58857500000002,21.804949367889222,18.51331676345219,0,0,0,0,0,0,0,0,0,0,0,0,21.804949367889222,18.51331676345219,21.804949367889222,,1,0,0,0,21.804949367889222,0,21.804949367889222,0,2,34.9021891699993,20.248424103429688,0,0,0,0,0,0,0.6923520867388364,34.9021891699993,-40,-60,10,30,50,,,,,,,,,,,-10,-10,15,0.1666281920043975,0,0,0,0.1666281920043975,1,-0.1333718079956025,-0.013371807995602503,0,0,0,0,18.169702423015508,20.477529411764685,22.785356400513862,21.04699376132104,17.502926893426743,0,0,0,0,20.523727096423386,21.632258823529416,22.740790550635445,21.52489459203902,21.03801590405941,0,0,0,0,19.991852682859772,21.419517647058836,22.8471826112579,21.804949367889222,18.51331676345219,0,0,0,0,1.049106279931776,,,,,0.5568724686403435
1611325800,20.68,21.0925,20.51,21.035,76,0,,,1,0,1,0,27864.383399999988,29.52235000000002,0,29.52235000000002,21.452705960103884,18.88522270891989,0,0,0,0,0,0,0,0,0,0,0,0,21.452705960103884,18.88522270891989,21.452705960103884,,0,1,0,0,21.452705960103884,0,21.452705960103884,0,2,33.20282857513398,20.248424103429688,0,0,0,0,0,0,0.6882555091146337,33.20282857513398,-40,-60,10,30,50,,,,,,,,,,,-10,-10,30,0.05955929211216514,0,0,0,0.05955929211216514,1,-0.10706889989223235,-0.24044070788783484,0,0,0,0,18.403595005569088,20.763211764705883,23.122828523842678,21.04699376132104,17.502926893426743,0,0,0,0,20.607378624228424,21.7233823529412,21.7233823529412,21.212044978321945,21.03801590405941,0,0,0,0,20.041754414173155,21.4211411764706,22.80052793876804,21.452705960103884,18.88522270891989,0,0,0,0,1.010882624231668,,,,,0.5240834851239435
