time,open,high,low,close,S1 fair (MVRV 1.0x),S1 deep (MVRV 0.5x),S1 LOI floor,S3 VWAP upper,S3 VWAP lower,S3 LOI ceiling,S3 Early,S3 Watch,S3 Terminal-probable,S3 Terminal-confirmed,S1 Early,S1 Confirmed,MA
1622568600,68.955,69.17,68.84,68.885,,,,,,,0,0,0,0,0,0,67.51313749999996
1622640600,68.965,69.615,68.885,69.12,,,,,,,0,0,0,0,0,0,67.53496249999995
1622655000,69.125,69.34,69.015,69.33,,,,,,,0,0,0,0,0,0,67.55706249999994
1622727000,68.77,69.05,68.275,68.9675,,,,,,,0,0,0,0,0,0,67.57704999999996
1622741400,68.955,68.985,68.65,68.685,,,,,,,0,0,0,0,0,0,67.59352499999996
1622813400,69.125,69.955,69.115,69.845,,,,,,,0,0,0,0,0,0,67.61709999999995
1622827800,69.845,70.085,69.845,69.99,,,,,,,0,0,0,0,0,0,67.64289999999995
1623072600,69.95,70.075,69.66,69.68,,,,,,,0,0,0,0,0,0,67.66892499999996
1623087000,69.685,70.0275,69.675,69.985,,,,,,,0,0,0,0,0,0,67.69624999999995
1623159000,70.345,70.625,69.805,70.02,,,,,,,0,0,0,0,0,0,67.72109999999995
1623173400,70.01,70.185,69.99,70.02,,,,,,,0,0,0,0,0,0,67.74649999999995
1623245400,70.33,70.455,70.015,70.305,,,,,,,0,0,0,0,0,0,67.77439999999996
1623259800,70.3,70.335,70.01,70.06,,,,,,,0,0,0,0,0,0,67.80283749999995
1623331800,70.165,70.73,69.95,70.475,,,,,,,0,0,0,0,0,0,67.83461249999995
1623346200,70.49,70.59,70.395,70.56,,,,,,,0,0,0,0,0,0,67.86883749999996
1623418200,70.67,70.935,70.59,70.765,,,,,,,0,0,0,0,0,0,67.90043749999995
1623432600,70.765,70.975,70.765,70.97,,,,,,,0,0,0,0,0,0,67.93266249999995
1623677400,71.065,71.345,70.77,71.345,,,,,,,0,0,0,0,0,0,67.95988749999995
1623691800,71.35,71.705,71.3,71.705,,,,,,,0,0,0,0,0,0,67.98933749999995
1623763800,71.6325,71.635,71.295,71.3,,,,,,,0,0,0,0,0,0,68.01348749999994
1623778200,71.295,71.4,71.14,71.285,,,,,,,0,0,0,0,0,0,68.03648749999995
1623850200,71.415,71.53,71.04,71.19,,,,,,,0,0,0,0,0,0,68.05996249999994
1623864600,71.185,71.285,70.185,70.88,,,,,,,0,0,0,0,0,0,68.08226249999994
1623936600,70.69,71.99,70.69,71.76,,,,,,,0,0,0,0,0,0,68.10668749999995
1623951000,71.765,71.915,71.675,71.695,,,,,,,0,0,0,0,0,0,68.13018749999993
1624023000,71.34,71.635,70.965,71.275,,,,,,,0,0,0,0,0,0,68.15123749999994
1624037400,71.26,71.41,70.975,71.03,,,,,,,0,0,0,0,0,0,68.17138749999995
1624282200,70.945,71.63,70.485,71.5,,,,,,,0,0,0,0,0,0,68.19596249999994
1624296600,71.51,71.71,71.49,71.66,,,,,,,0,0,0,0,0,0,68.22533749999994
1624368600,71.695,72.115,71.55,72.06,,,,,,,0,0,0,0,0,0,68.25128749999993
1624383000,72.06,72.36,71.975,72.315,,,,,,,0,0,0,0,0,0,68.28263749999994
1624455000,72.36,72.495,72.085,72.335,,,,,,,0,0,0,0,0,0,68.32108749999993
1624469400,72.3325,72.38,72.205,72.23,,,,,,,0,0,0,0,0,0,68.35993749999994
1624541400,72.73,72.92,72.565,72.66,,,,,,,0,0,0,0,0,0,68.39176249999994
1624555800,72.655,72.755,72.555,72.69,,,,,,,0,0,0,0,0,0,68.42483749999994
1624627800,72.785,72.81,72.5,72.595,,,,,,,0,0,0,0,0,0,68.45341249999993
1624642200,72.595,72.72,72.51,72.61,,,,,,,0,0,0,0,0,0,68.48168749999994
1624887000,72.905,73.46,72.905,73.235,,,,,,,0,0,0,0,0,0,68.51271249999994
1624901400,73.23,73.43,73.23,73.39,,,,,,,0,0,0,0,0,0,68.54583749999993
1624973400,73.405,73.87,73.245,73.795,,,,,,,0,0,0,0,0,0,68.57756249999994
1624987800,73.8,73.945,73.765,73.905,,,,,,,0,0,0,0,0,0,68.60821249999995
1625059800,73.8,74.005,73.61,73.755,,,,,,,0,0,0,0,0,0,68.63796249999994
1625074200,73.755,73.955,73.71,73.825,,,,,,,0,0,0,0,0,0,68.66873749999993
1625146200,73.785,73.925,73.455,73.625,,,,,,,0,0,0,0,0,0,68.69646249999994
1625160600,73.635,73.945,73.635,73.93,,,,,,,0,0,0,0,0,0,68.72421249999994
1625232600,74.32,74.775,74.295,74.75,,,,,,,0,0,0,0,0,0,68.75658749999994
1625247000,74.755,75.005,74.755,74.96,,,,,,,0,0,0,0,0,0,68.78996249999994
1625578200,75.085,75.57,74.495,74.935,,,,,,,0,0,0,0,0,0,68.82396249999994
1625592600,74.945,75.25,74.9,75.2,,,,,,,0,0,0,0,0,0,68.85901249999993
1625664600,75.74,75.78,75.03,75.51,,,,,,,0,0,0,0,0,0,68.89291249999992
1625679000,75.53,75.73,75.46,75.63,,,,,,,0,0,0,0,0,0,68.92628749999993
1625751000,74.425,75.03,74.1,75.01,,,,,,,0,0,0,0,0,0,68.95681249999993
1625765400,75.015,75.115,74.59,74.93,,,,,,,0,0,0,0,0,0,68.98498749999993
1625837400,74.855,75.635,74.725,75.535,,,,,,,0,0,0,0,0,0,69.01648749999993
1625851800,75.54,75.665,75.465,75.58,,,,,,,0,0,0,0,0,0,69.04896249999993
1626096600,75.855,75.935,75.42,75.535,,,,,,,0,0,0,0,0,0,69.08488749999994
1626111000,75.545,75.68,75.48,75.665,,,,,,,0,0,0,0,0,0,69.12101249999994
1626183000,75.52,76.52,75.475,76.08,,,,,,,0,0,0,0,0,0,69.16208749999993
1626197400,76.075,76.095,75.645,75.98,,,,,,,0,0,0,0,0,0,69.20126249999993
1626269400,76.58,76.915,76.195,76.4,,,,,,,0,0,0,0,0,0,69.24383749999994
1626283800,76.41,76.73,76.4,76.59,,,,,,,0,0,0,0,0,0,69.28668749999993
1626355800,76.495,76.5,75.665,75.78,,,,,,,0,0,0,0,0,0,69.33026249999995
1626370200,75.76,75.935,75.495,75.895,,,,,,,0,0,0,0,0,0,69.37701249999995
