time,open,high,low,close,%K,%D,MTF RSI,Volume,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Stage 4 to 1,Stage 1 to 2,Stage 2 to 3,Stage 3 to 4,STH-MVRV,NRPL,Deviation Dot,Max Risk,Median Risk,Min Risk,VIX3M/VIX Ratio,Fear & Greed Index Proxy,Displayed STH SOPR (Mirrored),STH MVRV,MVRV SMA,Short-Term Risk Score,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,MVRV,Z-score,Plot,Plot,Plot,Plot,Plot,(blank),(blank),Chars,(blank),(blank),(blank),(blank),Bullish Micro Trend,Bearish Micro Trend,Alpha Track
1570109400,15.457318,15.631984,14.951985,15.535318,,,,227066672,15.185968424989191,15.845643684705866,15.845643684705866,15.817594172871782,15.817594172871782,0,0,0,0,0.96260695336539,17711200.415999863,16.3120839,78.8853470983436,24.368642762484143,11.220948492325753,1.0087548638132295,51.65566226693436,-0.016064227715664736,0.96260695336539,,0.40706580437539214,0,0,0,0,0,0,0,1.4809947169973412,0.8475568357755071,,,15.836565822217544,16.695916894542037,16.695916894542037,0,0,0,0,0,0,0,0,0,15.691682879203157
1570195800,15.440651,15.651984,15.204651,15.428651,,,,120317820.00000001,15.175979834063485,15.835022489411765,15.835022489411765,15.817594172871782,15.817594172871782,0,0,0,0,0.9577163616660419,-1443813.8400000548,16.200083550000002,78.80965112008884,24.33993936272882,11.2101812116543,1.034518828451883,41.71621512162569,-0.012927326912602344,0.9577163616660419,,0.3721027430812397,0,0,0,0,0,0,0,1.459755965897896,0.8093144834627608,,,15.778376384949558,16.63664363931569,16.63664363931569,0,0,0,0,0,0,0,0,1,15.691682879203157
1570455000,15.319985,15.903984,15.236651,15.847984,81.80350586489755,82.45406451015447,51.94341175615752,121304475.99999999,15.194340977029377,15.85447185647058,16.514602735911783,15.817594172871782,15.817594172871782,0,0,0,0,0.9853280765244126,64048642.02352393,16.640383200000002,78.85316047701183,24.35255595173637,11.21637014624006,1.090962441314554,55.157148342429224,-0.014176803132002647,0.9853280765244126,,0.40991514040993127,0,0,0,0,0,0,0,1.411499400397465,0.7235411831445322,,,15.761718523567348,16.61469195188107,16.61469195188107,0,0,0,0,0,0,0,0,0,15.691682879203157
1570541400,15.724651,16.26265,15.633318,16.003317,,,,130535200.00000001,15.241655414312795,15.905077263529407,16.568499112746018,15.817594172871782,15.817594172871782,0,0,0,0,0.9969769808518899,36375722.04319993,16.803482849999998,78.78477520015826,24.330615933142454,11.206642767234548,1.0587905935050392,56.18675997623197,-0.013757276188662515,0.9969769808518899,,0.3967209784661362,0,0,0,0,0,0,0,1.4569320631877622,0.8030242397135098,,,15.789726723896521,16.63208504658238,16.63208504658238,0,0,0,0,0,0,0,0,0,15.691682879203157
1570627800,16.087984,16.486317,16.043317,16.301984,,,,104025599.00000001,15.328705922203994,15.995508592941158,16.662311263678323,15.817594172871782,15.817594172871782,0,0,0,0,1.0176379859297235,22261478.18600023,17.117083200000003,78.72046937039578,24.301525003840254,11.19749566412779,1.0054240631163707,57.091136950293716,-0.009889967994499038,1.0176379859297235,,0.39166671296371713,0,0,0,0,0,0,0,1.453953151689559,0.7974119987858523,,,15.856571286785567,16.67023292011117,16.67023292011117,0,0,0,0,0,0,0,1,0,15.691682879203157
1570714200,16.351984,16.61865,16.105317,16.315984,,,,94701349,15.413614660893627,16.0849375435294,16.75626042616517,15.817594172871782,15.817594172871782,0,0,0,0,1.0198824388685956,-3409248.5640001292,17.1317832,78.65661353254856,24.27259152266858,11.188412569563665,1.0466738197424894,54.66558114771592,-0.008167304612198611,1.0198824388685956,,0.409037209747409,0,0,0,0,0,0,0,1.5183244470072925,0.9102049368890051,,,15.92295733775332,16.718120718910175,16.718120718910175,0,0,0,0,0,0,0,1,0,15.691682879203157
1570800600,16.47665,16.73865,16.453984,16.525983,,,,127322512,15.482738931065057,16.16948799764705,16.856237064229042,15.873741257790487,15.873741257790487,0,0,0,0,1.0340507852782979,6281201.484496094,17.35228215,78.59563831614184,24.250807139679598,11.179739225428472,1.0694365395560614,57.888773500930924,-0.003685773930807157,1.0340507852782979,,0.395521481271838,0,0,0,0,0,0,0,1.5161458627881943,0.9058168759711104,,,16.010775046401832,16.800858333254563,16.800858333254563,0,0,0,0,0,0,0,1,0,15.693411494587913
1571059800,16.52665,17.236649,16.475317,17.13065,85.85159406966314,81.32465916334876,54.64881636204341,153403098,15.576819850336351,16.300093395294116,17.023366940251883,15.882139310805453,15.882139310805453,0,0,0,0,1.072450652948547,92655471.19199988,17.9871825,78.65475114522195,24.266076544790646,11.188147656585105,1.126444159178434,67.09484845344268,0.012006183152500904,1.072450652948547,,0.44890666063347634,0,0,0,0,0,0,0,1.4709585803190528,0.8258126253385152,,,16.137418076675807,15.32648087850002,15.32648087850002,0,0,0,0,0,0,0,1,0,15.722335017784928
1571146200,17.179983,17.333316,16.941316,17.192649,,,,97191937,15.658068248733834,16.415911279999996,17.17375431126616,16.36250814574792,16.36250814574792,0,0,0,0,1.0768641313418506,1231033.0740419417,18.05228145,78.60159209922504,24.24481847577282,11.180586113928916,1.1750171585449554,57.04542237164731,0.0290272931061879,1.0768641313418506,,0.40858358170026365,0,0,0,0,0,0,0,1.472890799219095,0.8325189627172759,,,16.27403943542103,15.418938728541569,15.418938728541569,0,0,0,0,0,0,0,1,0,15.809880014505639
1571232600,17.159316,17.473316,17.127983,17.316649,,,,100564645,15.747850260793724,16.54319897411765,17.338547687441576,16.565851921051642,16.565851921051642,0,0,0,0,1.0851231741595218,15822137.291785128,18.18248145,78.5501222995418,24.22408889696608,11.173264856022348,1.2171344165435747,60.48385460008478,0.04328373562548915,1.0851231741595218,,0.4336482280507677,0,0,0,0,0,0,0,1.4450519994388789,0.7824138795426168,,,16.411252641497864,15.49374885014092,15.49374885014092,0,0,0,0,0,0,0,1,0,15.977298790671679
1571319000,17.499982,17.651982,17.344649,17.464649,,,,71685716,15.848237336160146,16.684549418823543,17.52086150148694,16.798717783833666,16.798717783833666,0,0,0,0,1.0950517067083316,-2532871.403427845,18.33788145,78.50060111175137,24.20391811773672,11.166220776000962,1.2046783625730995,49.25367219564944,0.05729441074783792,1.0950517067083316,,0.43987907202822907,0,0,0,0,0,0,0,1.4196473204563338,0.7369753946520394,,,16.553408137918417,15.580065578464954,15.580065578464954,1,0,0,0,0,0,0,1,0,16.14255992504149
1571405400,17.379983,17.519982,17.00665,17.129983,,,,86305076,15.947471372640274,16.808448927058844,17.669426481477416,16.798717783833666,16.798717783833666,0,0,0,0,1.0750526642004725,-21576269,17.98648215,78.44735456844484,24.18260611184654,11.158646787398341,1.1921682378535172,49.94893977036973,0.06549650764365933,1.0750526642004725,,0.45586386919267063,0,0,0,0,0,0,0,1.4281348734189006,0.7512968198253434,,,16.637651589590455,15.637272194298564,15.637272194298564,0,0,0,0,0,0,0,1,0,16.25227360003688
1571664600,17.221983,17.299983,16.67865,16.899983,100,89.21836664485356,69.2807992226671,76621591,16.025015630071294,16.902790804705887,17.78056597934048,16.798717783833666,16.798717783833666,0,0,0,0,1.0614737570118253,-24672152.30200021,17.74498215,78.50330204813721,24.195283158552176,11.16660496735185,1.1684210526315788,44.3167000122766,0.07143812452126364,1.0614737570118253,,0.45042393800345515,0,0,0,0,0,0,0,1.4481947154820929,0.7860797887581238,,,16.67415312441393,15.679353315501519,15.679353315501519,0,0,0,0,0,0,0,1,0,16.32424131114389
1571751000,16.95465,17.221983,16.723317,17.03865,,,,69376493.99999999,16.09397266230662,16.988999378823546,17.884026095340474,16.798717783833666,16.798717783833666,0,0,0,0,1.0711492232558133,5827625.495999973,17.8905825,78.44870470917839,24.173890279569424,11.15883883649473,1.162857142857143,42.76095618718589,0.07673790137519432,1.0711492232558133,,0.4386057612774025,0,0,0,0,0,0,0,1.4522042069912007,0.7924207134239518,,,16.710979389740736,15.74604548863092,15.74604548863092,0,0,0,0,0,0,0,1,0,16.403620054350124
1571837400,16.96665,17.075983,16.75665,16.97865,,,,168242898,16.17075624859582,17.08235460941177,17.99395297022772,16.798717783833666,16.798717783833666,0,0,0,0,1.0683964555277177,2018914.7759994788,17.8275825,78.39362032470477,24.15644311154469,11.151003426451604,1.144536652835408,40.855019289736916,0.07615873031507592,1.0683964555277177,,0.4364027236112138,0,0,0,0,0,0,0,1.4255519294003365,0.7450729339082729,,,16.73517935718051,15.813729147301718,15.813729147301718,0,0,0,0,0,0,0,1,0,16.467512270533444
1571923800,19.891313,20.328646,19.279981,19.978647,,,,447288912.00000006,16.29245069060958,17.36455044705882,18.436650203508062,18.549118895657227,18.549118895657227,0,0,0,0,1.2563493292691292,39063529.84060732,20.97757935,78.37177426630144,24.14923857348186,11.14789596093207,1.1627408993576016,62.179029442481536,0.10179947287611557,1.2563493292691292,,0.5807268408060895,0,0,0,0,0,0,0,1.3270082483474934,0.5712100795307155,,,17.161830547671762,16.130724121945867,16.130724121945867,0,0,0,0,0,1,0,1,0,16.857638351585283
1572010200,19.84798,21.999978,19.740647,21.875311,,,,450091815.00000006,16.428114718082668,17.77084492705883,19.11357513603499,18.900608545967426,18.900608545967426,0,0,0,0,1.3734419586051672,912485089.3957652,22.96907655,78.36840707518377,24.145438999467714,11.147416999002072,1.1852662290299052,56.12909812040735,0.14298787065406526,1.3734419586051672,,0.6412113637973607,0,0,0,0,0,0,0,1.3280525129237146,0.5717214326837393,,,17.710454464194058,16.44187837159058,16.44187837159058,0,0,0,0,0,0,0,1,0,17.415157534742473
1572269400,21.835978,22.722644,21.506645,21.847311,94.65032379972693,93.5006392897967,64.60700970979056,283054573,16.61186698914336,18.168786458823547,19.725705928503736,20.639752221255467,20.639752221255467,0,0,0,0,1.369456231767443,3207857.4758091364,22.93967655,78.47616119989002,24.17587272846405,11.16274435100899,1.241897233201581,52.60630098996108,0.18218851709108108,1.369456231767443,,0.5534583292952243,0,0,0,0,0,0,0,1.6833830311812787,1.1971963610781848,,,18.290719410233898,16.69781231886473,16.69781231886473,0,0,0,0,0,0,0,1,0,17.907619030882195
1572355800,21.332645,21.619978,20.983312,21.081312,,,,190264195,16.81423740302138,18.508718661176474,20.203199919331567,20.639752221255467,20.639752221255467,0,0,0,0,1.3199244097081924,-47819670.92193479,22.1353776,78.46486888149592,24.169327132202184,11.161138089165442,1.2196796338672768,52.64344864307536,0.21717019502075519,1.3199244097081924,,0.5836310187768784,0,0,0,0,0,0,0,1.6291996750069855,1.1031592435107302,,,18.674485280934665,16.76245445036668,16.76245445036668,0,0,0,0,1,0,0,1,0,18.260251583006394
1572442200,20.866646,21.252645,20.664646,21.000646,,,,144627293.99999997,17.016977315617574,18.825778760000002,20.63458020438243,20.639752221255467,20.639752221255467,0,0,0,0,1.3134240122510232,19380057.396000046,22.0506783,78.45285969768977,24.162562021550794,11.159429857689254,1.218939393939394,53.05289853708298,0.25316308862635495,1.3134240122510232,,0.6204422469218254,0,0,0,0,0,0,0,1.6554381998695933,1.1498872459632115,,,18.967390326098126,16.767451229842628,16.767451229842628,0,0,0,0,0,0,0,1,0,18.56473985156124
1572528600,20.873312,21.266645,20.866646,20.994646,,,,76004416,17.212088354488976,19.114975355294128,21.01786235609928,20.639752221255467,20.639752221255467,0,0,0,0,1.311271357062355,9221919.810944071,22.0443783,78.44085604423297,24.157410916708997,11.157722412870756,1.2725060827250607,38.585134572018646,0.2874662505987182,1.311271357062355,,0.6227669455600827,0,0,0,0,0,0,0,1.616439284213507,1.0808452208990662,,,19.22863614464889,16.779271788082024,16.779271788082024,0,0,0,0,0,0,0,1,0,18.83472942360999
1572615000,21.087979,21.098646,20.653313,20.887312,,,,95759030,17.40294561148192,19.384598578823535,21.366251546165152,20.639752221255467,20.639752221255467,0,0,0,0,1.302716647808078,-19215677.27300993,21.931677600000004,78.42787767177718,24.15196017852011,11.155876320355517,1.214069591527988,43.8087331610914,0.3209405637816265,1.302716647808078,,0.6431723262802309,0,0,0,0,0,0,0,1.6125928070292106,1.073631954527285,,,19.43087266294723,16.793831510788895,16.793831510788895,0,0,0,0,0,0,0,1,0,19.06279415431999
1572877800,20.986646,21.462645,20.617313,21.164646,93.5381453221105,96.06282304061249,68.30913516104309,131805731.00000001,17.5873955355974,19.632789738823536,21.678183942049674,20.639752221255467,20.639752221255467,0,0,0,0,1.3182561172059055,23461420.118000112,22.2228783,78.53099789462976,24.182888443053287,11.170544528732714,1.2536585365853659,51.23313757302674,0.32978439062973774,1.3182561172059055,,0.6707629119183913,0,0,0,0,0,0,0,1.6186005365872105,1.0855825430928194,,,19.633621006282993,16.89425534018348,16.89425534018348,0,0,0,0,0,0,0,1,0,19.296333248284437
1572964200,21.307979,21.567312,21.074512,21.147979,,,,104151359,17.769413482044374,19.872648338823524,21.975883195602673,20.639752221255467,20.639752221255467,0,0,0,0,1.3157238526924,-16664217.440000014,22.20537795,78.52012713511486,24.178713303613037,11.168998231009796,1.2174590802805922,53.188633176051525,0.32153894692791374,1.3157238526924,,0.6437285269670143,0,0,0,0,0,0,0,1.6477817403092776,1.1365631349756338,,,19.833954674473254,17.103919160944876,17.103919160944876,0,0,0,0,0,0,0,1,0,19.50207166514172
1573050600,21.199979,21.781312,20.966646,21.771978,,,,119114099,17.96781124050918,20.14247081176472,22.31713038302026,20.639752221255467,20.639752221255467,0,0,0,0,1.3528098648659779,68133145.5139012,22.8605769,78.51521309626811,24.174712291832662,11.168299239640463,1.214503816793893,55.30760022570495,0.31916089451341856,1.3528098648659779,,0.6869939838020441,0,0,0,0,0,0,0,1.64227991082355,1.1229894236592814,,,20.040718287298546,17.536749884621088,17.536749884621088,0,0,0,0,0,0,0,1,0,19.754283480125974
1573137000,21.942645,22.766644,21.867978,22.369311,,,,217010436.99999997,18.182977483237874,20.445054035294127,22.70713058735038,21.07799906517194,21.07799906517194,0,0,0,0,1.3878601788369336,92590975.11304218,23.48777655,78.51582279753664,24.17241242345007,11.168385965842244,1.2543581616481776,55.28306733819361,0.32886600438895286,1.3878601788369336,,0.6715030311516066,0,0,0,0,0,0,0,1.6425419527698246,1.122777425630993,,,20.333862243910076,18.043797685768805,18.043797685768805,0,0,0,0,0,0,0,1,0,20.04484209344531
1573223400,22.299978,22.497311,22.166644,22.475978,,,,91113406.00000001,18.403715460161358,20.753423969411756,23.103132478662154,21.409473060516802,21.409473060516802,0,0,0,0,1.3926957240514382,16035959.456000179,23.599776900000002,78.5174184383871,24.16873313931038,11.16861293579869,1.2411626080125688,46.64077520429913,0.3401905346461551,1.3926957240514382,,0.6434547336641824,0,0,0,0,0,0,0,1.6256721027958005,1.0927842111678236,,,20.591790432676014,18.463065404966127,18.463065404966127,0,0,0,0,0,0,0,1,0,20.31496830528472
1573482600,22.929977,23.27931,22.799977,23.005977,93.5381453221105,93.90887148131598,70.41135586672468,149905484,18.64260793483899,21.09524011764705,23.547872300455115,22.039508841908457,22.039508841908457,0,0,0,0,1.4232904817376133,11392816.784000076,24.156275850000004,78.63468053986699,24.200651977939675,11.185292738185405,1.2866611433305717,55.519704618810884,0.3561932667426204,1.4232904817376133,,0.6855254800936571,0,0,0,0,0,0,0,1.590120383239098,1.0294369866953037,,,20.90351626188931,18.871334648451192,18.871334648451192,0,0,0,0,0,1,0,1,0,20.613969271364194
1573569000,23.126644,23.357977,22.935977,23.328643,,,,110390855,18.88736271659782,21.441768390588226,23.996174064578632,22.199685138914997,22.199685138914997,0,0,0,0,1.4410240048704113,22298842.31914508,24.49507515,78.64340683761962,24.197057897866056,11.18653399960103,1.2293144208037825,51.88085855989289,0.37595146060866824,1.4410240048704113,,0.6789987332097521,0,0,0,0,0,0,0,1.5354292266495202,0.933326146997319,,,21.195881149686926,19.209983695411072,19.209983695411072,0,0,0,0,0,0,0,1,0,20.91559968565706
1573655400,23.666643,23.75531,23.011977,23.073977,,,,127018072.00000003,19.11250711608193,21.737380644705887,24.362254173329845,22.27518220042107,22.27518220042107,0,0,0,0,1.422333162669516,-75279292.65995218,24.22767585,78.64990658476111,24.192779164790576,11.187458548082718,1.221608832807571,53.313295738968534,0.3908196099606125,1.422333162669516,,0.7031342780280853,0,0,0,0,0,0,0,1.5458038682317659,0.9510695099954112,,,21.457238069808042,19.494460804679214,19.494460804679214,0,0,0,0,0,0,0,1,0,21.15541938725072
1573741800,23.073977,23.58931,22.860644,23.289977,,,,97075642,19.34910453221412,22.053822708235295,24.75854088425647,22.27518220042107,22.27518220042107,0,0,0,0,1.4328219648033242,20968338.672000106,24.45447585,78.65830014643723,24.19025041232957,11.188652479867255,1.2015384615384614,49.55091138781946,0.40754791169074456,1.4328219648033242,,0.683765524598179,0,0,0,0,0,0,0,1.5456800677591551,0.95189378055826,,,21.677601191286307,19.732668944700137,19.732668944700137,0,0,0,0,0,0,0,1,0,21.392592455333975
