time,open,high,low,close,cycle_day,dcl_event,dcl_price,DCL,MA,F_net,Primary (STRF/LQD),Credit (STRC x0.5),Friction (STABLE x0.4),Self (MSTR x0.3),Multiplier,dF_net (ROC),dF_net_5bar (momentum),Into Bear,Into Bull,Into Strong Bear,Bounce Exhaustion
1679923800,311.6,312.7,307.89,308.76,17,0,,0,290.1120499999998,0.14037107958617848,0,0,0,0.14037107958617848,1,-0.02558741511273102,-0.008272892239385578,0,0,0,0
1680010200,308.17,308.2,304.774,307.12,18,0,,0,290.1506499999998,0.23395179931029747,0,0,0,0.23395179931029747,1,0.093580719724119,-0.032269292112954345,0,0,0,0
1680096600,310.88,313.35,310.05,312.72,19,0,,0,290.27004999999986,0.13874670318305019,0,0,0,0.13874670318305019,1,-0.09520509612724729,-0.1537087022917581,0,0,0,0
1680183000,315.24,316.32,312.8088,315.68,20,0,,0,290.47139999999985,0.239792239667755,0,0,0,0.239792239667755,1,0.10104553648470482,0.0710031764219359,0,0,0,0
1680269400,315.91,321.17,315.6,320.93,21,0,,0,290.6964999999999,0.3,0,0,0,0.3,1,0.06020776033224498,0.13404150530109052,0,0,0,0
1680528600,318.77,320.42,317.4201,320.15,22,0,,0,290.8832499999999,0.13456251444038322,0,0,0,0.13456251444038322,1,-0.16543748555961676,-0.005808565145795225,0,0,0,0
1680615000,320.6,321.63,317.8251,319.07,23,0,,0,291.12164999999993,0.12187138845545019,0,0,0,0.12187138845545019,1,-0.012691125984933035,-0.11208041085484725,0,0,0,0
1680701400,318.1,319.06,314.07,315.92,24,0,,0,291.3277999999999,0.20311898075908366,0,0,0,0.20311898075908366,1,0.08124759230363347,0.0643722775760335,0,0,0,0
1680787800,314.24,318.55,312.82,318.05,25,0,,0,291.5126499999999,0.20311898075908366,0,0,0,0.20311898075908366,1,0,-0.03667325890867132,0,0,0,0
1681133400,315.07,317.92,313.25,317.87,26,0,,0,291.69865,0.20311898075908366,0,0,0,0.20311898075908366,1,0,-0.0968810192409163,0,0,0,0
1681219800,317.83,317.89,315.31,315.83,27,0,,0,291.85355,0.20311898075908366,0,0,0,0.20311898075908366,1,0,0.06855646631870047,0,0,0,0
1681306200,317.82,318.42,312.565,313.04,28,0,,0,291.9457,0.08250992472475022,0,0,0,0.08250992472475022,1,-0.12060905603433345,-0.039361463730699944,0,0,0,0
1681392600,314.83,319.65,313.63,319.17,29,0,,0,292.07930000000005,0.1749164676804808,0,0,0,0.1749164676804808,1,0.09240654295573059,-0.02820251307860283,0,0,0,0
1681479000,317.59,320.36,315.61,318.57,30,0,,0,292.25445,0.1749164676804808,0,0,0,0.1749164676804808,1,0,-0.02820251307860283,0,0,0,0
1681738200,318.15,319.1999,316.04,318.84,31,0,,0,292.42965000000004,0.1749164676804808,0,0,0,0.1749164676804808,1,0,-0.02820251307860283,0,0,0,0
1681824600,320.99,321.42,317.64,318.86,32,0,,0,292.62255000000005,0.09854667641545697,0,0,0,0.09854667641545697,1,-0.07636979126502383,-0.10457230434362666,0,0,0,0
1681911000,316.41,319.79,316.28,318.71,33,0,,0,292.80545,0.17038772703009167,0,0,0,0.17038772703009167,1,0.0718410506146347,0.08787780230534148,0,0,0,0
1681997400,315.69,319.27,314.97,316.28,34,0,,0,292.95205,0.17038772703009167,0,0,0,0.17038772703009167,1,0,-0.004528740650389107,0,0,0,0
1682083800,315.91,317.4,314.1,316.61,35,0,,0,293.0911,0.17038772703009167,0,0,0,0.17038772703009167,1,0,-0.004528740650389107,0,0,0,0
1682343000,316.38,317.7391,313.74,315.95,36,0,,0,293.19595000000004,0.17038772703009167,0,0,0,0.17038772703009167,1,0,-0.004528740650389107,0,0,0,0
1682429400,314.29,314.97,309.89,309.99,37,0,,0,293.26915,0.010376371433913094,0,0,0,0.010376371433913094,1,-0.16001135559617857,-0.08817030498154385,0,0,0,0
1682515800,313.44,314.935,311.34,311.87,38,0,,0,293.3833,0.017293952389855156,0,0,0,0.017293952389855156,1,0.006917580955942063,-0.1530937746402365,0,0,0,0
1682602200,315.7,320.86,315.05,320.35,39,0,,0,293.55385,0.21525207777930602,0,0,0,0.21525207777930602,1,0.19795812538945087,0.044864350749214355,0,0,0,0
1682688600,320.11,322.65,318.96,322.56,40,0,,0,293.7384,0.12725669549451554,0,0,0,0.12725669549451554,1,-0.08799538228479048,-0.043131031535576125,0,0,0,0
1682947800,322.09,323.63,321.09,322.19,41,0,,0,293.916,0.08273769786031097,0,0,0,0.08273769786031097,1,-0.04451899763420457,-0.0876500291697807,0,0,0,0
1683034200,322.12,322.45,317.61,319.38,42,0,,0,294.05355,0.1378961631005183,0,0,0,0.1378961631005183,1,0.05515846524020733,0.1275197916666052,0,0,0,0
1683120600,319.75,322.47,317.18,317.29,43,0,,0,294.193,0.1378961631005183,0,0,0,0.1378961631005183,1,0,0.12060221071066314,0,0,0,0
1683207000,317.06,318.23,315.115,316.17,44,0,,0,294.28234999999995,0.06955011388792474,0,0,0,0.06955011388792474,1,-0.06834604921259356,-0.1457019638913813,0,0,0,0
1683293400,318.47,323.76,316.2116,322.89,45,0,,0,294.38165,0.1650404072495826,0,0,0,0.1650404072495826,1,0.09549029336165786,0.03778371175506705,0,0,0,0
1683552600,322.42,324.04,321.315,323.69,46,0,,0,294.4632,0.1876802397521438,0,0,0,0.1876802397521438,1,0.022639832502561186,0.1049425418918328,0,0,0,0
1683639000,322,322.88,321.32,321.64,47,0,,0,294.56145,0.1084607154839423,0,0,0,0.1084607154839423,1,-0.07921952426820149,-0.029435447616576016,0,0,0,0
1683725400,324.12,326.01,321.6,325.14,48,0,,0,294.6858,0.22492218432323835,0,0,0,0.22492218432323835,1,0.11646146883929605,0.08702602122272002,0,0,0,0
1683811800,325.7,326.75,324.12,326.2,49,0,,0,294.8449499999999,0.09748296960727741,0,0,0,0.09748296960727741,1,-0.12743921471596092,0.02793285571935268,0,0,0,0
1683898200,326.74,327.17,322.94,325.03,50,0,,0,294.9360499999999,0.16247161601212903,0,0,0,0.16247161601212903,1,0.06498864640485162,-0.0025687912374535576,0,0,0,0
1684157400,325.51,327.03,323.96,326.79,51,0,,0,295.0209499999999,0.19416809380702318,0,0,0,0.19416809380702318,1,0.03169647779489415,0.006487854054879408,0,0,0,0
1684243800,326.06,328.9025,326.02,327.16,52,0,,0,295.0794499999999,0.09779071603224375,0,0,0,0.09779071603224375,1,-0.09637737777477944,-0.01066999945169854,0,0,0,0
1684330200,328.24,331.71,327.04,331.12,53,0,,0,295.1586999999999,0.2385726452835933,0,0,0,0.2385726452835933,1,0.14078192925134952,0.013650460960354938,0,0,0,0
1684416600,331.52,337.49,331.5,337.27,54,0,,0,295.27339999999987,0.26281997294544723,0,0,0,0.26281997294544723,1,0.024247327661853946,0.1653370033381698,0,0,0,0
1684503000,337.49,338.205,335.43,336.51,55,0,,0,295.3414999999999,0.07430094666429153,0,0,0,0.07430094666429153,1,-0.1885190262811557,-0.0881706693478375,0,0,0,0
1684762200,336.25,338.67,336.24,337.64,56,0,,0,295.40769999999986,0.13160330338534668,0,0,0,0.13160330338534668,1,0.057302356721055145,-0.06256479042167651,0,0,0,0
1684848600,335.89,337.06,333,333.36,57,0,,0,295.46574999999984,0.13160330338534668,0,0,0,0.13160330338534668,1,0,0.03381258735310293,0,0,0,0
1684935000,331.37,332.905,329.56,331.65,58,0,,0,295.52044999999987,0.013494703326103509,0,0,0,0.013494703326103509,1,-0.11810860005924317,-0.22507794195748976,0,0,0,0
1685021400,339.14,341.01,336.665,339.72,59,0,,0,295.6336499999999,0.1949693545107404,0,0,0,0.1949693545107404,1,0.1814746511846369,-0.06785061843470681,0,0,0,0
1685107800,340.76,349.245,340.66,348.4,60,0,,0,295.74599999999987,0.3,0,0,0,0.3,1,0.10503064548925958,0.22569905333570844,0,0,0,0
1685453400,352.71,353.93,348.53,349.98,61,0,,0,295.8754999999999,0.0830980922286501,0,0,0,0.0830980922286501,1,-0.21690190777134988,-0.048505211156696565,0,0,0,0
1685539800,348.37,350.6,346.51,347.99,62,0,,0,295.9634999999999,0.1384968203810835,0,0,0,0.1384968203810835,1,0.055398728152433394,0.006893516995736829,0,0,0,0
1685626200,347.73,353.36,346.66,352.01,63,0,,0,296.0582499999999,0.18758166138799195,0,0,0,0.18758166138799195,1,0.049084841006908464,0.17408695806188845,0,0,0,0
1685712600,353.8,355.83,352.01,354.65,64,0,,0,296.1700999999999,0.10649635622308541,0,0,0,0.10649635622308541,1,-0.08108530516490654,-0.088472998287655,0,0,0,0
1685971800,354.43,357.495,353.85,354.9,65,0,,0,296.30214999999987,0.17804879140638735,0,0,0,0.17804879140638735,1,0.07155243518330194,-0.12195120859361264,0,0,0,0
1686058200,354.28,355.82,352.93,354.84,66,0,,0,296.4299499999999,0.17804879140638735,0,0,0,0.17804879140638735,1,0,0.09495069917773724,0,0,0,0
1686144600,355.13,357.12,348.18,348.82,67,0,,0,296.5597499999999,0.058616241036750075,0,0,0,0.058616241036750075,1,-0.11943255036963728,-0.07988057934433343,0,0,0,0
1686231000,349.12,353.62,348.89,353.15,68,0,,0,296.7536999999999,0.09769373506125013,0,0,0,0.09769373506125013,1,0.03907749402450006,-0.08988792632674185,0,0,0,0
1686317400,354.63,357.66,353.03,354.5,69,0,,0,296.95569999999987,0.10175084233437963,0,0,0,0.10175084233437963,1,0.0040571072731294955,-0.00474551388870581,0,0,0,0
1686576600,356.19,360.59,355.2,360.49,70,0,,0,297.1830999999999,0.25002860773837726,0,0,0,0.25002860773837726,1,0.14827776540399762,0.07197981633198985,0,0,0,0
1686663000,363.29,364.11,360.03,363.26,71,0,,0,297.3964999999999,0.1070037365452795,0,0,0,0.1070037365452795,1,-0.14302487119309776,-0.0710450548611079,0,0,0,0
1686749400,363.27,366.19,360.42,365.9,72,0,,0,297.6887999999999,0.2143788400724355,0,0,0,0.2143788400724355,1,0.10737510352715599,0.15576259903568535,0,0,0,0
1686835800,364.61,371.77,363.98,370.26,73,0,,0,298.0180499999999,0.28654008278240445,0,0,0,0.28654008278240445,1,0.07216124270996896,0.18884634772115425,0,0,0,0
1686922200,372.72,372.85,367.48,367.93,74,0,,0,298.3525999999999,0.10089788010338378,0,0,0,0.10089788010338378,1,-0.18564220267902065,-0.0008529622309959017,0,0,0,0
1687267800,365.95,368.32,363.8899,366.9,75,0,,0,298.6907499999999,0.16816313350563963,0,0,0,0.16816313350563963,1,0.06726525340225585,-0.08186547423273767,0,0,0,0
1687354200,365.74,366.18,360.96,361.9,76,0,,0,299.0032499999999,0.06916842321403592,0,0,0,0.06916842321403592,1,-0.09899471029160371,-0.037835313331243625,0,0,0,0
1687440600,360.63,366.33,360.22,366.17,77,0,,0,299.3582499999999,0.11528070535672655,0,0,0,0.11528070535672655,1,0.04611228214269063,-0.09909813471570898,0,0,0,0
1687527000,362.21,364.88,360.8227,362.54,78,0,,0,299.7056999999999,0.11528070535672655,0,0,0,0.11528070535672655,1,0,-0.17125937742567793,0,0,0,0
1687786200,362,364.84,357.59,357.68,79,0,,0,299.9992499999999,0,0,0,0,0,1,-0.11528070535672655,-0.10089788010338382,0,0,0,0
1687872600,359.25,364.57,358.51,363.83,80,0,,0,300.31579999999997,0,0,0,0,0,1,0,-0.16816313350563966,0,0,0,0
1687959000,361.98,366.52,361.9038,364.54,81,0,,0,300.60304999999994,0,0,0,0,0,1,0,-0.06916842321403596,0,0,0,0
1688045400,364.24,364.89,362.14,363.81,82,0,,0,300.86839999999995,0,0,0,0,0,1,0,-0.11528070535672659,0,0,0,0
1688131800,367.55,370.49,367.23,369.42,83,0,,0,301.24699999999996,0.15954353812458139,0,0,0,0.15954353812458139,1,0.15954353812458139,0.04426283276785481,0,0,0,0
1688391000,370.07,370.93,368.97,370.29,84,0,,0,301.6182999999999,0.06380987647138048,0,0,0,0.06380987647138048,1,-0.09573366165320091,0.06380987647138045,0,0,0,0
1688563800,368.695,372.01,368.66,370.28,85,0,,0,302.01419999999996,0.14170490508541725,0,0,0,0.14170490508541725,1,0.07789502861403677,0.14170490508541722,0,0,0,0
1688650200,366.51,367.91,364.52,367.46,86,0,,0,302.4049,0.14170490508541725,0,0,0,0.14170490508541725,1,0,0.14170490508541722,0,0,0,0
1688736600,367.23,370.48,366.01,366.24,87,0,,0,302.78085000000004,0.14170490508541725,0,0,0,0.14170490508541725,1,0,0.14170490508541722,0,0,0,0
1688995800,365.96,367.05,363.41,366.36,88,1,363.41,1,303.16900000000004,0.14170490508541725,0,0,0,0.14170490508541725,1,0,-0.017838633039164165,0,0,0,0
1689082200,366.79,368.632,364.62,368.17,89,0,,0,303.5920500000001,0.14170490508541725,0,0,0,0.14170490508541725,1,0,0.07789502861403674,0,0,0,0
1689168600,372.34,374.19,370.3,372.82,90,0,,0,304.0558000000001,0.1611006694642755,0,0,0,0.1611006694642755,1,0.01939576437885826,0.019395764378858232,0,0,0,0
1689255000,376.05,379.99,375.46,379.15,91,0,,0,304.57400000000007,0.21434597381002254,0,0,0,0.21434597381002254,1,0.053245304345747035,0.07264106872460525,0,0,0,0
1689341400,379.585,382.86,378.18,379.07,92,0,,0,305.0975000000001,0.0815619867107111,0,0,0,0.0815619867107111,1,-0.13278398709931144,-0.0601429183747062,0,0,0,0
1689600600,379.8,383.5,379.31,382.61,5,0,,0,305.6381500000001,0.19132084793462348,0,0,0,0.19132084793462348,1,0.10975886122391237,0.049615942849206174,0,0,0,0
1689687000,381.96,387.13,380,385.74,6,0,,0,306.16715000000005,0.27910335094048566,0,0,0,0.27910335094048566,1,0.08778250300586218,0.13739844585506836,0,0,0,0
1689773400,386.82,387.98,384.3,385.65,7,0,,0,306.7360500000001,0.08385977694732961,0,0,0,0.08385977694732961,1,-0.19524357399315606,-0.07724089251694596,0,0,0,0
1689859800,382.61,384.095,375.72,376.76,8,0,,0,307.2835500000001,0.01005792300644884,0,0,0,0.01005792300644884,1,-0.07380185394088078,-0.20428805080357376,0,0,0,0
1689946200,379.18,379.92,375.191,375.63,9,0,,0,307.7940500000001,-0.015256617396225618,0,0,0,-0.015256617396225618,1,-0.02531454040267446,-0.09681860410693678,0,0,0,0
1690205400,376.62,377.58,374.34,376.23,10,0,,0,308.2645500000001,-0.021391069225998947,0,0,0,-0.021391069225998947,1,-0.006134451829773329,-0.2127119171606225,0,0,0,0
1690291800,376.95,380.47,376.93,378.78,11,0,,0,308.7485500000001,-0.021391069225998947,0,0,0,-0.021391069225998947,1,0,-0.30049442016648464,0,0,0,0
1690378200,377.72,379.24,375.18,377.52,12,0,,0,309.2373500000001,-0.021391069225998947,0,0,0,-0.021391069225998947,1,0,-0.10525084617332861,0,0,0,0
1690464600,383.07,384.71,375.31,376.62,13,0,,0,309.77495000000005,-0.009860315610568753,0,0,0,-0.009860315610568753,1,0.011530753615430194,-0.01991823861701764,0,0,0,0
1690551000,380.74,384.52,380.22,383.48,14,0,,0,310.36030000000005,0.031000728983371317,0,0,0,0.031000728983371317,1,0.04086104459394007,0.046257346379596886,0,0,0,0
1690810200,383.79,384.88,382.34,383.68,15,0,,0,310.96495000000004,0.03378850643517758,0,0,0,0.03378850643517758,1,0.0027877774518062608,0.0551795756611765,0,0,0,0
1690896600,382.31,383.56,380.69,382.79,16,0,,0,311.5656000000001,0.039527478102097016,0,0,0,0.039527478102097016,1,0.005738971666919439,0.060918547328095964,0,0,0,0
1690983000,379.26,379.26,373.13,374.39,17,0,,0,312.0934500000001,-0.061234304238938615,0,0,0,-0.061234304238938615,1,-0.10076178234103564,-0.039843235012939675,0,0,0,0
1691069400,371.94,375.95,371.77,373.79,18,0,,0,312.65870000000007,-0.07347145992095878,0,0,0,-0.07347145992095878,1,-0.012237155682020169,-0.06361114431039004,0,0,0,0
1691155800,375.75,378.1,371.53,372.04,19,0,,0,313.1721500000001,-0.12035375767946219,0,0,0,-0.12035375767946219,1,-0.0468822977585034,-0.15135448666283352,0,0,0,0
1691415000,373.88,375.29,371.51,375.19,20,0,,0,313.69070000000005,-0.12035375767946219,0,0,0,-0.12035375767946219,1,0,-0.15414226411463977,0,0,0,0
1691501400,372.64,372.66,368.82,372,21,0,,0,314.1982500000001,-0.14372797364479828,0,0,0,-0.14372797364479828,1,-0.023374215965336093,-0.1832554517468953,0,0,0,0
1691587800,372.29,372.45,367.14,367.91,22,0,,0,314.69225000000006,-0.1758175270553138,0,0,0,-0.1758175270553138,1,-0.03208955341051553,-0.1145832228163752,0,0,0,0
1691674200,370.97,374.36,367.035,368.59,23,0,,0,315.15810000000005,-0.19952854188422206,0,0,0,-0.19952854188422206,1,-0.02371101482890825,-0.1260570819632633,0,1,0,0
1691760600,365.99,368,364.69,366.24,24,0,,0,315.5970500000001,-0.07763035186638066,0,0,0,-0.07763035186638066,1,0.1218981900178414,0.042723405813081525,0,1,0,0
1692019800,365.43,370.47,364.7,370.35,25,0,,0,316.02775,-0.1293839197773011,0,0,0,-0.1293839197773011,1,-0.05175356791092044,-0.009030162097838898,0,0,0,0
1692106200,369.36,370.169,365.74,366.42,26,0,,0,316.47020000000003,-0.13878600729369373,0,0,0,-0.13878600729369373,1,-0.009402087516392627,0.004941966351104575,0,0,0,0
1692192600,365.87,367.43,362.44,362.54,27,0,,0,316.9185500000001,-0.2189941930714054,0,0,0,-0.2189941930714054,1,-0.08020818577771169,-0.04317666601609158,0,1,0,0
1692279000,363.96,364.31,358.16,358.58,28,0,,0,317.3053500000001,-0.2531610533949226,0,0,0,-0.2531610533949226,1,-0.034166860323517206,-0.05363251151070053,0,0,0,0
1692365400,355.26,359.41,354.71,358.13,29,0,,0,317.70625000000007,-0.09800248751454292,0,0,0,-0.09800248751454292,1,0.15515856588037968,-0.02037213564816226,0,1,0,0
1692624600,359.62,364.59,359.15,363.9,30,0,,0,318.1502000000001,-0.07009680584398827,0,0,0,-0.07009680584398827,1,0.027905681670554655,0.05928711393331283,0,0,0,0
1692711000,366.55,366.56,362.68,363.38,31,0,,0,318.6387000000001,-0.11682800973998045,0,0,0,-0.11682800973998045,1,-0.04673120389599218,0.021957997553713277,0,0,0,0
1692797400,364.58,370.22,364.36,369.11,32,0,,0,319.18180000000007,0.05588963458569213,0,0,0,0.05588963458569213,1,0.17271764432567258,0.2748838276570975,0,0,0,0
1692883800,372.64,372.74,361.01,361.22,33,0,,0,319.6645000000001,0.014230096413396566,0,0,0,0.014230096413396566,1,-0.04165953817229556,0.2673911498083192,0,0,0,0
1692970200,362.07,365.74,358.58,364.02,34,0,,0,320.1466500000001,0.008732061427234447,0,0,0,0.008732061427234447,1,-0.00549803498616212,0.10673454894177738,0,0,0,0
1693229400,366.99,367.71,364.25,366.76,35,0,,0,320.6327500000001,0.014553435712057413,0,0,0,0.014553435712057413,1,0.005821374284822966,0.0846502415560457,0,0,0,0
1693315800,366.56,375.13,366.231,374.77,36,0,,0,321.1900000000001,0.22771628593418547,0,0,0,0.22771628593418547,1,0.21316285022212805,0.3445442956741659,0,0,0,0
1693402200,374.88,377.4467,373.86,376.86,37,0,,0,321.6605500000001,0.11528669360547843,0,0,0,0.11528669360547843,1,-0.11242959232870704,0.05939705901978627,0,0,0,0
1693488600,376.94,379.719,376.87,377.99,38,0,,0,322.1107000000001,0.08669308042340397,0,0,0,0.08669308042340397,1,-0.028593613182074457,0.07246298401000738,0,0,0,0
1693575000,380.4,380.83,376.0801,377.59,39,0,,0,322.57145000000014,0.14448846737233995,0,0,0,0.14448846737233995,1,0.057795386948935976,0.13575640594510546,0,0,0,0
1693920600,376.77,379.3093,375.83,378.07,40,0,,0,323.01485000000014,0.1499643948900737,0,0,0,0.1499643948900737,1,0.005475927517733764,0.13541095917801627,0,0,0,0
1694007000,377.28,377.63,372.7,374.74,41,0,,0,323.46135000000015,0.1499643948900737,0,0,0,0.1499643948900737,1,0,-0.07775189104411179,0,0,0,0
1694093400,370.21,372.85,369.15,372.06,42,0,,0,323.8976000000001,0.05888582140491026,0,0,0,0.05888582140491026,1,-0.09107857348516345,-0.05640087220056819,0,0,0,0
1694179800,372.01,374.85,371.6,372.58,43,0,,0,324.33640000000014,0.09814303567485044,0,0,0,0.09814303567485044,1,0.03925721426994018,0.011449955251446445,0,0,0,0
1694439000,375.66,377.49,373.66,376.97,44,0,,0,324.8118000000001,0.11096396863899563,0,0,0,0.11096396863899563,1,0.012820932964145187,-0.03352449873334434,0,0,0,0
1694525400,375.27,376.9517,372.5,372.79,45,0,,0,325.24600000000015,0.11096396863899563,0,0,0,0.11096396863899563,1,0,-0.039000426251078114,0,0,0,0
1694611800,373.03,375.84,371.88,374.21,46,0,,0,325.6729500000001,0.11096396863899563,0,0,0,0.11096396863899563,1,0,-0.039000426251078114,0,0,0,0
1694698200,375.99,378.27,373.89,377.27,47,0,,0,326.12470000000013,0.12585826442832965,0,0,0,0.12585826442832965,1,0.014894295789334017,0.06697244302341934,0,0,0,0
1694784600,375.91,376.32,369.86,370.81,48,0,,0,326.5652000000002,0.03764382632325763,0,0,0,0.03764382632325763,1,-0.08821443810507201,-0.06049920935159281,0,0,0,0
1695043800,369.32,371.79,369.03,370.66,49,0,,0,327.0156500000001,0.028704773810685702,0,0,0,0.028704773810685702,1,-0.008939052512571925,-0.08225919482830993,0,0,0,0
1695130200,369.32,370.6826,366.8,369.87,50,0,,0,327.39820000000014,0,0,0,0,0,1,-0.028704773810685702,-0.11096396863899563,0,0,0,0
1695216600,370.95,371.31,364.46,364.54,51,0,,0,327.75230000000016,-0.06390696617164753,0,0,0,-0.06390696617164753,1,-0.06390696617164753,-0.17487093481064314,0,0,0,0
1695303000,360.8,361.6,357.69,357.86,52,0,,0,328.07885000000016,-0.18425421779459164,0,0,0,-0.18425421779459164,1,-0.12034725162294412,-0.3101124822229213,0,0,0,0
1695389400,359.63,361.8,357.59,357.91,53,0,,0,328.4302000000001,-0.18425421779459164,0,0,0,-0.18425421779459164,1,0,-0.22189804411784927,0,0,0,0
1695648600,356.93,359.7,355.93,359.61,54,0,,0,328.81985000000014,-0.07028394292618584,0,0,0,-0.07028394292618584,1,0.1139702748684058,-0.09898871673687154,0,0,0,0
1695735000,356.99,357.54,353.2101,354.21,55,0,,0,329.1882500000001,-0.19621963145246032,0,0,0,-0.19621963145246032,1,-0.1259356885262745,-0.19621963145246032,0,1,0,0
1695821400,355.38,356.98,351.36,355.04,56,0,,0,329.5442000000001,-0.10743259177509148,0,0,0,-0.10743259177509148,1,0.08878703967736884,-0.04352562560344396,0,1,0,0
1695907800,354.11,360.17,353.24,358.01,57,0,,0,329.92405000000014,-0.17905431962515247,0,0,0,-0.17905431962515247,1,-0.07162172785006099,0.005199898169439152,0,0,0,0
1695994200,361.54,362.95,357.02,358.27,58,0,,0,330.28750000000014,-0.09078732898691898,0,0,0,-0.09078732898691898,1,0.0882669906382335,0.09346688880767265,0,0,0,0
1696253400,358.54,362.68,357.92,361.26,59,0,,0,330.6505500000001,-0.1513122149781983,0,0,0,-0.1513122149781983,1,-0.06052488599127932,-0.08102827205201248,0,0,0,0
1696339800,358.78,361.01,353.275,354.92,60,0,,0,330.9926000000001,-0.1513122149781983,0,0,0,-0.1513122149781983,1,0,0.04490741647426201,0,0,0,0
1696426200,355.77,360.61,355.3,359.75,61,0,,0,331.4069000000001,-0.1513122149781983,0,0,0,-0.1513122149781983,1,0,-0.04387962320310684,0,0,0,0
1696512600,359.74,360.15,355.14,358.69,62,0,,0,331.8291000000001,-0.1513122149781983,0,0,0,-0.1513122149781983,1,0,0.027742104646954147,0,0,0,0
1696599000,355.65,365.91,354.85,364.7,63,0,,0,332.30385000000007,0,0,0,0,0,1,0.1513122149781983,0.09078732898691895,0,0,0,0
1696858200,362.3,367.11,360.78,366.56,64,0,,0,332.7889500000001,0.03957255554353754,0,0,0,0.03957255554353754,1,0.03957255554353754,0.1908847705217358,0,0,0,0
1696944600,366.9,371.28,366.39,368.59,65,0,,0,333.26465000000013,0.12208789583712104,0,0,0,0.12208789583712104,1,0.08251534029358351,0.27340011081531934,0,0,0,0
1697031000,369.94,371.412,368.19,371.22,66,0,,0,333.78695000000005,0.17403238384229977,0,0,0,0.17403238384229977,1,0.05194448800517873,0.32534459882049804,0,0,0,0
1697117400,371.73,373.74,367.5,369.93,67,0,,0,334.2998,0.2035005595374088,0,0,0,0.2035005595374088,1,0.02946817569510904,0.3548127745156071,0,0,0,0
1697203800,370.57,371.16,363.86,365.28,68,0,,0,334.8083000000001,0.1080705094366058,0,0,0,0.1080705094366058,1,-0.09543005010080301,0.1080705094366058,0,0,0,0
1697463000,366.62,370.48,366.47,369.41,69,0,,0,335.35485000000006,0.18011751572767634,0,0,0,0.18011751572767634,1,0.07204700629107054,0.1405449601841388,0,0,0,0
1697549400,365.81,369.92,363.66,368.2,70,0,,0,335.86365000000006,0.18011751572767634,0,0,0,0.18011751572767634,1,0,0.0580296198905553,0,0,0,0
1697635800,365.67,367.91,362.02,363.37,71,0,,0,336.3491,0.07064872642401052,0,0,0,0.07064872642401052,1,-0.10946878930366583,-0.10338365741828925,0,0,0,0
1697722200,364.81,366.02,359.16,359.97,72,0,,0,336.82655000000005,0.019124482896401188,0,0,0,0.019124482896401188,1,-0.05152424352760933,-0.18437607664100764,0,0,0,0
1697808600,359.46,360.04,354.37,354.6,73,0,,0,337.27085000000005,-0.12677182743387588,0,0,0,-0.12677182743387588,1,-0.14589631033027706,-0.23484233687048167,0,0,0,0
1698067800,353.26,359.26,351.1199,355.67,74,0,,0,337.7413,-0.12677182743387588,0,0,0,-0.12677182743387588,1,0,-0.30688934316155225,0,0,0,0
1698154200,357.51,359.91,355.79,359.13,75,0,,0,338.19295000000005,-0.12677182743387588,0,0,0,-0.12677182743387588,1,0,-0.30688934316155225,0,0,0,0
1698240600,356.7,356.88,349.75,350.34,76,0,,0,338.59195000000005,-0.28937316550491177,0,0,0,-0.28937316550491177,1,-0.16260133807103588,-0.3600218919289223,0,1,0,0
1698327000,349.12,350.07,342.35,343.66,77,1,342.35,1,338.94610000000006,-0.16034029649548825,0,0,0,-0.16034029649548825,1,0.1290328690094235,-0.17946477939188943,0,1,0,0
1698413400,346.43,348.84,344.08,345.31,78,0,,0,339.28490000000005,-0.13437463466952573,0,0,0,-0.13437463466952573,1,0.02596566182596252,-0.00760280723564985,0,0,0,0
1698672600,347.83,350.54,346.45,349.2,79,0,,0,339.63565,-0.22395772444920958,0,0,0,-0.22395772444920958,1,-0.08958308977968385,-0.09718589701533373,0,1,0,0
1698759000,349.23,351.25,346.62,350.87,80,0,,0,339.98515,-0.22395772444920958,0,0,0,-0.22395772444920958,1,0,-0.09718589701533376,0,0,0,0
1698845400,351.72,357.5298,351.62,356.96,81,0,,0,340.3622500000001,-0.020640015810529173,0,0,0,-0.020640015810529173,1,0.2033177086386804,0.26873314969438256,0,1,0,0
1698931800,361.54,363.68,360.3,363.44,5,0,,0,340.79005000000006,0.19407469584244702,0,0,0,0.19407469584244702,1,0.2147147116529762,0.3544149923379352,0,0,0,0
1699018200,364.75,369.02,364.52,367.71,6,0,,0,341.25285,0.23276605156558577,0,0,0,0.23276605156558577,1,0.038691355723138754,0.3671406862351114,0,0,0,0
1699281000,368.49,369.78,366.91,369.21,7,0,,0,341.68550000000005,0.1007415128356183,0,0,0,0.1007415128356183,1,-0.13202453872996747,0.32469923728482786,0,0,0,0
