time,open,high,low,close,Risk Oscillator,SRI Bias Histogram,STH MVRV,MVRV SMA,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Stage 4 to 1,Stage 1 to 2,Stage 2 to 3,Stage 3 to 4,%K,%D,MTF RSI,Volume,STH-MVRV,NRPL,Deviation Dot,Max Risk,Median Risk,Min Risk,Displayed STH SOPR (Mirrored),Short-Term Risk Score,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,MVRV,Z-score,Plot,Plot
1726594200,237.07,237.64,236.9,237.36,0.04311438375894959,20,1.2034638344027422,,221.80425509318425,234.58868235294108,247.3731096126979,235.56098661685863,224.31393648421718,0,0,0,0,,,,172495,1.0625774929666074,50023.55000000353,249.22800000000004,263.4192847038367,188.8435435318154,120.91749376214435,0.06690449979048307,0.3697723640513494,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,1.844374769784391,1.529933514290172,,
1726666200,238.18,238.25,237.3,237.64,0.043461689864337724,10,1.2034638344027422,,221.80425509318425,234.58868235294108,247.3731096126979,235.56098661685863,224.31393648421718,0,0,0,0,,,,236390,1.0632266273407163,-127650.60000000484,249.522,263.4980160909241,188.90338293952803,120.95363387245453,0.06711931511840308,0.38471135593447764,-0.0013060000000000014,-0.0010448000000000011,-0.0007836000000000008,-0.0005224000000000006,-0.0002612000000000003,-0.0013060000000000014,0,1.9062164163975894,1.642446828043846,,
1726680600,237.64,240.29,235.3,235.54,0.033470191861540745,10,1.1853815482223042,,222.61261741465773,234.9254588235293,247.2383002324009,235.56098661685863,224.31393648421718,0,0,0,0,,,,1465356,1.053302890035995,-3077247.5999999917,247.317,263.5504871496936,188.95382620646456,120.9777196903497,0.06451158889879571,0.43875485505159123,-0.0013060000000000014,-0.0010448000000000011,-0.0007836000000000008,-0.0005224000000000006,-0.0002612000000000003,-0.0013060000000000014,0,1.9062164163975894,1.6417175750685862,,
1726752600,238.24,239.5,237.4,239.16,0.0484472866560336,10,1.1853815482223042,,222.61261741465773,234.9254588235293,247.2383002324009,235.56098661685863,224.31393648421718,0,0,0,0,,,,406451,1.0687956968847923,373934.9199999949,251.118,263.6306625681428,189.02413957781437,121.01452265514061,0.06418001940174856,0.37066512690899744,-0.012892999999999998,-0.010314399999999998,-0.007735799999999998,-0.005157199999999999,-0.0025785999999999995,-0.012892999999999998,0,1.9370239090935737,1.698415171469425,,
1726767000,239.15,239.36,238.91,239.12,0.04736327216048901,10,1.1853815482223042,,222.61261741465773,234.9254588235293,247.2383002324009,235.56098661685863,224.31393648421718,0,0,0,0,,,,185185,1.0679103088571484,-5555.55000000021,251.07600000000002,263.6866299227181,189.06649848210455,121.04021337955115,0.06391067320568622,0.38471298762896394,-0.012892999999999998,-0.010314399999999998,-0.007735799999999998,-0.005157199999999999,-0.0025785999999999995,-0.012892999999999998,0,1.9370239090935737,1.6976268773535814,,
1726839000,241.12,242.61,240.49,242.15,0.05976176695525614,10,1.1853815482223042,,222.61261741465773,234.9254588235293,247.2383002324009,235.56098661685863,224.31393648421718,0,0,0,0,,,,550445,1.0806551548804944,566958.3500000007,254.25750000000002,263.76969719693494,189.12828955828033,121.0783437944266,0.0654864738340517,0.4394063972915371,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,1.990883341550591,1.7965635827603783,,
1726853400,242.16,242.43,241.9,242.21,0.05914272014839416,65,1.2165393394452138,,222.61261741465773,234.9254588235293,247.2383002324009,237.682536056958,228.94487563987798,0,0,0,0,,,,201105,1.0801250776988465,10055.250000002286,254.3205,263.82861837232815,189.17127174335945,121.10539041277148,0.06808474980922985,0.4170227858316422,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,1.990883341550591,1.7956641880038795,,
1727098200,243,243.46,242.62,242.77,0.06069076191518313,35,1.2165393394452138,,222.61261741465773,234.9254588235293,247.2383002324009,237.682536056958,228.94487563987798,0,0,0,0,100,94.80265424866388,77.95243074207528,464648,1.081761199749378,-106869.03999999525,254.90850000000003,263.9848025256324,189.28399435343334,121.1770837073765,0.07082527934962557,0.442582217480157,-0.0021799999999999988,-0.001743999999999999,-0.0013079999999999993,-0.0008719999999999995,-0.00043599999999999976,-0.0021799999999999988,0,2.0044877609431424,1.8236334365116857,,
1727112600,242.77,242.91,242.59,242.66,0.05930441512893924,55,1.2165393394452138,,223.679006311694,235.77141176470576,247.86381721771752,239.90735491003244,228.94487563987798,0,0,0,0,,,,121369,1.0804218759268385,-13350.590000001655,254.793,264.04412228098914,189.33003182617276,121.20431328609313,0.07328174343335725,0.4398665220836542,-0.0021799999999999988,-0.001743999999999999,-0.0013079999999999993,-0.0008719999999999995,-0.00043599999999999976,-0.0021799999999999988,0,2.0044877609431424,1.8227004227245005,,
1727184600,243.38,245.34,243.15,244.96,0.06837564900789267,35,1.2165393394452138,,223.679006311694,235.77141176470576,247.86381721771752,239.90735491003244,228.94487563987798,0,0,0,0,,,,660232,1.0897955944402895,1043166.5600000082,257.208,264.1298689397811,189.3950204189533,121.24367362028906,0.07849498691968515,0.4798648033363524,-0.0005659999999999997,-0.00045279999999999973,-0.0003395999999999998,-0.00022639999999999987,-0.00011319999999999993,-0.0005659999999999997,0,1.994133594001413,1.8052584933240916,,
