time,open,high,low,close,F_net,Primary (STRF/LQD),Credit (STRC x0.5),Friction (STABLE x0.4),Self (MSTR x0.3),Into Bear,Into Bull,Into Strong Bear,DOI Score (0-10),LOI,VLT SRI Bias,T1 Trim 25%,T2 Trim 50%,T3 Trim 75%,VLT Peak,EXIT — LOI Rollover,CT4 Distribution,CRS,ATR,Histogram,MACD,Signal line,CMF,Up Trend,Down Trend,Volume,OnBalanceVolume,MTF RSI,LOI,Acc,Deep Acc,Trim 25%,Trim 50%,Trim 75%,Acc Enter,Deep Enter,Acc Bounce,Deep Bounce,Trim 25%,Trim 50%,Trim 75%,Exit 100%,CT4 Dist,IWM Trim,LT Fast TL,LT Slow TL,BP Entry,MIXED Watch,LT Exit,Time Stop,IBIT Disabled,CT1 Cross,CT2 Cross,CT3 Cross,CT4 Distribution,IWM CT3 Warning,LT Fast TL,LT Slow TL,VLT SRI Bias Histogram,ST SRI Bias Histogram,LT SRI Bias Histogram,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,STH MVRV,MVRV SMA,%K,%D,MTF RSI,Short-Term Risk Score
1754573400,111.965,112.515,110.99,110.99,-0.9293119259561322,,,,,0,0,0,1,16.64296064808217,3.9319295020897704,0,0,0,0,0,0,6.5,1.0195233987587775,0.021976797351709904,-0.14495879405568246,-0.16693559140739236,-0.014657012326398086,108.57678636781955,,410558,119255778,51.55882204674956,16.64296064808217,-40,-60,10,30,50,,,,,,,,,,,110.33935941672131,106.67207106975607,0,0,0,0,0,0,0,0,0,0,110.33935941672131,106.67207106975607,-10,-10,10,106.70688204602253,113.07651764705888,119.44615324809523,110.17762734832998,106.00941200279999,0,0,0,0,110.00508343696943,111.3852705882352,112.76545773950097,110.9064378489625,110.18853763552967,0,0,0,0,109.60137907110206,111.83011764705881,114.05885622301557,110.33935941672131,106.67207106975607,0,0,0,0,1.0967153602464714,,,,55.547651894671745,0.4865672308114607
1754587800,110.97,111.725,110.755,111.72,-0.6181917122493135,,,,,0,0,0,1,16.64296064808217,3.9319295020897704,0,0,0,0,0,0,6.5,1.0159860131331506,0.0986827079893014,-0.0435822064207656,-0.142264914410067,0.021840284443779244,108.57678636781955,,244180,119499958,55.38814547392726,16.64296064808217,-40,-60,10,30,50,,,,,,,,,,,110.33935941672131,106.67207106975607,0,0,0,0,0,0,0,0,0,0,110.33935941672131,106.67207106975607,-5,-5,10,106.70688204602253,113.07651764705888,119.44615324809523,110.17762734832998,106.00941200279999,0,0,0,0,110.04489286555379,111.42606470588234,112.80723654621089,110.9064378489625,110.18853763552967,0,0,0,0,109.76464410729713,112.02552941176461,114.28641471623209,110.33935941672131,106.67207106975607,0,0,0,0,1.0967153602464714,,,,,0.44918541456722794
1754659800,111.8125,112.42,111.7,111.82,-1.0137521802803473,,,,,0,0,0,1,16.707257543796903,3.9319295020897704,0,0,0,0,0,0,5.5,0.9948441550522112,0.14926614456873347,0.044317766300849826,-0.10494837826788364,-0.017764555191093268,109.00977195793385,,358666,119858624,55.90240703169504,16.707257543796903,-40,-60,10,30,50,,,,,,,,,,,110.7051558449478,106.67207106975607,0,0,0,0,0,0,0,0,0,0,110.7051558449478,106.67207106975607,-10,-10,10,106.70688204602253,113.07651764705888,119.44615324809523,110.17762734832998,106.00941200279999,0,0,0,0,110.09178842066154,111.47614117647062,112.8604939322797,111.11705732860734,110.18853763552967,0,0,0,0,109.76464410729713,112.02552941176461,114.28641471623209,110.7051558449478,106.67207106975607,0,0,0,0,1.0967153602464714,,,,56.221332331146,0.4551251450757413
1754674200,111.81,112.02,111.74,111.905,-0.7030919985223607,,,,,0,0,0,1,17.71408140398553,3.950494306515004,0,0,0,0,0,0,5.5,0.9437838582627677,0.17952738046008582,0.11946084730722362,-0.060066533152862187,-0.03205562312310128,109.05079476214046,,224082,120082706,56.36286880752591,17.71408140398553,-40,-60,10,30,50,,,,,,,,,,,110.79621614173723,106.67207106975607,0,0,0,0,0,0,0,0,0,0,110.79621614173723,106.67207106975607,-5,10,15,107.05220260921081,113.46475294117647,119.87730327314213,110.19730778834064,106.00941200279999,0,0,0,0,110.1609305744446,111.55324117647062,112.94555177849664,111.12968208436041,110.18853763552967,0,0,0,0,109.90307266857188,112.18861176470591,114.47415086083994,110.79621614173723,106.67207106975607,0,0,0,0,1.0966916405082123,,,,,0.44959728400786114
1754919000,112.22,112.745,112.075,112.2675,-0.492914982527365,,,,,0,1,0,1,17.77426816303464,3.950494306515004,0,0,0,0,0,0,5.5,0.936370725529713,0.21276493317154668,0.20588963331157117,-0.006875299859975509,-0.056199710245048516,109.61171528592641,,337500,120420206,58.35980953938081,17.77426816303464,-40,-60,10,30,50,,,,,,,,,,,111.13862927447029,106.67207106975607,0,0,0,0,0,0,0,0,0,0,111.13862927447029,106.67207106975607,10,10,10,107.05220260921081,113.46475294117647,119.87730327314213,110.19730778834064,106.00941200279999,0,0,0,0,110.20702828546207,111.58335882352948,112.95968936159689,111.63870547069851,110.18853763552967,0,0,0,0,109.90307266857188,112.18861176470591,114.47415086083994,111.13862927447029,106.67207106975607,0,0,0,0,1.0966916405082123,,71.99850400760234,74.61603426074194,57.25875204723576,0.46887310636399
1754933400,112.265,112.415,111.975,112.175,-0.5405973943116182,,,,,0,0,0,1,18.154346629519246,4.254557079702689,0,0,0,0,0,0,4.5,0.900915673706163,0.21660364481175914,0.2638792561547234,0.04727561134296427,-0.05296711259509482,109.61171528592641,,292344,120127862,57.63501683417157,18.154346629519246,-40,-60,10,30,50,,,,,,,,,,,111.13862927447029,106.67207106975607,0,0,0,0,0,0,0,0,0,0,111.13862927447029,106.67207106975607,-5,10,25,107.05220260921081,113.46475294117647,119.87730327314213,110.51964294631631,106.00941200279999,0,0,0,0,110.24810988514339,111.61486470588237,112.98161952662134,111.63870547069851,110.52246107482408,0,0,0,0,110.05118839222172,112.36554117647051,114.67989396071931,111.13862927447029,106.67207106975607,0,0,0,0,1.0966916405082123,,,,,0.4509200022495043
1755005400,112.95,113.265,112.2375,113.19,-0.5543493231258958,,,,,0,0,0,1,18.186767667659858,4.254557079702689,0,0,0,0,0,0,5,0.9144216970128659,0.27199887996850153,0.3872742113035912,0.11527533133508966,-0.019494725891240513,110.03883938160038,,303082,120430944,63.056814228207465,18.186767667659858,-40,-60,10,30,50,,,,,,,,,,,111.32307830298713,106.67207106975607,0,0,0,0,0,0,0,0,0,0,111.32307830298713,106.67207106975607,10,10,10,107.05220260921081,113.46475294117647,119.87730327314213,110.51964294631631,106.00941200279999,0,0,0,0,110.3375935910177,111.71274705882357,113.08790052662944,112.35301071034517,110.52246107482408,0,0,0,0,110.05118839222172,112.36554117647051,114.67989396071931,111.32307830298713,106.67207106975607,0,0,0,0,1.0966916405082123,,,,61.31029985401925,0.4721550677165497
1755019800,113.195,113.495,113.105,113.37,-0.5640989943262242,,,,,0,0,0,1,18.666759138697277,4.511296887834267,0,0,0,0,0,0,5,0.8769630043690898,0.3028971457314426,0.49389676349939293,0.19099961776795032,-0.012277586266600917,110.74183044344036,,304068,120735012,63.93821734932094,18.666759138697277,-40,-60,10,30,50,,,,,,,,,,,112.22803699563092,106.67207106975607,0,0,0,0,0,0,0,0,0,0,112.22803699563092,106.67207106975607,15,30,25,107.45764838093196,113.94041176470574,120.42317514847953,110.79181130729371,106.00941200279999,0,0,0,0,110.42814573234367,111.80285294117643,113.17756015000919,112.750300051267,110.7754995694795,0,0,0,0,110.23647156501853,112.60042352941169,114.96437549380484,112.22803699563092,106.67207106975607,0,0,0,0,1.109521381633469,,,,,0.44255228846763195
1755091800,113.79,114.825,113.68,114.69,-0.628940969084877,,,,,0,0,0,1,18.76057088538099,4.511296887834267,0,0,0,0,0,0,5,0.9182513611998689,0.38888322040247086,0.6771036432710389,0.288220422868568,0.07226658995547072,111.51364739909631,,1059128,121794140,69.65568468657752,18.76057088538099,-40,-60,10,30,50,,,,,,,,,,,112.76174863880014,106.67207106975607,0,0,0,0,0,0,0,0,0,0,112.76174863880014,106.67207106975607,10,10,10,107.45764838093196,113.94041176470574,120.42317514847953,110.79181130729371,106.00941200279999,0,0,0,0,110.56593936521827,111.99515882352952,113.42437828184077,113.72565412583737,110.7754995694795,0,0,0,0,110.23647156501853,112.60042352941169,114.96437549380484,112.76174863880014,106.67207106975607,0,0,0,0,1.109521381633469,,,,65.86390827430273,0.48083753314906147
1755106200,114.71,115.09,114.5125,114.91,-0.6427168652572054,,,,,0,0,0,1,20.5889861597292,5.853542173711087,0,0,0,0,0,0,5,0.8939119782570212,0.43380396062766063,0.8304753736531438,0.3966714130254832,0.088675382928411,112.1630326591867,,381380,122175520,70.49530147746253,20.5889861597292,-40,-60,10,30,50,,,,,,,,,,,113.61858802174298,106.67207106975607,0,0,0,0,0,0,0,0,0,0,113.61858802174298,106.67207106975607,15,45,35,107.45764838093196,113.94041176470574,120.42317514847953,112.21471764248703,106.00941200279999,0,0,0,0,110.71235585833217,112.20635882352953,113.70036178872688,114.30815330238019,112.20153531451668,0,0,0,0,110.48029989261848,112.95082352941178,115.42134716620508,113.61858802174298,106.67207106975607,0,0,0,0,1.109521381633469,,,,,0.4487614472562747
