time,open,high,low,close,VST SRI Bias Histogram,VLT SRI Bias Histogram,ST SRI Bias Histogram,LT SRI Bias Histogram,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,VST Reversal Support,VST Reversal Robust Fit,VST Reversal Resistance,VST Fast Trackline,VST Slow Trackline,VST Stage 4 to 1,VST Stage 1 to 2,VST Stage 2 to 3,VST Stage 3 to 4,Risk Oscillator,STH MVRV,MVRV SMA,%K,%D,MTF RSI,Volume,STH-MVRV,NRPL,Displayed STH SOPR (Mirrored),Short-Term Risk Score,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,MVRV,Z-score,Plot,Plot
1442237400,20.106,20.322,19.5208,20.095,-15,-15,-15,10,19.084147771313308,20.574611764705878,22.06507575809845,20.06344387126311,18.73217088513414,0,0,0,0,18.394496665023464,19.30992235294119,20.225348040858915,19.98962416960388,20.380776931385274,0,0,0,0,19.725763172376926,21.194571764705913,22.6633803570349,19.84644487373267,20.06881135687467,0,0,0,0,19.730249953724158,19.951803529411773,20.173357105099388,19.98962416960388,20.380776931385274,0,0,0,0,0.0724468679828313,1.210025098097412,,34.391012339706045,34.35684858223705,62.107144252862994,732850,1.1028710107687236,-8061.350000002041,0.09720890363401069,0.4303707239834193,0,0,0,0,0,0,0,0.8258644192576996,-0.2575332176249999,,0.1
1442323800,20.11201,20.869,20.11201,20.795,25,-10,-10,15,19.084147771313308,20.574611764705878,22.06507575809845,20.06344387126311,18.73217088513414,0,0,0,0,18.558026455720437,19.437877647058837,20.317728838397237,20.57547169682494,20.380776931385274,0,0,0,0,19.742274077052848,21.172274117647074,22.6022741582413,20.468796452756404,20.06881135687467,0,0,0,0,19.868563794847358,20.17667882352942,20.484793852211485,20.57547169682494,20.380776931385274,0,0,0,0,0.10795309993768945,1.210025098097412,,,,,876790,1.1396567196159302,598838.8021000002,0.10327555414413658,0.417475692048961,0,0,0,0,0,0,0,0.8279716406954246,-0.2544170051559812,,0.1
1442410200,20.78,21.141,20.76,20.987,5,-10,5,10,19.188200604940636,20.70106588235294,22.21393115976524,20.353347964028412,18.73217088513414,0,0,0,0,18.73779668405861,19.598303529411798,20.458810374764987,20.737503656956196,20.380776931385274,0,0,0,0,19.767639138666635,21.161056470588235,22.554473802509836,20.527025277559517,20.06881135687467,0,0,0,0,20.07629414818048,20.4906105882353,20.904927028290118,20.737503656956196,20.380776931385274,0,0,0,0,0.11611457897081004,1.2603098020824068,,,,,1021700,1.148517847301146,211491.8999999971,0.11308046128836802,0.4083360519438488,0,0,0,0,0,0,0,0.828310265448207,-0.25394630460119877,,0.1
1442496600,20.914,21.321,20.791,20.99,5,-10,5,10,19.188200604940636,20.70106588235294,22.21393115976524,20.425823109454953,18.73217088513414,0,0,0,0,18.926252358114148,19.770329411764706,20.614406465415264,20.96711812646621,20.380776931385274,0,0,0,0,19.7895448771524,21.13601764705883,22.482490416965256,20.758103428099787,20.06881135687467,0,0,0,0,20.297958688113994,20.80165529411765,21.30535190012131,20.96711812646621,20.380776931385274,0,0,0,0,0.11412096572366238,1.2603098020824068,,,,,822650,1.1472368041056429,62521.3999999975,0.11833323874406032,0.4290839193354155,0,0,0,0,0,0,0,0.8212798389990628,-0.2643771524806547,,0.1
1442583000,20.64,21.12,20.598,20.668,-15,-15,-15,15,19.260980921351113,20.773007058823552,22.28503319629599,20.425823109454953,18.73217088513414,0,0,0,0,19.112666414428897,19.91392941176471,20.71519240910052,20.96711812646621,20.380776931385274,0,0,0,0,19.786963697636242,21.08599058823531,22.385017478834374,20.758103428099787,20.06881135687467,0,0,0,0,20.410599202653856,20.938915294117656,21.467231385581456,20.96711812646621,20.380776931385274,0,0,0,0,0.09488055403032641,1.2379283208456835,,,,,1317460,1.1283833024603618,36888.87999999828,0.12340499021919271,0.41583244904483135,0,0,0,0,0,0,0,0.8377710897203193,-0.24007062254634795,,0.1
1442842200,20.801,21.103,20.638,20.85,-10,-10,-10,10,19.260980921351113,20.773007058823552,22.28503319629599,20.425823109454953,18.73217088513414,0,0,0,0,19.343317567151654,20.09185882352941,20.840400079907166,20.96711812646621,20.380776931385274,0,0,0,0,19.793976860015363,21.047549411764717,22.30112196351407,20.758103428099787,20.06881135687467,0,0,0,0,20.53683315234327,21.083425882352955,21.63001861236264,20.96711812646621,20.380776931385274,0,0,0,0,0.10326946099863103,1.2379283208456835,,40.54400997432295,35.68012317185039,60.95479653454705,939530,1.1369913135869,46036.97000000286,0.12985391214344832,0.4130339928994356,0,0,0,0,0,0,0,0.8297902136173103,-0.25194990184008126,,0.1
1442928600,20.691,20.841,20.56,20.707,-30,-15,-15,10,19.35851360676079,20.888955294117665,22.419396981474538,20.425823109454953,18.73217088513414,0,0,0,0,19.615407241247194,20.27701411764706,20.938620994046925,20.789178659912796,20.380776931385274,0,0,0,0,19.788524819518575,20.995887058823527,22.20324929812848,20.758103428099787,20.06881135687467,0,0,0,0,20.568587376089088,21.081890588235293,21.595193800381498,20.789178659912796,20.380776931385274,0,0,0,0,0.09425801226792874,1.2370876732556206,,,,,831370,1.1280328148866152,13301.920000001488,0.13309854467504523,0.404178236038305,0,0,0,0,0,0,0,0.8153921487076903,-0.2733331542036219,,0.1
1443015000,20.788,20.885,20.659,20.828,-10,-10,-10,15,19.35851360676079,20.888955294117665,22.419396981474538,20.425823109454953,18.73217088513414,0,0,0,0,19.87349540337618,20.469802352941173,21.066109302506167,20.789178659912796,20.380776931385274,0,0,0,0,19.789108660729223,20.960968235294125,22.132827809859027,20.758103428099787,20.06881135687467,0,0,0,0,20.6013155189098,21.09599529411763,21.590675069325457,20.789178659912796,20.380776931385274,0,0,0,0,0.09916525607653207,1.2370876732556206,,,,,624230,1.1334205895694147,24969.199999999466,0.13746277021800113,0.4061991687905025,0,0,0,0,0,0,0,0.8298096852582281,-0.2520552938616747,,0.1
1443101400,20.699,20.91,20.38975,20.519,-30,-15,-15,10,19.438971016023828,20.981155294117656,22.523339572211484,20.425823109454953,18.73217088513414,0,0,0,0,20.111718534914836,20.625251764705876,20.625251764705876,20.65566786695422,20.380776931385274,0,0,0,0,19.765680463099176,20.904247058823547,22.042813654547917,20.758103428099787,20.06881135687467,0,0,0,0,20.565109977978143,21.02041411764703,21.02041411764703,20.65566786695422,20.380776931385274,0,0,0,0,0.0814947597391319,1.2228889708733608,,,,,1296800,1.1155698431405552,-233424.00000000425,0.1340217878643759,0.41959607893198364,0,0,0,0,0,0,0,0.827533488122711,-0.2552856983517076,,0.1
1443187800,20.731,21.4584,20.345,20.519,-15,-15,-15,10,19.438971016023828,20.981155294117656,22.523339572211484,20.425823109454953,18.73217088513414,0,0,0,0,20.29517437975003,20.76990823529409,20.76990823529409,20.65566786695422,20.380776931385274,0,0,0,0,19.741957145146003,20.85599411764706,21.97003109014812,20.758103428099787,20.06881135687467,0,0,0,0,20.53989925306561,20.93261529411765,20.93261529411765,20.65566786695422,20.380776931385274,0,0,0,0,0.0800039265214151,1.2228889708733608,,,,,1252620,1.1146334753299174,-265555.44000000414,0.12918116329705764,0.4373208235665508,0,0,0,0,0,0,0,0.8445432924717655,-0.2302117987423003,,0.1
