time,open,high,low,close,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,STH MVRV,MVRV SMA
1617730200,69.069,70.515,69.069,70.449,64.08661494006314,88.34499294117649,112.60337094228983,70.23294565023205,52.860131934744395,55.98281201777666,70.5153258823529,70.5153258823529,68.65440498116403,78.11626928567534,62.037883405418604,67.82402117647065,73.6101589475227,70.31645966593915,70.80632460269919,61.72245106439736,66.48767764705883,71.2529042297203,70.31645966593915,70.23294565023205,3.1458954514963184,
1617802200,68.534,69.053,65.558,65.573,64.08661494006314,88.34499294117649,112.60337094228983,70.23294565023205,52.860131934744395,55.98281201777666,70.5153258823529,70.5153258823529,68.65440498116403,78.11626928567534,62.02746494707906,67.74963764705879,67.74963764705879,68.27093480362822,70.80632460269919,62.067195309295414,66.68991294117643,66.68991294117643,68.27093480362822,70.23294565023205,3.1458954514963184,
1617816600,65.821,66,65.296,65.614,64.08661494006314,88.34499294117649,112.60337094228983,70.23294565023205,52.860131934744395,54.62949366314382,68.99326117647055,68.99326117647055,68.65440498116403,78.11626928567534,61.853587861539424,67.57424235294114,67.57424235294114,67.20421929496516,70.80632460269919,62.69303529211748,67.02404235294112,67.02404235294112,67.20421929496516,70.23294565023205,3.1458954514963184,
1617888600,66.806,70.253,66.806,69.339,64.08661494006314,88.34499294117649,112.60337094228983,70.23294565023205,52.860131934744395,54.62949366314382,68.99326117647055,68.99326117647055,68.65440498116403,78.11626928567534,62.06734689167196,67.73710117647063,73.4068554612693,67.41449458750454,70.80632460269919,64.27836479675456,68.1454705882353,72.01257637971604,67.41449458750454,70.23294565023205,3.1458954514963184,
1617903000,69.916,69.923,68.818,68.818,64.1417090297609,87.87309529411763,111.60448155847436,70.23294565023205,52.860131934744395,53.55109330830612,67.66818705882359,67.66818705882359,68.65440498116403,78.11626928567534,62.14845391795866,67.7970305882353,73.44560725851194,68.29524497411136,70.80632460269919,65.60279010647275,69.14799529411759,72.69320048176243,68.29524497411136,70.23294565023205,2.9666030231347835,
1617975000,70.688,71.809,70,70.06,64.1417090297609,87.87309529411763,111.60448155847436,70.23294565023205,52.860131934744395,53.55109330830612,67.66818705882359,67.66818705882359,68.65440498116403,78.11626928567534,61.99695397007693,67.58259999999991,73.1682460299229,68.40910867642954,70.80632460269919,66.69575440671707,70.12271294117643,73.54967147563579,68.40910867642954,70.23294565023205,2.9666030231347835,
1617989400,70.353,71.044,70.345,71.044,64.1417090297609,87.87309529411763,111.60448155847436,70.23294565023205,52.860131934744395,52.61486130557357,66.3957388235294,80.17661634148523,68.65440498116403,78.11626928567534,61.92187806304292,67.45716235294115,72.99244664283938,69.18837431794181,70.80632460269919,67.48913847973363,70.97788705882354,74.46663563791346,69.18837431794181,70.23294565023205,2.9666030231347835,
1618234200,74.467,74.5,70.654,71.374,64.1417090297609,87.87309529411763,111.60448155847436,70.23294565023205,52.860131934744395,52.61486130557357,66.3957388235294,80.17661634148523,68.65440498116403,78.11626928567534,61.819066276833006,67.22705411764709,72.63504195846116,69.18837431794181,70.80632460269919,68.11023620758954,71.6910376470587,75.27183908652788,69.18837431794181,70.23294565023205,2.9666030231347835,
1618248600,71.346,71.862,70.8,71.862,64.33387473986373,87.5691058823529,110.80433702484207,70.23294565023205,52.860131934744395,51.7522511489321,65.29239529411763,78.83253943930315,68.65440498116403,78.11626928567534,61.743013910596645,67.0307976470589,72.31858138352116,69.53927053557724,70.80632460269919,68.58431310191462,72.24249176470587,75.90067042749713,69.53927053557724,70.23294565023205,2.9666030231347835,
1618320600,74.4,83.063,74.079,81.712,64.33387473986373,87.5691058823529,110.80433702484207,70.23294565023205,52.860131934744395,51.7522511489321,65.29239529411763,78.83253943930315,70.64173751118439,78.11626928567534,62.21373336992806,67.65083764705885,73.08794192418964,76.05813122710487,70.80632460269919,69.48406629126261,73.77846823529416,78.0728701793257,76.05813122710487,70.23294565023205,2.9666030231347835,
