time,open,high,low,close,BTC 50 SMA,200-Week SMA,AB4 Entry,MTF SMA,LT Fast TL,LT Slow TL,BP Entry,MIXED Watch,LT Exit,Time Stop,IBIT Disabled,CT1 Cross,CT2 Cross,CT3 Cross,CT4 Distribution,IWM CT3 Warning,QQQ LT+ST Entry,QQQ LOI Caution,LT Fast TL,LT Slow TL,Fast Trackline,Slow Trackline,Green T,Yellow T,Red T,B Exhaust,Fast Trackline,B Exhaust,Fast Trackline,Yellow T,DOI Score (0-10),LOI,VLT SRI Bias,T1 Trim 25%,T2 Trim 50%,T3 Trim 75%,VLT Peak,EXIT — LOI Rollover,CT4 Distribution,ATR,LOI,Acc,Deep Acc,Trim 25%,Trim 50%,Trim 75%,Acc Enter,Deep Enter,Acc Bounce,Deep Bounce,Trim 25%,Trim 50%,Trim 75%,Exit 100%,CT4 Dist,IWM Trim,VLT SRI Bias Histogram,ST SRI Bias Histogram,LT SRI Bias Histogram,F_net,Primary (STRF/LQD),Credit (STRC x0.5),Friction (STABLE x0.4),Self (MSTR x0.3),Multiplier,dF_net (ROC),dF_net_5bar (momentum),Into Bear,Into Bull,Into Strong Bear,Bounce Exhaustion,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,STH MVRV,MVRV SMA,%K,%D,MTF RSI,Short-Term Risk Score
1549290600,167.51,169.53,167.33,169.53,3679.132000000004,135.06804999999994,0,135.06804999999994,167.19190465753738,164.1629842668364,0,0,0,1,0,0,0,0,0,0,0,0,167.19190465753738,164.1629842668364,167.19190465753738,,0,0,0,0,167.19190465753738,0,167.19190465753738,0,0,8.836197032229407,-1.5719385472172689,0,0,0,0,0,0,3.2106625247447846,8.836197032229407,-40,-60,10,30,50,,,,,,,,,,,20,45,35,0.2814010863630019,0,0,0,0.2814010863630019,1,0.15071712622856578,0.03972397913030784,0,0,0,0,144.52958270179752,154.5109411764706,164.49229965114367,164.1370226245182,166.7583615910763,0,0,0,0,163.5240644047619,168.0837176470589,172.6433708893559,167.96795079681465,164.11933747525524,0,0,0,0,155.30315347345163,161.20268235294117,167.1022112324307,167.19190465753738,164.1629842668364,0,0,0,0,0.996915313427357,,99.8375978677319,97.59707531854905,51.707537350785536,0.5104417705153828
1549377000,169.75,171.23,169.69,171.03,3683.4738000000043,135.06804999999994,0,135.06804999999994,168.52720350573378,164.1629842668364,0,0,0,1,0,0,0,0,0,0,0,0,168.52720350573378,164.1629842668364,168.52720350573378,,0,0,0,0,168.52720350573378,0,168.52720350573378,0,0,10.822681140227967,-0.10476099896005579,0,0,0,0,0,0,3.102758058691585,10.822681140227967,-40,-60,10,30,50,,,,,10.822681140227967,,,,,,35,45,50,0.14365223773880265,0,0,0,0.14365223773880265,1,-0.13774884862419923,0.042538221621985006,0,0,0,0,145.52913270924594,155.3064705882354,165.08380846722488,166.58366386562406,166.7583615910763,0,0,0,0,164.25897942925116,168.88025882352952,173.50153821780788,169.91094056403122,166.5872419413084,0,0,0,0,155.85963915385244,161.92164705882368,167.98365496379492,168.52720350573378,164.1629842668364,0,0,0,0,1.0175507755328606,,,,,0.5034530651199731
1549463400,171.06,171.37,169.75,170.52,3682.167000000004,135.06804999999994,0,135.06804999999994,168.52720350573378,164.1629842668364,0,0,0,0,0,0,0,1,0,0,0,0,168.52720350573378,164.1629842668364,168.52720350573378,,0,0,0,0,168.52720350573378,0,168.52720350573378,0,1,18.45526905873452,0.001309335845188151,0,0,0,0,0,0,2.9968467687850437,18.45526905873452,-40,-60,10,30,50,,,,,,,,,,,20,45,35,0.13634566037112344,0,0,0,0.13634566037112344,1,-0.007306577367679201,-0.13648626690851967,0,0,0,0,145.52913270924594,155.3064705882354,165.08380846722488,166.76054501807945,166.7583615910763,0,0,0,0,164.93591037626035,169.60258823529412,174.2692660943279,169.91094056403122,166.75315323121495,0,0,0,0,156.41966661560113,162.62148235294123,168.82329809028133,168.52720350573378,164.1629842668364,0,0,0,0,1.0175507755328606,,,,,0.5115185853438519
1549549800,169.03,169.4499,166.95,168.23,3676.116200000004,135.06804999999994,0,135.06804999999994,168.52720350573378,164.1629842668364,0,0,0,0,0,0,0,0,0,0,0,0,168.52720350573378,164.1629842668364,168.52720350573378,,1,0,0,0,168.52720350573378,0,168.52720350573378,1,1,18.45526905873452,0.001309335845188151,0,0,0,0,0,0,3.0377862853003994,18.45526905873452,-40,-60,10,30,50,,,,,,,,,,,5,15,10,0.09706225578423927,0,0,0,0.09706225578423927,1,-0.039283404586884174,-0.0628004721519406,0,0,0,0,146.46228512743622,155.9681647058824,165.47404428432858,166.76054501807945,166.7583615910763,0,0,0,0,165.30606196010135,169.84007058823536,174.37407921636938,169.0011306217367,166.75315323121495,0,0,0,0,156.8046776406175,163.07322352941208,169.34176941820664,168.52720350573378,164.1629842668364,0,0,0,0,1.0003191734634904,,,,,0.518443063927589
1549636200,166.73,168.59,166.57,168.56,3669.612800000004,135.37209999999993,0,135.37209999999993,168.52720350573378,164.1629842668364,0,0,0,0,0,0,0,0,0,0,0,0,168.52720350573378,164.1629842668364,168.52720350573378,,0,0,0,0,168.52720350573378,0,168.52720350573378,0,1,18.302988778565883,0.001309335845188151,0,0,0,0,0,0,2.9650872649218,18.302988778565883,-40,-60,10,30,50,,,,,,,,,,,15,25,15,0.0815345535543233,0,0,0,0.0815345535543233,1,-0.015527702229915966,-0.04914940658011273,0,0,0,0,146.46228512743622,155.9681647058824,165.47404428432858,166.76054501807945,166.7583615910763,0,0,0,0,165.74027379385814,169.56929411764713,173.39831444143613,168.64150655100423,166.75315323121495,0,0,0,0,157.33312903111423,163.67656470588236,170.0200003806505,168.52720350573378,164.1629842668364,0,0,0,0,1.0003191734634904,,,,,0.493318596233963
1549895400,169.14,169.58,167.98,168.4,3649.6164000000035,135.37209999999993,0,135.37209999999993,168.52720350573378,164.1629842668364,0,0,0,0,0,0,0,0,0,0,0,0,168.52720350573378,164.1629842668364,168.52720350573378,,1,0,0,0,168.52720350573378,0,168.52720350573378,1,1,18.302988778565883,0.001309335845188151,0,0,0,0,0,0,2.8675810317131014,18.302988778565883,-40,-60,10,30,50,,,,,,,,,,,15,25,20,0.13589092259053884,0,0,0,0.13589092259053884,1,0.05435636903621553,-0.145510163772463,0,0,0,0,147.37810660437023,156.63414117647056,165.8901757485709,166.76054501807945,166.7583615910763,0,0,0,0,166.05529558865504,169.69830588235294,173.34131617605084,168.64150655100423,166.75315323121495,0,0,0,0,157.8665381435269,164.27614117647067,170.68574420941445,168.52720350573378,164.1629842668364,0,0,0,0,1.0007978930409251,,100,99.89173191182128,54.70908222960429,0.49739915423563974
1549981800,169.59,171.14,169.33,170.89,3642.5138000000034,135.37209999999993,0,135.37209999999993,169.19993745727186,164.1629842668364,0,0,0,0,0,0,0,0,0,0,0,0,169.19993745727186,164.1629842668364,169.19993745727186,,0,0,0,0,169.19993745727186,0,169.19993745727186,0,1,18.379825598069818,0.001309335845188151,0,0,0,0,0,0,2.85846810087645,18.379825598069818,-40,-60,10,30,50,,,,,,,,,,,15,15,10,0.2283331110349361,0,0,0,0.2283331110349361,1,0.09244218844439725,0.08468087329613347,0,0,0,0,147.37810660437023,156.63414117647056,165.8901757485709,166.76054501807945,166.7583615910763,0,0,0,0,166.56834179121643,170.22755294117655,173.88676409113668,169.92609208556235,166.75315323121495,0,0,0,0,158.80336421145927,165.26778823529412,171.73221225912897,169.19993745727186,164.1629842668364,0,0,0,0,1.0007978930409251,,,,,0.5168705564084096
1550068200,171.62,172.16,170.82,171.01,3633.5126000000037,135.37209999999993,0,135.37209999999993,169.45708478175246,164.1629842668364,0,0,0,0,0,0,0,0,0,0,0,0,169.45708478175246,164.1629842668364,169.45708478175246,,0,0,0,0,169.45708478175246,0,169.45708478175246,0,1,19.396337516328146,0.7910226487887518,0,0,0,0,0,0,2.7500060936709896,19.396337516328146,-40,-60,10,30,50,,,,,,,,,,,30,45,30,0.10573204783141597,0,0,0,0.10573204783141597,1,-0.12260106320352011,-0.030613612539707444,0,0,0,0,148.67673898962968,157.61195294117675,166.54716689272382,168.07745800001075,166.7583615910763,0,0,0,0,167.07746699983826,170.77689411764703,174.4763212354558,170.53810288337482,168.06999390632902,0,0,0,0,159.70859982856751,166.24160000000006,172.7746001714326,169.45708478175246,164.1629842668364,0,0,0,0,1.0156400572143032,,,,,0.5086322765083207
1550154600,170.38,171.83,169.83,171.22,3629.4114000000036,135.37209999999993,0,135.37209999999993,169.6885514815999,164.1629842668364,0,0,0,0,0,0,0,0,0,0,0,0,169.6885514815999,164.1629842668364,169.6885514815999,,0,0,0,0,169.6885514815999,0,169.6885514815999,0,1,18.285184969367833,0.7910226487887518,0,0,0,0,0,0,2.6964342298373474,18.285184969367833,-40,-60,10,30,50,,,,,,,,,,,15,15,10,0.17622007971902662,0,0,0,0.17622007971902662,1,0.07048803188761064,0.07915782393478737,0,0,0,0,148.67673898962968,157.61195294117675,166.54716689272382,168.07745800001075,166.7583615910763,0,0,0,0,167.5905959038587,171.37736470588246,175.1641335079062,170.53810288337482,168.06999390632902,0,0,0,0,160.6930538811402,167.2737882352942,173.8545225894482,169.6885514815999,164.1629842668364,0,0,0,0,1.0156400572143032,,,,,0.5231937359498153
1550241000,172.51,172.5623,171.1392,171.94,3624.420400000003,135.70174999999995,0,135.70174999999995,169.88492449178767,164.1629842668364,0,0,0,0,0,0,0,0,0,0,0,0,169.88492449178767,164.1629842668364,169.88492449178767,,0,0,0,0,169.88492449178767,0,169.88492449178767,0,1,18.370151545236112,1.0711806592802502,0,0,0,0,0,0,2.605481784848966,18.370151545236112,-40,-60,10,30,50,,,,,,,,,,,40,30,30,0.09439460890662205,0,0,0,0.09439460890662205,1,-0.08182547081240457,0.012860055352298769,0,0,0,0,150.02364160389396,158.6610352941178,167.29842898434163,168.54464490817253,166.7583615910763,0,0,0,0,168.07393786219833,171.90576470588235,175.73759154956636,170.7432563288313,168.53371821515103,0,0,0,0,161.9073963609271,168.4759294117647,175.0444624626023,169.88492449178767,164.1629842668364,0,0,0,0,1.020527964795201,,,,,0.5025713742290228
