time,open,high,low,close,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,SRI Bias Histogram
1752082200,401.71,416.35,401.3,415.54,369.5568984165466,385.34199999999976,401.12710158345294,389.9380785780324,335.02926136904335,383.2302022522066,394.8372588235297,406.44431539485277,403.1775433952031,385.75541244240026,394.2103688691481,407.29034117647035,420.3703134837926,403.1775433952031,385.70580989123346,15
1752154200,412.5,419.5,411.26,419.47,369.5568984165466,385.34199999999976,401.12710158345294,400.12107296531576,335.02926136904335,384.58263264563436,397.0081411764706,409.4336497073068,404.98726956014957,385.75541244240026,396.46155042072473,410.0646235294116,423.6676966380985,404.98726956014957,385.70580989123346,10
1752168600,419.34,422.4,416.88,421.74,370.94298081462915,387.1522823529409,403.3615838912527,406.1424248963647,335.02926136904335,386.57851214983145,399.9642941176469,413.3500760854623,412.14739059012896,394.9243587746168,398.8607743589324,412.9873529411763,427.1139315234202,412.14739059012896,395.0052449450359,60
1752240600,430.74,438.85,423.41,431.76,370.94298081462915,387.1522823529409,403.3615838912527,412.2172516894815,335.02926136904335,388.69913905376524,403.50327058823524,418.30740212270524,419.7125769765483,394.9243587746168,401.77992513793515,416.89557647058814,432.0112278032411,419.7125769765483,395.0052449450359,25
1752255000,431.77,435,425.92,434.58,372.9792544846832,390.32404705882334,407.66883963296345,414.8781622830899,347.4632901276991,390.8647514948505,407.064082352941,423.2634132110315,420.12584971482386,407.1654760050013,404.5681261222046,420.1779058823527,435.78768564250083,420.12584971482386,407.09415602039047,45
1752499800,447.07,456.44,440.65,448.7,372.9792544846832,390.32404705882334,407.66883963296345,428.83543640572634,347.4632901276991,393.13991765914636,411.32924705882334,429.5185764585003,434.13828902090785,407.1654760050013,408.2650959347372,426.054305882353,443.8435158299688,434.13828902090785,407.09415602039047,25
1752514200,448.82,451.98,445,451.24,375.3690180540906,394.5937176470586,413.81841724002663,433.5307623767459,347.4632901276991,395.5157061492392,415.5017764705886,435.487846791938,438.60843330136106,423.9200848617869,412.1226971013903,431.75456470588256,451.3864323103748,438.60843330136106,423.9381448760768,45
1752586200,445.05,456.66,441.04,448.13,375.3690180540906,394.5937176470586,413.81841724002663,433.5307623767459,347.4632901276991,397.76535075025754,419.0052941176471,440.2452374850367,438.60843330136106,423.9200848617869,415.7242388543023,436.5827058823533,457.4411729104043,438.60843330136106,423.9381448760768,25
1752600600,448.15,451.3,441.25,441.91,377.67188009620713,398.07983529411706,418.487790492027,433.5307623767459,347.4632901276991,399.93467023333824,422.08942352941204,444.24417682548585,438.60843330136106,424.3664359430879,419.0238575227048,440.7486588235292,462.47346012435355,438.60843330136106,424.4061345277857,75
1752672600,448.48,455.04,445.6,453.5,377.67188009620713,398.07983529411706,418.487790492027,433.85062862307245,347.4632901276991,402.4276907596486,425.8900000000002,449.3523092403518,439.65336915513905,424.3664359430879,422.9161348346477,445.89825882352926,468.8803828124108,439.65336915513905,424.4061345277857,40
1752687000,453.59,457.22,450.45,455.86,380.7755378057236,402.989129411764,425.2027210178044,439.05629800713865,347.4632901276991,405.3964848212645,430.29231764705867,455.18815047285284,446.29637442458414,429.03227623286733,426.70789340870886,450.7143764705883,474.7208595324678,446.29637442458414,429.06069634722957,60
1752759000,451.57,456.03,446.6,450.53,380.7755378057236,402.989129411764,425.2027210178044,439.05629800713865,347.4632901276991,408.2461461968209,434.220870588235,460.1955949796491,446.29637442458414,429.03227623286733,430.1178877115588,454.8700705882351,479.62225346491135,446.29637442458414,429.06069634722957,40
1752773400,450.68,455.38,448.82,451.47,383.52420594628495,407.08597647058775,430.64774699489055,439.05629800713865,347.4632901276991,411.01628693331,437.9978941176465,464.979501301983,446.29637442458414,430.5599707876625,433.05625768217993,458.0144470588235,482.9726364354671,446.29637442458414,430.5685037509989,60
1752845400,451.88,454.34,426.41,428.54,383.52420594628495,407.08597647058775,430.64774699489055,439.05629800713865,347.4632901276991,412.64555216634346,439.8974352941179,467.1493184218923,442.59657267991645,430.5599707876625,433.2888712320722,457.95592941176494,457.95592941176494,442.59657267991645,430.5685037509989,10
1752859800,428.52,429.77,422.31,423.12,384.9857364279606,408.8096941176463,432.633651807332,439.05629800713865,377.2409122614349,413.8133022600118,441.19587058823544,441.19587058823544,437.18467463135096,430.5599707876625,432.91395817448176,457.36974117647065,457.36974117647065,437.18467463135096,430.5685037509989,25
1753104600,430,437,425.55,431.2,384.9857364279606,408.8096941176463,432.633651807332,439.05629800713865,377.2409122614349,415.33784185635693,442.9611764705887,470.5845110848205,437.18467463135096,430.5599707876625,432.59871637560474,455.72296470588253,455.72296470588253,437.18467463135096,430.5685037509989,10
1753119000,431.37,433.86,425.02,425.96,386.78131754877364,410.9576941176466,435.1340706865196,439.05629800713865,377.2409122614349,416.5820895967595,444.3542000000001,472.1263104032407,437.18467463135096,430.5599707876625,431.62329174497876,452.65960000000024,452.65960000000024,437.18467463135096,430.5685037509989,15
1753191000,428.845,433.9,413.6,422.46,386.78131754877364,410.9576941176466,435.1340706865196,439.05629800713865,377.2409122614349,417.2626361191093,444.97336470588243,444.97336470588243,434.640115116511,430.5599707876625,429.76877373564423,449.53912941176486,449.53912941176486,434.640115116511,430.5685037509989,10
1753205400,422.4,430.2,422.21,426.23,389.5068463376264,413.9114823529405,438.31611836825454,439.05629800713865,377.2409122614349,418.06156069932865,445.69841176470624,473.3352628300838,434.640115116511,430.5599707876625,428.6454879862555,447.8341647058822,447.8341647058822,434.640115116511,430.5685037509989,15
1753277400,422.83,423.97,406.1,409.82,389.5068463376264,413.9114823529405,438.31611836825454,436.5766415011297,377.2409122614349,417.7800927685563,445.2564705882357,445.2564705882357,428.01299609128154,430.5599707876625,424.7343343467004,443.6786117647059,443.6786117647059,428.01299609128154,430.5685037509989,-10
1753291800,409.765,413.21,407.58,412.8,391.47894060426836,415.8368941176469,440.1948476310255,425.31830996533466,377.2409122614349,417.6254747518813,444.91196470588227,444.91196470588227,421.0777820847614,430.5599707876625,420.6705175200787,439.18640000000005,439.18640000000005,421.0777820847614,430.5685037509989,-5
1753363800,414.39,415.4,406.15,413.63,391.47894060426836,415.8368941176469,440.1948476310255,425.31830996533466,377.2409122614349,417.49009981362633,444.5891529411765,444.5891529411765,421.0777820847614,430.5599707876625,416.658717390732,434.38242352941205,434.38242352941205,421.0777820847614,430.5685037509989,-10
1753378200,413.68,419.95,413.39,414.87,393.03970775662833,417.49971764705856,441.9597275374888,425.31830996533466,377.2409122614349,417.19560482799835,443.84695294117637,443.84695294117637,421.0777820847614,430.5599707876625,413.21999063577334,429.9236941176471,429.9236941176471,421.0777820847614,430.5685037509989,-5
1753450200,405.7,408.02,402.22,406.23,393.03970775662833,417.49971764705856,441.9597275374888,419.6229617324491,377.2409122614349,416.23659618914695,442.4945176470589,442.4945176470589,415.0298216429457,430.5599707876625,407.4046243978318,423.4968235294117,423.4968235294117,415.0298216429457,430.5685037509989,-10
1753464600,406.12,410.9,405.31,405.74,394.856979014783,419.10621176470596,419.10621176470596,419.6229617324491,377.2409122614349,415.1202239916434,440.81102352941207,440.81102352941207,415.0298216429457,427.7708550379165,402.0706266400491,417.89376470588206,417.89376470588206,415.0298216429457,427.7131465163517,-35
1753709400,416.7,417.06,404.57,406.21,394.856979014783,419.10621176470596,419.10621176470596,419.6229617324491,377.2409122614349,413.9852633017213,439.054823529412,439.054823529412,415.0298216429457,427.7708550379165,396.9483899330841,413.0492941176473,413.0492941176473,415.0298216429457,427.7131465163517,-20
1753723800,406.14,407.42,403.47,403.75,396.28452505234793,420.39301176470605,420.39301176470605,418.16482395269344,377.2409122614349,412.59179923670644,436.9630705882353,436.9630705882353,413.4341763881022,427.7708550379165,391.5658972770698,408.2179529411765,408.2179529411765,413.4341763881022,427.7131465163517,-15
1753795800,405.93,407.09,390.49,395.75,396.28452505234793,420.39301176470605,420.39301176470605,418.16482395269344,377.2409122614349,410.47233861731854,434.25562352941176,434.25562352941176,404.131101069333,427.7708550379165,384.5160227043375,402.40592941176493,402.40592941176493,404.131101069333,427.7131465163517,-20
1753810200,395.72,400.8,393.32,394.65,396.1010651735542,420.21178823529425,420.21178823529425,411.6999757551285,377.2409122614349,408.21122376452075,431.3273882352936,431.3273882352936,403.46130653427184,423.5873637826933,378.64905697712095,397.65898823529415,397.65898823529415,403.46130653427184,423.67414163909916,-40
1753882200,396.38,403.77,394.38,402.39,396.1010651735542,420.21178823529425,420.21178823529425,411.6999757551285,377.2409122614349,406.6113521926575,428.90456470588214,428.90456470588214,403.46130653427184,423.5873637826933,374.7635297892007,394.3306352941175,394.3306352941175,403.46130653427184,423.67414163909916,-10
1753896600,402.49,404.36,392.58,395.07,396.0677330524742,420.17644705882395,420.17644705882395,411.6999757551285,377.2409122614349,404.3841729626001,426.35703529411745,426.35703529411745,402.68730284062207,420.63540922678663,371.3353222584745,391.31611764705883,391.31611764705883,402.68730284062207,420.60098866487783,-40
1753968600,398.84,410.53,397.03,406.52,396.0677330524742,420.17644705882395,420.17644705882395,411.6999757551285,377.2409122614349,403.11605120293734,424.53362352941133,424.53362352941133,402.68730284062207,420.63540922678663,371.3437858860526,390.8159764705881,390.8159764705881,402.68730284062207,420.60098866487783,-10
1753983000,406.31,410.8,401.65,401.72,397.2226251991576,421.2266588235297,421.2266588235297,411.6999757551285,377.2409122614349,401.46843977429114,422.5755529411767,422.5755529411767,402.68730284062207,420.63540922678663,370.7082756457486,389.8761882352942,389.8761882352942,402.68730284062207,420.60098866487783,-15
1754055000,390.39,392.58,373.59,374.72,397.2226251991576,421.2266588235297,421.2266588235297,404.8456104005194,377.2409122614349,397.1184744424911,418.62962352941156,418.62962352941156,394.99066934494243,420.63540922678663,364.9361596913477,385.24199999999996,385.24199999999996,394.99066934494243,420.60098866487783,-20
1754069400,374.64,376.24,365.73,366.59,395.52276014122236,419.7085647058821,419.7085647058821,388.38020965762513,377.2409122614349,391.83311741390344,413.9928941176469,413.9928941176469,383.7149138739554,410.276347751668,359.7460833364425,380.7790588235294,380.7790588235294,383.7149138739554,410.19774022634874,-40
1754314200,372.77,387.72,366.21,385.86,395.52276014122236,419.7085647058821,419.7085647058821,388.38020965762513,377.2409122614349,388.7347982041548,410.9094117647059,410.9094117647059,383.7149138739554,410.276347751668,359.7129144312253,379.6911529411766,379.6911529411766,383.7149138739554,410.19774022634874,-25
1754328600,385.67,390.01,384.18,389.19,395.31465570836093,419.4952000000003,419.4952000000003,388.38020965762513,377.2409122614349,386.1267281969835,408.3935764705883,408.3935764705883,383.7149138739554,408.0980300551203,361.07355944232796,379.66964705882367,379.66964705882367,383.7149138739554,408.06933021018096,-45
1754400600,384.05,388.31,375.1,377.49,395.31465570836093,419.4952000000003,419.4952000000003,388.38020965762513,377.2409122614349,382.1197241445706,404.56141176470595,404.56141176470595,383.7149138739554,408.0980300551203,361.5357653915996,378.6872941176471,378.6872941176471,383.7149138739554,408.06933021018096,-25
1754415000,377.23,378.79,373.35,375.39,393.78222791437065,418.11430588235294,418.11430588235294,388.38020965762513,377.2409122614349,378.3436020296453,401.3295764705881,401.3295764705881,383.7149138739554,406.2267421940403,358.7967254129506,376.15192941176474,376.15192941176474,383.7149138739554,406.2108066237395,-45
1754487000,374.75,380.74,373.03,380.24,393.78222791437065,418.11430588235294,418.11430588235294,388.38020965762513,377.2409122614349,375.23426087034056,398.61470588235284,398.61470588235284,383.7149138739554,406.2267421940403,356.7239926911571,374.1443529411761,374.1443529411761,383.7149138739554,406.2108066237395,-25
1754501400,380.28,384.42,379.5,383.38,392.0900440516978,416.2091764705881,416.2091764705881,388.38020965762513,377.2409122614349,371.93578635202846,395.2391294117646,395.2391294117646,383.7149138739554,401.8772606087517,357.0617295575101,373.72068235294097,373.72068235294097,383.7149138739554,401.8557490077581,-45
1754573400,387.93,406.25,387.14,400.51,392.0900440516978,416.2091764705881,416.2091764705881,388.38020965762513,377.2409122614349,370.1807398786161,392.90279999999973,415.62486012138334,385.7340678633907,401.8772606087517,360.5751724596292,376.15181176470554,391.7284510697819,385.7340678633907,401.8557490077581,-10
1754587800,400.85,405,396.7,402.18,391.91130580432826,415.8231764705886,439.7350471368489,388.38020965762513,377.2409122614349,368.90966886499643,391.57310588235293,414.23654289970943,391.2733034128216,401.8772606087517,364.0317713192116,378.7579764705879,393.4841816219642,391.2733034128216,401.8557490077581,-20
1754659800,397.61,409.65,389.05,393.75,391.91130580432826,415.8231764705886,439.7350471368489,388.38020965762513,377.2409122614349,367.03175614720493,389.79764705882366,389.79764705882366,391.2733034128216,401.8772606087517,367.81388972751535,381.1775294117647,394.541169096014,391.2733034128216,401.8557490077581,-20
1754674200,393.69,395.73,391.12,395.3,391.02958149020935,414.5148235294118,414.5148235294118,388.38020965762513,377.2409122614349,365.3725730722585,388.2282117647063,388.2282117647063,391.2733034128216,401.8772606087517,369.3463736360492,382.3110588235294,395.2757440110096,391.2733034128216,401.8557490077581,-25
1754919000,403.77,414.15,402.83,405.5,391.02958149020935,414.5148235294118,414.5148235294118,390.5179271522131,377.2409122614349,364.56661244112223,387.3998588235298,410.2331052059374,396.2326361030398,401.8772606087517,372.7898913220565,385.59480000000025,398.399708677944,396.2326361030398,401.8557490077581,-10
1754933400,405.3,406.62,398.94,400.25,390.58620904567874,413.7865647058822,413.7865647058822,390.5179271522131,377.2409122614349,363.1204232582365,385.9003529411765,408.6802826241165,396.2326361030398,401.8772606087517,375.5449803677979,387.893929411765,400.24287845573207,396.2326361030398,401.8557490077581,-15
1755005400,400.61,401.6,390.12,394.2,390.58620904567874,413.7865647058822,413.7865647058822,390.5179271522131,377.2409122614349,361.16742322729596,383.9936941176472,383.9936941176472,396.2326361030398,401.8772606087517,378.3293087379094,389.8579764705885,389.8579764705885,396.2326361030398,401.8557490077581,-10
1755019800,394.225,395.68,391.3,394.56,389.61118641096607,412.47080000000017,412.47080000000017,390.5179271522131,377.2409122614349,359.23450926970406,382.0917411764707,382.0917411764707,396.2326361030398,401.8772606087517,379.48496279795575,390.78663529411796,390.78663529411796,396.2326361030398,401.8557490077581,-15
1755091800,397.5,399.48,383.5,388.64,389.61118641096607,412.47080000000017,412.47080000000017,390.5179271522131,377.2409122614349,356.89903372555494,379.9421882352942,379.9421882352942,396.2326361030398,401.8772606087517,379.93327081320393,390.93367058823526,390.93367058823526,396.2326361030398,401.8557490077581,-10
1755106200,388.56,390.57,384.1,389.99,388.2724560736546,410.8752000000002,410.8752000000002,390.5179271522131,377.2409122614349,355.2483010203548,378.47162352941206,378.47162352941206,396.2326361030398,401.8772606087517,380.76325904049844,391.39108235294117,391.39108235294117,396.2326361030398,401.8557490077581,-15
1755178200,380,380.98,365,371.49,388.2724560736546,410.8752000000002,410.8752000000002,390.5179271522131,377.2409122614349,351.95867219001565,375.78190588235327,375.78190588235327,380.7430538141491,401.8772606087517,378.096743435666,389.1776705882353,389.1776705882353,380.7430538141491,401.8557490077581,-10
1755192600,371.4,375.54,367.57,373.01,385.7017199424803,408.5276235294119,408.5276235294119,387.5584077371586,377.2409122614349,349.1109720380664,373.4139058823531,373.4139058823531,380.7430538141491,399.05415723514284,375.38352399896905,386.9190352941174,386.9190352941174,380.7430538141491,399.00886401265467,-40
1755264600,372.02,372.6,360.01,365.11,385.7017199424803,408.5276235294119,408.5276235294119,384.6885214702187,377.2409122614349,346.1224330062439,370.94795294117665,370.94795294117665,373.5646298413659,399.05415723514284,370.5861610491944,383.223176470588,383.223176470588,373.5646298413659,399.00886401265467,-25
1755279000,365.23,368.99,364.92,366.4,382.2423401841759,405.3269176470591,405.3269176470591,380.5057699366316,377.2409122614349,343.68657079137523,368.85178823529407,368.85178823529407,373.5646298413659,390.30656028977546,368.089587379905,381.0748705882353,381.0748705882353,373.5646298413659,390.26965944032224,-45
1755523800,359.71,367.55,358.01,366.89,382.2423401841759,405.3269176470591,405.3269176470591,378.9246435125865,377.2409122614349,342.5218624026671,367.5188941176469,367.5188941176469,373.5646298413659,390.30656028977546,364.66356346912085,378.2722352941179,378.2722352941179,373.5646298413659,390.26965944032224,-25
1755538200,367.04,367.52,362.05,363.53,378.34656083817026,401.5703294117648,401.5703294117648,378.47288326168746,377.2409122614349,341.4947668853734,366.21920000000034,366.21920000000034,370.8757423737629,384.6715916976487,362.7117928688229,376.4084470588235,376.4084470588235,370.8757423737629,384.6389694802992,-65
1755610200,363.34,364.85,336.14,339.76,378.34656083817026,401.5703294117648,401.5703294117648,377.0712487429955,377.2409122614349,337.7725299406461,363.155811764706,363.155811764706,353.26204316921394,384.6715916976487,355.9954560169654,371.470988235294,371.470988235294,353.26204316921394,384.6389694802992,-25
1755624600,339.68,342.21,333.41,336.81,371.4198198997693,395.9543529411767,395.9543529411767,354.18687383278154,377.2409122614349,333.6659405764733,359.8695529411768,359.8695529411768,346.5048229367202,382.7446637192452,346.25834706057316,364.12061176470576,364.12061176470576,346.5048229367202,382.9640430888493,-45
1755696600,339.39,342.94,325.57,339.07,371.4198198997693,395.9543529411767,395.9543529411767,354.18687383278154,377.2409122614349,331.1835739887088,357.46967058823543,357.46967058823543,346.5048229367202,382.7446637192452,337.4200318521588,356.88748235294145,356.88748235294145,346.5048229367202,382.9640430888493,-25
1755711000,339.12,345.5,337.81,344.37,366.1487350851161,391.7392000000001,391.7392000000001,354.18687383278154,377.2409122614349,329.9988467428378,355.84496470588226,355.84496470588226,346.5048229367202,363.74504488215626,331.26492566552855,351.8897647058825,351.8897647058825,346.5048229367202,363.74375429678855,-45
1755783000,340.05,343.33,334.89,335.51,366.1487350851161,391.7392000000001,391.7392000000001,354.18687383278154,377.2409122614349,327.76322615716174,353.5814352941176,353.5814352941176,345.914675351093,363.74504488215626,324.6466468780292,346.60416470588245,346.60416470588245,345.914675351093,363.74375429678855,-25
1755797400,335.46,339.69,335.24,337.4,360.23133545527935,387.0715764705883,387.0715764705883,351.00803840946674,377.2409122614349,326.31232340527697,351.7728941176473,351.7728941176473,345.38413333844244,360.8918273905736,317.9240426155064,341.07317647058835,341.07317647058835,345.38413333844244,360.947771847018,-45
1755869400,335.67,359.54,332.62,356.94,360.23133545527935,387.0715764705883,387.0715764705883,351.00803840946674,377.2409122614349,325.6084573122919,350.8327764705885,350.8327764705885,345.38413333844244,360.8918273905736,315.337653780538,338.70872941176503,362.07980504299206,345.38413333844244,360.947771847018,-25
