time,open,high,low,close,cycle_day,dcl_event,dcl_price,translation,timing_code,cycle_fail,degree,Cycle low,MA,STH MVRV,MVRV SMA
1499088600,19.204,19.635,13.417,13.451,18,0,,,2,1,3,0,9.559271269999998,1.1977600544682223,
1501594200,13.49,13.807,12.336,12.9,19,0,,,2,1,3,0,9.57627127,1.1429234457272173,
1504272600,12.894,13.346,12.2905,12.771,20,1,12.2905,0,2,1,3,1,9.556063769999998,1.12713055000891,
1506951000,12.8,14.337,12.8,13.226,21,0,,,2,1,3,0,9.577350019999997,1.1628044130254755,
1509543000,13.34,13.85,12.968,13.676,22,0,,,2,1,3,0,9.631355019999999,1.1971721181382156,
1512138600,13.684,13.88,12.975,13.13,23,0,,,2,1,3,0,9.674305019999998,1.1455849506967999,
1514903400,13.164,14.215,13.055,13.773,24,0,,,2,1,3,0,9.724320019999999,1.1971706158107216,
1517495400,13.682,13.971,12.78,12.798,5,0,,,0,0,3,0,9.774310019999998,1.1078427837452205,
1519914600,12.797,13.693,12.216,12.899,6,0,,,0,0,3,0,9.822605019999997,1.1112787808188287,
1522675800,12.871,13.624,12.3,12.746,7,0,,,0,0,3,0,9.873985019999997,1.093733215597328,
1525181400,12.728,13.5289,12.62,12.957,8,0,,,0,0,3,0,9.933120019999997,1.1071483465596255,
1527859800,13.005,13.699,12.4,12.775,9,0,,,1,0,3,0,9.983245019999996,1.088560333705186,
1530538200,12.7,13.85,12.6,13.015,10,0,,,1,0,3,0,10.031120019999998,1.1057798204175862,
1533130200,13.035,15.008,13.035,14.9,11,0,,,1,0,3,0,10.086370019999997,1.2604947939660214,
1536067800,14.849,15.1225,13.916,14.062,12,0,,,1,0,3,0,10.136230019999998,1.185092988993607,
1538400600,14.123,14.196,12.026,12.597,13,0,,,1,0,3,0,10.185765019999998,1.0586293911850613,
1541079000,12.628,13.018,12.245,12.964,14,0,,,1,0,3,0,10.235335019999997,1.0867039841196264,
1543847400,13.15,13.357,11.55,12.775,15,1,11.55,1,1,0,3,1,10.290560019999996,1.069031880178114,
1546439400,12.604,14.023,12.535,12.689,16,0,,,1,0,3,0,10.347855019999997,1.0598206304525124,
1549031400,12.777,14.7445,12.7,14.15,17,0,,,1,0,3,0,10.416105019999996,1.179545890036149,
1551450600,14.224,15.05,13.551,14.425,18,0,,,2,0,3,0,10.484855019999996,1.1992123094590623,
1554125400,14.524,15.2375,14.297,14.97,19,0,,,2,0,3,0,10.554060019999994,1.2408388236224421,
1556717400,14.252,14.969,13.161,13.291,5,0,,,0,0,3,0,10.616450019999995,1.099588256677853,
1559568600,13.307,14.9885,13.026,14.331,6,0,,,0,0,3,0,10.681970019999996,1.1817903651194113,
1561987800,14.3,14.431,12.05,13.673,7,0,,,0,0,3,0,10.741215014999996,1.1248044828138306,
1564666200,13.7,14.381,13.061,14.329,8,0,,,0,0,3,0,10.805310014999996,1.1761819639890403,
1567517400,14.248,15.346,13.592,14.837,9,0,,,1,0,3,0,10.869105014999995,1.2160118511662072,
1569936600,14.839,15.45,13.958,15.325,10,0,,,1,0,3,0,10.936080014999995,1.2537017889039754,
1572615000,15.357,15.89,14.87,15.033,11,0,,,1,0,3,0,10.999190014999995,1.2274609972314432,
1575297000,15.072,15.287,14.121,14.263,12,0,,,1,0,3,0,11.056700014999995,1.1632899022264829,
1577975400,14.284,16.5,14.125,15.203,13,0,,,1,0,3,0,11.115640019999995,1.2382648107161376,
1580740200,15.245,15.6085,13.262,13.516,14,0,,,1,0,3,0,11.164910019999995,1.1003537395822904,
1583159400,13.573,13.882,9,11.81,15,1,9,1,1,0,3,1,11.202150019999998,0.9612471192977385,
1585747800,11.505,13.13,10.8644,12.633,16,0,,,1,0,3,0,11.245145019999995,1.0270192965261862,
1588339800,12.366,12.735,10.964,12.448,17,0,,,1,0,3,0,11.284390014999996,1.0103901352676028,
1591018200,12.499,13.048,11.355,11.829,18,0,,,2,0,3,0,11.316035014999995,0.9578803136573981,
1593610200,11.779,12.726,11.421,12.392,19,0,,,2,0,3,0,11.350995014999997,1.0006121078231573,
1596461400,12.437,15.17,12.1835,14.444,5,0,,,0,0,3,0,11.396975014999995,1.1623621845565588,
1598967000,14.501,17.65597,13.689,15.056,6,0,,,0,0,3,0,11.441055019999997,1.2083354432266733,
1601559000,15.066,18.7,14.516,16.707,7,0,,,0,0,3,0,11.493385019999996,1.3362565363130225,
1604327400,16.891,34.75,16.25,34.277,8,0,,,0,0,3,0,11.638120019999997,2.7069424964935083,
1606833000,32.4,39.99798,27.409,38.855,9,0,,,1,0,3,0,11.808370019999998,3.0199145476291687,
1609770600,41.633,69.64763,40.65101,61.731,10,0,,,1,0,3,0,12.093000019999998,4.66894851811734,
1612189800,62.034,131.5,58.60501,75.041,11,0,,,1,0,3,0,12.446855019999996,5.494286455645228,
1614609000,79.84,81.74864,53.722,67.88,12,0,,,1,0,3,0,12.766165024999996,4.835206641117853,
1617283800,68.846,88.21,56.9,65.716,13,0,,,1,0,3,0,13.077440024999996,4.560029681777651,
1620048600,67.397,67.397,41.15801,47,14,0,,,1,0,3,0,13.291895024999997,3.203214377128538,
1622554200,47.124,69.299,42.793,66.45,15,0,,,1,0,3,0,13.594155024999996,4.4116248633020545,
1625146200,65.059,69.5,47.23801,62.601,16,0,,,1,0,3,0,13.874885024999996,4.058421847356047,
1627911000,62.259,79.79999,60.513,69.43,17,0,,,1,0,3,0,14.191910024999997,4.384732218872589,
1630503000,70,73.26599,56.526,57.84,18,0,,,2,0,3,0,14.444760024999995,3.5742862792740473,
1633095000,61.561,77.707,58.279,71.506,19,0,,,2,0,3,0,14.766930025000011,4.302261434627487,
1635773400,72.1,89.13799,65.5,72.143,20,0,,,2,0,3,0,15.10051002500001,4.228273878167848,
