time,open,high,low,close,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,SRI Bias Histogram
1748439000,368.54,370.69,358.53,364.05,387.6634971182766,409.6475176470591,409.6475176470591,377.19519981790825,388.8471541441077,363.7497340328946,380.458988235294,380.458988235294,377.19519981790825,388.9081072410162,-10
1748453400,364.01,366.93,363.12,364.23,384.5295258620942,405.8016705882354,405.8016705882354,375.2691263736046,388.8471541441077,357.8035395914865,375.79270588235295,375.79270588235295,375.2691263736046,388.9081072410162,-15
1748525400,370.5,373.86,362.74,372.92,382.2197802623483,402.8216705882353,402.8216705882353,375.2691263736046,388.8471541441077,354.1780557087201,372.71192941176486,372.71192941176486,375.2691263736046,388.9081072410162,0
1748539800,372.95,373.6,364.71,370.64,379.68039471223534,399.4722588235295,399.4722588235295,375.2691263736046,388.8471541441077,350.10133221235276,369.2939529411764,369.2939529411764,375.2691263736046,388.9081072410162,-10
1748611800,369.35,372.5,359.08,362.05,376.22968576967213,395.4310352941178,395.4310352941178,375.2691263736046,388.8471541441077,345.2174873328766,365.2656705882353,365.2656705882353,375.2691263736046,388.9081072410162,-10
1748626200,362.16,369.9,361.73,369.04,373.48175594558705,392.0411529411765,392.0411529411765,375.2691263736046,388.8471541441077,342.3467552091382,362.6821411764706,362.6821411764706,375.2691263736046,388.9081072410162,0
1748871000,367.885,378.4,367.2,373.47,371.2445592307277,389.7019294117648,389.7019294117648,375.2691263736046,388.8471541441077,342.2478820618733,362.0530588235294,362.0530588235294,375.2691263736046,388.9081072410162,-10
1748885400,373.48,374.26,370.79,372.47,368.8967741233858,387.26750588235274,387.26750588235274,375.2691263736046,388.8471541441077,342.0157404140272,361.40959999999995,361.40959999999995,375.2691263736046,388.9081072410162,-10
1748957400,379.4,390.88,371.44,390.46,368.0707310710629,385.78075294117633,403.4907748112898,379.09024634573956,388.8471541441077,345.3402576080861,363.8608705882353,382.38148356838445,379.09024634573956,388.9081072410162,-10
1748971800,390.46,390.53,385.04,387.42,367.03136023085716,384.4417176470586,401.8520750632601,379.09024634573956,388.8471541441077,347.1089957824616,365.3120941176471,383.51519245283265,379.09024634573956,388.9081072410162,-5
1749043800,385.41,386.12,375.65,385.1,365.98243233345806,383.34336470588266,400.70429707830726,379.09024634573956,388.8471541441077,347.5030051363207,365.6191058823529,383.73520662838513,379.09024634573956,388.9081072410162,-10
1749058200,385,385.75,377.91,378.21,364.3178334435434,381.72957647058837,381.72957647058837,379.09024634573956,388.8471541441077,348.1502571448675,365.96882352941185,365.96882352941185,379.09024634573956,388.9081072410162,-5
1749130200,383.76,385.15,370.65,375.11,362.3401308147835,379.848188235294,379.848188235294,379.09024634573956,388.8471541441077,348.25753572460786,365.9230352941177,365.9230352941177,379.09024634573956,388.9081072410162,-10
1749144600,375.06,376.29,364.39,368.9,359.7287591212019,377.46656470588243,377.46656470588243,379.09024634573956,388.8471541441077,348.11801909734857,365.3715058823534,365.3715058823534,379.09024634573956,388.9081072410162,-10
1749216600,377.72,380.6,369.775,375.15,358.2162266536778,376.1225647058823,376.1225647058823,379.09024634573956,388.8471541441077,350.1884812507475,366.51872941176487,366.51872941176487,379.09024634573956,388.9081072410162,-10
1749231000,375.27,376.82,371.95,374.49,356.30040739520535,374.3227058823528,374.3227058823528,379.09024634573956,388.8471541441077,352.8535725126221,367.9097647058827,367.9097647058827,379.09024634573956,388.9081072410162,-5
1749475800,380.74,390.27,377.6,389.6,356.27768355623306,374.2931529411765,392.30862232612,379.09024634573956,388.8471541441077,358.3041390705151,371.723341176471,385.14254328242697,379.09024634573956,388.9081072410162,-10
1749490200,389.54,394.79,388.71,392,356.3653699554773,374.3781529411771,392.3909359268769,383.73347440516517,388.8471541441077,364.3063870105478,376.3915999999998,388.47681298945184,383.73347440516517,388.9081072410162,-5
1749562200,393.435,394,383.59,389.83,355.8828534824464,373.8532470588235,391.8236406352006,383.73347440516517,388.8471541441077,368.33163494643105,379.8080705882355,391.28450623004,383.73347440516517,388.9081072410162,-10
1749576600,389.86,392.78,387.93,391.03,355.5813188236337,373.5327411764702,391.4841635293067,383.73347440516517,388.8471541441077,373.8379122357926,384.16734117647076,394.4967701171489,383.73347440516517,388.9081072410162,-10
1749648600,391.48,392.77,386.8,388.73,354.97452735982466,372.8819294117649,390.7893314637051,383.73347440516517,388.8471541441077,378.5254517267583,387.9024941176474,397.27953650853647,383.73347440516517,388.9081072410162,-10
1749663000,388.8,388.91,380.52,386.74,354.2667318926563,372.16343529411796,390.0601386955796,383.73347440516517,388.8471541441077,379.6121903031712,389.122094117647,398.63199793212283,383.73347440516517,388.9081072410162,-10
1749735000,378.4,390.93,374,390.22,354.0909953572806,371.99021176470603,389.8894281721315,383.73347440516517,388.8471541441077,380.55447586864085,390.1815529411764,399.80863001371193,383.73347440516517,388.9081072410162,-10
1749749400,390.3,391.22,379.15,379.77,353.0353569487627,371.02063529411777,371.02063529411777,383.73347440516517,388.8471541441077,380.48494894473436,390.016470588235,390.016470588235,383.73347440516517,388.9081072410162,-15
1749821400,375.235,381.45,370.58,377.61,353.5020421772109,371.08640000000014,371.08640000000014,383.73347440516517,388.8471541441077,379.81288438090525,389.2230588235292,389.2230588235292,383.73347440516517,388.9081072410162,-10
1749835800,377.74,383.55,374,383.15,354.099499413517,371.396682352941,371.396682352941,383.73347440516517,388.8471541441077,379.5710808368189,388.35510588235303,397.13913092788715,383.73347440516517,388.9081072410162,-10
1750080600,387.63,388.15,377.48,381.37,354.39717687578633,371.49423529411746,371.49423529411746,383.73347440516517,388.8471541441077,379.15283233243264,387.4454117647059,387.4454117647059,383.73347440516517,388.9081072410162,-10
1750095000,381.38,383.1,378.14,382.15,355.20982646738867,371.9284941176471,371.9284941176471,383.73347440516517,388.8471541441077,378.93753083374,387.03051764705856,387.03051764705856,383.73347440516517,388.9081072410162,-15
1750167000,375.255,378.48,367.12,371.11,354.7321504757187,371.3623999999997,371.3623999999997,379.9221504613723,388.8471541441077,376.39772115338155,384.44959999999975,384.44959999999975,379.9221504613723,388.9081072410162,-10
1750181400,371.04,376.63,367.5,375.2,354.4222270998533,370.98602352941214,370.98602352941214,379.9221504613723,388.8471541441077,374.8996927079145,382.33216470588224,382.33216470588224,379.9221504613723,388.9081072410162,-5
1750253400,371.44,374.77,367.77,369.7,354.43019500020034,370.69214117647044,370.69214117647044,379.9221504613723,388.8471541441077,372.6115751435404,379.8156470588234,379.8156470588234,379.9221504613723,388.9081072410162,-10
1750267800,369.69,372.15,367.43,369.09,355.0166720495956,370.69044705882357,370.69044705882357,378.22543032483094,388.8471541441077,369.83443337849087,377.2776705882352,377.2776705882352,378.22543032483094,388.9081072410162,-15
1750426200,372.5,376.1,366.16,367.66,354.99681242607954,370.37148235294103,370.37148235294103,378.22543032483094,388.8471541441077,367.2967206037532,374.9078588235291,374.9078588235291,378.22543032483094,388.9081072410162,-15
1750440600,367.57,371.45,365.11,369.92,355.63139155378326,370.4649176470588,370.4649176470588,376.444019833693,388.8471541441077,366.1082288207618,373.8322352941178,373.8322352941178,376.444019833693,388.9081072410162,-5
1750685400,362.47,370.3,358.8,368.055,355.4776497755158,370.1211411764708,370.1211411764708,375.66793789162665,388.8471541441077,364.69237807985587,372.59622352941153,372.59622352941153,375.66793789162665,388.9081072410162,-10
1750699800,368.27,370,365.96,367.23,354.7430727872815,369.4220235294116,369.4220235294116,375.221334202474,385.75541244240026,363.06330495507734,371.21707058823546,371.21707058823546,375.221334202474,385.70580989123346,-40
1750771800,373.665,384.22,371,380.39,355.87299411547286,370.1725294117644,384.47206470805594,375.221334202474,385.75541244240026,363.4581557187142,371.605258823529,379.7523619283439,375.221334202474,385.70580989123346,-10
1750786200,380.51,383.25,375.7,377.13,356.3917462434807,370.4833647058826,370.4833647058826,375.221334202474,385.75541244240026,363.300733101866,371.42662352941176,379.5525139569575,375.221334202474,385.70580989123346,-25
1750858200,384.915,388.6,379.37,384.81,358.42478465495077,371.89154117647064,385.3582976979905,375.221334202474,385.75541244240026,363.5997701417827,371.5630705882348,379.52637103468686,375.221334202474,385.70580989123346,-20
1750872600,384.71,389.49,382.73,388.52,361.03763948420743,373.74465882352916,386.4516781628509,379.6093887574295,385.75541244240026,364.6069314002088,372.74902352941143,380.89111565861407,379.6093887574295,385.70580989123346,-20
1750944600,386.19,392.68,384.39,386.22,363.81157449464075,375.5529294117642,387.2942843288876,379.6093887574295,385.75541244240026,365.12730606901863,373.2851411764704,381.4429762839222,379.6093887574295,385.70580989123346,-10
1750959000,386.17,388.44,384.15,386.49,367.02769054431593,377.5373411764702,388.04699180862445,379.93640468296917,385.75541244240026,366.71266406192154,374.83725882352917,382.9618535851368,379.93640468296917,385.70580989123346,-15
1751031000,385.225,397.98,383.4,394.18,369.1358239567039,379.47090588235255,389.8059878080012,385.8512366909275,385.75541244240026,369.91580792077633,378.0853529411764,386.25489796157643,385.8512366909275,385.70580989123346,10
1751045400,394.09,395.14,383.69,383.69,370.9223799768955,380.7319058823527,390.54143178780987,385.8512366909275,385.75541244240026,371.70232948370756,379.7441764705881,387.7860234574687,385.8512366909275,385.70580989123346,-15
1751290200,389.6,405.18,384.33,402.41,373.9817922716279,383.61631764705885,393.2508430224898,386.6184691568508,385.75541244240026,374.9768046109196,383.54827058823525,392.1197365655509,386.6184691568508,385.70580989123346,10
1751304600,402.47,407.37,399.53,404.33,376.5452481781886,386.40618823529417,396.2671282923997,394.29214993136145,385.75541244240026,378.28270489705574,387.8870470588234,397.49138922059103,394.29214993136145,385.70580989123346,10
1751376600,395.7,397.81,376.81,380.3,376.60600254834594,386.46765882352895,386.46765882352895,391.52142368833773,385.75541244240026,378.73975346809016,388.2976352941177,388.2976352941177,391.52142368833773,385.70580989123346,-10
1751391000,380.41,382.14,372.93,373.21,375.8163421129485,385.6137411764709,385.6137411764709,387.46857450678107,385.75541244240026,378.5603801775482,388.06448235294135,388.06448235294135,387.46857450678107,385.70580989123346,-15
1751463000,382.98,398.025,379.9,396.74,376.6438716882799,386.68629411764715,396.7287165470144,387.46857450678107,385.75541244240026,379.89769254157545,389.6942941176469,399.49089569371836,387.46857450678107,385.70580989123346,10
1751477400,396.79,405.26,394.41,402.28,377.6737604464171,388.14188235294137,398.61000425946565,391.06514872740075,385.75541244240026,382.1552776671265,392.8738,403.59232233287355,391.06514872740075,385.70580989123346,10
1751549400,400.61,414.66,400.28,403.92,378.6107441025985,389.32690588235255,400.0430676621066,392.3635210965853,385.75541244240026,384.87305998707603,396.5962235294118,408.3193870717476,392.3635210965853,385.70580989123346,10
1751895000,402.67,405.61,396.1,402.14,379.4501421890542,390.2871058823529,401.12406957565156,392.3635210965853,385.75541244240026,387.16769345958943,399.5100352941178,411.8523771286462,392.3635210965853,385.70580989123346,0
1751909400,402.11,403.2,395.33,395.75,380.0777870258394,391.00954117647035,401.9412953271013,392.3635210965853,385.75541244240026,388.9287350847656,401.5830235294119,414.2373119740582,392.3635210965853,385.70580989123346,10
1751981400,399.49,402.19,393.17,397.58,380.72190931482584,391.72915294117644,402.73639656752704,392.3635210965853,385.75541244240026,389.845028892414,402.39787058823543,414.95071228405686,392.3635210965853,385.70580989123346,10
1751995800,397.43,399.49,395.3,396.8,381.21431517145123,391.98121176470596,402.7481083579607,392.3635210965853,385.75541244240026,390.7651621000369,403.34619999999984,415.9272378999628,392.3635210965853,385.70580989123346,10
1752067800,401.71,406,396,401.97,381.9658995936316,392.83254117647095,403.6991827593103,393.0587485530166,385.75541244240026,392.1494949242009,404.8132823529412,417.4770697816815,393.0587485530166,385.70580989123346,10
1752082200,401.71,416.35,401.3,415.54,383.23020225220785,394.8372588235297,406.4443153948515,403.1775433952031,385.75541244240026,394.2103688691481,407.29034117647035,420.3703134837926,403.1775433952031,385.70580989123346,15
1752154200,412.5,419.5,411.26,419.47,384.58263264563436,397.0081411764706,409.4336497073068,404.98726956014957,385.75541244240026,396.46155042072473,410.0646235294116,423.6676966380985,404.98726956014957,385.70580989123346,10
1752168600,419.34,422.4,416.88,421.74,386.57851214983367,399.9642941176469,413.3500760854601,412.14739059012896,394.9243587746168,398.8607743589324,412.9873529411763,427.1139315234202,412.14739059012896,395.0052449450359,60
1752240600,430.74,438.85,423.41,431.76,388.69913905376717,403.50327058823524,418.3074021227033,419.7125769765483,394.9243587746168,401.77992513793515,416.89557647058814,432.0112278032411,419.7125769765483,395.0052449450359,25
1752255000,431.77,435,425.92,434.58,390.8647514948523,407.064082352941,423.2634132110297,420.12584971482386,407.1654760050013,404.5681261222046,420.1779058823527,435.78768564250083,420.12584971482386,407.09415602039047,45
1752499800,447.07,456.44,440.65,448.7,393.13991765915034,411.32924705882334,429.51857645849634,434.13828902090785,407.1654760050013,408.2650959347372,426.054305882353,443.8435158299688,434.13828902090785,407.09415602039047,25
1752514200,448.82,451.98,445,451.24,395.5157061492421,415.5017764705886,435.4878467919351,438.60843330136106,423.9200848617869,412.1226971013903,431.75456470588256,451.3864323103748,438.60843330136106,423.9381448760768,45
1752586200,445.05,456.66,441.04,448.13,397.7653507502596,419.0052941176471,440.24523748503464,438.60843330136106,423.9200848617869,415.7242388543023,436.5827058823533,457.4411729104043,438.60843330136106,423.9381448760768,25
1752600600,448.15,451.3,441.25,441.91,399.93467023333955,422.08942352941204,444.24417682548454,438.60843330136106,424.3664359430879,419.0238575227048,440.7486588235292,462.47346012435355,438.60843330136106,424.4061345277857,75
1752672600,448.48,455.04,445.6,453.5,402.4276907596511,425.8900000000002,449.3523092403493,439.65336915513905,424.3664359430879,422.9161348346477,445.89825882352926,468.8803828124108,439.65336915513905,424.4061345277857,40
1752687000,453.59,457.22,450.45,455.86,405.39648482126745,430.29231764705867,455.1881504728499,446.29637442458414,429.03227623286733,426.70789340870886,450.7143764705883,474.7208595324678,446.29637442458414,429.06069634722957,60
1752759000,451.57,456.03,446.6,450.53,408.2461461968237,434.220870588235,460.19559497964633,446.29637442458414,429.03227623286733,430.1178877115588,454.8700705882351,479.62225346491135,446.29637442458414,429.06069634722957,40
1752773400,450.68,455.38,448.82,451.47,411.0162869333111,437.9978941176465,464.97950130198194,446.29637442458414,430.5599707876625,433.05625768217993,458.0144470588235,482.9726364354671,446.29637442458414,430.5685037509989,60
1752845400,451.88,454.34,426.41,428.54,412.64555216634454,439.8974352941179,467.1493184218912,442.59657267991645,430.5599707876625,433.2888712320722,457.95592941176494,457.95592941176494,442.59657267991645,430.5685037509989,10
1752859800,428.52,429.77,422.31,423.12,413.81330226001234,441.19587058823544,441.19587058823544,437.18467463135096,430.5599707876625,432.91395817448176,457.36974117647065,457.36974117647065,437.18467463135096,430.5685037509989,25
1753104600,430,437,425.55,431.2,415.3378418563564,442.9611764705887,470.58451108482103,437.18467463135096,430.5599707876625,432.59871637560474,455.72296470588253,455.72296470588253,437.18467463135096,430.5685037509989,10
1753119000,431.37,433.86,425.02,425.96,416.5820895967589,444.3542000000001,472.1263104032413,437.18467463135096,430.5599707876625,431.62329174497876,452.65960000000024,452.65960000000024,437.18467463135096,430.5685037509989,15
1753191000,428.845,433.9,413.6,422.46,417.2626361191109,444.97336470588243,444.97336470588243,434.640115116511,430.5599707876625,429.76877373564423,449.53912941176486,449.53912941176486,434.640115116511,430.5685037509989,10
1753205400,422.4,430.2,422.21,426.23,418.0615606993297,445.69841176470624,473.3352628300828,434.640115116511,430.5599707876625,428.6454879862555,447.8341647058822,447.8341647058822,434.640115116511,430.5685037509989,15
1753277400,422.83,423.97,406.1,409.82,417.7800927685573,445.2564705882357,445.2564705882357,428.01299609128154,430.5599707876625,424.7343343467004,443.6786117647059,443.6786117647059,428.01299609128154,430.5685037509989,-10
1753291800,409.765,413.21,407.58,412.8,417.62547475188074,444.91196470588227,444.91196470588227,421.0777820847614,430.5599707876625,420.6705175200787,439.18640000000005,439.18640000000005,421.0777820847614,430.5685037509989,-5
1753363800,414.39,415.4,406.15,413.63,417.4900998136258,444.5891529411765,444.5891529411765,421.0777820847614,430.5599707876625,416.658717390732,434.38242352941205,434.38242352941205,421.0777820847614,430.5685037509989,-10
1753378200,413.68,419.95,413.39,414.87,417.19560482799784,443.84695294117637,443.84695294117637,421.0777820847614,430.5599707876625,413.21999063577334,429.9236941176471,429.9236941176471,421.0777820847614,430.5685037509989,-5
1753450200,405.7,408.02,402.22,406.23,416.2365961891486,442.4945176470589,442.4945176470589,415.0298216429457,430.5599707876625,407.4046243978318,423.4968235294117,423.4968235294117,415.0298216429457,430.5685037509989,-10
1753464600,406.12,410.9,405.31,405.74,415.1202239916451,440.81102352941207,440.81102352941207,415.0298216429457,427.7708550379165,402.0706266400491,417.89376470588206,417.89376470588206,415.0298216429457,427.7131465163517,-35
1753709400,416.7,417.06,404.57,406.21,413.98526330172194,439.054823529412,439.054823529412,415.0298216429457,427.7708550379165,396.9483899330841,413.0492941176473,413.0492941176473,415.0298216429457,427.7131465163517,-20
1753723800,406.14,407.42,403.47,403.75,412.59179923670763,436.9630705882353,436.9630705882353,413.4341763881022,427.7708550379165,391.5658972770698,408.2179529411765,408.2179529411765,413.4341763881022,427.7131465163517,-15
1753795800,405.93,407.09,390.49,395.75,410.4723386173179,434.25562352941176,434.25562352941176,404.131101069333,427.7708550379165,384.5160227043375,402.40592941176493,402.40592941176493,404.131101069333,427.7131465163517,-20
1753810200,395.72,400.8,393.32,394.65,408.2112237645214,431.3273882352936,431.3273882352936,403.46130653427184,423.5873637826933,378.64905697712095,397.65898823529415,397.65898823529415,403.46130653427184,423.67414163909916,-40
1753882200,396.38,403.77,394.38,402.39,406.6113521926575,428.90456470588214,428.90456470588214,403.46130653427184,423.5873637826933,374.7635297892007,394.3306352941175,394.3306352941175,403.46130653427184,423.67414163909916,-10
1753896600,402.49,404.36,392.58,395.07,404.3841729626001,426.35703529411745,426.35703529411745,402.68730284062207,420.63540922678663,371.3353222584745,391.31611764705883,391.31611764705883,402.68730284062207,420.60098866487783,-40
1753968600,398.84,410.53,397.03,406.52,403.11605120293666,424.53362352941133,424.53362352941133,402.68730284062207,420.63540922678663,371.3437858860526,390.8159764705881,390.8159764705881,402.68730284062207,420.60098866487783,-10
1753983000,406.31,410.8,401.65,401.72,401.4684397742891,422.5755529411767,422.5755529411767,402.68730284062207,420.63540922678663,370.7082756457486,389.8761882352942,389.8761882352942,402.68730284062207,420.60098866487783,-15
1754055000,390.39,392.58,373.59,374.72,397.11847444248707,418.62962352941156,418.62962352941156,394.99066934494243,420.63540922678663,364.9361596913477,385.24199999999996,385.24199999999996,394.99066934494243,420.60098866487783,-20
1754069400,374.64,376.24,365.73,366.59,391.83311741390145,413.9928941176469,413.9928941176469,383.7149138739554,410.276347751668,359.7460833364425,380.7790588235294,380.7790588235294,383.7149138739554,410.19774022634874,-40
1754314200,372.77,387.72,366.21,385.86,388.7347982041535,410.9094117647059,410.9094117647059,383.7149138739554,410.276347751668,359.7129144312253,379.6911529411766,379.6911529411766,383.7149138739554,410.19774022634874,-25
1754328600,385.67,390.01,384.18,389.19,386.1267281969822,408.3935764705883,408.3935764705883,383.7149138739554,408.0980300551203,361.07355944232796,379.66964705882367,379.66964705882367,383.7149138739554,408.06933021018096,-45
1754400600,384.05,388.31,375.1,377.49,382.1197241445693,404.56141176470595,404.56141176470595,383.7149138739554,408.0980300551203,361.5357653915996,378.6872941176471,378.6872941176471,383.7149138739554,408.06933021018096,-25
1754415000,377.23,378.79,373.35,375.39,378.34360202964217,401.3295764705881,401.3295764705881,383.7149138739554,406.2267421940403,358.7967254129506,376.15192941176474,376.15192941176474,383.7149138739554,406.2108066237395,-45
1754487000,374.75,380.74,373.03,380.24,375.23426087033806,398.61470588235284,398.61470588235284,383.7149138739554,406.2267421940403,356.7239926911571,374.1443529411761,374.1443529411761,383.7149138739554,406.2108066237395,-25
1754501400,380.28,384.42,379.5,383.38,371.9357863520272,395.2391294117646,395.2391294117646,383.7149138739554,401.8772606087517,357.0617295575101,373.72068235294097,373.72068235294097,383.7149138739554,401.8557490077581,-45
1754573400,387.93,406.25,387.14,400.51,370.18073987861544,392.90279999999973,415.624860121384,385.7340678633907,401.8772606087517,360.5751724596292,376.15181176470554,391.7284510697819,385.7340678633907,401.8557490077581,-10
1754587800,400.85,405,396.7,402.18,368.9096688649939,391.57310588235293,414.236542899712,391.2733034128216,401.8772606087517,364.0317713192116,378.7579764705879,393.4841816219642,391.2733034128216,401.8557490077581,-20
1754659800,397.61,409.65,389.05,393.75,367.0317561472024,389.79764705882366,389.79764705882366,391.2733034128216,401.8772606087517,367.81388972751535,381.1775294117647,394.541169096014,391.2733034128216,401.8557490077581,-20
1754674200,393.69,395.73,391.12,395.3,365.3725730722572,388.2282117647063,388.2282117647063,391.2733034128216,401.8772606087517,369.3463736360492,382.3110588235294,395.2757440110096,391.2733034128216,401.8557490077581,-25
1754919000,403.77,414.15,402.83,405.5,364.5666124411203,387.3998588235298,410.23310520593935,396.2326361030398,401.8772606087517,372.7898913220565,385.59480000000025,398.399708677944,396.2326361030398,401.8557490077581,-10
1754933400,405.3,406.62,398.94,400.25,363.1204232582327,385.9003529411765,408.6802826241203,396.2326361030398,401.8772606087517,375.5449803677979,387.893929411765,400.24287845573207,396.2326361030398,401.8557490077581,-15
1755005400,400.61,401.6,390.12,394.2,361.1674232272921,383.9936941176472,383.9936941176472,396.2326361030398,401.8772606087517,378.3293087379094,389.8579764705885,389.8579764705885,396.2326361030398,401.8557490077581,-10
1755019800,394.225,395.68,391.3,394.56,359.2345092697015,382.0917411764707,382.0917411764707,396.2326361030398,401.8772606087517,379.48496279795575,390.78663529411796,390.78663529411796,396.2326361030398,401.8557490077581,-15
1755091800,397.5,399.48,383.5,388.64,356.8990337255512,379.9421882352942,379.9421882352942,396.2326361030398,401.8772606087517,379.93327081320393,390.93367058823526,390.93367058823526,396.2326361030398,401.8557490077581,-10
1755106200,388.56,390.57,384.1,389.99,355.248301020351,378.47162352941206,378.47162352941206,396.2326361030398,401.8772606087517,380.76325904049844,391.39108235294117,391.39108235294117,396.2326361030398,401.8557490077581,-15
1755178200,380,380.98,365,371.49,351.9586721900132,375.78190588235327,375.78190588235327,380.7430538141491,401.8772606087517,378.096743435666,389.1776705882353,389.1776705882353,380.7430538141491,401.8557490077581,-10
1755192600,371.4,375.54,367.57,373.01,349.1109720380652,373.4139058823531,373.4139058823531,380.7430538141491,399.05415723514284,375.38352399896905,386.9190352941174,386.9190352941174,380.7430538141491,399.00886401265467,-40
1755264600,372.02,372.6,360.01,365.11,346.122433006241,370.94795294117665,370.94795294117665,373.5646298413659,399.05415723514284,370.5861610491944,383.223176470588,383.223176470588,373.5646298413659,399.00886401265467,-25
1755279000,365.23,368.99,364.92,366.4,343.68657079137233,368.85178823529407,368.85178823529407,373.5646298413659,390.30656028977546,368.089587379905,381.0748705882353,381.0748705882353,373.5646298413659,390.26965944032224,-45
1755523800,359.71,367.55,358.01,366.89,342.5218624026642,367.5188941176469,367.5188941176469,373.5646298413659,390.30656028977546,364.66356346912085,378.2722352941179,378.2722352941179,373.5646298413659,390.26965944032224,-25
1755538200,367.04,367.52,362.05,363.53,341.4947668853698,366.21920000000034,366.21920000000034,370.8757423737629,384.6715916976487,362.7117928688229,376.4084470588235,376.4084470588235,370.8757423737629,384.6389694802992,-65
1755610200,363.34,364.85,336.14,339.76,337.77252994064213,363.155811764706,363.155811764706,353.26204316921394,384.6715916976487,355.9954560169654,371.470988235294,371.470988235294,353.26204316921394,384.6389694802992,-25
1755624600,339.68,342.21,333.41,336.81,333.66594057646887,359.8695529411768,359.8695529411768,346.5048229367202,382.7446637192452,346.25834706057316,364.12061176470576,364.12061176470576,346.5048229367202,382.9640430888493,-45
1755696600,339.39,342.94,325.57,339.07,331.1835739887044,357.46967058823543,357.46967058823543,346.5048229367202,382.7446637192452,337.4200318521588,356.88748235294145,356.88748235294145,346.5048229367202,382.9640430888493,-25
