time,open,high,low,close,STH MVRV,MVRV SMA,VLT SRI Bias Histogram,LT SRI Bias Histogram,ST SRI Bias Histogram,VST SRI Bias Histogram,LOI,Acc,Deep Acc,Trim 25%,Trim 50%,Trim 75%,Deep Acc Signal,Acc Signal,Trim 25%,Trim 50%,Trim 75%,Exit 100%,CT4 Dist,IWM Trim,LT Fast TL,LT Slow TL,BP Entry,MIXED Watch,LT Exit,Time Stop,IBIT Disabled
1754587800,400.85,405,396.7,402.18,1.7762843424788342,,-20,-20,-20,-10,12.298102243652751,-60,-80,40,60,80,,,,,,,,,388.38020965762513,377.2409122614349,0,0,0,0,0
1754659800,397.61,409.65,389.05,393.75,1.7762843424788342,,-20,-20,-20,-25,12.298102243652751,-60,-80,40,60,80,,,,,,,,,388.38020965762513,377.2409122614349,0,0,0,0,0
1754674200,393.69,395.73,391.12,395.3,1.848801995391153,,-25,-15,-25,-30,14.667382632524598,-60,-80,40,60,80,,,,,,,,,388.38020965762513,377.2409122614349,0,0,0,0,0
1754919000,403.77,414.15,402.83,405.5,1.848801995391153,,-10,10,-10,15,14.773633576472443,-60,-80,40,60,80,,,,,,,,,390.5179271522131,377.2409122614349,0,0,0,0,0
1754933400,405.3,406.62,398.94,400.25,1.848801995391153,,-15,-10,-15,-5,15.258366796156826,-60,-80,40,60,80,,,,,,,,,390.5179271522131,377.2409122614349,0,0,0,0,0
1755005400,400.61,401.6,390.12,394.2,1.848801995391153,,-10,-10,-10,0,15.258366796156826,-60,-80,40,60,80,,,,,,,,,390.5179271522131,377.2409122614349,0,0,0,0,0
1755019800,394.225,395.68,391.3,394.56,1.848801995391153,,-15,-10,-15,-5,15.681634923572055,-60,-80,40,60,80,,,,,,,,,390.5179271522131,377.2409122614349,0,0,0,0,0
1755091800,397.5,399.48,383.5,388.64,1.848801995391153,,-10,-10,-10,0,15.681634923572055,-60,-80,40,60,80,,,,,,,,,390.5179271522131,377.2409122614349,0,0,0,0,0
1755106200,388.56,390.57,384.1,389.99,1.804942962389722,,-15,-5,-15,-15,16.673474411297537,-60,-80,40,60,80,,,,,,,,,390.5179271522131,377.2409122614349,0,0,0,0,0
1755178200,380,380.98,365,371.49,1.804942962389722,,-10,-10,-10,-35,16.673474411297537,-60,-80,40,60,80,,,,,,,,,390.5179271522131,377.2409122614349,0,0,0,0,0
1755192600,371.4,375.54,367.57,373.01,1.804942962389722,,-15,-35,-40,-65,15.445774472772774,-60,-80,40,60,80,,,,,,,,,387.5584077371586,377.2409122614349,0,0,0,0,0
1755264600,372.02,372.6,360.01,365.11,1.804942962389722,,-15,-20,-25,-65,15.303132554157564,-60,-80,40,60,80,,,,,,,,,384.6885214702187,377.2409122614349,0,0,0,0,0
1755279000,365.23,368.99,364.92,366.4,1.804942962389722,,-20,-35,-45,-70,11.778064133299765,-60,-80,40,60,80,,,,,,,,,380.5057699366316,377.2409122614349,0,0,0,0,0
1755523800,359.71,367.55,358.01,366.89,1.804942962389722,,-15,-20,-25,-50,11.699477427862313,-60,-80,40,60,80,,,,,,,,,378.9246435125865,377.2409122614349,0,0,0,0,0
1755538200,367.04,367.52,362.05,363.53,1.6667596045292108,,-45,-40,-65,-75,9.539761152074286,-60,-80,40,60,80,,,,,,,,,378.47288326168746,377.2409122614349,0,0,0,0,0
1755610200,363.34,364.85,336.14,339.76,1.6667596045292108,,-25,-20,-25,-65,-0.5299042695999685,-60,-80,40,60,80,,,,,,,,,377.0712487429955,377.2409122614349,0,1,0,0,0
1755624600,339.68,342.21,333.41,336.81,1.6667596045292108,,-30,-35,-45,-85,-2.3030842408639307,-60,-80,40,60,80,,,,,,,,,354.18687383278154,377.2409122614349,0,0,0,0,0
1755696600,339.39,342.94,325.57,339.07,1.6667596045292108,,-25,-25,-25,-50,-2.3030842408639307,-60,-80,40,60,80,,,,,,,,,354.18687383278154,377.2409122614349,0,0,0,0,0
1755711000,339.12,345.5,337.81,344.37,1.6667596045292108,,-45,-60,-45,-70,-9.598602490533763,-60,-80,40,60,80,,,,,,,,,354.18687383278154,377.2409122614349,0,0,0,0,0
1755783000,340.05,343.33,334.89,335.51,1.6667596045292108,,-25,-25,-25,-65,-9.598602490533763,-60,-80,40,60,80,,,,,,,,,354.18687383278154,377.2409122614349,0,0,0,0,0
1755797400,335.46,339.69,335.24,337.4,1.5336488401130148,,-30,-45,-45,-75,-10.169520025743038,-60,-80,40,60,80,,,,,,,,,351.00803840946674,377.2409122614349,0,0,0,0,0
1755869400,335.67,359.54,332.62,356.94,1.5336488401130148,,-25,-10,-25,-40,-10.169520025743038,-60,-80,40,60,80,,,,,,,,,351.00803840946674,377.2409122614349,0,0,0,0,0
1755883800,356.85,359.35,354.55,358.1,1.5336488401130148,,-40,-20,-25,-15,-8.179216119236118,-60,-80,40,60,80,,,,,,,,,351.00803840946674,377.2409122614349,0,0,0,0,0
1756128600,344.91,351.51,339.2,346.31,1.5336488401130148,,-20,-20,-20,-25,-8.179216119236118,-60,-80,40,60,80,,,,,,,,,351.00803840946674,377.2409122614349,0,0,0,0,0
1756143000,346.32,347.49,342.75,343.19,1.5336488401130148,,-25,-20,-25,-30,-6.896858653976312,-60,-80,40,60,80,,,,,,,,,351.00803840946674,377.2409122614349,0,0,0,0,0
1756215000,341.62,347.82,340.68,345.63,1.5336488401130148,,-25,-15,-15,-5,-6.896858653976312,-60,-80,40,60,80,,,,,,,,,351.00803840946674,377.2409122614349,0,0,0,0,0
1756229400,345.69,351.94,345.06,351.5,1.5815518376274846,,-30,-10,-5,5,-6.515403738666488,-60,-80,40,60,80,,,,,,,,,351.00803840946674,377.2409122614349,0,0,0,0,0
1756301400,348.68,351.77,343.16,347.23,1.5815518376274846,,-20,-15,-10,-10,-6.515403738666488,-60,-80,40,60,80,,,,,,,,,351.00803840946674,377.2409122614349,0,0,0,0,0
1756315800,347.29,349.61,341.84,342.17,1.5815518376274846,,-25,-15,-15,-15,-2.138092788864589,-60,-80,40,60,80,,,,,,,,,351.00803840946674,377.2409122614349,0,0,0,0,0
1756387800,346.26,348.24,338,339.75,1.5815518376274846,,-20,-15,-10,-10,-2.138092788864589,-60,-80,40,60,80,,,,,,,,,351.00803840946674,377.2409122614349,0,0,0,0,0
1756402200,339.82,339.84,336.65,338.84,1.5815518376274846,,-40,-15,-15,-40,-1.5501000686423891,-60,-80,40,60,80,,,,,,,,,350.02668275791024,377.2409122614349,0,0,0,0,0
1756474200,334.73,339.6,332.64,338.06,1.5815518376274846,,-10,-15,-10,-35,-1.5734841975517333,-60,-80,40,60,80,,,,,,,,,349.55620541805956,377.2409122614349,0,0,0,0,0
1756488600,338.11,338.66,333.97,334.49,1.4926024699108082,,-15,-45,-80,-80,-3.613198067550493,-60,-80,40,60,80,,,,,,,,,348.24004788819815,377.2409122614349,0,0,0,0,0
1756819800,334.7,348.57,331.6,340.76,1.4926024699108082,,-10,-25,-45,-45,-3.613198067550493,-60,-80,40,60,80,,,,,,,,,348.24004788819815,377.2409122614349,0,0,0,0,0
1756834200,340.75,344.26,339.35,341.72,1.4926024699108082,,-40,-25,-50,-50,-3.613198067550493,-60,-80,40,60,80,,,,,,,,,348.24004788819815,377.2409122614349,0,0,0,0,0
1756906200,342.39,344.49,333.54,335.73,1.4926024699108082,,-20,-25,-45,-35,-3.613198067550493,-60,-80,40,60,80,,,,,,,,,348.24004788819815,377.2409122614349,0,0,0,0,0
1756920600,335.56,336.41,327.62,330.39,1.4926024699108082,,-25,-25,-50,-55,-3.7166082025564617,-60,-80,40,60,80,,,,,,,,,346.1594860926392,377.2409122614349,0,0,0,0,0
1756992600,329.9,332.5,317.71,327.17,1.4926024699108082,,-20,-15,-10,-35,-3.8930519804388717,-60,-80,40,60,80,,,,,,,,,342.6095228003078,377.2409122614349,0,0,0,0,0
1757007000,327.26,327.64,323.79,327.5,1.4501807590484879,,-40,-45,-80,-80,-6.85111102541571,-60,-80,40,60,80,,,,,,,,,337.30241402885724,377.2409122614349,0,0,0,0,0
1757079000,335.39,335.78,320,333.45,1.4501807590484879,,-20,-25,-45,-45,-6.85111102541571,-60,-80,40,60,80,,,,,,,,,337.30241402885724,377.2409122614349,0,0,0,0,0
1757093400,333.28,337.15,330.79,335.91,1.4501807590484879,,-25,-25,-50,-50,-6.85111102541571,-60,-80,40,60,80,,,,,,,,,337.30241402885724,377.2409122614349,0,0,0,0,0
1757338200,328.11,333.03,321.725,328.86,1.4501807590484879,,-20,-25,-45,-35,-6.85111102541571,-60,-80,40,60,80,,,,,,,,,337.30241402885724,377.2409122614349,0,0,0,0,0
1757352600,328.92,331.05,327.15,330.08,1.4501807590484879,,-40,-25,-50,-40,-5.666532879443703,-60,-80,40,60,80,,,,,,,,,337.30241402885724,377.2409122614349,0,0,0,0,0
1757424600,330.44,331.96,324.46,326.24,1.4501807590484879,,-20,-15,-10,-10,-5.666532879443703,-60,-80,40,60,80,,,,,,,,,337.30241402885724,377.2409122614349,0,0,0,0,0
1757439000,326.27,328.69,325.21,328.51,1.4425644699162723,,-25,-35,-70,-30,-6.131985559279401,-60,-80,40,60,80,,,,,,,,,337.30241402885724,377.2409122614349,0,0,0,0,0
1757511000,332.8,340,326.22,326.45,1.4425644699162723,,-20,-15,-35,-10,-6.131985559279401,-60,-80,40,60,80,,,,,,,,,337.30241402885724,377.2409122614349,0,0,0,0,0
1757525400,326.54,327.42,321.96,326.5,1.4425644699162723,,-25,-15,-40,-30,-6.168050191906192,-60,-80,40,60,80,,,,,,,,,336.57681110019035,377.2409122614349,0,0,0,0,0
1757597400,326.87,329.75,322.77,325.05,1.4425644699162723,,-10,-15,-35,-10,-6.168050191906192,-60,-80,40,60,80,,,,,,,,,336.57681110019035,377.2409122614349,0,0,0,0,0
1757611800,325.22,327.38,323.84,326,1.4425644699162723,,5,-40,-35,-50,-5.584509665858445,-60,-80,40,60,80,,,,,,,,,335.99122997924576,377.2409122614349,0,0,0,0,0
1757683800,329.07,336.12,327.7,332.78,1.4425644699162723,,10,-25,0,-15,-5.584509665858445,-60,-80,40,60,80,,,,,,,,,335.99122997924576,377.2409122614349,0,0,0,0,0
1757698200,332.63,334.26,328.86,331.55,1.443666922751475,,-10,-30,-5,-20,-5.584509665858445,-60,-80,40,60,80,,,,,,,,,335.99122997924576,377.2409122614349,0,0,0,0,0
1757943000,329.52,331.34,320.46,324.26,1.443666922751475,,15,-25,5,-10,-5.584509665858445,-60,-80,40,60,80,,,,,,,,,335.99122997924576,377.2409122614349,0,0,0,0,0
1757957400,324.21,328.13,323.2,327.81,1.443666922751475,,10,-25,0,-30,-5.584509665858445,-60,-80,40,60,80,,,,,,,,,335.99122997924576,377.2409122614349,0,0,0,0,0
1758029400,329.12,332.58,324.9,331.91,1.443666922751475,,15,-15,15,15,-5.584509665858445,-60,-80,40,60,80,,,,,,,,,335.99122997924576,377.2409122614349,0,0,0,0,0
1758043800,331.95,335.38,330.8,335.04,1.443666922751475,,-15,-15,10,10,-5.305238057957026,-60,-80,40,60,80,,,,,,,,,335.99122997924576,377.2409122614349,0,0,0,0,0
1758115800,335.42,340.11,330.86,331.15,1.443666922751475,,15,-15,15,15,-5.305238057957026,-60,-80,40,60,80,,,,,,,,,335.99122997924576,377.2409122614349,0,0,0,0,0
1758130200,331.16,336.5,323.205,329.63,1.4249075633771318,,10,-20,10,10,-5.305238057957026,-60,-80,40,60,80,,,,,,,,,335.99122997924576,377.2409122614349,0,0,0,0,0
1758202200,335.86,356.68,334.665,354.56,1.4249075633771318,,15,0,15,40,-5.305238057957026,-60,-80,40,60,80,,,,,,,,,335.99122997924576,377.2409122614349,0,0,0,0,0
1758216600,354.4,358.3,346.06,349.15,1.4249075633771318,,0,-10,0,25,-4.700648126787131,-60,-80,40,60,80,,,,,,,,,336.0362285859177,377.2409122614349,0,0,0,0,0
1758288600,347.49,352.91,337.08,340.24,1.4249075633771318,,10,-10,10,20,-4.700648126787131,-60,-80,40,60,80,,,,,,,,,336.0362285859177,377.2409122614349,0,0,0,0,0
1758303000,340.19,345.87,338.53,344.89,1.4249075633771318,,5,-10,5,15,-4.700648126787131,-60,-80,40,60,80,,,,,,,,,336.0362285859177,377.2409122614349,0,0,0,0,0
1758547800,337.03,341.62,328.96,336.05,1.4249075633771318,,10,-15,10,20,-4.700648126787131,-60,-80,40,60,80,,,,,,,,,336.0362285859177,377.2409122614349,0,0,0,0,0
1758562200,336.22,337.91,334.46,335.73,1.440226333036354,,10,-20,10,10,-4.700648126787131,-60,-80,40,60,80,,,,,,,,,336.0362285859177,377.2409122614349,0,0,0,0,0
1758634200,337.49,339,333.8,334.71,1.440226333036354,,15,-15,15,15,-4.700648126787131,-60,-80,40,60,80,,,,,,,,,336.0362285859177,377.2409122614349,0,0,0,0,0
1758648600,334.7,334.89,327.79,327.89,1.440226333036354,,15,-15,15,-10,-4.700648126787131,-60,-80,40,60,80,,,,,,,,,336.0362285859177,377.2409122614349,0,0,0,0,0
1758720600,330.93,337,328.2,329.92,1.440226333036354,,15,-15,15,5,-4.700648126787131,-60,-80,40,60,80,,,,,,,,,336.0362285859177,377.2409122614349,0,0,0,0,0
1758735000,330.01,330.24,323.17,323.3,1.440226333036354,,15,-15,15,-10,-4.700648126787131,-60,-80,40,60,80,,,,,,,,,336.0362285859177,377.2409122614349,0,0,0,0,0
