time,open,high,low,close,CRS,ATR,Histogram,MACD,Signal line,CMF,Up Trend,Down Trend,Volume,OnBalanceVolume,MTF RSI,LOI,Acc,Deep Acc,Trim 25%,Trim 50%,Trim 75%,Acc Enter,Deep Enter,Acc Bounce,Deep Bounce,Trim 25%,Trim 50%,Trim 75%,Exit 100%,CT4 Dist,IWM Trim,LT Fast TL,LT Slow TL,BP Entry,MIXED Watch,LT Exit,Time Stop,IBIT Disabled,CT1 Cross,CT2 Cross,CT3 Cross,CT4 Distribution,IWM CT3 Warning,LT Fast TL,LT Slow TL,VST SRI Bias Histogram,VLT SRI Bias Histogram,ST SRI Bias Histogram,LT SRI Bias Histogram,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,VST Reversal Support,VST Reversal Robust Fit,VST Reversal Resistance,VST Fast Trackline,VST Slow Trackline,VST Stage 4 to 1,VST Stage 1 to 2,VST Stage 2 to 3,VST Stage 3 to 4,STH MVRV,MVRV SMA,%K,%D,MTF RSI,Short-Term Risk Score,MVRV,Z-score,Plot,Plot,DOI Score (0-10),LOI,VLT SRI Bias,T1 Trim 25%,T2 Trim 50%,T3 Trim 75%,VLT Peak,EXIT — LOI Rollover,CT4 Distribution
1743787800,0.831075806970017,0.8336776385254555,0.8262906485394085,0.8273897058823529,1,0.014760698086372039,,,,,,0.8730349190852563,2346472,-8896337,34.77155504368126,-15,-40,-60,10,30,50,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,-15,0,0,0,,,,,,0,0,0,0,,,,0.8386760849633478,,0,0,0,0,,,,0,,0,0,0,0,,,,0.8386760849633478,,0,0,0,0,,,,,,,1.899798939722037,18.632216067599565,7,,0,-15,0,0,0,0,0,0,0
1744032600,0.8252202132591563,0.834903460498088,0.8089404283175909,0.8142462676089297,1,0.015560864807380965,,,,,,0.8684565520595304,3809795,-12706132,30.036874948052983,-15,-40,-60,10,30,50,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,-15,0,0,0,,,,,,0,0,0,0,,,,0.8271047379691704,,0,0,0,0,,,,0,,0,0,0,0,,,,0.8271047379691704,,0,0,0,0,,,,,,,1.7900404967802728,13.68154254216312,7,,0,-15,0,0,0,0,0,0,0
1744047000,0.8142462676089297,0.8254606678514639,0.8142462676089297,0.8236674174174173,1,0.01525040305274905,,,,,,0.8650989346894788,2537145,-10168987,36.691285969267135,-15,-40,-60,10,30,50,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,0,0,0,0,,,,0.8271047379691704,,0,0,0,0,,,,0,,0,0,0,0,,,,0.8271047379691704,,0,0,0,0,,,,,,,1.7900404967802728,12.328441489108918,7,,0,-15,0,0,0,0,0,0,0
1744119000,0.8470610258330213,0.8470610258330213,0.8240112994350283,0.8240112994350283,1,0.015832060578667262,,,,,,0.8650989346894788,3146328,-7022659,36.92710206658873,-15,-40,-60,10,30,50,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,0,0,0,0,,,,0.8271047379691704,,0,0,0,0,,,,0,,0,0,0,0,,,,0.8271047379691704,,0,0,0,0,,,,,,,1.8067021677638904,12.041383813802485,7,,0,-15,0,0,0,0,0,0,0
1744133400,0.8239171374764594,0.8278329645496917,0.8150681677830033,0.8150681677830033,1,0.015612970306383058,,,,-0.3868163000364408,,0.8650989346894788,2599455,-9622114,33.43871711541843,-15,-40,-60,10,30,50,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,0,0,0,0,,,,0.8271047379691704,,0,0,0,0,,,,0,,0,0,0,0,,,,0.8271047379691704,,0,0,0,0,,,,,,,1.8067021677638904,11.66993296308812,7,,0,-15,0,0,0,0,0,0,0
1744205400,0.8281295033144395,0.8285276367468147,0.8069813268274374,0.812777620262735,2,0.016036780278739792,,,,-0.38778159609095764,,0.8650989346894788,4300010,-13922124,32.58955240253178,-15,-40,-60,10,30,50,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,0,0,0,0,,,,0.8271047379691704,,0,0,0,0,,,,0,,0,0,0,0,,,,0.8271047379691704,,0,0,0,0,,,,,,,1.7421241390191151,9.754385615827283,7,,0,-15,0,0,0,0,0,0,0
1744219800,0.8123995841602872,0.8410073294493516,0.8123995841602872,0.8290358744394618,2,0.016934706350905836,,,,-0.34185371299372325,,0.8650989346894788,4489349,-9432775,43.54782916226575,-15,-40,-60,10,30,50,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,0,0,0,0,,,,0.8271047379691704,0,0,0,0,0,,,,0,,0,0,0,0,,,,0.8271047379691704,0,0,0,0,0,,,,,,,1.7421241390191151,9.139341998321823,7,,0,-15,0,0,0,0,0,0,0
1744291800,0.8393850796944261,0.8393850796944261,0.8097528768156951,0.8147411302164748,2,0.017841670388607636,,,,-0.37173705974196103,,0.8650989346894788,3709246,-13142021,37.73895361983368,-15,-40,-60,10,30,50,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,0,0,0,0,,,,0.8271047379691704,0,0,0,0,0,,,,0,,0,0,0,0,,,,0.8271047379691704,0,0,0,0,0,,,,,52.965856308451784,,1.8845719608818567,11.150783387156919,7,,0,-15,0,0,0,0,0,0,0
1744306200,0.8146253670550346,0.8175891115024033,0.8126624143633356,0.8171021377672208,2,0.01691917229935478,,,,-0.3035505667753617,,0.8650989346894788,2087850,-11054171,39.181945070764925,-7.5,-40,-60,10,30,50,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,15,0,0,15,,,,,,0,0,0,0,,,,0.8271047379691704,0.7875770598701952,0,0,0,0,,,,0,,0,0,0,0,,,,0.8271047379691704,0.7875770598701952,0,0,0,0,,,,,,,1.8845719608818567,11.38972152111903,7,,0,-7.5,0,0,0,0,0,0,0
1744378200,0.8275532169337478,0.8275532169337478,0.8138201280703432,0.8235967926689576,2,0.016691594911072628,,,,-0.24235508735598726,,0.8650989346894788,3612588,-7441583,43.08931510716022,-7.5,-40,-60,10,30,50,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,0,0,0,0,,,,0.8271047379691704,0.7875770598701952,0,0,0,0,,,,0,,0,0,0,0,0.7972942310039286,0.8142140509724843,0.8142140509724843,0.8271047379691704,0.7875770598701952,0,0,0,0,,,,,54.25583271069334,,1.8151460403928696,10.526885328145534,7,,0,-7.5,0,0,0,0,0,0,0
1744392600,0.8288468881252385,0.829717228553717,0.8204689209112094,0.8221651934226785,2,0.016159931534746555,,-0.013381723032988568,,-0.2487865404525548,,0.8650989346894788,2133357,-9574940,42.44202616333634,-7.5,-40,-60,10,30,50,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,15,0,0,15,,,,,,0,0,0,0,,,,0.8271047379691704,0.7932589242199481,0,0,0,0,,,,0,,0,0,0,0,0.7967015950030264,0.8134503221770335,0.8134503221770335,0.8271047379691704,0.7932589242199481,0,0,0,0,,,,,,,1.8151460403928696,10.567246823464776,7,,0,-7.5,0,0,0,0,0,0,0
1744637400,0.8176243041796396,0.8404702327557717,0.8110176698478693,0.8225394724402004,2,0.01710940520425769,,-0.01255815776677105,,-0.25450009710515387,,0.8650989346894788,2177678,-7397262,42.6844413538974,-7.5,-40,-60,10,30,50,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,0,0,0,0,,,,0.8271047379691704,0.7932589242199481,0,0,0,0,,,,0,,0,0,0,0,0.7980941898968562,0.8141850611256303,0.8141850611256303,0.8271047379691704,0.7932589242199481,0,0,0,0,,,,,56.27628307364882,,1.9076958281789491,11.979275845721787,7,,0,-7.5,0,0,0,0,0,0,0
1744651800,0.8225005908768612,0.8308258265339811,0.8187438063328771,0.8264853121753093,1,0.01675030627546099,,-0.011455033573437912,,-0.24805571593283096,,0.8650989346894788,1147156,-6250106,45.300033577513005,-7.5,-40,-60,10,30,50,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,,0,0,0,0,,,,0.8271047379691704,0.7932589242199481,0,0,0,0,,,,0,,0,0,0,0,0.8003799023581494,0.8150743812815224,0.8150743812815224,0.8271047379691704,0.7932589242199481,0,0,0,0,,,,,,,1.9076958281789491,12.173635275125015,7,,0,-7.5,0,0,0,0,0,0,0
1744723800,0.826017181157368,0.8341964033518501,0.8191524387375946,0.82130455185359,2,0.016628424728232026,,-0.010873500814314707,,-0.2934988514927791,,0.8650989346894788,1562422,-7812528,42.55417345718386,-7.5,-40,-60,10,30,50,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,,0,0,0,0,,,,0.8271047379691704,0.7932589242199481,0,0,0,0,,,,0,,0,0,0,0,0.8009377572986537,0.8149552626925591,0.8149552626925591,0.8271047379691704,0.7932589242199481,0,0,0,0,,,,,54.39838178435053,,1.9264599654530385,12.573842029672695,7,,0,-7.5,0,0,0,0,0,0,0
1744738200,0.8201951951951952,0.8226390259953933,0.8161902971041746,0.821119879744457,2,0.015901303597016792,,-0.010308701119270847,,-0.2709092841018773,,0.8650989346894788,915064,-8727592,42.45538523646095,-7.5,-40,-60,10,30,50,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,,0,0,0,0,,,,0.8271047379691704,0.7932589242199481,0,0,0,0,,,,0,,0,0,0,0,0.8006346567282007,0.8144753902926869,0.8144753902926869,0.8271047379691704,0.7932589242199481,0,0,0,0,,,,,,,1.9264599654530385,12.716077183327036,7,,0,-7.5,0,0,0,0,0,0,0
