time,open,high,low,close,Risk Oscillator,SRI Bias Histogram,STH MVRV,MVRV SMA,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Stage 4 to 1,Stage 1 to 2,Stage 2 to 3,Stage 3 to 4,%K,%D,MTF RSI,Volume,STH-MVRV,NRPL,Deviation Dot,Max Risk,Median Risk,Min Risk,Displayed STH SOPR (Mirrored),Short-Term Risk Score,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,MVRV,Z-score,Plot,Plot
1721223000,558.8,560.51,556.61,556.94,0.06092034182459377,35,1.1792008818834816,,526.2949352941444,551.5282117647057,576.761488235267,557.6005940313707,542.8162753411956,0,0,0,0,,,,57118956,1.0940422610555662,-106241258.15999429,584.787,620.5302000291094,494.99882276304606,243.16956262048433,0.10355645560560456,0.5573834457036738,-0.0073235,-0.0058588,-0.0043941,-0.0029294,-0.0014647,-0.0073235,0,2.103277312079925,2.041292169512327,,
1721309400,558.51,559.52,550.43,552.66,0.0518694635819736,35,1.1792008818834816,,526.2949352941444,551.5282117647057,576.761488235267,557.6005940313707,542.8162753411956,0,0,0,0,,,,56270392,1.0843158917505589,-329181793.2000013,580.293,620.8237505694977,495.23538869614254,243.2845974028525,0.10123331963045112,0.5881483576930189,0.001558000000000001,0.0012464000000000008,0.0009348000000000006,0.0006232000000000004,0.0003116000000000002,0,0.001558000000000001,2.0696358671066837,1.9773742628445485,,
1721395800,552.42,554.08,547.91,548.99,0.04402996059237995,5,1.1601037820658409,,527.7605754468054,552.9139058823529,578.0672363179003,557.6005940313707,542.8162753411956,0,0,0,0,,,,65509081,1.0758571834419528,-224696147.82999673,576.4395000000001,621.1101493293667,495.4662518579925,243.39682958940702,0.09636076607054433,0.5053363347198528,0.004163500000000001,0.0033308000000000014,0.002498100000000001,0.0016654000000000007,0.0008327000000000003,0,0.004163500000000001,2.062732086422796,1.9641682716465145,,
1721655000,553,555.27,551.02,554.65,0.053837381672481546,20,1.1601037820658409,,527.7605754468054,552.9139058823529,578.0672363179003,557.6005940313707,542.8162753411956,0,0,0,0,59.460908075553874,79.33613199262803,64.72770098011928,43346720,1.0855780877021244,71522087.99999902,582.3825,621.7012506584944,495.94285595347094,243.62846674689206,0.09444845007250602,0.5203139203260531,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,2.1836729338616494,2.193265484483248,,
1721741400,554.54,556.735,553.275,553.78,0.051235236521283214,10,1.1679747365774111,,527.7605754468054,552.9139058823529,578.0672363179003,557.6005940313707,542.8162753411956,0,0,0,0,,,,34439561,1.0825691359477405,-26174066.359999686,581.469,621.9957175418948,496.18283641920567,243.74386062013036,0.09132722863464471,0.5237422037954051,-0.00007049999999999873,-0.000056399999999998986,-0.00004229999999999924,-0.000028199999999999493,-0.000014099999999999746,-0.00007049999999999873,0,2.170059809500203,2.1671246850195045,,
1721827800,548.86,549.17,540.29,541.23,0.026765566104043854,-30,1.1679747365774111,,528.7521804758549,553.6291294117646,578.5060783476742,554.8765865538106,542.8162753411956,0,0,0,0,,,,74515266,1.0569553270060128,-568551479.5799997,568.2915,622.2664381398333,496.40964690239116,243.84994894490484,0.08432794583660042,0.5496498280113956,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,2.1100352308799257,2.059189258884075,,
1721914200,541.35,547.455,537.45,538.41,0.020920711544247628,-35,1.1336621107931306,,528.7521804758549,553.6291294117646,578.5060783476742,553.4686160856814,542.8162753411956,0,0,0,0,,,,61158288,1.050436822154072,-179805366.72000334,565.3305,622.5314789170379,496.6319359179788,243.95381149642358,0.0756792441511478,0.4998105396665251,0.004524500000000002,0.0036196000000000015,0.0027147000000000013,0.0018098000000000007,0.0009049000000000004,0,0.004524500000000002,2.0916195331847587,2.0230666326391136,,
1722000600,542.28,547.19,541.49,544.44,0.03172589337505838,-35,1.1336621107931306,,528.7521804758549,553.6291294117646,578.5060783476742,553.4012149367042,542.8162753411956,0,0,0,0,,,,53763788,1.061128277917674,116129782.0800044,571.662,622.8075217849286,496.85745090817085,244.06198547965005,0.07097724656002002,0.45604477582734587,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,2.101207848001507,2.0401206422697693,,
1722259800,546.02,547.05,542.72,544.76,0.03159764889056191,-30,1.144905816026305,,529.8490296634839,554.4146352941177,578.9802409247516,553.1268424412252,542.8162753411956,0,0,0,0,26.12757474222053,57.13903822522866,56.60076980466746,39515824,1.0607614566227201,-49789938.23999964,571.998,623.3795733860882,497.31912019701355,244.2861575467691,0.06761232725604316,0.47066125140891746,-0.005531500000000001,-0.004425200000000001,-0.0033189000000000005,-0.0022126000000000003,-0.0011063000000000002,-0.005531500000000001,0,2.1746128456106892,2.1789473405725572,,
1722346200,546.26,547.34,538.515,542,0.025744677388157867,-20,1.144905816026305,,529.8490296634839,554.4146352941177,578.9802409247516,553.1268424412252,542.8162753411956,0,0,0,0,,,,46853632,1.0544600169371299,-199596472.31999958,569.1,623.6502366221985,497.5431312513157,244.39222339294275,0.06455558918392557,0.509228304756416,-0.005138499999999998,-0.004110799999999999,-0.003083099999999999,-0.0020553999999999993,-0.0010276999999999997,-0.005138499999999998,0,2.1284209726994328,2.092367067209395,,
