time,open,high,low,close,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,STH MVRV,MVRV SMA
1734114600,6.8873166522864535,7.06527370056985,6.863084922010398,7.06527370056985,5.898517325048281,7.162980639710301,8.427443954372322,7.595901787051979,5.728536609904461,6.674725588606812,7.504847738326429,8.334969888046047,7.1727300937910785,5.970797183738781,6.52063830635361,7.103506925435056,7.686375544516502,6.910191366335744,7.540433608671722,6.74980602918659,6.875330401667814,7.000854774149038,6.910191366335744,7.595901787051979,,
1734359400,7.15547703180212,7.15547703180212,6.997181230310065,7.102376302083334,5.898517325048281,7.162980639710301,8.427443954372322,7.595901787051979,5.728536609904461,6.674725588606812,7.504847738326429,8.334969888046047,7.1727300937910785,5.970797183738781,6.502794658008406,7.073122182438972,7.643449706869538,6.910191366335744,7.540433608671722,6.793022076729961,6.913139695156266,7.033257313582571,6.910191366335744,7.595901787051979,,
1734373800,7.1000813669650125,7.119661596030261,6.732527326929446,6.788075070586281,5.97348777177417,7.250667293113331,8.527846814452491,7.595901787051979,5.728536609904461,6.673557420388977,7.481050136536926,7.481050136536926,7.1727300937910785,5.970797183738781,6.457368317178806,7.014848279276669,7.014848279276669,6.910191366335744,7.540433608671722,6.76149892352736,6.88366719747312,6.88366719747312,6.910191366335744,7.595901787051979,,
1734445800,6.737553980281919,6.737553980281919,6.446716541978387,6.501066797964878,5.97348777177417,7.250667293113331,8.527846814452491,7.595901787051979,5.728536609904461,6.673557420388977,7.481050136536926,7.481050136536926,7.0344700763888905,5.970797183738781,6.384026621671488,6.932831072979514,6.932831072979514,6.755197891701988,7.540433608671722,6.680224069832088,6.826473489917582,6.826473489917582,6.755197891701988,7.595901787051979,,
1734460200,6.504636087634364,6.506502057613169,6.362633744855967,6.362633744855967,5.97348777177417,7.250667293113331,8.527846814452491,7.245100541712785,5.728536609904461,6.6402498208234055,7.427980146227838,7.427980146227838,6.792486169195157,5.970797183738781,6.3043053007984735,6.859927691664147,6.859927691664147,6.613648036751731,7.204084840283339,6.591698404753593,6.76371375258214,6.76371375258214,6.613648036751731,7.245100541712785,,
1734532200,6.4775969122335955,6.546769851951548,6.317104041853008,6.507555406312961,5.97348777177417,7.250667293113331,8.527846814452491,7.245100541712785,5.728536609904461,6.6402498208234055,7.427980146227838,7.427980146227838,6.792486169195157,5.970797183738781,6.244555746782565,6.80517289706819,6.80517289706819,6.613648036751731,7.204084840283339,6.534884189501112,6.718736778561164,6.718736778561164,6.613648036751731,7.245100541712785,,
1734546600,6.506044325050369,6.522278056951423,5.947905667018655,6.1208675878957495,6.0055521953020365,7.2820365149173725,7.2820365149173725,7.060839100775416,5.728536609904461,6.587472918243762,7.363562194187078,7.363562194187078,6.792486169195157,5.970797183738781,6.147374810345577,6.7235052520817105,6.7235052520817105,6.381874933810001,7.003881909914228,6.396639987822614,6.623432821355882,6.623432821355882,6.381874933810001,7.060839100775416,,
1734618600,6.274594037288426,6.282489740082079,5.776518505401098,5.9566541286046935,6.0055521953020365,7.2820365149173725,7.2820365149173725,7.060839100775416,5.728536609904461,6.587472918243762,7.363562194187078,7.363562194187078,6.599846428135111,5.970797183738781,6.037556809125656,6.634237859467185,6.634237859467185,6.229047646988892,7.003881909914228,6.226489734623728,6.505166612451063,6.505166612451063,6.229047646988892,7.060839100775416,,
1734633000,5.954309263572836,6.1158336373586275,5.937185025197984,5.9720241360394954,6.0055521953020365,7.2820365149173725,7.2820365149173725,6.795980559324312,5.728536609904461,6.520586820788021,7.286698382346193,7.286698382346193,6.42328260570506,5.970797183738781,5.924448359930768,6.538397125402672,6.538397125402672,6.229047646988892,6.748609147413992,6.099752866348957,6.410082578189387,6.410082578189387,6.229047646988892,6.795980559324312,,
1734705000,5.900120225654305,6.424923574896602,5.876529477196886,6.3323646930621145,6.0055521953020365,7.2820365149173725,7.2820365149173725,6.795980559324312,5.728536609904461,6.520586820788021,7.286698382346193,7.286698382346193,6.42328260570506,5.970797183738781,5.844116050209618,6.460120149889921,6.460120149889921,6.229047646988892,6.748609147413992,6.042179430176707,6.36037015228186,6.36037015228186,6.229047646988892,6.795980559324312,,
1734719400,6.338665697145974,6.639051094890511,6.326055312954876,6.639051094890511,6.065718634176693,7.348423978727321,8.631129323277948,6.795980559324312,5.728536609904461,6.507867349396407,7.259440461989286,7.259440461989286,6.42328260570506,5.970797183738781,5.796300463552789,6.411264031132283,6.411264031132283,6.229047646988892,6.748609147413992,6.018971561740724,6.339368332617852,6.65976510349498,6.229047646988892,6.795980559324312,,
1734964200,6.602616064848931,6.617224880382774,6.426384426384426,6.4950906344410875,6.065718634176693,7.348423978727321,8.631129323277948,6.795980559324312,5.728536609904461,6.507867349396407,7.259440461989286,7.259440461989286,6.42328260570506,5.970797183738781,5.735588372410816,6.352035592694882,6.352035592694882,6.229047646988892,6.748609147413992,6.031717638108935,6.341785697316846,6.341785697316846,6.229047646988892,6.795980559324312,,
1734978600,6.492069486404834,6.492069486404834,6.252849544072948,6.30085146641438,6.065718634176693,7.348423978727321,8.631129323277948,6.795980559324312,5.728536609904461,6.474016491729574,7.2218276173636635,7.2218276173636635,6.42328260570506,5.970797183738781,5.6551918412381035,6.276524279516296,6.276524279516296,6.229047646988892,6.748609147413992,5.981403376025335,6.297960235253353,6.297960235253353,6.229047646988892,6.795980559324312,,
