time,open,high,low,close,S3 Early,S3 Confirmed,S1 Early,S1 Confirmed
1670869800,19.601,19.835,19.507,19.629,0,0,0,0
1670941800,20.645,21.183,19.56,20.058,0,0,0,0
1670956200,19.954,20.226,19.8,20.186,0,0,0,0
1671028200,20.268,21.148,20.258,21.049,0,0,0,0
1671042600,21.131,21.359,20.219,20.275,0,0,0,0
1671114600,19.876,19.899,18.611,18.88,0,0,0,0
1671129000,18.836,19.139,18.721,18.797,0,0,0,0
1671201000,18.416,18.626,17.288,17.472,0,0,0,0
1671215400,17.485,17.673,17.2435,17.38,0,0,0,0
1671460200,17.213,17.817,16.859,17.102,0,0,0,0
1671474600,17.072,17.168,16.86,17.014,0,0,0,0
1671546600,17.336,17.536,16.83,17.142,0,0,0,0
1671561000,17.17,17.214,16.895,16.895,0,0,0,0
1671633000,16.853,17.15,16.664,16.818,0,0,0,0
1671647400,16.803,16.949,16.803,16.89,0,0,0,0
1671719400,16.726,16.726,16.092,16.2,0,0,0,0
1671733800,16.167,16.741,16.167,16.634,0,0,0,0
1671805800,16.357,16.583,16.054,16.349,0,0,0,0
1671820200,16.309,16.357,16.191,16.279,0,0,0,0
1672151400,16,16.006,14.82,14.841,0,0,0,0
1672165800,14.849,14.945,14.574,14.781,0,0,0,0
1672237800,14.701,15.106,14.058,14.101,0,0,0,0
1672252200,14.106,14.168,13.79,13.822,0,0,0,0
1672324200,13.916,14.286,13.384,13.65,0,0,0,0
1672338600,13.63,13.89,13.49,13.658,0,0,0,0
1672410600,13.443,14.031,13.263,13.646,0,0,0,0
1672425000,13.669,14.209,13.669,14.136,0,0,0,0
1672756200,14.569,14.678,13.958,14.125,0,0,0,0
1672770600,14.126,14.555,14.007,14.4925,0,0,0,0
1672842600,14.65,16.358,14.602,16.128,0,0,0,0
1672857000,16.175,16.563,15.878,16.494,0,0,0,0
1672929000,16.033,16.054,14.98,15.788,0,0,0,0
1672943400,15.811,15.857,15.4965,15.678,0,0,0,0
1673015400,15.274,15.648,14.733,15.648,0,0,0,0
1673029800,15.686,16.189,15.639,16.042,0,0,0,0
1673274600,17.001,18.192,16.54,18.135,0,0,0,0
1673289000,18.038,18.075,17.282,17.5,0,0,0,0
1673361000,17.789,18.572,17.065,18.5,0,0,0,0
1673375400,18.4905,19.097,18.415,18.998,0,0,0,0
1673447400,18.9,19.62,18.411,19.166,0,0,0,0
1673461800,19.181,19.65,18.828,19.458,0,0,0,0
1673533800,20.365,20.658,18.976,20.212,0,0,0,0
1673548200,20.123,21.337,20.071,21.019,0,0,0,0
1673620200,20.612,22.198,20.301,21.181,0,0,0,0
1673634600,21.351,22.028,21.324,21.664,0,0,0,0
1673965800,23.236,23.378,22.301,23.331,0,0,0,0
1673980200,23.3,23.95,23.28,23.579,0,0,0,0
1674052200,23.712,24.1975,20.935,22.153,0,0,0,0
1674066600,22.128,22.294,21.948,22.114,0,0,0,0
1674138600,21.45,22.768,21.449,21.878,0,0,0,0
1674153000,21.928,22.743,21.928,22.165,0,0,0,0
1674225000,22.398,23.279,21.913,22.958,0,0,0,0
1674239400,22.978,24.183,22.978,24.003,0,0,0,0
1674484200,24.095,24.954,23.625,24.838,0,0,0,0
1674498600,24.833,25.043,24.202,25.005,0,0,0,0
1674570600,24.721,25.099,24.187,24.693,0,0,0,0
1674585000,24.654,24.999,24.5,24.746,0,0,0,0
1674657000,23.852,24.04,23.196,23.977,0,0,0,0
1674671400,23.96,24.733,23.871,24.596,0,0,0,0
1674743400,25.303,25.475,23.7,24.156,0,0,0,0
1674757800,24.146,24.572,24.055,24.509,0,0,0,0
1674829800,24.19,25.138,24.173,24.985,0,0,0,0
1674844200,25.044,26.21,25.044,25.855,0,0,0,0
1675089000,25.444,25.871,24.36,24.886,0,0,0,0
1675103400,24.943,24.943,23.915,24.525,0,0,0,0
1675175400,24.898,25.774,24.898,25.298,0,0,0,0
1675189800,25.311,25.562,24.962,25.211,0,0,0,0
1675261800,25.1,25.226,24.454,24.794,0,0,0,0
1675276200,24.816,27.358,24.495,26.835,0,0,0,0
1675348200,27.921,30.22,27.486,29.888,0,0,0,0
1675362600,29.875,30.166,28.585,29.196,0,0,0,0
1675434600,27.927,30.34,27.905,28.772,0,0,0,0
1675449000,28.7,29.005,28.233,28.508,0,0,0,0
1675693800,27.426,28.471,27.154,27.985,0,0,0,0
1675708200,27.966,28.643,27.726,28.212,0,0,0,0
1675780200,27.975,28.733,27.22,27.567,0,0,0,0
1675794600,27.468,28.492,27.081,28.36,0,0,0,0
1675866600,28.243,28.987,27.166,27.715,0,0,0,0
1675881000,27.56,27.8,27.363,27.618,0,0,0,0
1675953000,27.601,27.736,25.651,25.944,0,0,0,0
1675967400,25.989,26.1,24.557,24.925,0,0,0,0
1676039400,24.7415,25.259,24.1,24.513,0,0,0,0
1676053800,24.386,24.506,24.181,24.357,0,0,0,0
1676298600,23.701,24.874,23.701,24.831,0,0,0,0
1676313000,24.811,25.08,24.708,24.917,0,0,0,0
1676385000,25.102,26.917,24.48,26.678,0,0,0,0
1676399400,26.734,27.679,26.419,27.084,0,0,0,0
1676471400,27.563,28.35,27.26,28.066,0,0,0,0
1676485800,28.05,29.95,27.934,29.854,0,0,0,0
1676557800,29.626,31.5,28.719,29.336,0,0,0,0
1676572200,29.34,29.9,28.3,28.396,0,0,0,0
1676644200,28.055,28.72,27.412,28.425,0,0,0,0
1676658600,28.354,29.741,28.288,29.434,0,0,0,0
1676989800,28.624,28.949,26.885,27.243,0,0,0,0
1677004200,27.23,27.38,26.767,26.968,0,0,0,0
1677076200,26.501,27.397,26.244,26.666,0,0,0,0
1677090600,26.687,27.004,26.532,26.795,0,0,0,0
1677162600,27.095,27.538,26.209,26.544,0,0,0,0
1677177000,26.456,27.047,26.433,26.615,0,0,0,0
1677249000,25.907,26.169,24.901,25.3255,0,0,0,0
1677263400,25.299,25.701,25.251,25.588,0,0,0,0
1677508200,26.214,26.936,25.856,25.907,0,0,0,0
1677522600,25.901,26.017,25.603,25.956,0,0,0,0
1677594600,25.979,26.829,25.857,26.632,0,0,0,0
1677609000,26.7,26.967,26.005,26.2,0,0,0,0
1677681000,26.471,26.748,25.451,25.722,0,0,0,0
1677695400,25.63,25.927,25.393,25.83,0,0,0,0
1677767400,24.97,25.208,24.206,24.351,0,0,0,0
1677781800,24.34,25.379,24.3,25.255,0,0,0,0
1677853800,24.02,25.213,23.701,24.897,0,0,0,0
1677868200,24.789,25.001,24.538,24.691,0,0,0,0
1678113000,24.935,25.199,24.1,24.411,0,0,0,0
1678127400,24.237,24.345,23.736,23.761,0,0,0,0
1678199400,23.598,24.099,23.08,23.831,0,0,0,0
1678213800,23.857,23.857,23.11,23.147,0,0,0,0
1678285800,23.04,23.432,22.7,22.8,0,0,0,0
1678300200,22.758,23.332,22.747,23.309,0,0,0,0
1678372200,22.841,23.167,21.9835,21.9835,0,0,0,0
1678386600,21.971,22.103,21.052,21.097,0,0,0,0
1678458600,20.684,20.685,18.838,18.883,0,0,0,0
1678473000,18.914,19.527,18.865,19.185,0,0,0,0
1678714200,20.281,22.957,19.72,21.899,0,0,0,0
1678728600,21.943,22.8,21.749,22.362,0,0,0,0
1678800600,24.181,24.424,23.11,23.572,0,0,0,0
1678815000,23.516,23.598,22.232,22.95,0,0,0,0
1678887000,23,23.472,21.654,22.05,0,0,0,0
1678901400,21.873,22.851,21.701,22.732,0,0,0,0
1678973400,22.748,23.8,22.325,23.733,0,0,0,0
1678987800,23.764,24.482,23.608,24.079,0,0,0,0
1679059800,25.617,26.879,24.906,26.79,0,0,0,0
1679074200,26.786,27.398,26.665,26.771,0,0,0,0
1679319000,28.183,28.183,26.121,26.121,0,0,0,0
1679333400,26.117,26.5,25.848,26.378,0,0,0,0
1679405400,26.92,27.661,26.1,27.547,0,0,0,0
1679419800,27.592,27.881,27.128,27.313,0,0,0,0
1679491800,27.522,27.749,26.746,26.751,0,0,0,0
1679506200,26.795,27.206,24.63,24.63,0,0,0,0
1679578200,24.902,27.087,24.9,26.5,0,0,0,0
1679592600,26.538,26.702,25.301,26.315,0,0,0,0
1679664600,25.914,26.328,24.779,25.291,0,0,0,0
1679679000,25.398,25.993,25.19,25.69,0,0,0,0
1679923800,25.986,26.005,23.118,23.699,0,0,0,0
1679938200,23.69,24.394,23.671,23.893,0,0,0,0
1680010200,23.908,24.034,23.34,23.918,0,0,0,0
1680024600,23.905,24.767,23.905,24.756,0,0,0,0
1680096600,25.587,27.47,25.587,27.263,0,0,0,0
1680111000,27.3135,28.542,27.204,28.4,0,0,0,0
1680183000,28.696,28.818,27.463,28.109,0,0,0,0
1680197400,27.793,28.011,27.6,27.909,0,0,0,0
1680269400,28.185,29.443,28.041,28.791,0,0,0,0
1680283800,28.788,29.528,28.548,29.224,0,0,0,0
1680528600,28.9525,30.075,28.82,29.029,0,0,0,0
1680543000,29.045,29.862,28.971,29.743,0,0,0,0
1680615000,29.835,30.08,28.575,29.615,0,0,0,0
1680629400,29.615,30.12,29.494,29.893,0,0,0,0
1680701400,30.2435,30.707,28.338,28.567,0,0,0,0
1680715800,28.719,29.354,28.65,29.107,0,0,0,0
1680787800,28.623,29.525,27.837,29.4,0,0,0,0
1680802200,29.389,29.52,29.012,29.023,0,0,0,0
1681133400,28.782,30.348,28.501,30.029,0,0,0,0
1681147800,30.068,31.289,30.0235,31.289,0,0,0,0
1681219800,32.142,33.777,31.815,33.624,0,0,0,0
1681234200,33.631,33.787,32.922,33.235,0,0,0,0
1681306200,33.649,33.649,31.855,32.993,0,0,0,0
1681320600,32.982,32.99,32.08,32.25,0,0,0,0
1681392600,33.078,34.414,32.7,34.218,0,0,0,0
1681407000,34.2,34.488,33.9,34.09,0,0,0,0
1681479000,34.3,34.763,32.459,32.984,0,0,0,0
1681493400,32.982,33.631,32.9,33.387,0,0,0,0
1681738200,32.182,32.219,31.279,31.686,0,0,0,0
1681752600,31.669,31.684,31.23,31.303,0,0,0,0
1681824600,32.553,33.4,32.326,32.851,0,0,0,0
1681839000,32.838,33.082,32.549,32.992,0,0,0,0
1681911000,31.8375,32.178,31.3,31.9,0,0,0,0
1681925400,31.908,32.04,31.448,31.482,0,0,0,0
1681997400,30.952,31.2,29.844,30.064,0,0,0,0
1682011800,30.072,30.072,29.211,29.452,0,0,0,0
1682083800,29.695,30.029,29.143,29.197,0,0,0,0
1682098200,29.221,29.56,28.774,29.102,0,0,0,0
1682343000,29.127,29.75,28.3,28.857,0,0,0,0
1682357400,28.783,28.955,28.427,28.514,0,0,0,0
1682429400,28.25,28.645,28.079,28.543,0,0,0,0
1682443800,28.516,29.64,28.5,29.077,0,0,0,0
1682515800,30.8985,32.15,30.719,31.636,0,0,0,0
1682530200,31.649,31.677,29.678,29.928,0,0,0,0
1682602200,30.675,31.335,29.619,31.335,0,0,0,0
1682616600,31.296,31.888,31.149,31.851,0,0,0,0
1682688600,31.349,32.778,30.898,32.469,0,0,0,0
1682703000,32.5,32.88,32.4,32.826,0,0,0,0
1682947800,32,32.3,30.466,31.102,0,0,0,0
1682962200,31.17,31.2,30.432,30.768,0,0,0,0
1683034200,31.1,33.288,30.512,31.932,0,0,0,0
1683048600,31.967,33,31.846,32.82,0,0,0,0
1683120600,31.898,32.186,30.724,31.096,0,0,0,0
1683135000,31.054,31.367,30.2,30.467,0,0,0,0
1683207000,31.073,32.119,31,31.297,0,0,0,0
1683221400,31.344,31.369,30.751,31.216,0,0,0,0
1683293400,31.469,32.831,31.2,32.597,0,0,0,0
1683307800,32.56,32.862,32.176,32.72,0,0,0,0
1683552600,31.149,31.205,29.83,30.32,0,0,0,0
1683567000,30.301,30.421,29.401,29.468,0,0,0,0
1683639000,29.799,31,28.937,30.688,0,0,0,0
1683653400,30.715,30.782,30.1885,30.343,0,0,0,0
1683725400,31.389,32.569,30.5,30.888,0,0,0,0
1683739800,30.855,31.75,30.78,31.494,0,0,0,0
1683811800,31.08,31.08,28.637,28.703,0,0,0,0
1683826200,28.7,28.947,28.475,28.74,0,0,0,0
1683898200,28.3515,28.65,27.46,27.756,0,0,0,0
1683912600,27.7,27.782,26.665,27.091,0,0,0,0
1684157400,27.9825,28.682,27.581,28.4,0,0,0,0
1684171800,28.382,28.531,28.234,28.262,0,0,0,0
1684243800,27.734,28.256,27.247,27.265,0,0,0,0
1684258200,27.274,27.615,27.274,27.339,0,0,0,0
1684330200,27.066,28.316,26.944,28.24,0,0,0,0
1684344600,28.213,29.11,28.2,29.058,0,0,0,0
1684416600,28.883,29.728,28.541,28.58,0,0,0,0
1684431000,28.555,28.795,28.005,28.795,0,0,0,0
1684503000,29.084,29.169,28.262,28.6,0,0,0,0
1684517400,28.64,28.842,28.487,28.827,0,0,0,0
1684762200,28.805,29.711,28.6,29.437,0,0,0,0
1684776600,29.444,29.69,29.243,29.439,0,0,0,0
1684848600,29.83,30.128,29.123,29.162,0,0,0,0
1684863000,29.125,29.312,28.825,28.921,0,0,0,0
1684935000,28.217,28.628,27.668,28.062,0,0,0,0
1684949400,28.039,28.684,28.02,28.484,0,0,0,0
1685021400,28.747,28.843,27.3,27.553,0,0,0,0
1685035800,27.575,28.133,27.488,28.086,0,0,0,0
1685107800,28.208,29.489,27.975,29.169,0,0,0,0
1685122200,29.158,29.165,28.4815,28.548,0,0,0,0
1685453400,30,31.367,29.729,29.844,0,0,0,0
1685467800,29.824,30.166,29.699,29.911,0,0,0,0
1685539800,29.344,29.749,28.918,29.449,0,0,0,0
1685554200,29.418,30.292,29.369,30.142,0,0,0,0
1685626200,29.886,30.571,29.555,30.442,0,0,0,0
1685640600,30.407,30.731,29.99,30.003,0,0,0,0
1685712600,30.531,30.574,29.063,30.002,0,0,0,0
1685727000,30.05,30.268,29.87,30.188,0,0,0,0
1685971800,29.435,29.667,27.137,27.193,0,0,0,0
1685986200,27.2,27.781,27.12,27.654,0,0,0,0
1686058200,27,30.23,26.65,30.207,0,0,0,0
1686072600,30.229,30.455,29.75,29.874,0,0,0,0
1686144600,29.815,30.234,28.775,29.018,0,0,0,0
1686159000,28.933,29.385,28.92,29.058,0,0,0,0
1686231000,28.969,29.741,28.359,28.94,0,0,0,0
1686245400,28.972,29.277,28.7,29.162,0,0,0,0
1686317400,29.499,29.556,28.1,28.175,0,0,0,0
1686331800,28.152,28.517,28.0555,28.251,0,0,0,0
1686576600,27.972,28.166,27.456,27.871,0,0,0,0
1686591000,27.86,28.106,27.76,27.77,0,0,0,0
1686663000,28.507,28.507,27.484,28,0,0,0,0
1686677400,28.023,28.42,27.938,28.401,0,0,0,0
1686749400,28.4,28.603,28,28.169,0,0,0,0
1686763800,28.156,28.41,27.678,28.29,0,0,0,0
1686835800,27.363,27.619,26.594,27.595,0,0,0,0
1686850200,27.611,28.153,27.593,27.762,0,0,0,0
1686922200,28.446,29.5,28.075,29.136,0,0,0,0
1686936600,29.183,29.8,29.1,29.326,0,0,0,0
1687267800,30,31.2,29,30.949,0,0,0,0
1687282200,30.948,31.509,30.83,31.293,0,0,0,0
1687354200,32.2995,33.8,32.043,32.976,0,0,0,0
1687368600,32.949,33.422,32.949,33.146,0,0,0,0
1687440600,33.288,33.738,31.313,32.692,0,0,0,0
1687455000,32.711,33.144,32.502,32.7145,0,0,0,0
1687527000,32.6,33.701,31.744,32.886,0,0,0,0
1687541400,32.914,33.435,32.693,32.882,0,0,0,0
1687786200,32.369,32.843,30.11,30.4,0,0,0,0
1687800600,30.386,31.019,30.25,30.573,0,0,0,0
1687872600,31.235,32.16,31.199,32.121,0,0,0,0
1687887000,32.137,32.796,32.035,32.488,0,0,0,0
1687959000,32,33.285,31.852,32.6,0,0,0,0
1687973400,32.625,32.953,32.411,32.579,0,0,0,0
1688045400,33.475,33.807,32.862,33.7,0,0,0,0
1688059800,33.722,34.075,33.543,34.037,0,0,0,0
1688131800,34.985,35.268,32.204,34.048,0,0,0,0
1688146200,34.079,34.418,34.01,34.252,0,0,0,0
1688391000,34.595,37.827,34.595,37.7885,0,0,0,0
1688563800,36.947,38.275,35.943,38.173,0,0,0,0
1688578200,38.102,38.102,37.474,37.811,0,0,0,0
1688650200,38.085,38.55,36.202,37.123,0,0,0,0
1688664600,37.156,37.697,36.971,37.641,0,0,0,0
1688736600,37.39,39.2,37.39,38.858,0,0,0,0
1688751000,38.834,38.869,37.974,38.085,0,0,0,0
1688995800,38.09,39.571,37.015,39.565,0,0,0,0
1689010200,39.572,40.801,39.273,40.801,0,0,0,0
1689082200,40.016,41.086,39.679,40.7,0,0,0,0
1689096600,40.656,41.5,40.199,41.27,0,0,0,0
1689168600,41.828,42.05,40.52,41.25,0,0,0,0
1689183000,41.264,41.78,41.077,41.351,0,0,0,0
1689255000,41.776,43.85,41.282,43.7,0,0,0,0
1689269400,43.658,46.698,43.655,46.202,0,0,0,0
1689341400,45.5,47.525,45.2,45.8,0,0,0,0
1689355800,45.774,46.049,44.721,45.85,0,0,0,0
1689600600,45.88,46.645,44.819,45.569,0,0,0,0
1689615000,45.57,45.619,44.416,45.02,0,0,0,0
1689687000,44.794,45.4,43.55,43.8,0,0,0,0
1689701400,43.864,45.047,43.826,44.599,0,0,0,0
1689773400,44.982,46.1,44.7,45.345,0,0,0,0
1689787800,45.303,45.775,45.118,45.333,0,0,0,0
1689859800,45.596,46.105,43.549,44.166,0,0,0,0
1689874200,44.149,44.426,43.518,44.031,0,0,0,0
1689946200,44.3275,44.577,42.675,43.628,0,0,0,0
1689960600,43.6,44.316,43.347,43.647,0,0,0,0
1690205400,42.55,43,41.324,42.824,0,0,0,0
1690219800,42.8785,43.148,42.644,43.1,0,0,0,0
1690291800,43.1,43.91,43,43.787,0,0,0,0
1690306200,43.791,44.234,43.51,43.711,0,0,0,0
1690378200,43.917,44.789,43.639,44.516,0,0,0,0
1690392600,44.539,44.775,43.9,44.375,0,0,0,0
1690464600,45.096,45.228,43.2,43.203,0,0,0,0
1690479000,43.239,43.355,42.41,42.615,0,0,0,0
1690551000,43.319,43.851,42.48,43.496,0,0,0,0
1690565400,43.401,43.7,43.065,43.419,0,0,0,0
1690810200,43.945,44.284,43.219,43.653,0,0,0,0
1690824600,43.606,43.858,43.326,43.813,0,0,0,0
1690896600,42.983,43.633,42.075,43.134,0,0,0,0
1690911000,43.151,43.818,43.1,43.535,0,0,0,0
1690983000,43.483,43.7,40.112,41,0,0,0,0
1690997400,40.906,41.15,40.447,40.728,0,0,0,0
1691069400,40.002,40.117,38.8,39.466,1,0,0,0
1691083800,39.518,39.56,38.7895,38.967,0,0,0,0
1691155800,39,39.558,38.654,38.762,0,0,0,0
1691170200,38.795,38.8,37.477,37.651,0,1,0,0
1691415000,37.101,37.399,35.77,36.6145,0,0,0,0
1691429400,36.52,37.255,36.369,37.093,0,0,0,0
1691501400,38.045,39.19,37.5,38.946,0,0,0,0
1691515800,38.942,39.589,38.627,38.982,0,0,0,0
1691587800,39.603,39.653,37.984,38.246,0,0,0,0
1691602200,38.264,38.3355,37.6,37.74,0,0,0,0
1691674200,38.186,39.029,37.476,37.575,0,0,0,0
1691688600,37.485,37.872,37.184,37.786,0,0,0,0
1691760600,37.7,38.8,37.196,38.19,0,0,0,0
1691775000,38.1,38.449,37.879,38.449,0,0,0,0
1692019800,38.157,39.296,37.537,38.935,0,0,0,0
1692034200,38.94,38.999,38.55,38.853,0,0,0,0
1692106200,38.917,39.269,38.09,38.268,0,0,0,0
1692120600,38.3,38.452,37.59,37.614,0,0,0,0
1692192600,37.4,37.616,36.672,37.426,0,0,0,0
1692207000,37.462,37.713,36.922,36.974,0,0,0,0
1692279000,36.116,36.514,35.028,35.458,0,0,0,0
1692293400,35.45,35.567,34.569,34.711,0,0,0,0
1692365400,33.081,33.858,32.25,32.498,0,0,0,0
1692379800,32.5,33.448,32.35,32.872,0,0,0,0
1692624600,32.868,33.68,32.5,33.191,0,0,0,0
1692639000,33.2,33.698,33.055,33.5285,0,0,0,0
1692711000,33.975,34.55,32.95,33.194,0,0,0,0
1692725400,33.223,33.223,32.8,32.98,0,0,0,0
1692797400,33.029,34.846,32.85,34.818,0,0,0,0
1692811800,34.863,35.034,34.464,34.648,0,0,0,0
1692883800,34.869,34.95,33.274,33.584,0,0,0,0
1692898200,33.633,33.946,33.5,33.6395,0,0,0,0
1692970200,33.66,34.42,32.97,33.459,0,0,0,0
1692984600,33.389,33.807,33.334,33.628,0,0,0,0
1693229400,33.885,35.042,33.806,34.9,0,0,0,0
1693243800,34.933,34.933,34.33,34.469,0,0,0,0
1693315800,34.322,38.525,34.232,38.335,0,0,0,0
1693330200,38.332,38.79,37.994,38.137,0,0,0,0
1693402200,37.605,37.706,36.8,37.275,0,0,0,0
1693416600,37.269,37.45,36.8,37.134,0,0,0,0
1693488600,37.5,37.6,35.423,35.992,0,0,0,0
1693503000,35.905,35.9175,35.524,35.751,0,0,0,0
1693575000,35.634,36.094,34.866,34.866,0,0,0,0
1693589400,34.913,35.25,34.675,35.105,0,0,0,0
1693920600,35.118,35.33,34.412,35.099,0,0,0,0
1693935000,35.099,35.282,34.869,34.869,0,0,0,0
1694007000,34.973,35.899,34.514,34.966,0,0,0,0
1694021400,34.976,35.775,34.892,35.023,0,0,0,0
1694093400,34.6125,35.407,33.773,35.2,0,0,0,0
1694107800,35.278,35.688,35.172,35.273,0,0,0,0
1694179800,35.327,35.57,34.7,35.22,0,0,0,0
1694194200,35.255,35.6155,35.193,35.612,0,0,0,0
1694439000,35.572,35.681,33.562,34.645,0,0,0,0
1694453400,34.649,34.8,34.25,34.305,0,0,0,0
1694525400,35.37,36.74,34.73,34.994,0,0,0,0
1694539800,34.91,35.023,34.567,34.742,0,0,0,0
1694611800,35.0175,35.24,34.185,34.74,0,0,0,0
1694626200,34.7,34.857,34.06,34.166,0,0,0,0
1694698200,35.013,36.2,34.74,35.239,0,0,0,0
1694712600,35.243,35.42,34.58,34.632,0,0,0,0
1694784600,34.421,34.5455,33.675,33.722,0,0,0,0
1694799000,33.72,34.164,33.63,34.06,0,0,0,0
1695043800,35.115,35.641,34.216,34.216,0,0,0,0
1695058200,34.221,34.3,33.9,34.062,0,0,0,0
1695130200,34.528,35.005,33.338,34.542,0,0,0,0
1695144600,34.583,34.689,33.888,33.905,0,0,0,0
1695216600,34.119,34.4,33.7,34.236,0,0,0,0
1695231000,34.2375,34.46,33.314,33.314,0,0,0,0
1695303000,32.623,32.808,32.149,32.7,0,0,0,0
1695317400,32.731,32.827,32.508,32.565,0,0,0,0
1695389400,32.492,32.752,32.248,32.44,0,0,0,0
1695403800,32.385,32.529,32.073,32.27,0,0,0,0
1695648600,31.936,32.75,31.551,32.599,0,0,0,0
1695663000,32.635,32.759,32.409,32.737,0,0,0,0
1695735000,32.45,32.9,31.888,31.9,0,0,0,0
1695749400,31.929,32.007,31.717,31.722,0,0,0,0
1695821400,32.332,32.69,31.06,31.083,0,0,0,0
1695835800,31.051,31.9,31.009,31.558,0,0,0,0
1695907800,31.836,33.75,31.58,33.113,0,0,0,0
1695922200,33.164,33.294,32.683,32.905,0,0,0,0
1695994200,33.289,33.408,32.491,32.716,0,0,0,0
1696008600,32.658,32.921,32.501,32.791,0,0,1,0
1696253400,34.687,35.266,32.967,33.5675,0,0,1,0
1696267800,33.572,33.651,32.794,32.949,0,0,1,0
1696339800,32.402,32.625,31.488,31.87,0,0,0,0
1696354200,31.88,31.91,31.1,31.134,0,0,0,0
1696426200,31.45,32.042,30.708,31.931,0,0,0,0
1696440600,31.85,32.386,31.62,31.99,0,0,0,0
1696512600,32.442,32.8,31.458,32.005,0,0,0,0
1696527000,32.039,32.6,31.978,32.34,0,0,1,0
1696599000,31.977,34.053,31.925,34.047,0,0,1,0
1696613400,34.022,34.18,33.916,34.072,0,0,1,0
1696858200,33.197,34.133,33.197,33.872,0,0,1,0
1696872600,33.984,34.42,33.9,34.093,0,0,1,0
1696944600,34.2,34.663,33.634,34.026,0,0,1,0
1696959000,33.979,34.27,33.822,34.099,0,0,1,0
1697031000,33.8745,34.04,33.065,33.201,0,0,1,0
1697045400,33.196,33.602,33.047,33.45,0,0,1,0
1697117400,33.4255,33.4255,32.3,32.355,0,0,1,0
1697131800,32.3,32.515,32.056,32.329,0,0,1,0
1697203800,32.7525,32.768,31.488,31.488,0,0,0,0
1697218200,31.501,32.03,31.5,31.843,0,0,0,0
1697463000,33.793,35.333,32.125,32.343,0,0,0,0
1697477400,32.286,33.042,32.233,32.537,0,0,0,0
1697549400,32.278,34.071,32.128,33.876,0,0,0,0
1697563800,33.876,33.876,33.122,33.527,0,0,0,0
1697635800,33.578,33.827,32.639,33.01,0,0,1,0
1697650200,33.055,33.067,32.633,32.956,0,0,1,0
1697722200,33.211,34.85,32.836,34.612,0,0,1,0
1697736600,34.621,34.685,33.95,34.253,0,0,1,0
1697808600,35.295,36.154,34.4665,34.873,0,0,1,0
1697823000,34.9,34.95,34.455,34.843,0,0,1,0
1698067800,35.7565,38.225,34.651,37.693,0,0,0,0
1698082200,37.693,38.384,37.215,37.739,0,0,0,0
1698154200,40.8545,43.888,40.107,42.5635,0,0,0,0
1698168600,42.558,42.799,41.838,42.496,0,0,0,0
1698240600,43.412,44.949,42.527,43.6,0,0,0,0
1698255000,43.661,43.816,42.678,43.35,0,0,0,0
1698327000,42.2,43,40.651,41.095,0,0,0,0
1698341400,41.02,42.128,40.984,41.324,0,0,0,0
1698413400,42.005,42.154,40.17,40.499,0,0,0,0
1698427800,40.45,40.705,39.826,40.705,0,0,0,0
1698672600,42.275,43.498,40.922,41.422,0,0,0,0
1698687000,41.484,42.023,41.2,41.975,0,0,0,0
1698759000,41.695,42.344,41.056,42.265,0,0,0,0
1698773400,42.317,42.357,41.641,42.311,0,0,0,0
1698845400,42.8,42.934,41.25,41.713,0,0,0,0
1698859800,41.706,42.667,41.6,42.628,0,0,0,0
1698931800,43.885,44.444,42.356,43.589,0,0,0,0
1698946200,43.7,45.4,43.7,45.399,0,0,0,0
1699018200,44.414,46.41,44.2,45.671,0,0,0,0
1699032600,45.647,45.886,45.066,45.41,0,0,0,0
1699281000,46.231,47.246,45.102,45.19,0,0,0,0
1699295400,45.271,46.2,45.2255,45.896,0,0,0,0
1699367400,45.466,47.0275,44.9,46.475,0,0,0,0
1699381800,46.558,47.474,46.298,47.317,0,0,0,0
1699453800,46.937,47.1,45.811,46.91,0,0,0,0
1699468200,46.966,47.88,46.966,47.428,0,0,0,0
1699540200,49.85,53.5,49.566,50.4,0,0,0,0
1699554600,50.415,50.685,48.598,49.491,0,0,0,0
1699626600,50.463,51.199,49.454,50.6815,0,0,0,0
1699641000,50.707,51.299,50.6,50.877,0,0,0,0
1699885800,50.3225,50.65,48.677,49.6625,0,0,0,0
1699900200,49.585,50.54,49.367,50.465,0,0,0,0
1699972200,50.501,50.67,46.897,47.01,0,0,0,0
1699986600,47.07,48.0025,45.986,48.002,0,0,0,0
1700058600,48.625,50.214,48.1,49.952,0,0,0,0
1700073000,50.032,50.912,49.616,50.5,0,0,0,0
1700145000,49.251,50.225,48.51,49.278,0,0,0,0
1700159400,49.256,49.35,48.3,48.93,0,0,0,0
1700231400,49.022,49.55,48.377,49.168,0,0,0,0
1700245800,49.167,49.496,48.573,48.637,0,0,0,0
1700490600,49.298,51.168,49.19,51,0,0,0,0
1700505000,50.993,51.249,50.721,50.861,0,0,0,0
1700577000,49.7895,50.315,48.474,49.658,0,0,0,0
1700591400,49.6,50.028,49.273,49.303,0,0,0,0
1700663400,49.454,49.9,48.126,49.843,0,0,0,0
1700677800,49.908,50.934,49.908,50.76,0,0,0,0
1700836200,50.973,52.675,50.575,52.026,0,0,0,0
1701095400,50.596,51.471,50.323,51.058,0,0,0,0
1701109800,51.016,51.101,49.53,49.53,0,0,0,0
1701181800,50.505,51.524,49.834,50.96,0,0,0,0
