time,open,high,low,close,VLT SRI Bias Histogram,LT SRI Bias Histogram,ST SRI Bias Histogram,VST SRI Bias Histogram,VST Reversal Support,VST Reversal Robust Fit,VST Reversal Resistance,VST Fast Trackline,VST Slow Trackline,VST Stage 4 to 1,VST Stage 1 to 2,VST Stage 2 to 3,VST Stage 3 to 4,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4
1766428200,3.37,3.42,3.34,3.36,0,0,0,0,3.083904109074314,3.274235294117647,3.274235294117647,3.4050057090439765,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.4050057090439765,0,0,0,0,0,,,,2.865637755102041,,0,0,0,0
1766500200,3.36,3.43,3.26,3.34,0,0,0,0,3.056104475498587,3.2496705882352943,3.2496705882352943,3.4050057090439765,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.4050057090439765,0,0,0,0,0,,,,2.865637755102041,,0,0,0,0
1766514600,3.34,3.38,3.325,3.325,0,0,0,0,3.0313809440545234,3.2269764705882364,3.2269764705882364,3.4050057090439765,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.4050057090439765,0,0,0,0,0,,,,2.865637755102041,,0,0,0,0
1766586600,3.33,3.35,3.16,3.24,0,0,0,-15,3.000292562924596,3.199541176470585,3.199541176470585,3.3628050999850005,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.3628050999850005,0,0,0,0,0,,,,2.865637755102041,,0,0,0,0
1766759400,3.23,3.305,3.22,3.27,0,0,0,0,2.995149106532448,3.190623529411761,3.190623529411761,3.3628050999850005,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.3628050999850005,0,0,0,0,0,,,,2.865637755102041,,0,0,0,0
1766773800,3.27,3.3,3.26,3.27,0,0,0,0,2.9967568900446127,3.186529411764705,3.186529411764705,3.3628050999850005,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.3628050999850005,0,0,0,0,0,,,,2.865637755102041,,0,0,0,0
1767018600,3.32,3.43,3.16,3.17,0,0,0,-15,2.9906900574832145,3.1745529411764695,3.1745529411764695,3.320057803276789,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.320057803276789,0,0,0,0,0,,,,2.865637755102041,,0,0,0,0
1767033000,3.17,3.175,3.01,3.075,0,0,0,-15,2.9978088669279637,3.1625529411764726,3.1625529411764726,3.200483514049884,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.200483514049884,0,0,0,0,0,,,,2.865637755102041,,0,0,0,0
1767105000,3.11,3.44,3.06,3.4,0,0,0,15,3.051667425448529,3.194047058823527,3.3364266921985246,3.2029504394161714,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.2029504394161714,0,0,0,0,0,,,,2.865637755102041,,0,0,0,0
1767119400,3.4,3.4,3.33,3.35,0,0,0,15,3.1105109987570763,3.228035294117645,3.345559589478214,3.2222378788843518,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.2222378788843518,0,0,0,0,0,,,,2.865637755102041,,0,0,0,0
1767191400,3.4,3.55,3.32,3.45,0,0,0,0,3.1417862844391755,3.253494117647063,3.3652019508549507,3.2222378788843518,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.2222378788843518,0,0,0,0,0,,,,3.106816054464084,,0,0,0,0
1767205800,3.47,3.59,3.43,3.56,0,0,0,15,3.1707510859922685,3.2867647058823564,3.402778325772444,3.327406186453977,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.327406186453977,0,0,0,0,0,,,,3.2206149077166497,,0,0,0,0
1767364200,3.49,3.58,3.31,3.45,0,0,0,0,3.1989294852318695,3.310082352941179,3.4212352206504884,3.327406186453977,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.327406186453977,0,0,0,0,0,,,,3.2206149077166497,,0,0,0,0
1767378600,3.43,3.46,3.41,3.425,0,0,0,0,3.2284915001714474,3.3372705882352967,3.446049676299146,3.327406186453977,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.327406186453977,0,0,0,0,0,,,,3.2206149077166497,,0,0,0,0
1767623400,3.61,3.76,3.48,3.48,0,0,0,15,3.2493503709174214,3.3680705882352955,3.4867908055531696,3.4763108845775874,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.4763108845775874,0,0,0,0,0,,,,3.2684806677308598,,0,0,0,0
1767637800,3.5,3.52,3.37,3.45,0,0,0,0,3.2583944259038318,3.3772117647058875,3.496029103507943,3.4763108845775874,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.4763108845775874,0,0,0,0,0,,,,3.2684806677308598,,0,0,0,0
