time,open,high,low,close,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LOI,Acc,Deep Acc,Trim 25%,Trim 50%,Trim 75%,Acc Enter,Deep Enter,Acc Bounce,Deep Bounce,Trim 25%,Trim 50%,Trim 75%,Exit 100%,CT4 Dist,IWM Trim
1755264600,1.0639169625785305,1.0639169625785305,1.046108984873337,1.051023665131549,1.0325523731200048,1.0576418946287676,1.0576418946287676,1.0570958923257716,1.067977255741368,0,0,0,0,0.2410846750766753,-40,-60,10,30,50,,,,,,,,,,
1755279000,1.0519835841313268,1.0533223954060706,1.0480269753030165,1.0480269753030165,1.0342666423076838,1.0580822441151547,1.0580822441151547,1.056978742537069,1.067977255741368,0,0,0,0,-7.387862918153618,-40,-60,10,30,50,,,,,,,,,,
1755523800,1.050714740963307,1.050714740963307,1.0371453374149038,1.037787513691128,1.0328548819691674,1.0567057894295142,1.0567057894295142,1.0489144090051181,1.067977255741368,0,0,0,0,-7.431547937058969,-40,-60,10,30,50,,,,,,,,,,
1755538200,1.0378348774588106,1.0442760635384334,1.0378348774588106,1.0429979916012415,1.0317045373389817,1.055584090372304,1.055584090372304,1.0489144090051181,1.067977255741368,0,0,0,0,-15.052226665720113,-40,-60,10,30,50,,,,,,,,,,
1755610200,1.0412107950401166,1.0412107950401166,1.0012315832687133,1.006926091315046,1.025375406722778,1.0507970519622651,1.0507970519622651,1.0370029683371493,1.067977255741368,0,0,0,0,-15.068048009519122,-40,-60,10,30,50,,,,,,,,,,
1755624600,1.0057413651690512,1.0183557276246868,1.0057413651690512,1.0159959896094426,1.0212564126550097,1.0475378558636728,1.0475378558636728,1.0253142172988405,1.065985985421868,0,0,0,0,-15.47402370212893,-40,-60,10,30,50,,,,,,,,,,
1755696600,1.0121272909638004,1.021012808241032,1.0040131338927398,1.0094215101725001,1.0164642450352113,1.043805797036434,1.043805797036434,1.0240208923134746,1.065985985421868,0,0,0,0,-15.47402370212893,-40,-60,10,30,50,,,,,,,,,,
1755711000,1.0105138591780074,1.0141692104423892,1.0067419825072885,1.0067419825072885,1.012553270983701,1.040641124484807,1.040641124484807,1.0212574046372438,1.0432631771346652,0,0,0,0,-15.55166210577582,-40,-60,10,30,50,,,,,,,,,,
1755783000,1.0150616157005934,1.0177071924059875,1.010424286759327,1.010424286759327,1.0097998138216278,1.0382019561804803,1.0382019561804803,1.0212574046372438,1.0432631771346652,0,0,0,0,-15.55166210577582,-40,-60,10,30,50,,,,,,,,,,
1755797400,1.008046817849305,1.0133491816768767,1.0079561042524006,1.011934702089716,1.0081873663687955,1.0364350316893556,1.0364350316893556,1.020619348502565,1.0421483820374156,0,0,0,0,-15.578854757700505,-40,-60,10,30,50,,,,,,,,,,
1755869400,1.016230509710951,1.016230509710951,1.009491649174044,1.013387792148854,1.0063874854508614,1.034634907609456,1.034634907609456,1.020619348502565,1.0421483820374156,0,0,0,0,-15.578854757700505,-40,-60,10,30,50,,,,,,,,,,
1755883800,1.0134785568413887,1.0159738609548012,1.0096206208023233,1.0096206208023233,1.0041818373525948,1.032575522026197,1.032575522026197,1.020619348502565,1.0378463950675298,0,0,0,0,-15.578854757700505,-40,-60,10,30,50,,,,,,,,,,
1756128600,1.0102745953809784,1.0102745953809784,1.0073622977640428,1.007403370123087,1.001575405349636,1.030275518106122,1.030275518106122,1.0148334213576597,1.0378463950675298,0,0,0,0,-15.659134760986653,-40,-60,10,30,50,,,,,,,,,,
1756143000,1.007403370123087,1.0102736612419312,1.007403370123087,1.009825327510917,0.9996478522444531,1.0284309197886587,1.0284309197886587,1.0148334213576597,1.0329826269030626,0,0,0,0,-15.669556673803804,-40,-60,10,30,50,,,,,,,,,,
1756215000,1.0089155749636098,1.0132118451025056,1.004778156996587,1.01118690313779,0.9968895866586989,1.026077403854863,1.026077403854863,1.0148334213576597,1.0329826269030626,0,0,0,0,-15.669556673803804,-40,-60,10,30,50,,,,,,,,,,
1756229400,1.0098226466575717,1.0139078265612218,1.0091450930433596,1.0100009091735613,0.9953787888184984,1.0245244751356715,1.0245244751356715,1.0148334213576597,1.0328870867028799,0,0,0,0,-15.669556673803804,-40,-60,10,30,50,,,,,,,,,,
1756301400,1.0161319722931097,1.0171667956832566,1.0121129326047358,1.0144676979071883,0.9938492948819666,1.0230526104797968,1.0230526104797968,1.0148334213576597,1.0328870867028799,0,0,0,0,-15.669556673803804,-40,-60,10,30,50,,,,,,,,,,
1756315800,1.0142389227549813,1.0159956375533945,1.0128146869035717,1.0128146869035717,0.9916572326913613,1.0211236720046566,1.0211236720046566,1.0148334213576597,1.0328870867028799,0,0,0,0,-15.669556673803804,-40,-60,10,30,50,,,,,,,,,,
1756387800,1.0180794040156265,1.0180794040156265,1.0122443426601968,1.0122443426601968,0.9880855906272994,1.0178989340701392,1.0178989340701392,1.0148334213576597,1.0328870867028799,0,0,0,0,-15.669556673803804,-40,-60,10,30,50,,,,,,,,,,
1756402200,1.0120623979684382,1.0145190562613429,1.0120623979684382,1.0124319419237748,0.984664697731992,1.0148265521524111,1.0148265521524111,1.0148334213576597,1.0328870867028799,0,0,0,0,-15.669556673803804,-40,-60,10,30,50,,,,,,,,,,
1756474200,1.0159559959996365,1.0163636363636364,1.0147366505958337,1.0162472124880537,0.9809642593809678,1.0108517809520223,1.0108517809520223,1.0148334213576597,1.0328870867028799,0,0,0,0,-15.669556673803804,-40,-60,10,30,50,,,,,,,,,,
