time,open,high,low,close,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,STH MVRV,MVRV SMA
1734114600,57.95,58.09,57.67,57.91,43.70589642899219,51.990470588235254,60.27504474747832,54.500343381623686,47.18048762412675,51.225226111770326,59.42341176470589,67.62159741764145,56.20357528040623,49.23757271610508,55.08671552967593,58.597364705882306,62.108013882088684,56.8746875896244,54.485910119781096,56.06359435599726,57.71916000000001,59.37472564400276,56.8746875896244,54.500343381623686,,
1734359400,59.43,61.46,59.38,61.44,43.70589642899219,51.990470588235254,60.27504474747832,54.500343381623686,47.18048762412675,51.225226111770326,59.42341176470589,67.62159741764145,57.76474847466292,49.23757271610508,55.425242368752244,58.80082823529412,62.176414101835995,59.54041940125778,54.485910119781096,56.455577898615985,58.333823529411774,60.21206916020756,59.54041940125778,54.500343381623686,,
1734373800,61.45,61.465,60.17,60.21,44.67496296075757,53.399694117647044,62.12442527453652,57.04639028293628,47.18048762412675,51.80562955715741,60.09352941176465,68.38142926637188,58.57762358361557,49.23757271610508,55.718868317143695,58.871009411764746,62.0231505063858,59.54041940125778,57.04227368265388,56.789765253252,58.63860470588235,60.4874441585127,59.54041940125778,57.04639028293628,,
1734445800,61.365,61.75,60.15,60.93,44.67496296075757,53.399694117647044,62.12442527453652,57.04639028293628,47.18048762412675,51.80562955715741,60.09352941176465,68.38142926637188,58.57762358361557,49.23757271610508,56.05367526728266,58.959661176470576,61.865647085658495,59.571424498108165,57.04227368265388,57.169949569324096,59.17696235294118,61.18397513655827,59.571424498108165,57.04639028293628,,
1734460200,60.935,61.18,60.41,60.75,44.67496296075757,53.399694117647044,62.12442527453652,57.86879097701225,47.18048762412675,52.38833992213142,60.76672941176476,69.14511890139809,58.8758591103624,49.23757271610508,56.29341929615564,59.18028941176478,62.067159527373924,59.599136429491224,57.864968419607166,57.543055830008015,59.67400235294119,61.80494887587436,59.599136429491224,57.86879097701225,,
1734532200,59.59,59.78,58.8,59.56,44.67496296075757,53.399694117647044,62.12442527453652,57.86879097701225,47.18048762412675,52.38833992213142,60.76672941176476,69.14511890139809,58.8758591103624,49.23757271610508,56.47128230881842,59.327858823529425,62.184435338240434,59.599136429491224,57.864968419607166,57.78102049621031,59.947277647058854,62.1135347979074,59.599136429491224,57.86879097701225,,
1734546600,59.56,59.7,56.82,57.17,45.563992838980425,54.57823529411765,63.59247774925487,57.86879097701225,47.18048762412675,52.75575474429119,61.079835294117615,69.40391584394403,58.8758591103624,49.23757271610508,56.50872159618807,59.297240000000045,62.08575840381202,58.99090078189559,57.864968419607166,57.707266175956256,59.8240352941177,59.8240352941177,58.99090078189559,57.86879097701225,,
1734618600,58.195,58.48,54.92,55.83,45.563992838980425,54.57823529411765,63.59247774925487,57.86879097701225,47.18048762412675,52.75575474429119,61.079835294117615,69.40391584394403,58.8758591103624,49.23757271610508,56.449328729097694,59.172197647058766,59.172197647058766,58.80419506194059,57.864968419607166,57.451612632841844,59.51465176470591,59.51465176470591,58.80419506194059,57.86879097701225,,
1734633000,55.81,56.23,54.28,54.69,45.563992838980425,54.57823529411765,63.59247774925487,57.86879097701225,47.18048762412675,52.945947057208976,61.12188235294117,69.29781764867337,58.03488619192366,49.23757271610508,56.319178441136025,59.02011999999999,59.02011999999999,56.56091308912224,57.864968419607166,56.868848164517274,58.919974117647065,58.919974117647065,56.56091308912224,57.86879097701225,,
1734705000,54.065,55.61,53.94,55.06,45.563992838980425,54.57823529411765,63.59247774925487,57.86879097701225,47.18048762412675,52.945947057208976,61.12188235294117,69.29781764867337,57.40525146392911,49.23757271610508,56.19136766399101,58.82081882352941,58.82081882352941,56.56091308912224,57.864968419607166,56.376365981135045,58.3907788235294,58.3907788235294,56.56091308912224,57.86879097701225,,
1734719400,55.01,55.66,54.77,54.8,46.286345220553926,55.482023529411755,64.67770183826958,57.86879097701225,47.18048762412675,53.11376142551014,61.094564705882306,69.07536798625446,57.39059064507703,49.30203180781186,56.0363396197815,58.583094117647086,58.583094117647086,56.47482009419045,57.864968419607166,55.83422816289432,57.817442352941185,57.817442352941185,56.47482009419045,57.86879097701225,,
