time,open,high,low,close,LOI,Deep Accumulate,Accumulate,Trim 25%,Trim 50%,Trim 75%,Exit 100%,LT Fast Trackline,LT Slow Trackline,AB2 Bull Put,AB2 Bear Call,AB2 Iron Condor,AB2 Conservative,LT Fast Trackline,LT Slow Trackline,AB1 Strong Bull,AB1 Strong Bear,AB1 Setup Bull,AB1 Setup Bear,AB1 Exit — FTL<STL,AB1 Exit — Time Stop,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,VST Reversal Support,VST Reversal Robust Fit,VST Reversal Resistance,VST Fast Trackline,VST Slow Trackline,VST Stage 4 to 1,VST Stage 1 to 2,VST Stage 2 to 3,VST Stage 3 to 4
1660743000,33.5,33.8,32.014,32.52,27.17158256567341,0,0,0,0,0,0,33.52455966603237,25.065846707809687,0,0,0,0,33.52455966603237,25.065846707809687,0,0,0,0,0,0,8.429967840593264,19.191621176470587,29.95327451234791,32.24021976298828,32.82526977479242,0,0,0,0,27.005760000509376,33.091065882352936,39.176371764196496,33.52455966603237,25.065846707809687,0,0,0,0,31.290475915750058,35.45850588235294,39.62653584895582,33.32469445447659,32.044469512209425,0,0,0,0,33.157746145033094,35.25516705882352,35.25516705882352,33.32469445447659,32.044469512209425,0,0,0,0
1660829400,32.103,32.8,31.843,32.438,22.325928950783272,0,0,0,0,0,0,33.52455966603237,25.065846707809687,0,0,0,0,33.52455966603237,25.065846707809687,0,0,0,0,0,0,9.694201216341073,20.156755294117655,30.61930937189424,32.24021976298828,32.82526977479242,0,0,0,0,27.541229300095416,33.73829647058824,39.93536364108106,33.52455966603237,25.065846707809687,0,0,0,0,31.418864800332642,35.21822117647054,39.017577552608444,33.32469445447659,32.044469512209425,0,0,0,0,32.83000753177176,34.46960235294114,34.46960235294114,33.32469445447659,32.044469512209425,0,0,0,0
1660915800,29.942,30.395,28.176,28.3,4.771975424413103,0,0,0,0,0,0,30.625951030636926,25.065846707809687,0,0,1,0,30.625951030636926,25.065846707809687,0,0,0,0,0,0,9.694201216341073,20.156755294117655,30.61930937189424,32.24021976298828,32.82526977479242,0,0,0,0,27.79452225260853,34.015929411764716,34.015929411764716,30.625951030636926,25.065846707809687,0,0,0,0,30.988099913821372,34.380352941176454,34.380352941176454,29.491746323269176,32.044469512209425,0,0,0,0,30.92310288916939,32.69501411764706,32.69501411764706,29.491746323269176,32.044469512209425,0,0,0,0
1661175000,27.301,27.9685,26.608,26.809,-9.638845993121674,0,0,0,0,0,0,28.39211083764102,25.065846707809687,0,0,0,1,28.39211083764102,25.065846707809687,0,0,0,0,0,0,10.97524833167276,20.90996705882351,20.90996705882351,30.164848259915495,32.82526977479242,0,0,0,0,27.885600869952555,34.105480000000014,34.105480000000014,28.39211083764102,25.065846707809687,0,0,0,0,30.189607382128976,33.34799294117646,33.34799294117646,27.75368491615189,30.36113099773016,0,0,0,0,28.320207357358957,30.683338823529407,30.683338823529407,27.75368491615189,30.36113099773016,0,0,0,0
1661261400,27.19,28.327,25.88329,26.58,-9.698463175753417,0,0,0,0,0,0,28.312411895721084,25.065846707809687,0,0,0,0,28.312411895721084,25.065846707809687,0,0,0,0,0,0,10.97524833167276,20.90996705882351,20.90996705882351,30.164848259915495,32.82526977479242,0,0,0,0,27.90887800612422,34.10780705882355,34.10780705882355,28.312411895721084,25.065846707809687,0,0,0,0,29.337231514818267,32.49575529411766,32.49575529411766,27.490149101681958,30.36113099773016,0,0,0,0,25.92986760910977,28.75794117647055,28.75794117647055,27.490149101681958,30.36113099773016,0,0,0,0
1661347800,26.57,27.671,26.398,27.441,-10.948059564431617,0,0,0,0,0,0,28.312411895721084,25.065846707809687,0,0,0,0,28.312411895721084,25.065846707809687,0,0,0,0,0,0,12.128481148072604,21.636804705882334,21.636804705882334,29.851588550641424,32.82526977479242,0,0,0,0,27.89236722603463,33.95745647058825,33.95745647058825,28.312411895721084,25.065846707809687,0,0,0,0,28.764884186076134,31.953764705882346,31.953764705882346,27.490149101681958,29.987045248042843,0,0,0,0,24.374538822044784,27.456821176470598,27.456821176470598,27.490149101681958,29.987045248042843,0,0,0,0
1661434200,27.786,28.04599,26.7185,27.281,-11.562246367782027,0,0,0,0,0,0,28.312411895721084,25.065846707809687,0,0,0,0,28.312411895721084,25.065846707809687,0,0,0,0,0,0,12.128481148072604,21.636804705882334,21.636804705882334,29.851588550641424,32.82526977479242,0,0,0,0,27.85262685345452,33.784795294117636,33.784795294117636,28.312411895721084,25.065846707809687,0,0,0,0,28.209642481621486,31.43762117647055,31.43762117647055,27.490149101681958,29.987045248042843,0,0,0,0,23.065583847014178,26.343759999999982,26.343759999999982,27.490149101681958,29.987045248042843,0,0,0,0
1661520600,27.5,27.5,24.8,24.92,-14.637877624933026,0,0,0,0,0,0,26.5479192352588,25.065846707809687,0,0,0,0,26.5479192352588,25.065846707809687,0,0,0,0,0,0,13.299933607182169,22.277515294117656,22.277515294117656,29.562344209481637,32.82526977479242,0,0,0,0,27.63557736813571,33.459409411764696,33.459409411764696,26.5479192352588,25.065846707809687,0,0,0,0,27.196398432457293,30.540985882352917,30.540985882352917,25.829057794680914,29.777903147547146,0,0,0,0,21.321944036029713,24.90088705882355,24.90088705882355,25.829057794680914,29.777903147547146,0,0,0,0
1661779800,24.137,25.4198,24.111,24.496,-25.59271335727002,0,0,0,0,0,0,26.212098728360903,25.065846707809687,0,0,0,0,26.212098728360903,25.065846707809687,0,0,0,0,0,0,13.299933607182169,22.277515294117656,22.277515294117656,27.49789105166152,32.82526977479242,0,0,0,0,27.363253417052594,33.04278117647059,33.04278117647059,26.212098728360903,25.065846707809687,0,0,0,0,26.041088806979253,29.498844705882362,29.498844705882362,25.39062636378099,27.628481494150922,0,0,0,0,20.04315973570666,23.780632941176485,23.780632941176485,25.39062636378099,27.628481494150922,0,0,0,0
1661866200,25.004,25.3,23.501,24.023,-28.426104150030874,0,0,0,0,0,0,25.33253410761731,25.065846707809687,0,0,0,1,25.33253410761731,25.065846707809687,0,0,0,0,0,0,14.10931784353611,22.723284705882364,22.723284705882364,26.92661311939998,32.82526977479242,0,0,0,0,27.04573204624824,32.59479058823531,32.59479058823531,25.33253410761731,25.065846707809687,0,0,0,0,24.66216513853186,28.12851294117646,28.12851294117646,24.766491711160686,27.479418530283,0,0,0,0,18.937279845945888,22.767528235294122,22.767528235294122,24.766491711160686,27.479418530283,0,0,0,0
1661952600,24.827,25.15,22.271,23.156,-28.60255300738108,0,0,0,0,0,0,25.09664930707819,25.065846707809687,0,0,0,0,25.09664930707819,25.065846707809687,0,0,0,0,0,0,14.10931784353611,22.723284705882364,22.723284705882364,26.92661311939998,32.82526977479242,0,0,0,0,26.655030228933693,32.1078305882353,32.1078305882353,25.09664930707819,25.065846707809687,0,0,0,0,23.253422598983786,26.82884470588239,26.82884470588239,24.24759797009481,27.379388635262785,0,0,0,0,18.636894918542723,22.24385764705887,22.24385764705887,24.24759797009481,27.379388635262785,0,0,0,0
1662039000,22.001,22.855,21.329,22.092,-45.349615027865404,0,0,0,0,0,0,23.37854455559293,25.065846707809687,0,0,0,0,23.37854455559293,25.065846707809687,0,0,0,0,0,0,14.824888811668522,23.062197647058824,23.062197647058824,24.83580927131937,32.82526977479242,0,0,0,0,26.153387866569393,31.493677647058803,31.493677647058803,23.37854455559293,25.065846707809687,0,0,0,0,21.618884423472686,25.47729411764709,25.47729411764709,22.60068396401032,25.055646589886873,0,0,0,0,18.125409427077628,21.54200352941178,21.54200352941178,22.60068396401032,25.055646589886873,0,0,0,0
1662125400,22.61,22.775,21.565,21.806,-45.942140062872696,0,0,0,0,0,0,23.132163417832682,25.065846707809687,0,0,0,0,23.132163417832682,25.065846707809687,0,0,0,0,0,0,14.824888811668522,23.062197647058824,23.062197647058824,24.728608609082272,32.82526977479242,0,0,0,0,25.635630669757905,30.915150588235292,30.915150588235292,23.132163417832682,25.065846707809687,0,0,0,0,20.05924439770622,24.188374117647072,24.188374117647072,22.493582335171876,24.904886119180667,0,0,0,0,18.072178121821647,21.166196470588226,21.166196470588226,22.493582335171876,24.904886119180667,0,0,0,0
1662471000,21.853,22,20.29,20.425,-45.34674077418776,0,0,0,0,0,0,22.025079681702668,25.065846707809687,0,0,0,0,22.025079681702668,25.065846707809687,0,0,0,0,0,0,15.404739185484146,23.28717647058825,23.28717647058825,23.857207994147824,32.82526977479242,0,0,0,0,25.009010733638,30.290912941176458,30.290912941176458,22.025079681702668,25.065846707809687,0,0,0,0,18.293019665634738,22.74650588235295,22.74650588235295,21.23148526850385,24.099894253524905,0,0,0,0,17.904419947524616,20.693528235294103,20.693528235294103,21.23148526850385,24.099894253524905,0,0,0,0
1662557400,20.399,22.188,20.378,21.861,-45.34674077418776,0,0,0,0,0,0,22.025079681702668,25.065846707809687,0,0,0,0,22.025079681702668,25.065846707809687,0,0,0,0,0,0,15.404739185484146,23.28717647058825,23.28717647058825,23.857207994147824,32.82526977479242,0,0,0,0,24.503502712242927,29.743616470588236,29.743616470588236,22.025079681702668,25.065846707809687,0,0,0,0,16.885676107885335,21.569705882352928,21.569705882352928,21.23148526850385,24.099894253524905,0,0,0,0,18.13877243996733,20.539090588235265,20.539090588235265,21.23148526850385,24.099894253524905,0,0,0,0
1662643800,21.447,23.47,21.173,23.45,-44.630997130441756,0,0,0,0,0,0,22.025079681702668,25.065846707809687,0,0,0,1,22.025079681702668,25.065846707809687,0,0,0,0,0,0,16.40580759118402,23.826280000000004,23.826280000000004,23.857207994147824,32.82526977479242,0,0,0,0,24.121963025339067,29.272112941176445,29.272112941176445,22.025079681702668,25.065846707809687,0,0,0,0,16.20113847932364,20.966630588235297,20.966630588235297,22.48509037979509,24.099894253524905,0,0,0,0,18.485010018367557,20.69919882352941,22.913387628691265,22.48509037979509,24.099894253524905,0,0,0,0
1662730200,24.941,26.221,24.514,26.197,-28.0089272906187,0,0,0,0,0,0,24.193535892602203,25.065846707809687,0,0,0,0,24.193535892602203,25.065846707809687,0,0,0,0,0,0,16.40580759118402,23.826280000000004,23.826280000000004,23.857207994147824,32.82526977479242,0,0,0,0,23.95310381624537,28.976802352941185,34.000500889636996,24.193535892602203,25.065846707809687,0,0,0,0,16.09601348374204,20.848315294117626,25.60061710449321,25.10884338133402,24.099894253524905,0,0,0,0,19.529122259760822,21.678424705882357,23.82772715200389,25.10884338133402,24.099894253524905,0,0,0,0
1662989400,26.321,26.799,25.012,26.298,-27.171964034349365,0,0,0,0,0,0,24.428941662498836,25.065846707809687,0,0,1,0,24.428941662498836,25.065846707809687,0,0,0,0,0,0,17.960412829263955,24.72483764705883,24.72483764705883,23.857207994147824,32.82526977479242,0,0,0,0,23.77732792835174,28.608414117647047,33.43950030694236,24.428941662498836,25.065846707809687,0,0,0,0,16.156489426260382,20.858352941176474,25.560216456092565,25.297134496415055,24.099894253524905,0,0,0,0,20.70923251378606,22.761401176470574,24.81356983915509,25.297134496415055,24.099894253524905,0,0,0,0
1663075800,24.185,24.6345,22.952,23.125,-37.455049660186,0,0,0,0,0,0,24.428941662498836,25.065846707809687,0,0,0,0,24.428941662498836,25.065846707809687,0,0,0,0,0,0,17.960412829263955,24.72483764705883,24.72483764705883,23.857207994147824,32.82526977479242,0,0,0,0,23.324169321183646,27.980312941176468,27.980312941176468,24.428941662498836,25.065846707809687,0,0,0,0,15.946508729755855,20.6033976470588,20.6033976470588,23.91899002103003,24.099894253524905,0,0,0,0,21.363295138189464,23.17646000000001,23.17646000000001,23.91899002103003,24.099894253524905,0,0,0,0
1663162200,23.01,23.125,22.135,22.599,-36.49501859525769,0,0,0,0,0,0,23.967410458594614,25.065846707809687,0,0,0,0,23.967410458594614,25.065846707809687,0,0,0,0,0,0,18.915816149176173,25.212037647058814,25.212037647058814,23.857207994147824,32.82526977479242,0,0,0,0,22.81938485094309,27.379837647058842,27.379837647058842,23.967410458594614,25.065846707809687,0,0,0,0,15.589854607751803,20.24409882352939,20.24409882352939,23.37355414386294,24.099894253524905,0,0,0,0,21.755899792475788,23.37275176470588,23.37275176470588,23.37355414386294,24.099894253524905,0,0,0,0
1663248600,22.29,23.67,21.605,21.694,-36.49501859525769,0,0,0,0,0,0,23.967410458594614,25.065846707809687,0,0,0,0,23.967410458594614,25.065846707809687,0,0,0,0,0,0,18.915816149176173,25.212037647058814,25.212037647058814,23.857207994147824,32.82526977479242,0,0,0,0,22.221213589747485,26.70255764705885,26.70255764705885,23.967410458594614,25.065846707809687,0,0,0,0,15.541753187638836,20.072872941176442,20.072872941176442,22.651466808175485,24.099894253524905,0,0,0,0,21.67429253024008,23.263417647058798,23.263417647058798,22.651466808175485,24.099894253524905,0,0,0,0
1663335000,21.152,21.505,20.322,20.634,-35.12955887629647,0,0,0,0,0,0,22.061016402226176,25.065846707809687,0,0,0,0,22.061016402226176,25.065846707809687,0,0,0,0,0,0,19.813951194936134,25.594719999999995,25.594719999999995,23.335779415814535,32.82526977479242,0,0,0,0,21.549100638912204,26.06107294117646,26.06107294117646,22.061016402226176,25.065846707809687,0,0,0,0,15.299255676215116,19.732823529411753,19.732823529411753,21.403498893906185,23.566671149484133,0,0,0,0,21.05495172897348,22.731348235294117,22.731348235294117,21.403498893906185,23.566671149484133,0,0,0,1
1663594200,19.9265,20.709,19.632,20.62,-38.07989290803398,0,0,0,0,0,0,21.74451523063859,25.065846707809687,0,0,0,0,21.74451523063859,25.065846707809687,0,0,0,0,0,0,19.813951194936134,25.594719999999995,25.594719999999995,22.558866600399217,32.82526977479242,0,0,0,0,20.882618965433938,25.428679999999993,25.428679999999993,21.74451523063859,25.065846707809687,0,0,0,0,15.368141416094204,19.56784941176469,19.56784941176469,20.854450576888496,22.700337495949555,0,0,0,0,20.423314265559895,22.191105882352936,22.191105882352936,20.854450576888496,22.700337495949555,0,0,0,0
1663680600,20,20.15,19.342,19.66,-38.93503104820486,0,0,0,0,0,0,21.059169811119894,25.065846707809687,0,0,0,0,21.059169811119894,25.065846707809687,0,0,0,0,0,0,20.329830860835763,25.785049411764696,25.785049411764696,21.946090414656414,32.82526977479242,0,0,0,0,20.08524728872527,24.643774117647062,24.643774117647062,21.059169811119894,25.065846707809687,0,0,0,0,15.611805878251513,19.463983529411763,19.463983529411763,20.468418960554885,22.09038481766744,0,0,0,0,19.452066439061998,21.360056470588233,21.360056470588233,20.468418960554885,22.09038481766744,0,0,0,0
1663767000,19.831,20.833,19.404,19.592,-38.93503104820486,0,0,0,0,0,0,21.059169811119894,25.065846707809687,0,0,0,0,21.059169811119894,25.065846707809687,0,0,0,0,0,0,20.329830860835763,25.785049411764696,25.785049411764696,21.946090414656414,32.82526977479242,0,0,0,0,19.273082932058998,23.82107999999999,23.82107999999999,21.059169811119894,25.065846707809687,0,0,0,0,16.001717049941472,19.468352941176484,19.468352941176484,20.396291725645774,22.09038481766744,0,0,0,0,18.596991041821944,20.61149294117648,20.61149294117648,20.396291725645774,22.09038481766744,0,0,0,0
1663853400,19.689,19.84299,18.623,19.232,-42.00859494115637,0,0,0,0,0,0,20.502849152707874,25.065846707809687,0,0,0,0,20.502849152707874,25.065846707809687,0,0,0,0,0,0,20.610031117132685,25.860218823529394,25.860218823529394,21.24824632692313,32.82526977479242,0,0,0,0,18.423711389106153,22.981752941176495,22.981752941176495,20.502849152707874,25.065846707809687,0,0,0,0,16.1284842160141,19.3268588235294,19.3268588235294,19.749802559357835,21.697999664213256,0,0,0,0,17.393634954979056,19.575547058823545,19.575547058823545,19.749802559357835,21.697999664213256,0,0,0,0
1663939800,18.87,19.192,18.349,19.145,-43.66681255403935,0,0,0,0,0,0,20.123196463304236,25.065846707809687,0,0,0,0,20.123196463304236,25.065846707809687,0,0,0,0,0,0,20.610031117132685,25.860218823529394,25.860218823529394,20.887371589285767,32.82526977479242,0,0,0,0,17.57634175789551,22.172590588235295,22.172590588235295,20.123196463304236,25.065846707809687,0,0,0,0,16.464988349219386,19.29078352941177,19.29078352941177,19.502610422130008,20.977580402483735,0,0,0,0,16.15811055948061,18.46743176470588,18.46743176470588,19.502610422130008,20.977580402483735,0,0,0,0
1664199000,19.182,20.55,19.15,20.018,-43.66681255403935,0,0,0,0,0,0,20.123196463304236,25.065846707809687,0,0,0,0,20.123196463304236,25.065846707809687,0,0,0,0,0,0,20.93862295493041,25.991421176470567,25.991421176470567,20.887371589285767,32.82526977479242,0,0,0,0,16.841387135786917,21.471865882352944,21.471865882352944,20.123196463304236,25.065846707809687,0,0,0,0,16.550428443561337,19.22187999999999,19.22187999999999,19.502610422130008,20.977580402483735,0,0,0,0,15.661665857906275,18.01361294117648,18.01361294117648,19.502610422130008,20.977580402483735,0,0,0,0
1664285400,21.284,21.922,20.1,20.607,-43.66681255403935,0,0,0,0,0,0,20.123196463304236,25.065846707809687,0,0,0,0,20.123196463304236,25.065846707809687,0,0,0,0,0,0,20.93862295493041,25.991421176470567,25.991421176470567,20.887371589285767,32.82526977479242,0,0,0,0,16.19577365803993,20.866722352941196,20.866722352941196,20.123196463304236,25.065846707809687,0,0,0,0,16.588615149720724,19.175520000000002,19.175520000000002,20.018092607295998,20.977580402483735,0,0,0,0,16.0283976313645,18.207909411764714,20.38742119216493,20.018092607295998,20.977580402483735,0,0,0,0
1664371800,20.76,22.186,20.75,22.047,-28.550660173882697,0,0,0,0,0,0,20.278474210277786,25.065846707809687,0,0,0,0,20.278474210277786,25.065846707809687,0,0,0,0,0,0,21.27213347732839,26.19834823529412,26.19834823529412,20.887371589285767,32.82526977479242,0,0,0,0,15.834414423763883,20.544152941176463,20.544152941176463,20.278474210277786,25.065846707809687,0,0,0,0,16.889000686126906,19.362955294117643,21.83690990210838,21.134441847388807,20.977580402483735,0,0,0,0,17.411740821004784,19.145864705882364,20.879988590759943,21.134441847388807,20.977580402483735,0,0,0,0
1664458200,21.425,21.631,20.555,21.182,-28.550660173882697,0,0,0,0,0,0,20.278474210277786,25.065846707809687,0,0,0,0,20.278474210277786,25.065846707809687,0,0,0,0,0,0,21.27213347732839,26.19834823529412,26.19834823529412,20.887371589285767,32.82526977479242,0,0,0,0,15.503770320928595,20.251807058823523,20.251807058823523,20.278474210277786,25.065846707809687,0,0,0,0,17.30999853123018,19.58413176470588,21.858264998181582,21.134441847388807,20.977580402483735,0,0,0,0,18.676791135671973,19.910469411764684,21.144147687857394,21.134441847388807,20.977580402483735,0,0,0,0
1664544600,20.851,22.604,20.711,21.226,-27.35928707494694,0,0,0,0,0,0,20.278474210277786,25.065846707809687,0,0,0,0,20.278474210277786,25.065846707809687,0,0,0,0,0,0,21.050807547506334,25.981776470588215,25.981776470588215,20.887371589285767,32.82526977479242,0,0,0,0,15.205704600254585,19.984743529411766,19.984743529411766,20.278474210277786,25.065846707809687,0,0,0,0,17.876573023523783,19.91136941176471,19.91136941176471,21.134441847388807,20.977580402483735,0,0,0,0,19.558050493540524,20.659709411764716,21.76136832998891,21.134441847388807,20.977580402483735,0,0,0,0
1664803800,21.39,22.842,21.214,22.452,-24.997941275843885,0,0,0,0,0,0,21.062180841081936,25.065846707809687,0,0,0,0,21.062180841081936,25.065846707809687,0,0,0,0,0,0,21.050807547506334,25.981776470588215,25.981776470588215,20.887371589285767,32.82526977479242,0,0,0,0,15.00662741382527,19.799938823529423,19.799938823529423,21.062180841081936,25.065846707809687,0,0,0,0,18.278253609789253,20.213209411764723,22.148165213740192,21.68027699025338,20.977580402483735,0,0,0,0,20.417184670331306,21.482147058823525,22.547109447315744,21.68027699025338,20.977580402483735,0,0,0,0
1664890200,23.584,24.912,23.5,24.874,-18.99737370002932,0,0,0,0,0,0,22.631691643585956,25.065846707809687,0,0,0,0,22.631691643585956,25.065846707809687,0,0,0,0,0,0,20.998632551777238,25.846658823529424,30.69468509528161,21.787162217123388,32.82526977479242,0,0,0,0,14.958346071469482,19.75246117647059,24.546576281471697,22.631691643585956,25.065846707809687,0,0,0,0,18.87875644203596,20.806724705882345,22.73469296972873,23.667952002254964,21.709429901494236,0,0,0,0,21.238509615060316,22.706069411764705,24.173629208469094,23.667952002254964,21.709429901494236,0,0,0,0
