time,open,high,low,close,Fair Value,Bottom Band,Top Band,Likely Bottom,Likely Top,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,SRI Bias Histogram
1473773400,17.118,17.18,16.807,16.993,3.5019980647911786,2.801598451832943,5.252997097186768,,16.993,16.873263842336197,17.126056470588228,17.37884909884026,17.13765742598748,16.953752542058727,-10
1473859800,16.955,17.075,16.7401,16.839,3.504052039273332,2.8032416314186657,5.256078058909997,,16.839,16.868957623645834,17.113494117647075,17.113494117647075,16.95367590961132,16.953752542058727,-15
1473946200,16.849,17.007,16.55616,16.762,3.504584280291863,2.8036674242334905,5.256876420437795,,16.762,16.861524410936433,17.10141176470588,17.10141176470588,16.90138191520223,16.953752542058727,-10
1474032600,16.76,16.76,16.402,16.484,3.4997176328664867,2.7997741062931896,5.24957644929973,,16.484,16.805084108313963,17.044804705882342,17.044804705882342,16.682033160143977,16.953752542058727,-10
1474291800,16.614,16.675,16.358,16.425,3.504619709745171,2.803695767796137,5.2569295646177565,,16.425,16.739619119350188,16.980138823529412,16.980138823529412,16.540150512465434,16.953752542058727,-15
1474378200,16.576,16.88499,16.53,16.655,3.5026594890882192,2.8021275912705756,5.253989233632328,,16.655,16.714492384911168,16.952324705882344,16.952324705882344,16.540150512465434,16.953752542058727,0
1474464600,16.748,16.996,16.599,16.763,3.4919532370908906,2.7935625896727125,5.237929855636336,,16.763,16.692396307042983,16.9252305882353,16.9252305882353,16.671000660411494,16.953752542058727,-10
1474551000,16.888,17.1425,16.7645,17.03,3.483427728479539,2.7867421827836316,5.225141592719309,,17.03,16.70760887464881,16.93641176470587,17.16521465476293,16.89905330752844,16.953752542058727,-15
1474637400,16.988,17.231,16.96,17.178,3.480934998740279,2.7847479989922235,5.221402498110418,,17.178,16.73395253588932,16.95989882352942,17.185845111169524,17.085502564460636,16.953752542058727,-10
1474896600,17.094,17.17,16.971,17.087,3.4886247648652513,2.790899811892201,5.232937147297877,,17.087,16.75280209262655,16.97726588235294,17.201729672079328,17.085502564460636,16.953752542058727,-10
1474983000,17.04,17.1705,16.8,16.906,3.5002924512975033,2.800233961038003,5.2504386769462545,,16.906,16.739886982420966,16.956868235294124,17.17384948816728,16.97933059206282,16.953752542058727,-15
1475069400,16.973,17.06599,16.923,17.025,3.496969715401179,2.7975757723209433,5.245454573101769,,17.025,16.755716769398127,16.971701176470603,17.18768558354308,16.97933059206282,16.953752542058727,-10
1475155800,17.059,17.07,16.559,16.574,3.495703528508505,2.7965628228068042,5.243555292762758,,16.574,16.71696528056313,16.934298823529407,16.934298823529407,16.73540051183381,16.953752542058727,-10
1475242200,16.586,16.841,16.452,16.744,3.4979574337785238,2.7983659470228193,5.246936150667786,,16.744,16.688378766771688,16.907485882352955,16.907485882352955,16.73540051183381,16.953752542058727,-15
1475501400,16.697,16.727,16.272,16.384,3.505770388841596,2.8046163110732767,5.258655583262394,,16.384,16.569434823685672,16.808970588235297,16.808970588235297,16.51362253938883,16.953752542058727,-10
1475587800,16.486,17.0995,16.41,17.05,3.509402740362198,2.8075221922897584,5.264104110543297,,17.05,16.577927175807048,16.815147058823527,17.052366941840006,16.9194519974354,16.953752542058727,-10
1475674200,17.03,17.132,16.9,17.101,3.504249715979042,2.8033997727832336,5.256374573968563,,17.101,16.59422289785903,16.83097058823529,17.067718278611547,17.00889646237902,16.953752542058727,5
1475760600,17.142,17.427,17.065,17.277,3.5080690859595918,2.8064552687676736,5.262103628939387,,17.277,16.62522967694781,16.86732941176471,17.10942914658161,17.146017868071706,16.953752542058727,10
1475847000,17.238,17.426,17.13,17.298,3.508061032705076,2.806448826164061,5.262091549057614,,17.298,16.6602558316359,16.910188235294108,17.160120638952314,17.185823482452214,16.953752542058727,10
1476106200,17.422,17.8,17.354,17.469,3.513720688050188,2.8109765504401505,5.270581032075282,,17.469,16.72704730208164,17.007945882352928,17.288844462624215,17.582097798645023,16.97293509301469,25
1476192600,17.465,17.465,17.226,17.306,3.5170194494185516,2.8136155595348415,5.275529174127827,,17.306,16.773710825786242,17.062616470588235,17.351522115390228,17.582097798645023,16.97293509301469,10
1476279000,17.426,17.426,17.185,17.316,3.554626971595594,2.8437015772764753,5.331940457393391,,17.316,16.8370233441271,17.129781176470583,17.422539008814066,17.582097798645023,16.97293509301469,10
1476365400,17.278,17.343,17.007,17.237,3.545207293148119,2.8361658345184955,5.317810939722179,,17.237,16.887333105365286,17.180468235294104,17.47360336522292,17.28818080744591,16.97293509301469,5
1476451800,17.376,17.376,17.06501,17.22,3.544502821899892,2.835602257519914,5.3167542328498385,,17.22,16.946897808006007,17.239590588235288,17.53228336846457,17.28818080744591,16.97293509301469,10
1476711000,17.25,17.3335,17.109,17.185,3.5543385421611786,2.843470833728943,5.3315078132417675,,17.185,16.991315364583468,17.284188235294113,17.57706110600476,17.265964908001333,16.97293509301469,10
1476797400,17.355,17.425,17.138,17.258,3.5509808973439028,2.840784717875122,5.326471346015854,,17.258,17.038786591142536,17.338395294117657,17.638003997092778,17.265964908001333,16.97293509301469,10
1476883800,17.206,17.3635,16.955,17.014,3.5459775157384574,2.836782012590766,5.318966273607686,,17.014,17.036471256474332,17.33483294117647,17.33483294117647,17.128906520545865,16.97293509301469,10
1476970200,17.019,17.108,16.779,16.844,3.535986587563511,2.828789270050809,5.303979881345267,,16.844,17.001865818834695,17.29921647058824,17.29921647058824,16.921261160947253,16.97293509301469,-10
1477056600,16.84,16.8715,16.667,16.861,3.5350796146008228,2.8280636916806583,5.302619421901234,,16.861,16.951055799544836,17.235682352941186,17.235682352941186,16.80604151122493,16.97293509301469,5
1477315800,16.984,17.507,16.9035,17.404,3.5721840912701737,2.8577472730161393,5.3582761369052605,,17.404,16.979922042938007,17.254601176470594,17.52928031000318,17.308772154408807,16.97293509301469,10
1477402200,17.419,17.597,17.014,17.229,3.568949644786605,2.8551597158292843,5.353424467179908,,17.229,16.984248874486095,17.251041176470594,17.517833478455092,17.308772154408807,16.97293509301469,10
1477488600,17.209,17.464,17.147,17.18,3.574003115519832,2.859202492415866,5.361004673279748,,17.18,16.981578256879093,17.239690588235305,17.497802919591518,17.308772154408807,16.97293509301469,10
1477575000,17.174,17.44,17.031,17.353,3.608319995498219,2.8866559963985754,5.412479993247328,,17.353,16.99774761946056,17.25784117647059,17.517934733480615,17.308772154408807,16.97293509301469,15
1477661400,19,19.901,18.645,19.147,3.6266302017189176,2.9013041613751342,5.439945302578376,,19.147,17.09450044459154,17.598681176470595,18.102861908349652,19.16657425119238,18.11669150788955,50
1477920600,19.277,19.679,19.277,19.481,3.647304713024358,2.9178437704194864,5.470957069536537,,19.481,17.267697545655718,17.94130235294119,18.61490716022666,19.215780186830056,18.748427828754583,35
1478007000,19.571,19.662,19.375,19.504,3.6460829511853285,2.916866360948263,5.469124426777993,,19.504,17.45163919563974,18.24670235294119,19.041765510242637,19.264848081946408,18.863682983843542,30
1478093400,19.404,19.652,19.041,19.187,3.698831869589446,2.959065495671557,5.548247804384169,,19.187,17.621589185414557,18.48284117647059,19.344093167526623,19.264848081946408,18.863682983843542,15
1478179800,19.308,19.321,18.844,18.896,3.7185948633932866,2.9748758907146295,5.57789229508993,,18.896,17.74960848686782,18.64037529411765,19.53114210136748,19.264848081946408,18.863682983843542,20
1478266200,18.862,19.234,18.654,19.016,3.631323434020392,2.905058747216314,5.446985151030589,,19.016,17.883290355712465,18.80590588235293,19.728521408993398,19.264848081946408,18.863682983843542,30
1478529000,19.298,19.538,19.099,19.231,3.671524812077918,2.9372198496623345,5.507287218116877,,19.231,18.013067849176164,18.94987529411765,19.886682739059136,19.264848081946408,18.863682983843542,15
1478615400,19.249,19.402,18.91,19,3.6599134314813706,2.9279307451850967,5.489870147222056,,19,18.126356380227485,19.08177176470588,20.037187149184277,19.264848081946408,18.863682983843542,20
1478701800,18.781,19.37567,18.644,19.188,3.6680212593438086,2.934417007475047,5.502031889015713,,19.188,18.247521996179294,19.224717647058817,20.20191329793834,19.264848081946408,18.863682983843542,15
1478788200,19.39,19.8115,18.9483,19.316,3.684795622618541,2.947836498094833,5.5271934339278115,,19.316,18.377524304342217,19.380761176470592,20.38399804859897,19.264848081946408,18.863682983843542,15
1478874600,19.32,19.8,19.257,19.675,3.6710276338076815,2.9368221070461455,5.506541450711522,,19.675,18.534371056556534,19.578003529411788,20.621636002267042,19.510533924225324,18.863682983843542,20
1479133800,19.879,19.879,19.083,19.211,3.65307544283737,2.922460354269896,5.4796131642560555,,19.211,18.64599407636654,19.705728235294135,20.76546239422173,19.388710994342915,18.863682983843542,15
1479220200,19.207,19.49,19.075,19.31,3.660573227150564,2.9284585817204514,5.490859840725846,,19.31,18.743602218032603,19.81133764705882,20.87907307608504,19.388710994342915,18.863682983843542,15
1479306600,19.358,19.683,19.202,19.648,3.668965273186457,2.935172218549166,5.503447909779686,,19.648,18.851288809278945,19.92900117647059,21.006713543662233,19.473329823609983,18.863682983843542,20
1479393000,19.683,19.773,19.4565,19.747,3.715142018703558,2.9721136149628467,5.572713028055337,,19.747,18.9594369718923,20.04240117647058,21.125365381048862,19.634572615371845,18.917534902592717,30
1479479400,19.841,19.914,19.49,19.668,3.707199339232001,2.965759471385601,5.560799008848001,,19.668,19.044520269592756,20.121116470588248,21.19771267158374,19.634572615371845,18.959246695264667,45
1479738600,19.6,19.846,19.565,19.693,3.696869989820033,2.9574959918560264,5.545304984730049,,19.693,19.119893853403855,20.18029764705884,21.240701440713824,19.634572615371845,19.05208621703148,35
1479825000,19.728,19.89,19.539,19.857,3.710230374542535,2.968184299634028,5.565345561813802,,19.857,19.20031590831491,20.247537647058834,21.29475938580276,19.7353336862463,19.05208621703148,15
1479911400,19.85,19.85,19.558,19.821,3.7284724049328424,2.982777923946274,5.592708607399263,,19.821,19.257133072760922,20.262218823529405,21.26730457429789,19.7353336862463,19.071104952440407,30
1480084200,19.916,19.9695,19.733,19.785,3.7106361613017698,2.968508929041416,5.565954241952655,,19.785,19.280906789357942,20.2534494117647,21.225992034171455,19.7353336862463,19.26399031298038,50
1480343400,19.727,19.927,19.339,19.503,3.6963520643280714,2.9570816514624574,5.544528096492107,,19.503,19.29129377753444,20.17090352941178,21.05051328128912,19.49575841303706,19.26399031298038,15
1480429800,19.566,19.699,18.502,19.523,3.7010693243264807,2.9608554594611847,5.551603986489721,,19.523,19.307444376766654,20.1050423529412,20.902640329115748,19.517827596971273,19.26399031298038,15
1480516200,19.485,19.543,19.202,19.403,3.701710253697119,2.9613682029576953,5.552565380545679,,19.403,19.285667012000474,19.990797647058834,19.990797647058834,19.458599405777736,19.26399031298038,20
1480602600,19.408,19.664,19.078,19.16,3.718471467490927,2.9747771739927416,5.57770720123639,,19.16,19.23379456245214,19.81095058823532,19.81095058823532,19.211912380085924,19.26399031298038,15
1480689000,19.125,19.286,18.809,19.194,3.7357941569371196,2.988635325549696,5.603691235405679,,19.194,19.230767077290533,19.61639294117649,19.61639294117649,19.184704352936926,19.26399031298038,15
1480948200,19.278,19.596,19.256,19.576,3.7571914854571533,3.005753188365723,5.63578722818573,,19.576,19.300334321744383,19.5572517647059,19.814169207667415,19.448026558288564,19.26399031298038,20
1481034600,19.601,19.874,19.465,19.857,3.734076137095502,2.987260909676402,5.601114205643253,,19.857,19.336560438565126,19.59892941176471,19.861298384964297,19.602530010408156,19.26399031298038,15
1481121000,19.77,19.945,19.583,19.845,3.7453138545896447,2.9962510836717158,5.617970781884467,,19.845,19.39644544389789,19.673311764705893,19.950178085513897,19.745272752502444,19.26399031298038,15
1481207400,19.8,20.5135,19.8,20.098,3.754358872257063,3.0034870978056505,5.631538308385594,,20.098,19.46971275524655,19.784365882352947,20.099019009459344,20.14216375088221,19.292169603290876,35
1481293800,20.148,20.207,19.851,20.097,3.7596581156278286,3.007726492502263,5.639487173441743,,20.097,19.51876287268377,19.841198823529417,20.163634774375065,20.14216375088221,19.35401463162724,30
1481553000,20.072,20.3735,19.624,20.187,3.7644119178442934,3.011529534275435,5.64661787676644,,20.187,19.574108268187217,19.907507058823533,20.24090584945985,20.14216375088221,19.35401463162724,15
1481639400,20.326,20.507,20.099,20.444,3.7770649146632573,3.021651931730606,5.6655973719948864,,20.444,19.638108769690668,19.99131529411766,20.34452181854465,20.23605467709947,19.591622309923487,35
1481725800,20.469,20.56,19.808,19.959,3.775452519507855,3.0203620156062843,5.6631787792617825,,19.959,19.66095443070819,20.00844235294119,20.35593027517419,20.14488652841933,19.591622309923487,15
1481812200,19.93,20.397,19.703,20.155,3.7752894141052056,3.0202315312841646,5.662934121157808,,20.155,19.706596593874842,20.05458823529413,20.402579876713418,20.14488652841933,19.591622309923487,15
1481898600,20.255,20.45535,19.989,20.04,3.7736100128901384,3.0188880103121107,5.660415019335208,,20.04,19.742974188100266,20.091792941176475,20.440611694252684,20.14488652841933,19.591622309923487,35
1482157800,20.08,20.357,19.9115,20.318,3.797519593713176,3.038015674970541,5.696279390569764,,20.318,19.793983919706633,20.15195529411764,20.50992666852865,20.14488652841933,19.591622309923487,15
1482244200,20.346,20.602,20.033,20.389,3.7978122782488324,3.038249822599066,5.696718417373249,,20.389,19.862697610221616,20.240411764705872,20.618125919190128,20.340349936456676,19.591622309923487,15
1482330600,20.72799,20.72799,19.869,20.031,3.81217303734553,3.049738429876424,5.718259556018294,,20.031,19.877698360819803,20.246889411764744,20.616080462709686,20.24343321701533,19.591622309923487,20
1482417000,20.081,20.081,19.536,19.618,3.864014894290352,3.091211915432282,5.796022341435528,,19.618,19.846986160965976,20.206317647058828,20.206317647058828,19.79066881255815,19.591622309923487,0
1482503400,19.665,20.166,19.665,20.122,3.907906987901888,3.1263255903215104,5.8618604818528315,,20.122,19.858737907693563,20.217708235294136,20.57667856289471,19.79066881255815,19.591622309923487,10
1482849000,20.065,20.698,20.006,20.148,3.978278869408393,3.1826230955267145,5.96741830411259,,20.148,19.891302706056678,20.25336000000003,20.61541729394338,19.96157748498898,19.591622309923487,15
1482935400,20.0195,20.319,19.636,19.76,4.0252417426745355,3.2201933941396286,6.037862614011804,,19.76,19.859230991046847,20.220249411764705,20.220249411764705,19.850172985709058,19.591622309923487,10
1483021800,20.1005,20.1005,19.699,19.85,4.106418234577436,3.285134587661949,6.159627351866154,,19.85,19.832042747143706,20.192287058823556,20.192287058823556,19.850172985709058,19.591622309923487,10
1483108200,19.867,19.9395,19.59,19.74,4.093907025113837,3.2751256200910697,6.140860537670756,,19.74,19.795812150423387,20.15731764705884,20.15731764705884,19.785555777803218,19.591622309923487,15
1483453800,19.855,20.035,19.702,19.784,4.165453508441884,3.332362806753507,6.248180262662825,,19.784,19.772737714186626,20.134447058823543,20.134447058823543,19.785555777803218,19.591622309923487,10
1483540200,19.765,19.8655,19.704,19.794,4.193151802076438,3.3545214416611504,6.289727703114656,,19.794,19.73626755789667,20.090927058823564,20.090927058823564,19.785555777803218,19.591622309923487,10
1483626600,19.766,20.274,19.766,19.961,4.355418883521645,3.4843351068173165,6.533128325282468,,19.961,19.735130028633282,20.08553411764707,20.43593820666086,19.862970039067296,19.591622309923487,15
1483713000,20.024,20.186,19.879,19.917,4.14920301407598,3.3193624112607845,6.223804521113971,,19.917,19.721229119290125,20.054522352941174,20.38781558659222,19.86506019527363,19.591622309923487,25
1483972200,19.969,20.089,19.667,19.863,4.001852999231213,3.2014823993849704,6.002779498846819,,19.863,19.679870123197862,19.969845882352967,19.969845882352967,19.86506019527363,19.591622309923487,10
1484058600,19.967,20.096,19.791,20.078,3.978462791024109,3.182770232819287,5.967694186536163,,20.078,19.684177788829402,19.923657647058842,20.163137505288283,19.9395162925405,19.591622309923487,15
1484145000,19.7535,20.244,19.7535,20.1,3.9869584199790555,3.1895667359832447,5.980437629968583,,20.1,19.68016649112612,19.899109411764694,20.11805233240327,19.999095588451702,19.591622309923487,10
1484231400,20.006,20.1155,19.762,20.047,3.789441650015989,3.0315533200127915,5.684162475023983,,20.047,19.657273094469957,19.86978,20.08228690553004,19.98769695358056,19.591622309923487,10
1484317800,20.158,20.422,20.112,20.38,3.82583862046159,3.060670896369272,5.738757930692385,,20.38,19.68832576309719,19.90818235294117,20.128038942785153,20.16734470816289,19.65442470283587,30
1484663400,20.249,20.249,20.008,20.092,3.8668981487410403,3.0935185189928323,5.800347223111561,,20.092,19.726077038121886,19.941914117647066,20.157751197172246,20.16734470816289,19.65442470283587,10
1484749800,20.141,20.409,20.042,20.251,3.9856947997281846,3.188555839782548,5.978542199592277,,20.251,19.77074593059997,19.99623411764707,20.221722304694172,20.230026926687515,19.65442470283587,10
1484836200,20.2,20.2,19.8745,19.9,3.9563802601204356,3.1651042080963485,5.934570390180653,,19.9,19.763246510954517,19.987961176470574,19.987961176470574,20.035178153552632,19.65442470283587,15
1484922600,19.875,20.2815,19.787,20.155,3.979343500457811,3.1834748003662487,5.9690152506867165,,20.155,19.811288962875388,20.029805882352946,20.248322801830504,20.035178153552632,19.65442470283587,25
1485181800,20.192,20.592,20.0805,20.51,4.018653609515755,3.214922887612604,6.027980414273632,,20.51,19.850171808088593,20.080650588235304,20.311129368382016,20.376314639631033,19.65442470283587,10
1485268200,20.207,20.596,19.9,20.296,4.00078264777235,3.2006261182178797,6.001173971658524,,20.296,19.880469593072917,20.10874235294117,20.337015112809425,20.12578962708842,19.65442470283587,15
1485354600,20.258,20.489,20.141,20.33,3.9525590792713623,3.16204726341709,5.928838618907044,,20.33,19.9266184787877,20.160558823529417,20.394499168271135,20.189902832505542,19.68269506991359,25
1485441000,20.3525,20.3525,19.9235,20.13,3.967965921227596,3.174372736982077,5.951948881841394,,20.13,19.950789381699266,20.18153529411765,20.18153529411765,20.189902832505542,19.68269506991359,10
1485527400,20.0715,20.2885,19.919,19.958,4.0020075494910445,3.2016060395928356,6.003011324236567,,19.958,20.007654310967045,20.221890588235283,20.221890588235283,20.105977400059814,19.68269506991359,10
1485786600,19.858,20,19.667,19.946,4.00016119733081,3.200128957864648,6.000241795996215,,19.946,19.978537418118904,20.196978823529427,20.196978823529427,19.842439995601826,19.68269506991359,-10
1485873000,19.87,20.249,19.641,20.13,4.010791573214207,3.208633258571366,6.016187359821311,,20.13,19.955634945826887,20.168451764705882,20.381268583584877,19.933427985372425,19.68269506991359,10
1485959400,19.823,19.903,19.151,19.651,4.0884712141862805,3.2707769713490245,6.13270682127942,,19.651,19.89183330893667,20.115157647058815,20.115157647058815,19.78038987166228,19.68269506991359,-5
1486045800,19.691,19.758,19.002,19.15,4.121097901218624,3.2968783209748995,6.181646851827936,,19.15,19.744692229570866,20.011849411764693,20.011849411764693,19.35234519795258,19.68269506991359,-10
1486132200,19.267,19.63,19.267,19.548,4.154268319506878,3.3234146556055024,6.231402479260317,,19.548,19.645849168188374,19.924336470588244,19.924336470588244,19.35234519795258,19.68269506991359,-10
1486391400,19.431,19.463,18.987,19.03,4.163465061920757,3.3307720495366056,6.245197592881135,,19.03,19.447846792013372,19.774072941176488,19.774072941176488,19.17754666056444,19.68269506991359,-10
1486477800,19.068,19.1,18.731,18.799,4.180111688880484,3.3440893511043877,6.270167533320727,,18.799,19.184364107617405,19.578225882352925,19.578225882352925,18.938808339555937,19.601461261207422,-25
1486564200,18.821,18.9715,18.56,18.749,4.227682175758352,3.3821457406066813,6.341523263637527,,18.749,18.937889209378028,19.391265882352936,19.391265882352936,18.8503422788957,19.46653545683546,-25
1486650600,18.618,19.05,18.618,19.001,4.22932567262895,3.38346053810316,6.343988508943426,,19.001,18.76841301142948,19.25239294117646,19.25239294117646,18.8503422788957,19.46653545683546,5
1486737000,19.092,19.092,18.812,18.935,4.122337089443441,3.297869671554753,6.1835056341651615,,18.935,18.615845451418213,19.129145882352933,19.129145882352933,18.8503422788957,19.46653545683546,-10
1486996200,19.055,19.18,18.849,19.134,4.147945464697782,3.3183563717582256,6.221918197046673,,19.134,18.50741416630918,19.037152941176473,19.037152941176473,18.8503422788957,19.46653545683546,-10
1487082600,19.056,19.396,18.954,19.299,4.140307332924017,3.312245866339214,6.210460999386026,,19.299,18.427631495414836,18.965937647058805,18.965937647058805,19.15105223084694,19.46653545683546,-5
1487169000,19.274,19.525,18.78774,19.415,4.16148951457014,3.329191611656112,6.24223427185521,,19.415,18.39406614824732,18.93309529411765,19.47212443998798,19.37060115823027,19.46653545683546,-10
1487255400,19.218,19.3555,19.048,19.268,4.162762026559604,3.3302096212476835,6.244143039839406,,19.268,18.35898185003353,18.898384705882336,18.898384705882336,19.37060115823027,19.46653545683546,-10
1487341800,19.212,19.455,19.1285,19.287,4.200021240485887,3.3600169923887098,6.30003186072883,,19.287,18.334821274986798,18.87375411764705,18.87375411764705,19.37060115823027,19.46653545683546,-5
1487687400,19.308,19.722,19.152,19.58,4.283381054417943,3.426704843534355,6.425071581626915,,19.58,18.394238377534545,18.91387058823528,19.433502798936015,19.396970062985044,19.46653545683546,-10
1487773800,19.567,19.701,19.267,19.46,4.352703397941813,3.4821627183534503,6.529055096912719,,19.46,18.40584730808414,18.920875294117643,19.435903280151145,19.396970062985044,19.46653545683546,-10
1487860200,19.499,19.618,19.153,19.33,4.351825088324005,3.481460070659204,6.527737632486007,,19.33,18.45107780339908,18.947854117647065,18.947854117647065,19.396970062985044,19.46653545683546,-5
1487946600,19.242,19.448,19.232,19.433,4.445255124176259,3.5562040993410076,6.667882686264388,,19.433,18.484953264358477,18.966327058823524,19.44770085328857,19.396970062985044,19.46653545683546,-10
1488205800,19.353,19.57,19.171,19.442,4.43484943899235,3.54787955119388,6.652274158488525,,19.442,18.502059919599603,18.980456470588223,19.458853021576843,19.396970062985044,19.46653545683546,-10
1488292200,19.343,19.499,19.102,19.188,4.460691142224423,3.5685529137795386,6.691036713336635,,19.188,18.53227755527962,18.995428235294114,18.995428235294114,19.347119207750527,19.46653545683546,-10
1488378600,19.407,19.461,19.1485,19.378,4.455007064170752,3.5640056513366023,6.682510596256129,,19.378,18.626026301559083,19.049729411764712,19.47343252197034,19.347119207750527,19.46653545683546,-10
1488465000,19.398,19.398,18.854,19.023,4.516924437017104,3.6135395496136833,6.775386655525656,,19.023,18.641741703131277,19.05898352941175,19.05898352941175,19.347119207750527,19.46653545683546,-10
1488551400,19.094,19.109,18.71,19,4.571162216663664,3.6569297733309316,6.856743324995496,,19,18.667056541911396,19.05557294117647,19.05557294117647,19.016508489772335,19.46653545683546,-5
1488810600,18.9,18.992,18.683,18.795,4.5934989198397,3.67479913587176,6.89024837975955,,18.795,18.675219854830814,19.047842352941174,19.047842352941174,18.92398149147198,19.42216699289685,-30
1488897000,18.772,19.065,18.592,18.757,4.607444358427474,3.685955486741979,6.91116653764121,,18.757,18.65682605232046,19.01536470588236,19.01536470588236,18.791720603776948,19.42216699289685,-15
1488983400,18.829,19.191,18.686,18.916,4.525807793832355,3.620646235065884,6.788711690748532,,18.916,18.703738045276282,19.029701176470592,19.029701176470592,18.978353988846486,19.42216699289685,-20
1489069800,18.991,19.08,18.591,18.762,4.385879133818551,3.508703307054841,6.578818700727826,,18.762,18.689013445150543,19.004076470588238,19.004076470588238,18.88625129437098,19.42216699289685,-15
1489156200,18.55801,18.998,18.543,18.697,4.4596196154344865,3.5676956923475895,6.689429423151729,,18.697,18.690301035859637,18.982636470588247,18.982636470588247,18.82654320790151,19.42216699289685,-15
1489411800,18.61,18.968,18.61,18.885,4.520635040324963,3.6165080322599708,6.780952560487445,,18.885,18.701686309954965,18.978511764705875,18.978511764705875,18.82654320790151,19.40483706992185,-35
1489498200,18.781,18.88,18.6278,18.862,4.539633973615532,3.6317071788924253,6.809450960423297,,18.862,18.66018625737676,18.94157529411765,18.94157529411765,18.82654320790151,19.30400585064172,-30
1489584600,18.929,19.05,18.75,19.002,4.548251234343137,3.63860098747451,6.822376851514706,,19.002,18.685844941838006,18.955168235294124,19.224491528750242,18.89237848022688,19.30400585064172,-15
1489671000,19.045,19.204,18.8315,19.105,4.568897360511842,3.655117888409474,6.8533460407677635,,19.105,18.69305253757092,18.961907058823513,19.230761580076106,18.94575647578509,19.30400585064172,-5
