time,open,high,low,close,CRS,ATR,Histogram,MACD,Signal line,CMF,Up Trend,Down Trend,Volume,OnBalanceVolume,MTF RSI,LOI,Acc,Deep Acc,Trim 25%,Trim 50%,Trim 75%,Acc Enter,Deep Enter,Acc Bounce,Deep Bounce,Trim 25%,Trim 50%,Trim 75%,Exit 100%,CT4 Dist,IWM Trim,LT Fast TL,LT Slow TL,BP Entry,MIXED Watch,LT Exit,Time Stop,IBIT Disabled,CT1 Cross,CT2 Cross,CT3 Cross,CT4 Distribution,IWM CT3 Warning,LT Fast TL,LT Slow TL,VST SRI Bias Histogram,VLT SRI Bias Histogram,ST SRI Bias Histogram,LT SRI Bias Histogram,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,VST Reversal Support,VST Reversal Robust Fit,VST Reversal Resistance,VST Fast Trackline,VST Slow Trackline,VST Stage 4 to 1,VST Stage 1 to 2,VST Stage 2 to 3,VST Stage 3 to 4,STH MVRV,MVRV SMA,%K,%D,MTF RSI,Short-Term Risk Score,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,MVRV,Z-score,Plot,Plot
1727875800,160.49,173.8,159.2,170.3,,7.5070511935213124,0.18273431567819642,8.389151483318216,8.20641716764002,0.07302852081497875,155.5878705031837,,1127460,65938664,64.80897745620123,45.81546309648982,-45,-65,40,60,80,,,,,,,,,45.81546309648982,,166.69157174763757,140.20575708204183,0,0,0,0,0,0,0,0,0,0,166.69157174763757,140.20575708204183,15,25,15,10,123.61124425564114,139.05404941176462,154.4968545678881,157.97420275796685,122.75691640892958,0,0,0,0,146.84591749087926,163.10931764705896,179.37271780323866,169.23039651733075,157.94829798675272,0,0,0,0,123.79740021818309,139.42090117647055,155.04440213475803,166.69157174763757,140.20575708204183,0,0,0,0,159.98125093929028,174.07265882352934,188.1640667077684,169.23039651733075,157.94829798675272,0,0,0,0,1.8009964714376525,,,,61.409898525692725,0.28367750536994585,0.0005679999999999986,0.0004543999999999989,0.0003407999999999992,0.00022719999999999945,0.00011359999999999973,0,0.0005679999999999986,1.9098026096426801,1.6434609273912115,,
1727890200,170.25,171.25,163.92,164.48,,7.494404679698363,-0.2514774440329397,7.892070362598844,8.143547806631783,0.0827429474267807,155.5878705031837,,463742,65474922,58.58747408623879,42.72976177949269,-45,-65,40,60,80,,,,,,,,,42.72976177949269,,166.69157174763757,140.20575708204183,0,0,0,0,0,0,0,0,0,0,166.69157174763757,140.20575708204183,20,30,20,10,124.32562590378683,139.73111529411761,155.1366046844484,157.97420275796685,122.75691640892958,0,0,0,0,148.3776850467994,164.99320000000012,181.60871495320083,169.23039651733075,157.94829798675272,0,0,0,0,126.96857605234662,142.3383905882352,157.7082051241238,166.69157174763757,140.20575708204183,0,0,0,0,160.78512603148138,174.6405411764706,188.49595632145983,169.23039651733075,157.94829798675272,0,0,0,0,1.7438639366276927,,,,,0.24610515726510776,0.0005679999999999986,0.0004543999999999989,0.0003407999999999992,0.00022719999999999945,0.00011359999999999973,0,0.0005679999999999986,1.9098026096426801,1.6427303032918843,,
1727962200,163.3,165.86,157.82,160.53,,7.533375774005624,-0.8367730427436841,7.0975815032021785,7.934354545945863,0.02106157662888169,155.5878705031837,,870698,64604224,54.746219431278256,42.72976177949269,-45,-65,40,60,80,,,,,,,,,42.72976177949269,,166.69157174763757,140.20575708204183,0,0,0,0,0,0,0,0,0,0,166.69157174763757,140.20575708204183,0,15,15,0,124.32562590378683,139.73111529411761,155.1366046844484,157.97420275796685,122.75691640892958,0,0,0,0,149.40130626482593,166.20178823529432,183.0022702057627,168.05517053434372,157.94829798675272,0,0,0,0,126.96857605234662,142.3383905882352,157.7082051241238,166.69157174763757,140.20575708204183,0,0,0,0,160.87018268516556,174.26407058823528,174.26407058823528,168.05517053434372,157.94829798675272,0,0,0,0,1.7438639366276927,,,,60.417653278014285,0.2738037243847011,0.004122500000000001,0.003298000000000001,0.002473500000000001,0.0016490000000000005,0.0008245000000000003,0,0.004122500000000001,1.8999960816311263,1.624163680803265,,
1727976600,160.35,163.6,160.1,163.43,,7.245277504433794,-1.0470247301422635,6.625573633268033,7.672598363410296,0.05094183748255193,155.5878705031837,,301793,64906017,56.976500721983825,39.99538845763107,-45,-65,40,60,80,,,,,,,,,39.99538845763107,,166.69157174763757,140.20575708204183,0,0,0,0,0,0,0,0,0,0,166.69157174763757,140.20575708204183,20,20,20,10,124.32562590378683,139.73111529411761,155.1366046844484,157.97420275796685,122.75691640892958,0,0,0,0,150.5271143916011,167.55715294117653,184.58719149075196,168.05517053434372,157.94829798675272,0,0,0,0,129.72853816325974,144.98178823529395,160.23503830732815,166.69157174763757,140.20575708204183,0,0,0,0,161.0893602827471,173.9240470588236,186.75873383490008,168.05517053434372,157.94829798675272,0,0,0,0,1.7438639366276927,,,,,0.25381339800073277,0.004122500000000001,0.003298000000000001,0.002473500000000001,0.0016490000000000005,0.0008245000000000003,0,0.004122500000000001,1.8999960816311263,1.6234541768981152,,
1728048600,166.59,174.41,164,172.67,,7.512043396974237,-0.6041940491051792,6.917355802028823,7.521549851134002,0.10933079296101796,155.5878705031837,,1305202,66211219,63.199713264727464,39.99538845763107,-45,-65,40,60,80,,,,,,,,,39.99538845763107,,166.69157174763757,140.20575708204183,0,0,0,0,0,0,0,0,0,0,166.69157174763757,140.20575708204183,15,15,15,10,124.32562590378683,139.73111529411761,155.1366046844484,157.97420275796685,122.75691640892958,0,0,0,0,152.11876697046992,169.64844705882365,187.17812714717738,168.05517053434372,157.94829798675272,0,0,0,0,129.72853816325974,144.98178823529395,160.23503830732815,166.69157174763757,140.20575708204183,0,0,0,0,162.0726005641799,174.23503529411772,186.39747002405554,168.05517053434372,157.94829798675272,0,0,0,0,1.7438639366276927,,,,66.60630438663495,0.28194638992113585,0.0037644999999999996,0.0030115999999999997,0.0022586999999999998,0.0015057999999999998,0.0007528999999999999,0,0.0037644999999999996,1.9041519712571162,1.6302303116072463,,
1728063000,172.58,176.55,171.65,176.49,,7.325468868618935,-0.11975256532152034,7.3718591444821016,7.491611709803622,0.15502320468379602,155.5878705031837,,711204,66922423,65.42625771069162,32.88632024941826,-45,-65,40,60,80,,,,,,,,,32.88632024941826,,166.69157174763757,140.20575708204183,0,0,0,0,0,0,0,0,0,0,166.69157174763757,140.20575708204183,35,20,20,15,125.53629488940334,141.16907058823517,156.801846287067,157.97420275796685,122.75691640892958,0,0,0,0,153.7822650382418,171.8781176470588,189.97397025587577,170.00766989204845,157.94829798675272,0,0,0,0,132.59688540398466,148.3865623529412,164.17623930189777,166.69157174763757,140.20575708204183,0,0,0,0,163.4477600857653,175.04668235294145,186.64560462011758,170.00766989204845,157.94829798675272,0,0,0,0,1.8530872737217041,,,,,0.2419582046142547,0.0037644999999999996,0.0030115999999999997,0.0022586999999999998,0.0015057999999999998,0.0007528999999999999,0,0.0037644999999999996,1.9041519712571162,1.6295158252925526,,
1728307800,179.945,191.99,178.94,189.2,,7.909363949431868,0.9329865120658152,8.65784484988589,7.724858337820075,0.1934489563732777,160.51925704159748,,1870167,68792590,71.58619665610075,33.4665921110961,-45,-65,40,60,80,,,,,,,,,33.4665921110961,,171.03063605056812,140.20575708204183,0,0,0,0,0,0,0,0,0,0,171.03063605056812,140.20575708204183,40,15,15,10,125.53629488940334,141.16907058823517,156.801846287067,157.97420275796685,122.75691640892958,0,0,0,0,155.80551339468818,174.89065882352963,193.9758042523711,182.72870516202138,157.94829798675272,0,0,0,0,132.59688540398466,148.3865623529412,164.17623930189777,171.03063605056812,140.20575708204183,0,0,0,0,165.772784072716,177.65421176470605,189.5356394566961,182.72870516202138,157.94829798675272,0,0,0,0,1.8530872737217041,,85.4084829294419,67.93391538369507,70.26736378364582,0.29321625276951613,0.002249000000000001,0.0017992000000000008,0.0013494000000000006,0.0008996000000000004,0.0004498000000000002,0,0.002249000000000001,1.965840697260212,1.7420796074837164,,
1728322200,189.11,190.65,182,186.18,,7.962266524472449,1.2807588725278531,9.325806928479892,8.045048055952039,0.18277501014241493,161.27883133743774,,713101,68079489,68.4648379711421,43.98792184564129,-45,-65,40,60,80,,,,,,,,,43.98792184564129,,174.03773347552755,140.20575708204183,0,0,0,0,0,0,0,0,0,0,174.03773347552755,140.20575708204183,70,20,45,40,125.53629488940334,141.16907058823517,156.801846287067,167.91180184675113,122.75691640892958,0,0,0,0,157.75166786614935,177.6100470588234,197.46842625149745,182.72870516202138,167.74839086758334,0,0,0,0,136.77967175841272,153.08283058823514,169.38598941805756,174.03773347552755,140.20575708204183,0,0,0,0,167.78576460120738,180.19927058823546,192.61277657526355,182.72870516202138,167.74839086758334,0,0,0,0,1.8530872737217041,,,,,0.2618585295818606,0.002249000000000001,0.0017992000000000008,0.0013494000000000006,0.0008996000000000004,0.0004498000000000002,0,0.002249000000000001,1.965840697260212,1.74124492620083,,
1728394200,186.34,198.46,184.45,195.6,,8.394247487010132,1.9594135798443393,10.494315030757463,8.534901450913123,0.22574825666122667,164.71044820369394,,1986074,70065563,72.4936418388864,44.25779562072655,-45,-65,40,60,80,,,,,,,,,44.25779562072655,,176.05575251298987,140.20575708204183,0,0,0,0,0,0,0,0,0,0,176.05575251298987,140.20575708204183,65,15,25,25,125.53629488940334,141.16907058823517,156.801846287067,167.91180184675113,122.75691640892958,0,0,0,0,159.85839641709646,180.70644705882367,201.55449770055088,185.42148865401114,167.74839086758334,0,0,0,0,136.77967175841272,153.08283058823514,169.38598941805756,176.05575251298987,140.20575708204183,0,0,0,0,170.26618613785658,183.61818823529418,196.9701903327318,185.42148865401114,167.74839086758334,0,0,0,0,1.8530872737217041,,,,72.34948451090179,0.2954761132691195,0.004304,0.0034431999999999996,0.0025823999999999995,0.0017215999999999998,0.0008607999999999999,0,0.004304,1.9528668378561012,1.7176151216263817,,
1728408600,195.59,198.49,190.64,192.07,,8.355372666509409,1.9789780843958074,11.008624056407882,9.029645972012075,0.17702509378976447,168.13990338332457,,783635,69281928,68.93932163531122,50.482417842747985,-45,-65,40,60,80,,,,,,,,,50.482417842747985,,182.2846273334906,140.20575708204183,0,0,0,0,0,0,0,0,0,0,182.2846273334906,140.20575708204183,85,45,45,40,127.90495071404786,144.73319764705883,161.5614445800698,173.20667314341176,122.75691640892958,0,0,0,0,161.73741415114964,183.20280000000002,204.6681858488504,185.6595488904484,173.18493437704166,0,0,0,0,140.59959392592643,157.95662588235282,175.31365783877922,182.2846273334906,140.20575708204183,0,0,0,0,172.40260567879199,186.1175529411765,199.83250020356104,185.6595488904484,173.18493437704166,0,0,0,0,1.997887568040492,,,,,0.2677489844011558,0.004304,0.0034431999999999996,0.0025823999999999995,0.0017215999999999998,0.0008607999999999999,0,0.004304,1.9528668378561012,1.7168087251489457,,
